,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff
0,2024-04-01,745600,Triple,triple,False,663697,650911,Jonathan India,Cristopher Sánchez,0,f9cb5268-9e00-46b9-a78f-47f9f17b6d2c,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-01,745600,Double Play,double_play,True,668715,650911,Spencer Steer,Cristopher Sánchez,1,26a3e376-808e-46cf-b805-e074cfa273c2,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-01,745600,Single,single,False,687952,650911,Christian Encarnacion-Strand,Cristopher Sánchez,0,f19f98cf-59e2-4690-b7a8-a342be1d0ad4,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-01,745600,Groundout,field_out,True,600869,650911,Jeimer Candelario,Cristopher Sánchez,0,b87bcd90-76e2-42c7-9546-0460d6c04656,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-01,745600,Single,single,False,656941,671096,Kyle Schwarber,Andrew Abbott,0,c56b0b6e-1d5a-483f-8968-bcf93f556cdf,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,,,,124.0,104.0,111.0,,,,,,0.165,0.167,,,0.44,0.81,,84.7,,82.8,,,,0.167,0.379,0.285,0.188,0.302,0.253,99.0,98.0,100.0,77.0,96.0,89.0,0.546,0.121,0.21,-1.54,92.9,80.7,0.233,0.406,0.193,0.324,0.676,0.147,,,,,,,,,,,,
5,2024-04-01,745600,Walk,walk,False,607208,671096,Trea Turner,Andrew Abbott,1,252d8365-5e3d-4531-b03e-e07fce8dd747,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,,,,124.0,104.0,111.0,,,,,,0.165,0.167,,,0.44,0.81,,84.7,,82.8,,,,0.167,0.379,0.285,0.188,0.302,0.253,99.0,98.0,100.0,77.0,96.0,89.0,0.546,0.121,0.21,-1.54,92.9,80.7,0.233,0.406,0.193,0.324,0.676,0.147,,,,,,,,,,,,
6,2024-04-01,745600,Strikeout,strikeout,True,547180,671096,Bryce Harper,Andrew Abbott,0,ca92badd-f2e3-4889-8308-1b296ffac7f4,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,,,,124.0,104.0,111.0,,,,,,0.165,0.167,,,0.44,0.81,,84.7,,82.8,,,,0.167,0.379,0.285,0.188,0.302,0.253,99.0,98.0,100.0,77.0,96.0,89.0,0.546,0.121,0.21,-1.54,92.9,80.7,0.233,0.406,0.193,0.324,0.676,0.147,,,,,,,,,,,,
7,2024-04-01,745600,Lineout,field_out,True,592663,671096,J.T. Realmuto,Andrew Abbott,1,257555ec-9531-4754-be18-ef45016c4491,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,,,,124.0,104.0,111.0,,,,,,0.165,0.167,,,0.44,0.81,,84.7,,82.8,,,,0.167,0.379,0.285,0.188,0.302,0.253,99.0,98.0,100.0,77.0,96.0,89.0,0.546,0.121,0.21,-1.54,92.9,80.7,0.233,0.406,0.193,0.324,0.676,0.147,,,,,,,,,,,,
8,2024-04-01,745600,Double,double,False,664761,671096,Alec Bohm,Andrew Abbott,1,205ff743-f331-4a49-b8bc-f7aa778b3359,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,,,,124.0,104.0,111.0,,,,,,0.165,0.167,,,0.44,0.81,,84.7,,82.8,,,,0.167,0.379,0.285,0.188,0.302,0.253,99.0,98.0,100.0,77.0,96.0,89.0,0.546,0.121,0.21,-1.54,92.9,80.7,0.233,0.406,0.193,0.324,0.676,0.147,,,,,,,,,,,,
9,2024-04-01,745600,Strikeout,strikeout,True,592206,671096,Nick Castellanos,Andrew Abbott,0,6d221a42-f9cc-4232-86f5-c39fbe2c9ae4,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,,,,124.0,104.0,111.0,,,,,,0.165,0.167,,,0.44,0.81,,84.7,,82.8,,,,0.167,0.379,0.285,0.188,0.302,0.253,99.0,98.0,100.0,77.0,96.0,89.0,0.546,0.121,0.21,-1.54,92.9,80.7,0.233,0.406,0.193,0.324,0.676,0.147,,,,,,,,,,,,
10,2024-04-01,745600,Groundout,field_out,True,669289,650911,Santiago Espinal,Cristopher Sánchez,0,e7abd2af-f95b-41f9-8b97-2cd6408c7f7b,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
