,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff
0,2024-09-18,745040,Strikeout,strikeout,True,680776,686752,Jarren Duran,Ryan Pepiot,0,2459d29f-cce9-4aa8-aac6-86727b72cd45,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.64,3.7,121.0,99.0,116.0,105.0,0.73,9.74,3.12,7.07,1.26,0.8,0.28,0.403,0.173,0.308,0.423,116.0,106.0,117.0,140.0,74.0,83.0,115.0,98.0,102.0,120.0,95.0,106.0,102.0,102.0,100.0,0.52,0.048,0.177,0.029,0.228,1.15,-1.81,0.78,-1.55,-0.86,94.9,91.6,85.8,89.0,80.6,0.175,0.327,0.324,0.236,0.386,0.276,0.253,0.398,0.303,0.3,0.7,0.146,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,
1,2024-09-18,745040,Strikeout,strikeout,True,646240,686752,Rafael Devers,Ryan Pepiot,0,1732ce41-35ed-405b-b0b6-981653283ced,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.64,3.7,121.0,99.0,116.0,105.0,0.73,9.74,3.12,7.07,1.26,0.8,0.28,0.403,0.173,0.308,0.423,116.0,106.0,117.0,140.0,74.0,83.0,115.0,98.0,102.0,120.0,95.0,106.0,102.0,102.0,100.0,0.52,0.048,0.177,0.029,0.228,1.15,-1.81,0.78,-1.55,-0.86,94.9,91.6,85.8,89.0,80.6,0.175,0.327,0.324,0.236,0.386,0.276,0.253,0.398,0.303,0.3,0.7,0.146,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,
2,2024-09-18,745040,Flyout,field_out,True,641933,686752,Tyler O'Neill,Ryan Pepiot,0,e428b335-7923-49d3-b591-c32d5d650255,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.64,3.7,121.0,99.0,116.0,105.0,0.73,9.74,3.12,7.07,1.26,0.8,0.28,0.403,0.173,0.308,0.423,116.0,106.0,117.0,140.0,74.0,83.0,115.0,98.0,102.0,120.0,95.0,106.0,102.0,102.0,100.0,0.52,0.048,0.177,0.029,0.228,1.15,-1.81,0.78,-1.55,-0.86,94.9,91.6,85.8,89.0,80.6,0.175,0.327,0.324,0.236,0.386,0.276,0.253,0.398,0.303,0.3,0.7,0.146,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,
3,2024-09-18,745040,Strikeout,strikeout,True,666624,656557,Christopher Morel,Tanner Houck,0,ab5b1f2f-cb7c-43f5-b039-d3ebced4f766,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.06,178.2,101.0,108.0,105.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.124,0.309,0.426,,,,,,,,,,116.0,98.0,109.0,95.0,93.0,93.0,,0.015,0.414,,,,-0.95,0.54,,,,87.1,,83.2,,,,,,,,,,,0.2,0.4,0.235,,,,93.0,102.0,97.0,116.0,103.0,109.0,0.324,0.248,1.75,0.68,88.4,93.5,0.23,0.357,0.302,0.27,0.325,0.136,0.195,0.265,0.208
4,2024-09-18,745040,Pop Out,field_out,True,664040,656557,Brandon Lowe,Tanner Houck,0,9820dec9-47d3-4190-9f19-b65afe572caf,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.06,178.2,101.0,108.0,105.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.124,0.309,0.426,,,,,,,,,,116.0,98.0,109.0,95.0,93.0,93.0,,0.015,0.414,,,,-0.95,0.54,,,,87.1,,83.2,,,,,,,,,,,0.2,0.4,0.235,,,,93.0,102.0,97.0,116.0,103.0,109.0,0.324,0.248,1.75,0.68,88.4,93.5,0.23,0.357,0.302,0.27,0.325,0.136,0.195,0.265,0.208
5,2024-09-18,745040,Strikeout,strikeout,True,691406,656557,Junior Caminero,Tanner Houck,0,3ff59fa8-a8f3-44b2-acdd-99b3e58925c2,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.06,178.2,101.0,108.0,105.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.124,0.309,0.426,,,,,,,,,,116.0,98.0,109.0,95.0,93.0,93.0,,0.015,0.414,,,,-0.95,0.54,,,,87.1,,83.2,,,,,,,,,,,0.2,0.4,0.235,,,,93.0,102.0,97.0,116.0,103.0,109.0,0.324,0.248,1.75,0.68,88.4,93.5,0.23,0.357,0.302,0.27,0.325,0.136,0.195,0.265,0.208
6,2024-09-18,745040,Strikeout,strikeout,True,807799,686752,Masataka Yoshida,Ryan Pepiot,0,a1fbdef1-249a-4222-947b-0679db1abedb,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.64,3.7,121.0,99.0,116.0,105.0,0.73,9.74,3.12,7.07,1.26,0.8,0.28,0.403,0.173,0.308,0.423,116.0,106.0,117.0,140.0,74.0,83.0,115.0,98.0,102.0,120.0,95.0,106.0,102.0,102.0,100.0,0.52,0.048,0.177,0.029,0.228,1.15,-1.81,0.78,-1.55,-0.86,94.9,91.6,85.8,89.0,80.6,0.175,0.327,0.324,0.236,0.386,0.276,0.253,0.398,0.303,0.3,0.7,0.146,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,
7,2024-09-18,745040,Strikeout,strikeout,True,657136,686752,Connor Wong,Ryan Pepiot,0,3e8a24f0-9014-4166-945d-9afa05202600,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.64,3.7,121.0,99.0,116.0,105.0,0.73,9.74,3.12,7.07,1.26,0.8,0.28,0.403,0.173,0.308,0.423,116.0,106.0,117.0,140.0,74.0,83.0,115.0,98.0,102.0,120.0,95.0,106.0,102.0,102.0,100.0,0.52,0.048,0.177,0.029,0.228,1.15,-1.81,0.78,-1.55,-0.86,94.9,91.6,85.8,89.0,80.6,0.175,0.327,0.324,0.236,0.386,0.276,0.253,0.398,0.303,0.3,0.7,0.146,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,
8,2024-09-18,745040,Strikeout,strikeout,True,677800,686752,Wilyer Abreu,Ryan Pepiot,0,a8bb8055-2bc7-406c-8dab-1a4c6f717e9d,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.64,3.7,121.0,99.0,116.0,105.0,0.73,9.74,3.12,7.07,1.26,0.8,0.28,0.403,0.173,0.308,0.423,116.0,106.0,117.0,140.0,74.0,83.0,115.0,98.0,102.0,120.0,95.0,106.0,102.0,102.0,100.0,0.52,0.048,0.177,0.029,0.228,1.15,-1.81,0.78,-1.55,-0.86,94.9,91.6,85.8,89.0,80.6,0.175,0.327,0.324,0.236,0.386,0.276,0.253,0.398,0.303,0.3,0.7,0.146,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,,,,
9,2024-09-18,745040,Groundout,field_out,True,666018,656557,Jonathan Aranda,Tanner Houck,0,7990b916-e898-4613-a37f-decf20cd961b,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.06,178.2,101.0,108.0,105.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.124,0.309,0.426,,,,,,,,,,116.0,98.0,109.0,95.0,93.0,93.0,,0.015,0.414,,,,-0.95,0.54,,,,87.1,,83.2,,,,,,,,,,,0.2,0.4,0.235,,,,93.0,102.0,97.0,116.0,103.0,109.0,0.324,0.248,1.75,0.68,88.4,93.5,0.23,0.357,0.302,0.27,0.325,0.136,0.195,0.265,0.208
