,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,CU%,wFS/C,wSI/C,wCU/C,vFS,vSI,vCU,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff
0,2024-05-14,745418,Strikeout,strikeout,True,453568,656302,Charlie Blackmon,Dylan Cease,0,170b6e10-57e9-48b4-8a7e-e609f60df918,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-14,745418,Groundout,field_out,True,678662,656302,Ezequiel Tovar,Dylan Cease,0,56655f8e-ec85-416d-b535-6bea48857afa,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-14,745418,Single,single,False,641857,656302,Ryan McMahon,Dylan Cease,0,4c822636-d4c4-4b80-907e-907510d987cb,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-14,745418,Strikeout,strikeout,True,553869,656302,Elias Díaz,Dylan Cease,0,33509190-7683-4223-9bb6-b9d80f4ee5d3,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-14,745418,Single,single,False,650333,615698,Luis Arraez,Cal Quantrill,0,b6aeca21-3171-4abf-877e-474e7f6fd0f1,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,,,,,,,,,,80.0,99.0,95.0,,0.134,,,0.025,,-1.43,,,1.78,,87.7,84.9,,,,,,,,,0.242,0.424,0.267,0.347,0.571,0.173,0.222,0.222,0.167,96.0,101.0,104.0,79.0,97.0,90.0,115.0,95.0,98.0,0.397,0.336,0.107,1.52,-1.66,0.34,86.1,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2
5,2024-05-14,745418,Single,single,False,665487,615698,Fernando Tatis Jr.,Cal Quantrill,1,28a06e1d-9a24-4184-ba7d-173b8a66b88f,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,,,,,,,,,,80.0,99.0,95.0,,0.134,,,0.025,,-1.43,,,1.78,,87.7,84.9,,,,,,,,,0.242,0.424,0.267,0.347,0.571,0.173,0.222,0.222,0.167,96.0,101.0,104.0,79.0,97.0,90.0,115.0,95.0,98.0,0.397,0.336,0.107,1.52,-1.66,0.34,86.1,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2
6,2024-05-14,745418,Strikeout,strikeout,True,630105,615698,Jake Cronenworth,Cal Quantrill,0,d0a28476-23b5-4eda-a1ef-e91768a185a9,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,,,,,,,,,,80.0,99.0,95.0,,0.134,,,0.025,,-1.43,,,1.78,,87.7,84.9,,,,,,,,,0.242,0.424,0.267,0.347,0.571,0.173,0.222,0.222,0.167,96.0,101.0,104.0,79.0,97.0,90.0,115.0,95.0,98.0,0.397,0.336,0.107,1.52,-1.66,0.34,86.1,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2
7,2024-05-14,745418,Grounded Into DP,grounded_into_double_play,True,592518,615698,Manny Machado,Cal Quantrill,1,556165ff-7faf-4455-a082-40bb3dbff946,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,,,,,,,,,,80.0,99.0,95.0,,0.134,,,0.025,,-1.43,,,1.78,,87.7,84.9,,,,,,,,,0.242,0.424,0.267,0.347,0.571,0.173,0.222,0.222,0.167,96.0,101.0,104.0,79.0,97.0,90.0,115.0,95.0,98.0,0.397,0.336,0.107,1.52,-1.66,0.34,86.1,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2
8,2024-05-14,745418,Strikeout,strikeout,True,663898,656302,Brendan Rodgers,Dylan Cease,0,7c44db6f-0496-474f-9ece-6aae73aea2f3,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-14,745418,Strikeout,strikeout,True,686668,656302,Brenton Doyle,Dylan Cease,0,700394ad-b272-4832-bfbf-d05839e2e6a8,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
