,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCH,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,SL%,wFS/C,wSI/C,wSL/C,vFS,vSI,vSL,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff
0,2024-04-12,745112,Lineout,field_out,True,808982,621097,Jung Hoo Lee,Jacob Waguespack,0,6a8c387a-d8c5-47a5-8be5-3890297f8d70,621097.0,jacobwaguespack,Waguespack,Right,Jacob Waguespack,TBR,5.4,6.79,10.0,95.0,86.0,90.0,0.652,9.9,9.0,11.7,0.9,1.88,0.033,0.5,0.133,0.4,0.376,90.0,88.0,102.0,112.0,101.0,93.0,96.0,88.0,86.0,63.0,104.0,92.0,0.389,0.353,0.14,0.118,-0.65,0.31,-0.29,-10.78,93.6,86.3,85.6,76.0,0.333,0.333,0.343,0.235,0.353,0.444,0.6,1.2,0.375,0.25,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-12,745112,Flyout,field_out,True,664774,621097,LaMonte Wade Jr.,Jacob Waguespack,0,4f9ddb82-2bbb-448d-b7ba-c0ccbd3a0b67,621097.0,jacobwaguespack,Waguespack,Right,Jacob Waguespack,TBR,5.4,6.79,10.0,95.0,86.0,90.0,0.652,9.9,9.0,11.7,0.9,1.88,0.033,0.5,0.133,0.4,0.376,90.0,88.0,102.0,112.0,101.0,93.0,96.0,88.0,86.0,63.0,104.0,92.0,0.389,0.353,0.14,0.118,-0.65,0.31,-0.29,-10.78,93.6,86.3,85.6,76.0,0.333,0.333,0.343,0.235,0.353,0.444,0.6,1.2,0.375,0.25,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-12,745112,Single,single,False,624585,621097,Jorge Soler,Jacob Waguespack,0,9a791e4d-b4d9-49ad-82f4-df85dbc564ed,621097.0,jacobwaguespack,Waguespack,Right,Jacob Waguespack,TBR,5.4,6.79,10.0,95.0,86.0,90.0,0.652,9.9,9.0,11.7,0.9,1.88,0.033,0.5,0.133,0.4,0.376,90.0,88.0,102.0,112.0,101.0,93.0,96.0,88.0,86.0,63.0,104.0,92.0,0.389,0.353,0.14,0.118,-0.65,0.31,-0.29,-10.78,93.6,86.3,85.6,76.0,0.333,0.333,0.343,0.235,0.353,0.444,0.6,1.2,0.375,0.25,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-12,745112,Strikeout,strikeout,True,624424,621097,Michael Conforto,Jacob Waguespack,0,5eeee301-b16a-4dc5-84a7-461efcd1d3d3,621097.0,jacobwaguespack,Waguespack,Right,Jacob Waguespack,TBR,5.4,6.79,10.0,95.0,86.0,90.0,0.652,9.9,9.0,11.7,0.9,1.88,0.033,0.5,0.133,0.4,0.376,90.0,88.0,102.0,112.0,101.0,93.0,96.0,88.0,86.0,63.0,104.0,92.0,0.389,0.353,0.14,0.118,-0.65,0.31,-0.29,-10.78,93.6,86.3,85.6,76.0,0.333,0.333,0.343,0.235,0.353,0.444,0.6,1.2,0.375,0.25,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-12,745112,Groundout,field_out,True,650490,676775,Yandy Díaz,Keaton Winn,0,654ab7e4-4d46-4d21-8f7e-6ed08f51acef,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,,,,,,,89.0,101.0,95.0,,,,0.263,,,,-0.95,,,,95.7,,,,0.214,0.5,0.272,,,,,,,,,,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.405,0.139,0.21,-2.96,-1.41,88.9,94.8,87.9,0.215,0.355,0.282,0.41,0.692,0.066,0.321,0.607,0.356
5,2024-04-12,745112,Walk,walk,False,668227,676775,Randy Arozarena,Keaton Winn,0,b38cd5d9-364b-462f-b93a-8e32b9828e31,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,,,,,,,89.0,101.0,95.0,,,,0.263,,,,-0.95,,,,95.7,,,,0.214,0.5,0.272,,,,,,,,,,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.405,0.139,0.21,-2.96,-1.41,88.9,94.8,87.9,0.215,0.355,0.282,0.41,0.692,0.066,0.321,0.607,0.356
6,2024-04-12,745112,Strikeout,strikeout,True,680700,676775,Richie Palacios,Keaton Winn,0,f63ac25e-b79b-4911-95fd-928e8089f459,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,,,,,,,89.0,101.0,95.0,,,,0.263,,,,-0.95,,,,95.7,,,,0.214,0.5,0.272,,,,,,,,,,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.405,0.139,0.21,-2.96,-1.41,88.9,94.8,87.9,0.215,0.355,0.282,0.41,0.692,0.066,0.321,0.607,0.356
7,2024-04-12,745112,Groundout,field_out,True,670623,676775,Isaac Paredes,Keaton Winn,0,20ebcd14-6df4-4f61-99f2-fdc0c954c167,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,,,,,,,89.0,101.0,95.0,,,,0.263,,,,-0.95,,,,95.7,,,,0.214,0.5,0.272,,,,,,,,,,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.405,0.139,0.21,-2.96,-1.41,88.9,94.8,87.9,0.215,0.355,0.282,0.41,0.692,0.066,0.321,0.607,0.356
8,2024-04-12,745112,Strikeout,strikeout,True,656305,621097,Matt Chapman,Jacob Waguespack,0,da633007-0bd8-4937-85e9-3842268babb1,621097.0,jacobwaguespack,Waguespack,Right,Jacob Waguespack,TBR,5.4,6.79,10.0,95.0,86.0,90.0,0.652,9.9,9.0,11.7,0.9,1.88,0.033,0.5,0.133,0.4,0.376,90.0,88.0,102.0,112.0,101.0,93.0,96.0,88.0,86.0,63.0,104.0,92.0,0.389,0.353,0.14,0.118,-0.65,0.31,-0.29,-10.78,93.6,86.3,85.6,76.0,0.333,0.333,0.343,0.235,0.353,0.444,0.6,1.2,0.375,0.25,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-12,745112,Single,single,False,642731,621097,Thairo Estrada,Jacob Waguespack,0,92cd17d2-f5a3-49d1-a802-a41522e6aafb,621097.0,jacobwaguespack,Waguespack,Right,Jacob Waguespack,TBR,5.4,6.79,10.0,95.0,86.0,90.0,0.652,9.9,9.0,11.7,0.9,1.88,0.033,0.5,0.133,0.4,0.376,90.0,88.0,102.0,112.0,101.0,93.0,96.0,88.0,86.0,63.0,104.0,92.0,0.389,0.353,0.14,0.118,-0.65,0.31,-0.29,-10.78,93.6,86.3,85.6,76.0,0.333,0.333,0.343,0.235,0.353,0.444,0.6,1.2,0.375,0.25,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
