,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff
0,2024-08-09,745871,Flyout,field_out,True,680757,686973,Steven Kwan,Louie Varland,0,912ddb36-c45c-47b9-9a2f-bcc050a0b1f1,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.14,5.97,36.2,98.0,100.0,98.0,0.805,7.85,2.7,12.03,2.21,1.38,0.291,0.394,0.087,0.386,0.459,97.0,91.0,93.0,102.0,102.0,101.0,84.0,117.0,108.0,106.0,92.0,99.0,92.0,90.0,91.0,0.032,0.376,0.278,0.2,0.113,-0.19,-3.9,-2.29,-1.24,-0.4,95.8,89.7,89.2,93.1,84.6,0.291,0.582,0.192,0.347,0.592,0.207,0.286,0.371,0.308,0.25,0.25,0.107,0.5,0.5,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-09,745871,Strikeout,strikeout,True,686823,686973,Will Brennan,Louie Varland,0,c261274b-7ffd-4fc0-ad7c-16a95f6f438a,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.14,5.97,36.2,98.0,100.0,98.0,0.805,7.85,2.7,12.03,2.21,1.38,0.291,0.394,0.087,0.386,0.459,97.0,91.0,93.0,102.0,102.0,101.0,84.0,117.0,108.0,106.0,92.0,99.0,92.0,90.0,91.0,0.032,0.376,0.278,0.2,0.113,-0.19,-3.9,-2.29,-1.24,-0.4,95.8,89.7,89.2,93.1,84.6,0.291,0.582,0.192,0.347,0.592,0.207,0.286,0.371,0.308,0.25,0.25,0.107,0.5,0.5,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-09,745871,Single,single,False,608070,686973,José Ramírez,Louie Varland,0,9e63a69d-7c5f-460d-8442-215525d276cc,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.14,5.97,36.2,98.0,100.0,98.0,0.805,7.85,2.7,12.03,2.21,1.38,0.291,0.394,0.087,0.386,0.459,97.0,91.0,93.0,102.0,102.0,101.0,84.0,117.0,108.0,106.0,92.0,99.0,92.0,90.0,91.0,0.032,0.376,0.278,0.2,0.113,-0.19,-3.9,-2.29,-1.24,-0.4,95.8,89.7,89.2,93.1,84.6,0.291,0.582,0.192,0.347,0.592,0.207,0.286,0.371,0.308,0.25,0.25,0.107,0.5,0.5,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-09,745871,Groundout,field_out,True,647304,686973,Josh Naylor,Louie Varland,0,bcb52be3-7771-4847-88d2-692527de1b7f,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.14,5.97,36.2,98.0,100.0,98.0,0.805,7.85,2.7,12.03,2.21,1.38,0.291,0.394,0.087,0.386,0.459,97.0,91.0,93.0,102.0,102.0,101.0,84.0,117.0,108.0,106.0,92.0,99.0,92.0,90.0,91.0,0.032,0.376,0.278,0.2,0.113,-0.19,-3.9,-2.29,-1.24,-0.4,95.8,89.7,89.2,93.1,84.6,0.291,0.582,0.192,0.347,0.592,0.207,0.286,0.371,0.308,0.25,0.25,0.107,0.5,0.5,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-09,745871,Single,single,False,650489,502171,Willi Castro,Alex Cobb,0,a256cefa-1320-4bfa-895a-8685f467e58d,502171.0,alexcobb,Cobb,Right,Alex Cobb,CLE,4.35,8.17,10.1,104.0,104.0,102.0,0.942,3.48,2.61,10.45,0.87,1.5,0.171,0.429,0.114,0.429,0.414,,,,,,,85.0,104.0,97.0,123.0,91.0,97.0,,,,0.438,,,0.136,,,,-3.54,-0.23,,,,,93.6,83.0,,,,,,,0.333,0.333,0.143,,,,0.462,0.769,0.045,117.0,107.0,109.0,0.426,3.15,89.0,0.227,0.318,0.125,,,,,,,,,,,,,,,,,,
5,2024-08-09,745871,Single,single,False,663616,502171,Trevor Larnach,Alex Cobb,1,77a5eda2-612f-4ed1-9307-9689ca24aa74,502171.0,alexcobb,Cobb,Right,Alex Cobb,CLE,4.35,8.17,10.1,104.0,104.0,102.0,0.942,3.48,2.61,10.45,0.87,1.5,0.171,0.429,0.114,0.429,0.414,,,,,,,85.0,104.0,97.0,123.0,91.0,97.0,,,,0.438,,,0.136,,,,-3.54,-0.23,,,,,93.6,83.0,,,,,,,0.333,0.333,0.143,,,,0.462,0.769,0.045,117.0,107.0,109.0,0.426,3.15,89.0,0.227,0.318,0.125,,,,,,,,,,,,,,,,,,
6,2024-08-09,745871,Forceout,force_out,True,670242,502171,Matt Wallner,Alex Cobb,1,ae756281-a620-4e7a-af0c-5442dbe14778,502171.0,alexcobb,Cobb,Right,Alex Cobb,CLE,4.35,8.17,10.1,104.0,104.0,102.0,0.942,3.48,2.61,10.45,0.87,1.5,0.171,0.429,0.114,0.429,0.414,,,,,,,85.0,104.0,97.0,123.0,91.0,97.0,,,,0.438,,,0.136,,,,-3.54,-0.23,,,,,93.6,83.0,,,,,,,0.333,0.333,0.143,,,,0.462,0.769,0.045,117.0,107.0,109.0,0.426,3.15,89.0,0.227,0.318,0.125,,,,,,,,,,,,,,,,,,
7,2024-08-09,745871,Walk,walk,False,668904,502171,Royce Lewis,Alex Cobb,1,07eef5e6-d364-4280-a447-0828d9f75cd4,502171.0,alexcobb,Cobb,Right,Alex Cobb,CLE,4.35,8.17,10.1,104.0,104.0,102.0,0.942,3.48,2.61,10.45,0.87,1.5,0.171,0.429,0.114,0.429,0.414,,,,,,,85.0,104.0,97.0,123.0,91.0,97.0,,,,0.438,,,0.136,,,,-3.54,-0.23,,,,,93.6,83.0,,,,,,,0.333,0.333,0.143,,,,0.462,0.769,0.045,117.0,107.0,109.0,0.426,3.15,89.0,0.227,0.318,0.125,,,,,,,,,,,,,,,,,,
8,2024-08-09,745871,Grounded Into DP,grounded_into_double_play,True,596146,502171,Max Kepler,Alex Cobb,1,63045e37-89c2-43c6-866b-d64a2f88b3e1,502171.0,alexcobb,Cobb,Right,Alex Cobb,CLE,4.35,8.17,10.1,104.0,104.0,102.0,0.942,3.48,2.61,10.45,0.87,1.5,0.171,0.429,0.114,0.429,0.414,,,,,,,85.0,104.0,97.0,123.0,91.0,97.0,,,,0.438,,,0.136,,,,-3.54,-0.23,,,,,93.6,83.0,,,,,,,0.333,0.333,0.143,,,,0.462,0.769,0.045,117.0,107.0,109.0,0.426,3.15,89.0,0.227,0.318,0.125,,,,,,,,,,,,,,,,,,
9,2024-08-09,745871,Hit By Pitch,hit_by_pitch,False,681807,686973,David Fry,Louie Varland,0,e714e682-32b9-4c95-8d46-56fe338f7ae1,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.14,5.97,36.2,98.0,100.0,98.0,0.805,7.85,2.7,12.03,2.21,1.38,0.291,0.394,0.087,0.386,0.459,97.0,91.0,93.0,102.0,102.0,101.0,84.0,117.0,108.0,106.0,92.0,99.0,92.0,90.0,91.0,0.032,0.376,0.278,0.2,0.113,-0.19,-3.9,-2.29,-1.24,-0.4,95.8,89.7,89.2,93.1,84.6,0.291,0.582,0.192,0.347,0.592,0.207,0.286,0.371,0.308,0.25,0.25,0.107,0.5,0.5,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,
