,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff
0,2024-05-31,744928,Single,single,False,457705,621244,Andrew McCutchen,José Berríos,0,d48919fc-349a-4ad1-b13c-0d82aa20ad0c,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
1,2024-05-31,744928,Strikeout,strikeout,True,668804,621244,Bryan Reynolds,José Berríos,0,98edc578-0638-4aa8-9875-2f14fa51f6b7,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
2,2024-05-31,744928,Strikeout,strikeout,True,656582,621244,Connor Joe,José Berríos,0,c2cf2d2c-3528-4d41-8f0a-c25a531f3dc3,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
3,2024-05-31,744928,Groundout,field_out,True,665833,621244,Oneil Cruz,José Berríos,0,17545e62-dc0a-430d-ab7b-b5cb3c0038c0,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
4,2024-05-31,744928,Strikeout,strikeout,True,676914,663559,Davis Schneider,Bailey Falter,0,6e97ee4e-651e-4209-9c27-fe9cbf4834d7,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,,,,0.144,0.511,,0.174,,1.03,,1.24,-0.34,,91.7,,,91.9,77.0,0.262,0.492,0.144,,,,,,,0.229,0.36,0.167,,,,88.0,95.0,94.0,37.0,97.0,75.0,0.01,0.161,-6.89,-0.06,87.0,85.6,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125
5,2024-05-31,744928,Pop Out,field_out,True,643376,663559,Danny Jansen,Bailey Falter,0,40cd364f-3b0b-4c17-a952-a2058e68f1f9,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,,,,0.144,0.511,,0.174,,1.03,,1.24,-0.34,,91.7,,,91.9,77.0,0.262,0.492,0.144,,,,,,,0.229,0.36,0.167,,,,88.0,95.0,94.0,37.0,97.0,75.0,0.01,0.161,-6.89,-0.06,87.0,85.6,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125
6,2024-05-31,744928,Groundout,field_out,True,665489,663559,Vladimir Guerrero Jr.,Bailey Falter,0,5fd40f16-a28a-4bb1-ad94-3c48056e5452,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,,,,0.144,0.511,,0.174,,1.03,,1.24,-0.34,,91.7,,,91.9,77.0,0.262,0.492,0.144,,,,,,,0.229,0.36,0.167,,,,88.0,95.0,94.0,37.0,97.0,75.0,0.01,0.161,-6.89,-0.06,87.0,85.6,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125
7,2024-05-31,744928,Strikeout,strikeout,True,663647,621244,Ke'Bryan Hayes,José Berríos,0,5747d423-33f8-44db-b4c6-29b83ba4d1e9,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
8,2024-05-31,744928,Single,single,False,693304,621244,Nick Gonzales,José Berríos,0,6a239c79-4d5d-4f48-a153-7159717b1bcf,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
9,2024-05-31,744928,Pop Out,field_out,True,642133,621244,Rowdy Tellez,José Berríos,0,695e297c-2b6b-4b5a-b561-597b0b1d8241,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
10,2024-05-31,744928,Groundout,field_out,True,518735,621244,Yasmani Grandal,José Berríos,0,d77c2bf8-bc85-43ec-af4c-d7b6153213e1,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
11,2024-05-31,744928,Strikeout,strikeout,True,666182,663559,Bo Bichette,Bailey Falter,0,b5fd01dd-6dae-4d70-b329-9372bd827a81,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,,,,0.144,0.511,,0.174,,1.03,,1.24,-0.34,,91.7,,,91.9,77.0,0.262,0.492,0.144,,,,,,,0.229,0.36,0.167,,,,88.0,95.0,94.0,37.0,97.0,75.0,0.01,0.161,-6.89,-0.06,87.0,85.6,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125
12,2024-05-31,744928,Flyout,field_out,True,457759,663559,Justin Turner,Bailey Falter,0,f4c8e4d3-a521-4a46-8526-7ccd36e2cf50,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,,,,0.144,0.511,,0.174,,1.03,,1.24,-0.34,,91.7,,,91.9,77.0,0.262,0.492,0.144,,,,,,,0.229,0.36,0.167,,,,88.0,95.0,94.0,37.0,97.0,75.0,0.01,0.161,-6.89,-0.06,87.0,85.6,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125
13,2024-05-31,744928,Walk,walk,False,543807,663559,George Springer,Bailey Falter,0,34e032df-3ff3-44f2-b2f0-722ad4c87979,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,,,,0.144,0.511,,0.174,,1.03,,1.24,-0.34,,91.7,,,91.9,77.0,0.262,0.492,0.144,,,,,,,0.229,0.36,0.167,,,,88.0,95.0,94.0,37.0,97.0,75.0,0.01,0.161,-6.89,-0.06,87.0,85.6,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125
14,2024-05-31,744928,Lineout,field_out,True,643396,663559,Isiah Kiner-Falefa,Bailey Falter,0,deac253e-6891-4768-9209-9a5e8f7f8458,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,,,,0.144,0.511,,0.174,,1.03,,1.24,-0.34,,91.7,,,91.9,77.0,0.262,0.492,0.144,,,,,,,0.229,0.36,0.167,,,,88.0,95.0,94.0,37.0,97.0,75.0,0.01,0.161,-6.89,-0.06,87.0,85.6,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125
15,2024-05-31,744928,Groundout,field_out,True,678225,621244,Ji Hwan Bae,José Berríos,0,865e5861-3d70-4ca3-b58a-ec1447c9ed9e,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
16,2024-05-31,744928,Groundout,field_out,True,457705,621244,Andrew McCutchen,José Berríos,0,2cfb4c14-647c-4a48-a38f-c231508967da,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
17,2024-05-31,744928,Pop Out,field_out,True,668804,621244,Bryan Reynolds,José Berríos,0,80d70293-c36d-403e-b629-a4b3d6056033,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
18,2024-05-31,744928,Single,single,True,676391,663559,Ernie Clement,Bailey Falter,1,e4196890-4136-47a1-a91e-76a69378952f,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,,,,0.144,0.511,,0.174,,1.03,,1.24,-0.34,,91.7,,,91.9,77.0,0.262,0.492,0.144,,,,,,,0.229,0.36,0.167,,,,88.0,95.0,94.0,37.0,97.0,75.0,0.01,0.161,-6.89,-0.06,87.0,85.6,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125
19,2024-05-31,744928,Strikeout,strikeout,True,595281,663559,Kevin Kiermaier,Bailey Falter,0,ed4e2738-b96d-49a6-b6bc-01d87bbc1f2e,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,,,,0.144,0.511,,0.174,,1.03,,1.24,-0.34,,91.7,,,91.9,77.0,0.262,0.492,0.144,,,,,,,0.229,0.36,0.167,,,,88.0,95.0,94.0,37.0,97.0,75.0,0.01,0.161,-6.89,-0.06,87.0,85.6,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125
20,2024-05-31,744928,Flyout,field_out,True,676914,663559,Davis Schneider,Bailey Falter,0,272cfbe4-d9ea-49a0-8539-58a5fe42ae0e,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,,,,0.144,0.511,,0.174,,1.03,,1.24,-0.34,,91.7,,,91.9,77.0,0.262,0.492,0.144,,,,,,,0.229,0.36,0.167,,,,88.0,95.0,94.0,37.0,97.0,75.0,0.01,0.161,-6.89,-0.06,87.0,85.6,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125
21,2024-05-31,744928,Pop Out,field_out,True,656582,621244,Connor Joe,José Berríos,0,b9dab011-9194-4788-b1a0-e7059639dd72,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
22,2024-05-31,744928,Flyout,field_out,True,665833,621244,Oneil Cruz,José Berríos,0,00c09f3e-fd8c-4b21-aeb4-9218ce0605cf,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
