,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,ST_slg,ST_whiff
0,2024-09-17,746261,Hit By Pitch,hit_by_pitch,False,628451,666142,Andy Ibáñez,Cole Ragans,0,1b222c43-2c23-4e10-b612-579732c56f85,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.24,3.3,180.1,99.0,108.0,104.0,0.703,10.83,3.19,7.14,0.75,0.98,0.277,0.396,0.177,0.299,0.408,112.0,98.0,103.0,106.0,101.0,106.0,132.0,106.0,114.0,102.0,96.0,101.0,88.0,95.0,91.0,0.416,0.115,0.127,0.104,0.237,0.8,0.28,-0.35,0.81,1.38,95.5,90.8,84.8,86.1,80.8,0.213,0.367,0.233,0.181,0.281,0.482,0.216,0.314,0.337,0.348,0.455,0.228,0.15,0.275,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-17,746261,Double,double,False,663837,666142,Matt Vierling,Cole Ragans,1,efcc594a-1470-4dbb-b767-30c4db5c88e5,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.24,3.3,180.1,99.0,108.0,104.0,0.703,10.83,3.19,7.14,0.75,0.98,0.277,0.396,0.177,0.299,0.408,112.0,98.0,103.0,106.0,101.0,106.0,132.0,106.0,114.0,102.0,96.0,101.0,88.0,95.0,91.0,0.416,0.115,0.127,0.104,0.237,0.8,0.28,-0.35,0.81,1.38,95.5,90.8,84.8,86.1,80.8,0.213,0.367,0.233,0.181,0.281,0.482,0.216,0.314,0.337,0.348,0.455,0.228,0.15,0.275,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-17,746261,Groundout,field_out,True,682985,666142,Riley Greene,Cole Ragans,1,6ac0389b-1d45-4024-b209-f0721fa7ddd5,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.24,3.3,180.1,99.0,108.0,104.0,0.703,10.83,3.19,7.14,0.75,0.98,0.277,0.396,0.177,0.299,0.408,112.0,98.0,103.0,106.0,101.0,106.0,132.0,106.0,114.0,102.0,96.0,101.0,88.0,95.0,91.0,0.416,0.115,0.127,0.104,0.237,0.8,0.28,-0.35,0.81,1.38,95.5,90.8,84.8,86.1,80.8,0.213,0.367,0.233,0.181,0.281,0.482,0.216,0.314,0.337,0.348,0.455,0.228,0.15,0.275,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-17,746261,Groundout,field_out,True,669234,666142,Justyn-Henry Malloy,Cole Ragans,0,efc3694f-ac7f-44a2-a529-5be4607c1785,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.24,3.3,180.1,99.0,108.0,104.0,0.703,10.83,3.19,7.14,0.75,0.98,0.277,0.396,0.177,0.299,0.408,112.0,98.0,103.0,106.0,101.0,106.0,132.0,106.0,114.0,102.0,96.0,101.0,88.0,95.0,91.0,0.416,0.115,0.127,0.104,0.237,0.8,0.28,-0.35,0.81,1.38,95.5,90.8,84.8,86.1,80.8,0.213,0.367,0.233,0.181,0.281,0.482,0.216,0.314,0.337,0.348,0.455,0.228,0.15,0.275,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-17,746261,Groundout,field_out,True,690993,666142,Colt Keith,Cole Ragans,0,4db5549f-991f-4a86-8dac-f43c6a8adb5d,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.24,3.3,180.1,99.0,108.0,104.0,0.703,10.83,3.19,7.14,0.75,0.98,0.277,0.396,0.177,0.299,0.408,112.0,98.0,103.0,106.0,101.0,106.0,132.0,106.0,114.0,102.0,96.0,101.0,88.0,95.0,91.0,0.416,0.115,0.127,0.104,0.237,0.8,0.28,-0.35,0.81,1.38,95.5,90.8,84.8,86.1,80.8,0.213,0.367,0.233,0.181,0.281,0.482,0.216,0.314,0.337,0.348,0.455,0.228,0.15,0.275,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-17,746261,Strikeout,strikeout,True,502054,663554,Tommy Pham,Casey Mize,0,ef3782c0-a51d-401b-9a66-2c6f24d35793,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.36,4.75,99.0,102.0,107.0,101.0,0.806,6.73,2.45,10.55,1.0,1.64,0.23,0.408,0.145,0.344,0.436,,,,106.0,105.0,102.0,107.0,101.0,101.0,102.0,89.0,93.0,,,,0.389,,0.273,0.075,,-0.53,,-0.3,-2.32,,95.5,,,85.7,79.6,0.312,0.435,0.204,,,,0.261,0.489,0.21,,,,0.261,0.522,0.212,92.0,108.0,106.0,112.0,98.0,102.0,0.081,0.181,-0.91,1.12,86.1,95.5,0.275,0.388,0.316,0.3,0.35,0.083,,,,,,,,,
6,2024-09-17,746261,Walk,walk,False,677951,663554,Bobby Witt Jr.,Casey Mize,0,209e856f-6e25-41d3-aaa0-334eff64279f,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.36,4.75,99.0,102.0,107.0,101.0,0.806,6.73,2.45,10.55,1.0,1.64,0.23,0.408,0.145,0.344,0.436,,,,106.0,105.0,102.0,107.0,101.0,101.0,102.0,89.0,93.0,,,,0.389,,0.273,0.075,,-0.53,,-0.3,-2.32,,95.5,,,85.7,79.6,0.312,0.435,0.204,,,,0.261,0.489,0.21,,,,0.261,0.522,0.212,92.0,108.0,106.0,112.0,98.0,102.0,0.081,0.181,-0.91,1.12,86.1,95.5,0.275,0.388,0.316,0.3,0.35,0.083,,,,,,,,,
7,2024-09-17,746261,Strikeout,strikeout,True,521692,663554,Salvador Perez,Casey Mize,1,2dbfb7bd-ae77-48eb-8cae-ee60845330fc,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.36,4.75,99.0,102.0,107.0,101.0,0.806,6.73,2.45,10.55,1.0,1.64,0.23,0.408,0.145,0.344,0.436,,,,106.0,105.0,102.0,107.0,101.0,101.0,102.0,89.0,93.0,,,,0.389,,0.273,0.075,,-0.53,,-0.3,-2.32,,95.5,,,85.7,79.6,0.312,0.435,0.204,,,,0.261,0.489,0.21,,,,0.261,0.522,0.212,92.0,108.0,106.0,112.0,98.0,102.0,0.081,0.181,-0.91,1.12,86.1,95.5,0.275,0.388,0.316,0.3,0.35,0.083,,,,,,,,,
8,2024-09-17,746261,Flyout,field_out,True,686681,663554,Michael Massey,Casey Mize,0,c7a38f92-ff2e-4e50-b899-338284504b57,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.36,4.75,99.0,102.0,107.0,101.0,0.806,6.73,2.45,10.55,1.0,1.64,0.23,0.408,0.145,0.344,0.436,,,,106.0,105.0,102.0,107.0,101.0,101.0,102.0,89.0,93.0,,,,0.389,,0.273,0.075,,-0.53,,-0.3,-2.32,,95.5,,,85.7,79.6,0.312,0.435,0.204,,,,0.261,0.489,0.21,,,,0.261,0.522,0.212,92.0,108.0,106.0,112.0,98.0,102.0,0.081,0.181,-0.91,1.12,86.1,95.5,0.275,0.388,0.316,0.3,0.35,0.083,,,,,,,,,
9,2024-09-17,746261,Strikeout,strikeout,True,679529,666142,Spencer Torkelson,Cole Ragans,0,0e6c455e-6f26-432a-9dd6-6abeec74ce76,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.24,3.3,180.1,99.0,108.0,104.0,0.703,10.83,3.19,7.14,0.75,0.98,0.277,0.396,0.177,0.299,0.408,112.0,98.0,103.0,106.0,101.0,106.0,132.0,106.0,114.0,102.0,96.0,101.0,88.0,95.0,91.0,0.416,0.115,0.127,0.104,0.237,0.8,0.28,-0.35,0.81,1.38,95.5,90.8,84.8,86.1,80.8,0.213,0.367,0.233,0.181,0.281,0.482,0.216,0.314,0.337,0.348,0.455,0.228,0.15,0.275,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,
