,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vKN (sc),Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KN%,wFA/C,wFC/C,wSI/C,wSL/C,wKN/C,vFA,vFC,vSI,vSL,KC_ba,KC_slg,KC_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,Stf+ KC,Loc+ KC,Pit+ KC
0,2024-06-08,745410,Flyout,field_out,True,682998,663362,Corbin Carroll,Matt Waldron,0,0f874d14-c70c-44f5-9603-411d33a12e09,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-08,745410,Lineout,field_out,True,664983,663362,Jake McCarthy,Matt Waldron,0,338effc5-8f53-41ed-b5d4-480bc8bf0823,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-08,745410,Strikeout,strikeout,True,592626,663362,Joc Pederson,Matt Waldron,0,641a73f3-361b-46f8-8b77-4f61e1c4eb9d,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-08,745410,Single,single,False,650333,669194,Luis Arraez,Ryne Nelson,0,e72755cd-46b1-461f-85b0-f1c64f5e31e8,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.531,0.203,0.107,,0.45,-1.15,,-1.78,,95.0,91.4,,84.5,,,,0.261,0.415,0.217,0.4,0.733,0.167,,,,0.341,0.518,0.124,105.0,100.0,109.0,91.0,98.0,96.0,0.064,0.094,2.02,-4.16,83.4,77.5,0.368,0.737,0.208,0.16,0.24,0.116,,,,,,,,,,,,,,,
4,2024-06-08,745410,Flyout,field_out,True,665487,669194,Fernando Tatis Jr.,Ryne Nelson,0,957c202b-a6f3-451d-81f7-53cd4bfaf131,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.531,0.203,0.107,,0.45,-1.15,,-1.78,,95.0,91.4,,84.5,,,,0.261,0.415,0.217,0.4,0.733,0.167,,,,0.341,0.518,0.124,105.0,100.0,109.0,91.0,98.0,96.0,0.064,0.094,2.02,-4.16,83.4,77.5,0.368,0.737,0.208,0.16,0.24,0.116,,,,,,,,,,,,,,,
5,2024-06-08,745410,Strikeout,strikeout,True,595777,669194,Jurickson Profar,Ryne Nelson,0,76145b21-fa06-47c2-b99b-1baa4bface6e,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.531,0.203,0.107,,0.45,-1.15,,-1.78,,95.0,91.4,,84.5,,,,0.261,0.415,0.217,0.4,0.733,0.167,,,,0.341,0.518,0.124,105.0,100.0,109.0,91.0,98.0,96.0,0.064,0.094,2.02,-4.16,83.4,77.5,0.368,0.737,0.208,0.16,0.24,0.116,,,,,,,,,,,,,,,
6,2024-06-08,745410,Pop Out,field_out,True,630105,669194,Jake Cronenworth,Ryne Nelson,0,8976f306-c583-42bc-bdcc-6fdacdb8bb0d,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.531,0.203,0.107,,0.45,-1.15,,-1.78,,95.0,91.4,,84.5,,,,0.261,0.415,0.217,0.4,0.733,0.167,,,,0.341,0.518,0.124,105.0,100.0,109.0,91.0,98.0,96.0,0.064,0.094,2.02,-4.16,83.4,77.5,0.368,0.737,0.208,0.16,0.24,0.116,,,,,,,,,,,,,,,
7,2024-06-08,745410,Groundout,field_out,True,572233,663362,Christian Walker,Matt Waldron,0,326062f2-9efe-4acd-9571-3909e9288f86,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-08,745410,Strikeout,strikeout,True,666971,663362,Lourdes Gurriel Jr.,Matt Waldron,0,b21ffc9f-4043-45b1-b0b7-0c9fbfca6cad,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-08,745410,Strikeout,strikeout,True,677942,663362,Blaze Alexander,Matt Waldron,0,44559a4b-7696-4478-9009-ea5cf3b5aad6,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
