,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
0,2024-05-01,747048,Strikeout,strikeout,True,683011,669203,Anthony Volpe,Corbin Burnes,0,db532373-d49a-434e-be47-b0de474290fc,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,
1,2024-05-01,747048,Single,single,False,665742,669203,Juan Soto,Corbin Burnes,0,769ae6ad-0770-4607-8b23-e67eefed230a,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,
2,2024-05-01,747048,Strikeout,strikeout,True,592450,669203,Aaron Judge,Corbin Burnes,0,48a7df6d-98dd-4d37-9f99-a798f9d3ad8c,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,
3,2024-05-01,747048,Strikeout,strikeout,True,519317,669203,Giancarlo Stanton,Corbin Burnes,1,abc90540-2cb0-4cf3-8479-69bcbecf894c,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,
4,2024-05-01,747048,Groundout,field_out,True,683002,661563,Gunnar Henderson,Luis Gil,0,29aced1d-581a-4c8c-9d48-91e317d00741,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,,,,,,,108.0,91.0,100.0,,,,,,0.194,,0.287,,,2.08,,0.38,,91.7,,87.6,,,,,,,,0.131,0.262,0.333,0.182,0.284,0.263,,,,128.0,97.0,104.0,0.519,0.69,96.7,0.184,0.337,0.294,,,,,,,,,
5,2024-05-01,747048,Lineout,field_out,True,668939,661563,Adley Rutschman,Luis Gil,0,75badfbb-669a-41d8-a4ec-6af400d4763c,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,,,,,,,108.0,91.0,100.0,,,,,,0.194,,0.287,,,2.08,,0.38,,91.7,,87.6,,,,,,,,0.131,0.262,0.333,0.182,0.284,0.263,,,,128.0,97.0,104.0,0.519,0.69,96.7,0.184,0.337,0.294,,,,,,,,,
6,2024-05-01,747048,Groundout,field_out,True,656811,661563,Ryan O'Hearn,Luis Gil,0,40f86868-23a0-4f56-a14b-8af6f5a89bd8,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,,,,,,,108.0,91.0,100.0,,,,,,0.194,,0.287,,,2.08,,0.38,,91.7,,87.6,,,,,,,,0.131,0.262,0.333,0.182,0.284,0.263,,,,128.0,97.0,104.0,0.519,0.69,96.7,0.184,0.337,0.294,,,,,,,,,
7,2024-05-01,747048,Strikeout,strikeout,True,519203,669203,Anthony Rizzo,Corbin Burnes,0,241041ba-5d3f-4745-ba94-1173d37954cd,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,
8,2024-05-01,747048,Groundout,field_out,True,650402,669203,Gleyber Torres,Corbin Burnes,0,2a45ef55-c01a-4261-9725-956325e27a13,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,
9,2024-05-01,747048,Strikeout,strikeout,True,663757,669203,Trent Grisham,Corbin Burnes,0,d1accb15-8c3d-4439-a34e-b974e062f406,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,
