,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-10,745429,Strikeout,strikeout,True,664023,656302,Ian Happ,Dylan Cease,0,26e90b83-28c1-45d3-b4f6-c048827740cf,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-10,745429,Strikeout,strikeout,True,673548,656302,Seiya Suzuki,Dylan Cease,0,0a702dbe-7184-4067-86a3-6d2cd5f2fa49,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-10,745429,Flyout,field_out,True,641355,656302,Cody Bellinger,Dylan Cease,0,ca3a2469-122d-45b2-b01a-5aa200ff20aa,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-10,745429,Groundout,field_out,True,593428,543294,Xander Bogaerts,Kyle Hendricks,0,1d4ecf0d-a6f4-4c54-957f-39247e115116,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,,,,,,,,,,0.119,,,,0.39,-3.58,,,,-1.24,87.8,,80.9,,,,,,0.4,1.067,0.128,0.12,0.24,0.381,,,,0.278,0.421,0.244,88.0,108.0,105.0,98.0,106.0,98.0,0.365,0.127,-0.85,1.57,87.8,74.3,0.357,0.504,0.101,,,,,,,,,
4,2024-04-10,745429,Groundout,field_out,True,665487,543294,Fernando Tatis Jr.,Kyle Hendricks,0,bf5793f7-53d9-429b-b772-384888fb27d4,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,,,,,,,,,,0.119,,,,0.39,-3.58,,,,-1.24,87.8,,80.9,,,,,,0.4,1.067,0.128,0.12,0.24,0.381,,,,0.278,0.421,0.244,88.0,108.0,105.0,98.0,106.0,98.0,0.365,0.127,-0.85,1.57,87.8,74.3,0.357,0.504,0.101,,,,,,,,,
5,2024-04-10,745429,Groundout,field_out,True,630105,543294,Jake Cronenworth,Kyle Hendricks,0,93367465-a08b-44da-ba66-51a52aad2ca9,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,,,,,,,,,,0.119,,,,0.39,-3.58,,,,-1.24,87.8,,80.9,,,,,,0.4,1.067,0.128,0.12,0.24,0.381,,,,0.278,0.421,0.244,88.0,108.0,105.0,98.0,106.0,98.0,0.365,0.127,-0.85,1.57,87.8,74.3,0.357,0.504,0.101,,,,,,,,,
6,2024-04-10,745429,Lineout,field_out,True,666624,656302,Christopher Morel,Dylan Cease,0,f3f1f56f-db99-469a-be72-68c943ee9b38,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-10,745429,Walk,walk,False,683737,656302,Michael Busch,Dylan Cease,0,a264cb3c-408e-4f4b-8218-85ae7c886584,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-10,745429,Forceout,force_out,True,621020,656302,Dansby Swanson,Dylan Cease,1,a961fa55-e388-4a92-b674-ee3e24778262,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-10,745429,Strikeout,strikeout,True,643565,656302,Mike Tauchman,Dylan Cease,0,f5901396-e271-4a19-86d4-0a3650832dce,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-04-10,745429,Strikeout,strikeout,True,592518,543294,Manny Machado,Kyle Hendricks,0,eb0db38b-ee2f-41ac-939d-16465ab792c8,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,,,,,,,,,,0.119,,,,0.39,-3.58,,,,-1.24,87.8,,80.9,,,,,,0.4,1.067,0.128,0.12,0.24,0.381,,,,0.278,0.421,0.244,88.0,108.0,105.0,98.0,106.0,98.0,0.365,0.127,-0.85,1.57,87.8,74.3,0.357,0.504,0.101,,,,,,,,,
11,2024-04-10,745429,Single,single,False,595777,543294,Jurickson Profar,Kyle Hendricks,0,eea1dd56-f5a6-4b92-93da-5532dcb5fd1b,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,,,,,,,,,,0.119,,,,0.39,-3.58,,,,-1.24,87.8,,80.9,,,,,,0.4,1.067,0.128,0.12,0.24,0.381,,,,0.278,0.421,0.244,88.0,108.0,105.0,98.0,106.0,98.0,0.365,0.127,-0.85,1.57,87.8,74.3,0.357,0.504,0.101,,,,,,,,,
12,2024-04-10,745429,Single,single,False,673490,543294,Ha-Seong Kim,Kyle Hendricks,1,dcca2fb1-663c-4fa2-8b75-1fa3a1f5c25e,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,,,,,,,,,,0.119,,,,0.39,-3.58,,,,-1.24,87.8,,80.9,,,,,,0.4,1.067,0.128,0.12,0.24,0.381,,,,0.278,0.421,0.244,88.0,108.0,105.0,98.0,106.0,98.0,0.365,0.127,-0.85,1.57,87.8,74.3,0.357,0.504,0.101,,,,,,,,,
13,2024-04-10,745429,Single,single,False,669134,543294,Luis Campusano,Kyle Hendricks,1,514548fd-b73f-4cb2-8d6a-4e01ee288195,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,,,,,,,,,,0.119,,,,0.39,-3.58,,,,-1.24,87.8,,80.9,,,,,,0.4,1.067,0.128,0.12,0.24,0.381,,,,0.278,0.421,0.244,88.0,108.0,105.0,98.0,106.0,98.0,0.365,0.127,-0.85,1.57,87.8,74.3,0.357,0.504,0.101,,,,,,,,,
