,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-14,745989,Field Error,field_error,False,457705,605452,Andrew McCutchen,Joe Ross,1,6d01be15-2f49-4264-9689-741fbc799889,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,110.0,105.0,101.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,0.335,0.171,0.38,0.027,0.087,-2.54,0.25,-0.43,1.84,0.99,94.6,90.3,94.5,86.4,83.2,0.246,0.386,0.414,0.255,0.333,0.189,0.286,0.514,0.288,0.278,0.333,0.133,0.0,0.0,0.333,,,,,,,,,,,,,,,
1,2024-05-14,745989,Flyout,field_out,True,668804,605452,Bryan Reynolds,Joe Ross,1,4e35f6da-37cc-4de0-9a44-772cabfa47cf,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,110.0,105.0,101.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,0.335,0.171,0.38,0.027,0.087,-2.54,0.25,-0.43,1.84,0.99,94.6,90.3,94.5,86.4,83.2,0.246,0.386,0.414,0.255,0.333,0.189,0.286,0.514,0.288,0.278,0.333,0.133,0.0,0.0,0.333,,,,,,,,,,,,,,,
2,2024-05-14,745989,Strikeout,strikeout,True,665833,605452,Oneil Cruz,Joe Ross,0,6f0bfa72-c629-430f-98bc-54a35d26596a,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,110.0,105.0,101.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,0.335,0.171,0.38,0.027,0.087,-2.54,0.25,-0.43,1.84,0.99,94.6,90.3,94.5,86.4,83.2,0.246,0.386,0.414,0.255,0.333,0.189,0.286,0.514,0.288,0.278,0.333,0.133,0.0,0.0,0.333,,,,,,,,,,,,,,,
3,2024-05-14,745989,Walk,walk,False,656582,605452,Connor Joe,Joe Ross,0,2f6ea91d-ce9a-4b2a-beb5-bc74fb4627c9,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,110.0,105.0,101.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,0.335,0.171,0.38,0.027,0.087,-2.54,0.25,-0.43,1.84,0.99,94.6,90.3,94.5,86.4,83.2,0.246,0.386,0.414,0.255,0.333,0.189,0.286,0.514,0.288,0.278,0.333,0.133,0.0,0.0,0.333,,,,,,,,,,,,,,,
4,2024-05-14,745989,Strikeout,strikeout,True,669261,605452,Jack Suwinski,Joe Ross,0,ecefb2b3-5939-46a5-8dbe-109779018b44,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,110.0,105.0,101.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,0.335,0.171,0.38,0.027,0.087,-2.54,0.25,-0.43,1.84,0.99,94.6,90.3,94.5,86.4,83.2,0.246,0.386,0.414,0.255,0.333,0.189,0.286,0.514,0.288,0.278,0.333,0.133,0.0,0.0,0.333,,,,,,,,,,,,,,,
5,2024-05-14,745989,Single,single,False,668930,682990,Brice Turang,Quinn Priester,0,043cdf26-b802-4c6b-9b52-a4584195282d,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,95.0,98.0,100.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.149,0.253,0.152,0.116,-1.75,0.45,-1.73,-1.03,0.79,93.2,88.2,93.0,87.2,80.5,0.261,0.478,0.276,0.284,0.493,0.142,0.4,0.4,0.222,0.136,0.182,0.242,0.357,0.5,0.463,,,,,,,,,,,,,,,
6,2024-05-14,745989,Single,single,False,661388,682990,William Contreras,Quinn Priester,1,bf28b0be-5c16-4ffb-8f62-8933104d1dc7,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,95.0,98.0,100.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.149,0.253,0.152,0.116,-1.75,0.45,-1.73,-1.03,0.79,93.2,88.2,93.0,87.2,80.5,0.261,0.478,0.276,0.284,0.493,0.142,0.4,0.4,0.222,0.136,0.182,0.242,0.357,0.5,0.463,,,,,,,,,,,,,,,
7,2024-05-14,745989,Strikeout,strikeout,True,592885,682990,Christian Yelich,Quinn Priester,0,6c7e77ef-f9df-4aab-aaaf-9d329d9bfabd,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,95.0,98.0,100.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.149,0.253,0.152,0.116,-1.75,0.45,-1.73,-1.03,0.79,93.2,88.2,93.0,87.2,80.5,0.261,0.478,0.276,0.284,0.493,0.142,0.4,0.4,0.222,0.136,0.182,0.242,0.357,0.5,0.463,,,,,,,,,,,,,,,
8,2024-05-14,745989,Grounded Into DP,grounded_into_double_play,True,642715,682990,Willy Adames,Quinn Priester,1,3a0504c1-e491-4c84-852a-a85a792fd4df,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,95.0,98.0,100.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.149,0.253,0.152,0.116,-1.75,0.45,-1.73,-1.03,0.79,93.2,88.2,93.0,87.2,80.5,0.261,0.478,0.276,0.284,0.493,0.142,0.4,0.4,0.222,0.136,0.182,0.242,0.357,0.5,0.463,,,,,,,,,,,,,,,
9,2024-05-14,745989,Strikeout,strikeout,True,693304,605452,Nick Gonzales,Joe Ross,0,6fd0122f-8482-4bc5-9e45-3f8e96ff8cce,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,110.0,105.0,101.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,0.335,0.171,0.38,0.027,0.087,-2.54,0.25,-0.43,1.84,0.99,94.6,90.3,94.5,86.4,83.2,0.246,0.386,0.414,0.255,0.333,0.189,0.286,0.514,0.288,0.278,0.333,0.133,0.0,0.0,0.333,,,,,,,,,,,,,,,
