,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-04,746060,Groundout,field_out,True,650490,666200,Yandy Díaz,Jesús Luzardo,0,a97fb03b-276a-434d-ad75-423495f5c5fe,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
1,2024-06-04,746060,Single,single,False,668227,666200,Randy Arozarena,Jesús Luzardo,0,12afd6dc-7eab-463a-ba41-f0b87f17434b,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
2,2024-06-04,746060,Lineout,field_out,True,623912,666200,Harold Ramírez,Jesús Luzardo,0,fa76f415-cfb2-414d-8197-080131ba1c4a,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
3,2024-06-04,746060,Strikeout,strikeout,True,670623,666200,Isaac Paredes,Jesús Luzardo,0,ce6e8d8e-826f-43ab-9c06-9772468f09a8,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,0.229,-0.65,-0.81,0.13,-3.42,1.56,95.2,86.3,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.474,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,,,,
4,2024-06-04,746060,Strikeout,strikeout,True,665862,686752,Jazz Chisholm Jr.,Ryan Pepiot,0,951ec364-1c45-44b4-bdb4-1d9e9681cd07,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,,,,120.0,95.0,106.0,,0.512,0.214,0.03,0.219,1.55,,1.01,-0.01,-1.34,94.9,86.1,,89.0,80.4,0.149,0.264,0.313,0.239,0.394,0.286,0.253,0.471,0.287,,,,99.0,97.0,93.0,0.024,-0.22,91.9,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,
5,2024-06-04,746060,Home Run,home_run,False,650559,686752,Bryan De La Cruz,Ryan Pepiot,0,eca2fe66-f34f-4c62-bb1f-f314e558213c,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,,,,120.0,95.0,106.0,,0.512,0.214,0.03,0.219,1.55,,1.01,-0.01,-1.34,94.9,86.1,,89.0,80.4,0.149,0.264,0.313,0.239,0.394,0.286,0.253,0.471,0.287,,,,99.0,97.0,93.0,0.024,-0.22,91.9,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,
6,2024-06-04,746060,Single,single,False,669394,686752,Jake Burger,Ryan Pepiot,0,dc18d069-c4ff-4224-80ea-5c08b48564d6,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,,,,120.0,95.0,106.0,,0.512,0.214,0.03,0.219,1.55,,1.01,-0.01,-1.34,94.9,86.1,,89.0,80.4,0.149,0.264,0.313,0.239,0.394,0.286,0.253,0.471,0.287,,,,99.0,97.0,93.0,0.024,-0.22,91.9,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,
7,2024-06-04,746060,Triple,triple,False,605137,686752,Josh Bell,Ryan Pepiot,1,33a9536e-fd39-4de0-95b8-94dffc3b67b5,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,,,,120.0,95.0,106.0,,0.512,0.214,0.03,0.219,1.55,,1.01,-0.01,-1.34,94.9,86.1,,89.0,80.4,0.149,0.264,0.313,0.239,0.394,0.286,0.253,0.471,0.287,,,,99.0,97.0,93.0,0.024,-0.22,91.9,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,
8,2024-06-04,746060,Strikeout,strikeout,True,660821,686752,Jesús Sánchez,Ryan Pepiot,0,070417b2-8a44-4662-8a70-e49a9db5908a,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,,,,120.0,95.0,106.0,,0.512,0.214,0.03,0.219,1.55,,1.01,-0.01,-1.34,94.9,86.1,,89.0,80.4,0.149,0.264,0.313,0.239,0.394,0.286,0.253,0.471,0.287,,,,99.0,97.0,93.0,0.024,-0.22,91.9,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,
9,2024-06-04,746060,Single,single,False,672640,686752,Otto Lopez,Ryan Pepiot,1,77584793-bb7e-44b2-871a-0fd1df687522,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,,,,120.0,95.0,106.0,,0.512,0.214,0.03,0.219,1.55,,1.01,-0.01,-1.34,94.9,86.1,,89.0,80.4,0.149,0.264,0.313,0.239,0.394,0.286,0.253,0.471,0.287,,,,99.0,97.0,93.0,0.024,-0.22,91.9,0.167,0.167,0.5,0.333,0.333,0.063,,,,,,,,,
