,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC
0,2024-08-30,744810,Double,double,False,664023,663623,Ian Happ,Jake Irvin,0,4ca9fafc-6da5-4b82-a4e8-612a1ec152b9,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.28,4.28,166.0,104.0,94.0,102.0,0.802,7.59,2.33,8.57,1.41,1.18,0.236,0.421,0.167,0.335,0.469,99.0,92.0,94.0,110.0,105.0,106.0,82.0,105.0,99.0,95.0,102.0,103.0,110.0,115.0,117.0,78.0,102.0,93.0,0.189,0.371,0.071,0.003,0.327,0.038,0.61,-0.24,-1.19,-14.37,0.15,1.4,93.9,89.9,88.4,93.2,85.9,81.1,0.205,0.376,0.242,0.233,0.431,0.25,0.343,0.521,0.139,0.295,0.545,0.202,0.125,0.125,0.341,,,,,,,,,,,,,,,,,,,,,
1,2024-08-30,744810,Groundout,field_out,True,683737,663623,Michael Busch,Jake Irvin,1,bffcefb7-7042-4681-b4b7-77aa4dc66b17,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.28,4.28,166.0,104.0,94.0,102.0,0.802,7.59,2.33,8.57,1.41,1.18,0.236,0.421,0.167,0.335,0.469,99.0,92.0,94.0,110.0,105.0,106.0,82.0,105.0,99.0,95.0,102.0,103.0,110.0,115.0,117.0,78.0,102.0,93.0,0.189,0.371,0.071,0.003,0.327,0.038,0.61,-0.24,-1.19,-14.37,0.15,1.4,93.9,89.9,88.4,93.2,85.9,81.1,0.205,0.376,0.242,0.233,0.431,0.25,0.343,0.521,0.139,0.295,0.545,0.202,0.125,0.125,0.341,,,,,,,,,,,,,,,,,,,,,
2,2024-08-30,744810,Fielders Choice Out,fielders_choice_out,True,673548,663623,Seiya Suzuki,Jake Irvin,1,1f955c46-49b9-4040-af9e-a1e7d749d30e,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.28,4.28,166.0,104.0,94.0,102.0,0.802,7.59,2.33,8.57,1.41,1.18,0.236,0.421,0.167,0.335,0.469,99.0,92.0,94.0,110.0,105.0,106.0,82.0,105.0,99.0,95.0,102.0,103.0,110.0,115.0,117.0,78.0,102.0,93.0,0.189,0.371,0.071,0.003,0.327,0.038,0.61,-0.24,-1.19,-14.37,0.15,1.4,93.9,89.9,88.4,93.2,85.9,81.1,0.205,0.376,0.242,0.233,0.431,0.25,0.343,0.521,0.139,0.295,0.545,0.202,0.125,0.125,0.341,,,,,,,,,,,,,,,,,,,,,
3,2024-08-30,744810,Strikeout,strikeout,True,641355,663623,Cody Bellinger,Jake Irvin,0,9ab1376c-590d-4e9d-857d-fd7c01383afd,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.28,4.28,166.0,104.0,94.0,102.0,0.802,7.59,2.33,8.57,1.41,1.18,0.236,0.421,0.167,0.335,0.469,99.0,92.0,94.0,110.0,105.0,106.0,82.0,105.0,99.0,95.0,102.0,103.0,110.0,115.0,117.0,78.0,102.0,93.0,0.189,0.371,0.071,0.003,0.327,0.038,0.61,-0.24,-1.19,-14.37,0.15,1.4,93.9,89.9,88.4,93.2,85.9,81.1,0.205,0.376,0.242,0.233,0.431,0.25,0.343,0.521,0.139,0.295,0.545,0.202,0.125,0.125,0.341,,,,,,,,,,,,,,,,,,,,,
4,2024-08-30,744810,Pop Out,field_out,True,686611,684007,Dylan Crews,Shota Imanaga,0,2d14f800-5d80-4cde-a674-94a8a43a74ee,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.99,3.44,153.1,105.0,90.0,104.0,0.741,9.1,1.47,7.69,1.35,0.76,0.215,0.453,0.169,0.298,0.439,85.0,103.0,104.0,70.0,95.0,96.0,95.0,105.0,105.0,75.0,107.0,97.0,104.0,107.0,106.0,51.0,107.0,96.0,0.016,0.53,0.005,0.075,0.036,0.032,0.72,-6.32,3.26,-0.56,-0.68,0.37,91.7,89.8,81.6,88.5,81.7,72.7,0.219,0.439,0.177,0.444,0.556,0.0,0.0,0.0,0.438,0.333,1.333,0.143,0.182,0.227,0.3,81.0,106.0,100.0,0.306,0.0,0.98,-76.57,82.9,53.9,0.217,0.304,0.422,0.282,0.308,0.357,,,,,,
5,2024-08-30,744810,Single,single,False,695578,684007,James Wood,Shota Imanaga,0,feac6d9c-0eb5-4728-a21a-081cf8a19cb8,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.99,3.44,153.1,105.0,90.0,104.0,0.741,9.1,1.47,7.69,1.35,0.76,0.215,0.453,0.169,0.298,0.439,85.0,103.0,104.0,70.0,95.0,96.0,95.0,105.0,105.0,75.0,107.0,97.0,104.0,107.0,106.0,51.0,107.0,96.0,0.016,0.53,0.005,0.075,0.036,0.032,0.72,-6.32,3.26,-0.56,-0.68,0.37,91.7,89.8,81.6,88.5,81.7,72.7,0.219,0.439,0.177,0.444,0.556,0.0,0.0,0.0,0.438,0.333,1.333,0.143,0.182,0.227,0.3,81.0,106.0,100.0,0.306,0.0,0.98,-76.57,82.9,53.9,0.217,0.304,0.422,0.282,0.308,0.357,,,,,,
6,2024-08-30,744810,Strikeout,strikeout,True,660766,684007,Juan Yepez,Shota Imanaga,0,04ef4491-6263-485f-ae9e-e3562358cb84,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.99,3.44,153.1,105.0,90.0,104.0,0.741,9.1,1.47,7.69,1.35,0.76,0.215,0.453,0.169,0.298,0.439,85.0,103.0,104.0,70.0,95.0,96.0,95.0,105.0,105.0,75.0,107.0,97.0,104.0,107.0,106.0,51.0,107.0,96.0,0.016,0.53,0.005,0.075,0.036,0.032,0.72,-6.32,3.26,-0.56,-0.68,0.37,91.7,89.8,81.6,88.5,81.7,72.7,0.219,0.439,0.177,0.444,0.556,0.0,0.0,0.0,0.438,0.333,1.333,0.143,0.182,0.227,0.3,81.0,106.0,100.0,0.306,0.0,0.98,-76.57,82.9,53.9,0.217,0.304,0.422,0.282,0.308,0.357,,,,,,
7,2024-08-30,744810,Walk,walk,False,665953,684007,Andrés Chaparro,Shota Imanaga,1,68e6ebd4-0f05-42f0-9ab0-b433421c3a56,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.99,3.44,153.1,105.0,90.0,104.0,0.741,9.1,1.47,7.69,1.35,0.76,0.215,0.453,0.169,0.298,0.439,85.0,103.0,104.0,70.0,95.0,96.0,95.0,105.0,105.0,75.0,107.0,97.0,104.0,107.0,106.0,51.0,107.0,96.0,0.016,0.53,0.005,0.075,0.036,0.032,0.72,-6.32,3.26,-0.56,-0.68,0.37,91.7,89.8,81.6,88.5,81.7,72.7,0.219,0.439,0.177,0.444,0.556,0.0,0.0,0.0,0.438,0.333,1.333,0.143,0.182,0.227,0.3,81.0,106.0,100.0,0.306,0.0,0.98,-76.57,82.9,53.9,0.217,0.304,0.422,0.282,0.308,0.357,,,,,,
8,2024-08-30,744810,Double,double,False,677588,684007,José Tena,Shota Imanaga,1,31abb0e2-aae0-4409-b745-b15001321cf9,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.99,3.44,153.1,105.0,90.0,104.0,0.741,9.1,1.47,7.69,1.35,0.76,0.215,0.453,0.169,0.298,0.439,85.0,103.0,104.0,70.0,95.0,96.0,95.0,105.0,105.0,75.0,107.0,97.0,104.0,107.0,106.0,51.0,107.0,96.0,0.016,0.53,0.005,0.075,0.036,0.032,0.72,-6.32,3.26,-0.56,-0.68,0.37,91.7,89.8,81.6,88.5,81.7,72.7,0.219,0.439,0.177,0.444,0.556,0.0,0.0,0.0,0.438,0.333,1.333,0.143,0.182,0.227,0.3,81.0,106.0,100.0,0.306,0.0,0.98,-76.57,82.9,53.9,0.217,0.304,0.422,0.282,0.308,0.357,,,,,,
9,2024-08-30,744810,Flyout,field_out,True,545121,684007,Ildemaro Vargas,Shota Imanaga,0,6434981a-a6ae-45a9-9772-f89abdb6ce30,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.99,3.44,153.1,105.0,90.0,104.0,0.741,9.1,1.47,7.69,1.35,0.76,0.215,0.453,0.169,0.298,0.439,85.0,103.0,104.0,70.0,95.0,96.0,95.0,105.0,105.0,75.0,107.0,97.0,104.0,107.0,106.0,51.0,107.0,96.0,0.016,0.53,0.005,0.075,0.036,0.032,0.72,-6.32,3.26,-0.56,-0.68,0.37,91.7,89.8,81.6,88.5,81.7,72.7,0.219,0.439,0.177,0.444,0.556,0.0,0.0,0.0,0.438,0.333,1.333,0.143,0.182,0.227,0.3,81.0,106.0,100.0,0.306,0.0,0.98,-76.57,82.9,53.9,0.217,0.304,0.422,0.282,0.308,0.357,,,,,,
