,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-23,746758,Groundout,field_out,True,678009,623167,Parker Meadows,Chris Flexen,0,a0385b39-2c07-4633-a84c-d10cf1003bf7,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,82.0,99.0,100.0,-4.0,92.0,81.0,87.0,119.0,94.0,149.0,102.0,102.0,45.0,102.0,92.0,0.002,0.373,0.271,0.087,0.119,0.149,-0.85,-0.4,2.93,-1.74,0.16,-1.46,91.3,87.4,81.3,91.3,80.1,72.1,0.266,0.488,0.117,0.303,0.497,0.21,0.259,0.42,0.362,0.26,0.42,0.309,0.319,0.447,0.253,,,,,,,,,,,,,,,,,,
1,2024-08-23,746758,Double,double,False,682985,623167,Riley Greene,Chris Flexen,0,92b30dbe-edd7-40de-b129-d368e317e290,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,82.0,99.0,100.0,-4.0,92.0,81.0,87.0,119.0,94.0,149.0,102.0,102.0,45.0,102.0,92.0,0.002,0.373,0.271,0.087,0.119,0.149,-0.85,-0.4,2.93,-1.74,0.16,-1.46,91.3,87.4,81.3,91.3,80.1,72.1,0.266,0.488,0.117,0.303,0.497,0.21,0.259,0.42,0.362,0.26,0.42,0.309,0.319,0.447,0.253,,,,,,,,,,,,,,,,,,
2,2024-08-23,746758,Double,double,False,663837,623167,Matt Vierling,Chris Flexen,1,9adefab8-1f2a-42c2-bb35-c3bba57657a2,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,82.0,99.0,100.0,-4.0,92.0,81.0,87.0,119.0,94.0,149.0,102.0,102.0,45.0,102.0,92.0,0.002,0.373,0.271,0.087,0.119,0.149,-0.85,-0.4,2.93,-1.74,0.16,-1.46,91.3,87.4,81.3,91.3,80.1,72.1,0.266,0.488,0.117,0.303,0.497,0.21,0.259,0.42,0.362,0.26,0.42,0.309,0.319,0.447,0.253,,,,,,,,,,,,,,,,,,
3,2024-08-23,746758,Walk,walk,False,681481,623167,Kerry Carpenter,Chris Flexen,0,9eb939cc-83a1-427f-8dc7-4bcb0e3b525f,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,82.0,99.0,100.0,-4.0,92.0,81.0,87.0,119.0,94.0,149.0,102.0,102.0,45.0,102.0,92.0,0.002,0.373,0.271,0.087,0.119,0.149,-0.85,-0.4,2.93,-1.74,0.16,-1.46,91.3,87.4,81.3,91.3,80.1,72.1,0.266,0.488,0.117,0.303,0.497,0.21,0.259,0.42,0.362,0.26,0.42,0.309,0.319,0.447,0.253,,,,,,,,,,,,,,,,,,
4,2024-08-23,746758,Strikeout,strikeout,True,690993,623167,Colt Keith,Chris Flexen,0,a9f255c7-5a32-4052-9d11-1feb96e988c2,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,82.0,99.0,100.0,-4.0,92.0,81.0,87.0,119.0,94.0,149.0,102.0,102.0,45.0,102.0,92.0,0.002,0.373,0.271,0.087,0.119,0.149,-0.85,-0.4,2.93,-1.74,0.16,-1.46,91.3,87.4,81.3,91.3,80.1,72.1,0.266,0.488,0.117,0.303,0.497,0.21,0.259,0.42,0.362,0.26,0.42,0.309,0.319,0.447,0.253,,,,,,,,,,,,,,,,,,
5,2024-08-23,746758,Strikeout,strikeout,True,679529,623167,Spencer Torkelson,Chris Flexen,0,05a2e7ad-a56e-4bde-836a-1eb359b1263f,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,82.0,99.0,100.0,-4.0,92.0,81.0,87.0,119.0,94.0,149.0,102.0,102.0,45.0,102.0,92.0,0.002,0.373,0.271,0.087,0.119,0.149,-0.85,-0.4,2.93,-1.74,0.16,-1.46,91.3,87.4,81.3,91.3,80.1,72.1,0.266,0.488,0.117,0.303,0.497,0.21,0.259,0.42,0.362,0.26,0.42,0.309,0.319,0.447,0.253,,,,,,,,,,,,,,,,,,
6,2024-08-23,746758,Flyout,field_out,True,670032,672456,Nicky Lopez,Keider Montero,0,ccab86c7-6497-4953-ad64-99fb8a572ba1,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,,,,92.0,100.0,95.0,83.0,104.0,96.0,107.0,100.0,105.0,,,,0.061,0.437,,0.297,,0.099,0.33,,2.04,1.03,,-3.43,94.9,,85.9,94.2,83.2,,0.27,0.468,0.18,,,,0.333,0.619,0.28,0.364,0.818,0.194,0.195,0.322,0.272,96.0,100.0,110.0,0.105,-5.65,78.9,0.308,0.308,0.0,,,,,,,,,
7,2024-08-23,746758,Lineout,field_out,True,673357,672456,Luis Robert Jr.,Keider Montero,0,7f44d04a-cb00-47bf-98af-650c09d740e3,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,,,,92.0,100.0,95.0,83.0,104.0,96.0,107.0,100.0,105.0,,,,0.061,0.437,,0.297,,0.099,0.33,,2.04,1.03,,-3.43,94.9,,85.9,94.2,83.2,,0.27,0.468,0.18,,,,0.333,0.619,0.28,0.364,0.818,0.194,0.195,0.322,0.272,96.0,100.0,110.0,0.105,-5.65,78.9,0.308,0.308,0.0,,,,,,,,,
8,2024-08-23,746758,Flyout,field_out,True,643217,672456,Andrew Benintendi,Keider Montero,0,dc44fbeb-e9cc-4466-b382-b1bb5ffb7294,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,,,,92.0,100.0,95.0,83.0,104.0,96.0,107.0,100.0,105.0,,,,0.061,0.437,,0.297,,0.099,0.33,,2.04,1.03,,-3.43,94.9,,85.9,94.2,83.2,,0.27,0.468,0.18,,,,0.333,0.619,0.28,0.364,0.818,0.194,0.195,0.322,0.272,96.0,100.0,110.0,0.105,-5.65,78.9,0.308,0.308,0.0,,,,,,,,,
9,2024-08-23,746758,Double,double,False,690291,623167,Jace Jung,Chris Flexen,0,e224a5b2-c873-4a4b-aacc-f4f1a35bc873,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,82.0,99.0,100.0,-4.0,92.0,81.0,87.0,119.0,94.0,149.0,102.0,102.0,45.0,102.0,92.0,0.002,0.373,0.271,0.087,0.119,0.149,-0.85,-0.4,2.93,-1.74,0.16,-1.46,91.3,87.4,81.3,91.3,80.1,72.1,0.266,0.488,0.117,0.303,0.497,0.21,0.259,0.42,0.362,0.26,0.42,0.309,0.319,0.447,0.253,,,,,,,,,,,,,,,,,,
