,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff
0,2024-06-14,746378,Groundout,field_out,True,663837,686613,Matt Vierling,Hunter Brown,0,6a948f28-2093-490b-b716-a9724f5bd97f,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,130.0,99.0,106.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.127,0.134,-0.55,0.16,0.46,1.74,-1.93,1.13,95.7,92.3,88.4,95.5,89.0,82.4,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,0.208,0.271,0.327,0.28,0.5,0.281,0.192,0.192,0.25
1,2024-06-14,746378,Strikeout,strikeout,True,682985,686613,Riley Greene,Hunter Brown,0,9b818d66-fe6a-40cf-b914-fb02ef182522,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,130.0,99.0,106.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.127,0.134,-0.55,0.16,0.46,1.74,-1.93,1.13,95.7,92.3,88.4,95.5,89.0,82.4,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,0.208,0.271,0.327,0.28,0.5,0.281,0.192,0.192,0.25
2,2024-06-14,746378,Strikeout,strikeout,True,672761,686613,Wenceel Pérez,Hunter Brown,0,e8130e9a-5865-4334-b6e4-5d37fb0e948f,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,130.0,99.0,106.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.127,0.134,-0.55,0.16,0.46,1.74,-1.93,1.13,95.7,92.3,88.4,95.5,89.0,82.4,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,0.208,0.271,0.327,0.28,0.5,0.281,0.192,0.192,0.25
3,2024-06-14,746378,Double,double,False,514888,669373,Jose Altuve,Tarik Skubal,0,225929ae-27bb-492c-9ab1-f77c427a1f75,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,,,,0.21,0.317,,0.154,0.047,0.272,1.19,,1.96,1.72,2.55,0.42,96.8,,86.0,96.7,88.7,78.6,0.195,0.333,0.264,,,,0.17,0.27,0.171,0.217,0.37,0.468,0.143,0.143,0.214,0.16,0.26,0.386
4,2024-06-14,746378,Groundout,field_out,True,608324,669373,Alex Bregman,Tarik Skubal,1,419366c9-b9a5-4ce7-b3f0-2cb225c36d80,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,,,,0.21,0.317,,0.154,0.047,0.272,1.19,,1.96,1.72,2.55,0.42,96.8,,86.0,96.7,88.7,78.6,0.195,0.333,0.264,,,,0.17,0.27,0.171,0.217,0.37,0.468,0.143,0.143,0.214,0.16,0.26,0.386
5,2024-06-14,746378,Strikeout,strikeout,True,670541,669373,Yordan Alvarez,Tarik Skubal,0,49ac14c2-1d6c-49b6-823d-e19c4bd066bc,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,,,,0.21,0.317,,0.154,0.047,0.272,1.19,,1.96,1.72,2.55,0.42,96.8,,86.0,96.7,88.7,78.6,0.195,0.333,0.264,,,,0.17,0.27,0.171,0.217,0.37,0.468,0.143,0.143,0.214,0.16,0.26,0.386
6,2024-06-14,746378,Hit By Pitch,hit_by_pitch,False,665161,669373,Jeremy Peña,Tarik Skubal,0,c9567ed9-d231-4451-9587-1455455ebfbc,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,,,,0.21,0.317,,0.154,0.047,0.272,1.19,,1.96,1.72,2.55,0.42,96.8,,86.0,96.7,88.7,78.6,0.195,0.333,0.264,,,,0.17,0.27,0.171,0.217,0.37,0.468,0.143,0.143,0.214,0.16,0.26,0.386
7,2024-06-14,746378,Strikeout,strikeout,True,673237,669373,Yainer Diaz,Tarik Skubal,1,6d393912-0ff6-44be-9244-92db827b39b3,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,,,,0.21,0.317,,0.154,0.047,0.272,1.19,,1.96,1.72,2.55,0.42,96.8,,86.0,96.7,88.7,78.6,0.195,0.333,0.264,,,,0.17,0.27,0.171,0.217,0.37,0.468,0.143,0.143,0.214,0.16,0.26,0.386
8,2024-06-14,746378,Pop Out,field_out,True,592192,686613,Mark Canha,Hunter Brown,0,91a34880-41b7-44a4-8237-c6e221e3e93a,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,130.0,99.0,106.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.127,0.134,-0.55,0.16,0.46,1.74,-1.93,1.13,95.7,92.3,88.4,95.5,89.0,82.4,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,0.208,0.271,0.327,0.28,0.5,0.281,0.192,0.192,0.25
9,2024-06-14,746378,Single,single,False,570482,686613,Gio Urshela,Hunter Brown,0,c01b8697-d439-493b-b29a-8f32be9c9b1c,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,130.0,99.0,106.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.127,0.134,-0.55,0.16,0.46,1.74,-1.93,1.13,95.7,92.3,88.4,95.5,89.0,82.4,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,0.208,0.271,0.327,0.28,0.5,0.281,0.192,0.192,0.25
