,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,wFA/C,wFC/C,wSI/C,wSL/C,vFA,vFC,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-02,746169,Strikeout,strikeout,True,808982,518489,Jung Hoo Lee,Ryan Brasier,0,b804000a-5a9b-46cb-a604-c9720d9557f4,518489.0,ryanbrasier,Brasier,Right,Ryan Brasier,LAD,4.63,3.77,11.2,103.0,97.0,102.0,0.835,9.26,2.31,7.71,2.31,1.36,0.188,0.438,0.156,0.375,0.469,95.0,103.0,100.0,96.0,95.0,90.0,106.0,109.0,113.0,82.0,100.0,100.0,0.222,0.278,0.13,0.37,5.39,7.63,1.4,-7.8,94.3,90.7,94.2,84.9,0.409,0.864,0.156,0.0,0.0,0.25,0.167,0.167,0.286,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-02,746169,Flyout,field_out,True,656305,518489,Matt Chapman,Ryan Brasier,0,956b3507-cc46-495e-8ec3-dd65db6e6234,518489.0,ryanbrasier,Brasier,Right,Ryan Brasier,LAD,4.63,3.77,11.2,103.0,97.0,102.0,0.835,9.26,2.31,7.71,2.31,1.36,0.188,0.438,0.156,0.375,0.469,95.0,103.0,100.0,96.0,95.0,90.0,106.0,109.0,113.0,82.0,100.0,100.0,0.222,0.278,0.13,0.37,5.39,7.63,1.4,-7.8,94.3,90.7,94.2,84.9,0.409,0.864,0.156,0.0,0.0,0.25,0.167,0.167,0.286,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-02,746169,Walk,walk,False,624585,518489,Jorge Soler,Ryan Brasier,0,ad178723-0b28-4b19-a3ca-13a741ca896e,518489.0,ryanbrasier,Brasier,Right,Ryan Brasier,LAD,4.63,3.77,11.2,103.0,97.0,102.0,0.835,9.26,2.31,7.71,2.31,1.36,0.188,0.438,0.156,0.375,0.469,95.0,103.0,100.0,96.0,95.0,90.0,106.0,109.0,113.0,82.0,100.0,100.0,0.222,0.278,0.13,0.37,5.39,7.63,1.4,-7.8,94.3,90.7,94.2,84.9,0.409,0.864,0.156,0.0,0.0,0.25,0.167,0.167,0.286,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-02,746169,Pop Out,field_out,True,624424,518489,Michael Conforto,Ryan Brasier,0,b93d7bc4-9c48-4cf8-9082-e98f1d52893b,518489.0,ryanbrasier,Brasier,Right,Ryan Brasier,LAD,4.63,3.77,11.2,103.0,97.0,102.0,0.835,9.26,2.31,7.71,2.31,1.36,0.188,0.438,0.156,0.375,0.469,95.0,103.0,100.0,96.0,95.0,90.0,106.0,109.0,113.0,82.0,100.0,100.0,0.222,0.278,0.13,0.37,5.39,7.63,1.4,-7.8,94.3,90.7,94.2,84.9,0.409,0.864,0.156,0.0,0.0,0.25,0.167,0.167,0.286,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-02,746169,Single,single,False,605141,657277,Mookie Betts,Logan Webb,0,70415682-217c-46ae-8cfa-e6447336739c,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,1.24,5.55,1.02,0.18,92.3,90.3,92.2,83.5,0.247,0.323,0.227,0.1,0.15,0.39,0.276,0.346,0.15,,,,132.0,105.0,115.0,0.329,0.28,87.4,0.283,0.405,0.197,,,,,,,,,,,,,,,
5,2024-04-02,746169,Strikeout,strikeout,True,660271,657277,Shohei Ohtani,Logan Webb,1,f197c8c4-e524-4d3e-838f-6346a8d480b1,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,1.24,5.55,1.02,0.18,92.3,90.3,92.2,83.5,0.247,0.323,0.227,0.1,0.15,0.39,0.276,0.346,0.15,,,,132.0,105.0,115.0,0.329,0.28,87.4,0.283,0.405,0.197,,,,,,,,,,,,,,,
6,2024-04-02,746169,Single,single,False,518692,657277,Freddie Freeman,Logan Webb,1,e0f7497a-e6b2-4f80-a981-c0b0858696b4,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,1.24,5.55,1.02,0.18,92.3,90.3,92.2,83.5,0.247,0.323,0.227,0.1,0.15,0.39,0.276,0.346,0.15,,,,132.0,105.0,115.0,0.329,0.28,87.4,0.283,0.405,0.197,,,,,,,,,,,,,,,
7,2024-04-02,746169,Strikeout,strikeout,True,669257,657277,Will Smith,Logan Webb,1,adb6c64b-853f-464b-80d6-27ba7290cbb5,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,1.24,5.55,1.02,0.18,92.3,90.3,92.2,83.5,0.247,0.323,0.227,0.1,0.15,0.39,0.276,0.346,0.15,,,,132.0,105.0,115.0,0.329,0.28,87.4,0.283,0.405,0.197,,,,,,,,,,,,,,,
8,2024-04-02,746169,Strikeout,strikeout,True,571970,657277,Max Muncy,Logan Webb,0,d1c6190b-e516-4cac-aea6-4c7fb213f131,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,1.24,5.55,1.02,0.18,92.3,90.3,92.2,83.5,0.247,0.323,0.227,0.1,0.15,0.39,0.276,0.346,0.15,,,,132.0,105.0,115.0,0.329,0.28,87.4,0.283,0.405,0.197,,,,,,,,,,,,,,,
9,2024-04-02,746169,Double,double,False,527038,642232,Wilmer Flores,Ryan Yarbrough,0,ef80449b-da25-4bcf-8fe3-5a7f9c708693,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,LAD,3.73,4.67,62.2,98.0,80.0,93.0,0.813,4.45,3.59,7.04,1.15,0.95,0.259,0.403,0.169,0.259,0.444,86.0,96.0,90.0,63.0,100.0,91.0,,,,95.0,83.0,77.0,0.251,0.173,0.142,,0.52,-4.83,2.48,,86.5,83.8,85.9,,,,,0.258,0.387,0.149,0.211,0.324,0.099,0.421,0.789,0.204,63.0,102.0,82.0,0.149,1.05,77.5,0.229,0.229,0.231,96.0,102.0,111.0,0.286,0.81,71.5,0.141,0.282,0.282,,,,,,
