,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-10-02,775344,Groundout,field_out,True,700242,686613,Trey Sweeney,Hunter Brown,0,05f2311c-b580-48a5-bafb-b62b272d227e,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,127.0,100.0,106.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.14,0.92,1.7,-0.79,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.288,0.275,0.321,0.161,0.23,0.363,0.216,0.221,0.26,0.296,0.237,0.421,0.305,0.2,0.2,0.236,,,,,,,,,,,,,,,,,,
11,2024-10-02,775344,Single,single,False,608324,669724,Alex Bregman,Brenan Hanifee,0,9137516e-9143-472c-96d1-a4d8c638c239,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,3.07,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,,,,,,,0.539,0.141,,0.224,,0.096,-0.24,,2.09,0.13,,-3.75,95.6,,88.6,94.8,87.4,,0.222,0.5,0.359,0.231,0.246,0.088,,,,0.333,0.778,0.391,,,,0.227,0.409,0.133,,,,,,,,,,,,,,,,,,
12,2024-10-02,775344,Lineout,field_out,True,673237,669724,Yainer Diaz,Brenan Hanifee,0,4fd05faa-c249-4e29-8d93-017b4c1b744b,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,3.07,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,,,,,,,0.539,0.141,,0.224,,0.096,-0.24,,2.09,0.13,,-3.75,95.6,,88.6,94.8,87.4,,0.222,0.5,0.359,0.231,0.246,0.088,,,,0.333,0.778,0.391,,,,0.227,0.409,0.133,,,,,,,,,,,,,,,,,,
13,2024-10-02,775344,Groundout,field_out,True,605170,669724,Victor Caratini,Brenan Hanifee,1,64f7f617-275a-4f62-9402-9d8714f45ea9,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,3.07,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,,,,,,,0.539,0.141,,0.224,,0.096,-0.24,,2.09,0.13,,-3.75,95.6,,88.6,94.8,87.4,,0.222,0.5,0.359,0.231,0.246,0.088,,,,0.333,0.778,0.391,,,,0.227,0.409,0.133,,,,,,,,,,,,,,,,,,
14,2024-10-02,775344,Walk,walk,False,665161,669724,Jeremy Peña,Brenan Hanifee,0,2d3f759d-b81c-48d7-af71-75d33c4450b2,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,3.07,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,,,,,,,0.539,0.141,,0.224,,0.096,-0.24,,2.09,0.13,,-3.75,95.6,,88.6,94.8,87.4,,0.222,0.5,0.359,0.231,0.246,0.088,,,,0.333,0.778,0.391,,,,0.227,0.409,0.133,,,,,,,,,,,,,,,,,,
15,2024-10-02,775344,Strikeout,strikeout,True,518792,669724,Jason Heyward,Brenan Hanifee,0,ef55e414-a3fb-4d56-bcc3-812a296ad706,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,3.07,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,,,,,,,0.539,0.141,,0.224,,0.096,-0.24,,2.09,0.13,,-3.75,95.6,,88.6,94.8,87.4,,0.222,0.5,0.359,0.231,0.246,0.088,,,,0.333,0.778,0.391,,,,0.227,0.409,0.133,,,,,,,,,,,,,,,,,,
16,2024-10-02,775344,Lineout,field_out,True,668670,686613,Jake Rogers,Hunter Brown,0,a0c8d93a-0d6b-44f2-b141-e8bf39f6a741,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,127.0,100.0,106.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.14,0.92,1.7,-0.79,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.288,0.275,0.321,0.161,0.23,0.363,0.216,0.221,0.26,0.296,0.237,0.421,0.305,0.2,0.2,0.236,,,,,,,,,,,,,,,,,,
17,2024-10-02,775344,Strikeout,strikeout,True,678009,686613,Parker Meadows,Hunter Brown,0,a2119ba8-a2a9-4861-82fa-dabf360ca376,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,127.0,100.0,106.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.14,0.92,1.7,-0.79,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.288,0.275,0.321,0.161,0.23,0.363,0.216,0.221,0.26,0.296,0.237,0.421,0.305,0.2,0.2,0.236,,,,,,,,,,,,,,,,,,
18,2024-10-02,775344,Strikeout,strikeout,True,681481,686613,Kerry Carpenter,Hunter Brown,0,78d0d020-ce02-4c59-be32-e9127c3365a3,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,127.0,100.0,106.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.14,0.92,1.7,-0.79,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.288,0.275,0.321,0.161,0.23,0.363,0.216,0.221,0.26,0.296,0.237,0.421,0.305,0.2,0.2,0.236,,,,,,,,,,,,,,,,,,
19,2024-10-02,775344,Groundout,field_out,True,676801,669724,Chas McCormick,Brenan Hanifee,0,8d160667-a45b-48cb-9629-95c781586e36,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,3.07,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,,,,,,,0.539,0.141,,0.224,,0.096,-0.24,,2.09,0.13,,-3.75,95.6,,88.6,94.8,87.4,,0.222,0.5,0.359,0.231,0.246,0.088,,,,0.333,0.778,0.391,,,,0.227,0.409,0.133,,,,,,,,,,,,,,,,,,
20,2024-10-02,775344,Strikeout,strikeout,True,514888,669724,Jose Altuve,Brenan Hanifee,0,36ed9f17-4a05-48be-90dd-03ec59022352,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,3.07,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,,,,,,,0.539,0.141,,0.224,,0.096,-0.24,,2.09,0.13,,-3.75,95.6,,88.6,94.8,87.4,,0.222,0.5,0.359,0.231,0.246,0.088,,,,0.333,0.778,0.391,,,,0.227,0.409,0.133,,,,,,,,,,,,,,,,,,
21,2024-10-02,775344,Walk,walk,False,663656,676428,Kyle Tucker,Brant Hurter,0,41b1f78c-4770-49d6-8441-867a366cab8a,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,2.58,2.27,45.1,102.0,90.0,95.0,0.815,7.54,1.19,6.75,0.79,1.58,0.206,0.366,0.206,0.229,0.495,58.0,95.0,83.0,55.0,102.0,88.0,89.0,107.0,94.0,111.0,98.0,103.0,,,,,,,0.504,0.071,,0.307,,0.118,2.29,,2.47,0.03,,0.55,92.1,,85.6,92.4,83.1,,0.0,0.0,0.348,0.234,0.319,0.098,,,,0.188,0.313,0.212,,,,,,,,,,,,,0.184,0.388,0.37,,,,,,,,,
22,2024-10-02,775344,Groundout,field_out,True,670541,676428,Yordan Alvarez,Brant Hurter,0,0a1fa7de-80fc-4213-8e93-bb8afb3b52b8,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,2.58,2.27,45.1,102.0,90.0,95.0,0.815,7.54,1.19,6.75,0.79,1.58,0.206,0.366,0.206,0.229,0.495,58.0,95.0,83.0,55.0,102.0,88.0,89.0,107.0,94.0,111.0,98.0,103.0,,,,,,,0.504,0.071,,0.307,,0.118,2.29,,2.47,0.03,,0.55,92.1,,85.6,92.4,83.1,,0.0,0.0,0.348,0.234,0.319,0.098,,,,0.188,0.313,0.212,,,,,,,,,,,,,0.184,0.388,0.37,,,,,,,,,
23,2024-10-02,775344,Strikeout,strikeout,True,663837,686613,Matt Vierling,Hunter Brown,0,56914c4a-1e1b-4bbb-971d-5ed98916a54f,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,127.0,100.0,106.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.14,0.92,1.7,-0.79,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.288,0.275,0.321,0.161,0.23,0.363,0.216,0.221,0.26,0.296,0.237,0.421,0.305,0.2,0.2,0.236,,,,,,,,,,,,,,,,,,
24,2024-10-02,775344,Lineout,field_out,True,682985,686613,Riley Greene,Hunter Brown,0,154fce22-87b6-42d8-98fb-79aed8303e24,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,127.0,100.0,106.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.14,0.92,1.7,-0.79,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.288,0.275,0.321,0.161,0.23,0.363,0.216,0.221,0.26,0.296,0.237,0.421,0.305,0.2,0.2,0.236,,,,,,,,,,,,,,,,,,
25,2024-10-02,775344,Groundout,field_out,True,690993,686613,Colt Keith,Hunter Brown,0,3fad70d9-01a6-4b3f-a305-622133a1232f,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,127.0,100.0,106.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.14,0.92,1.7,-0.79,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.288,0.275,0.321,0.161,0.23,0.363,0.216,0.221,0.26,0.296,0.237,0.421,0.305,0.2,0.2,0.236,,,,,,,,,,,,,,,,,,
26,2024-10-02,775344,Flyout,field_out,True,608324,676428,Alex Bregman,Brant Hurter,0,86f67921-a2ae-4fe6-82c4-10721e2d65c6,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,2.58,2.27,45.1,102.0,90.0,95.0,0.815,7.54,1.19,6.75,0.79,1.58,0.206,0.366,0.206,0.229,0.495,58.0,95.0,83.0,55.0,102.0,88.0,89.0,107.0,94.0,111.0,98.0,103.0,,,,,,,0.504,0.071,,0.307,,0.118,2.29,,2.47,0.03,,0.55,92.1,,85.6,92.4,83.1,,0.0,0.0,0.348,0.234,0.319,0.098,,,,0.188,0.313,0.212,,,,,,,,,,,,,0.184,0.388,0.37,,,,,,,,,
27,2024-10-02,775344,Single,single,False,673237,676428,Yainer Diaz,Brant Hurter,0,f9f457db-664c-49e6-937f-5cd8223325b6,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,2.58,2.27,45.1,102.0,90.0,95.0,0.815,7.54,1.19,6.75,0.79,1.58,0.206,0.366,0.206,0.229,0.495,58.0,95.0,83.0,55.0,102.0,88.0,89.0,107.0,94.0,111.0,98.0,103.0,,,,,,,0.504,0.071,,0.307,,0.118,2.29,,2.47,0.03,,0.55,92.1,,85.6,92.4,83.1,,0.0,0.0,0.348,0.234,0.319,0.098,,,,0.188,0.313,0.212,,,,,,,,,,,,,0.184,0.388,0.37,,,,,,,,,
28,2024-10-02,775344,Hit By Pitch,hit_by_pitch,False,605170,676428,Victor Caratini,Brant Hurter,1,34ee0171-a66b-450f-8cf2-ed683e6beabb,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,2.58,2.27,45.1,102.0,90.0,95.0,0.815,7.54,1.19,6.75,0.79,1.58,0.206,0.366,0.206,0.229,0.495,58.0,95.0,83.0,55.0,102.0,88.0,89.0,107.0,94.0,111.0,98.0,103.0,,,,,,,0.504,0.071,,0.307,,0.118,2.29,,2.47,0.03,,0.55,92.1,,85.6,92.4,83.1,,0.0,0.0,0.348,0.234,0.319,0.098,,,,0.188,0.313,0.212,,,,,,,,,,,,,0.184,0.388,0.37,,,,,,,,,
29,2024-10-02,775344,Grounded Into DP,grounded_into_double_play,True,665161,676428,Jeremy Peña,Brant Hurter,1,e394fd82-5616-4ad0-9676-0cdb060f310c,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,2.58,2.27,45.1,102.0,90.0,95.0,0.815,7.54,1.19,6.75,0.79,1.58,0.206,0.366,0.206,0.229,0.495,58.0,95.0,83.0,55.0,102.0,88.0,89.0,107.0,94.0,111.0,98.0,103.0,,,,,,,0.504,0.071,,0.307,,0.118,2.29,,2.47,0.03,,0.55,92.1,,85.6,92.4,83.1,,0.0,0.0,0.348,0.234,0.319,0.098,,,,0.188,0.313,0.212,,,,,,,,,,,,,0.184,0.388,0.37,,,,,,,,,
30,2024-10-02,775344,Strikeout,strikeout,True,679529,686613,Spencer Torkelson,Hunter Brown,0,abb90991-7153-46b6-bad2-2761891da59e,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,127.0,100.0,106.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.14,0.92,1.7,-0.79,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.288,0.275,0.321,0.161,0.23,0.363,0.216,0.221,0.26,0.296,0.237,0.421,0.305,0.2,0.2,0.236,,,,,,,,,,,,,,,,,,
31,2024-10-02,775344,Groundout,field_out,True,656716,686613,Zach McKinstry,Hunter Brown,0,9851bf59-b2b4-47d8-9bf0-4401487cdb61,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,127.0,100.0,106.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.14,0.92,1.7,-0.79,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.288,0.275,0.321,0.161,0.23,0.363,0.216,0.221,0.26,0.296,0.237,0.421,0.305,0.2,0.2,0.236,,,,,,,,,,,,,,,,,,
