,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,wFA/C,wSL/C,wCU/C,vFA,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-04-29,745672,Single,single,False,663647,671212,Ke'Bryan Hayes,Joe Boyle,0,353b3709-d47c-4f7e-a93e-44dad962ea42,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-29,745672,Walk,walk,False,668804,671212,Bryan Reynolds,Joe Boyle,1,b6f37344-f1e1-4b49-8c00-6730aa4ab6e5,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-29,745672,Pop Out,field_out,True,665833,671212,Oneil Cruz,Joe Boyle,0,bc4d3a65-9e08-427c-b21b-e4787fcd6ff4,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-29,745672,Walk,walk,False,457705,671212,Andrew McCutchen,Joe Boyle,1,5d20ec6f-0ced-4feb-9f37-c5683005dd0b,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-29,745672,Strikeout,strikeout,True,669261,671212,Jack Suwinski,Joe Boyle,0,31ee30d7-13ff-41c6-a542-8919ba56e1de,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-29,745672,Flyout,field_out,True,669707,671212,Jared Triolo,Joe Boyle,1,c5ad51fe-4ecc-4ea1-995a-5b8c05780361,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-29,745672,Strikeout,strikeout,True,665923,663559,Esteury Ruiz,Bailey Falter,0,d3120e75-ad2f-44ff-bfa1-e887197a19ac,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,88.0,95.0,94.0,0.511,0.161,0.174,1.03,-0.06,-0.34,91.7,85.6,77.0,0.229,0.36,0.167,0.245,0.286,0.32,99.0,102.0,98.0,37.0,97.0,75.0,0.144,0.01,-6.89,1.24,87.0,91.9,0.262,0.492,0.144,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,
7,2024-04-29,745672,Home Run,home_run,False,663527,663559,Tyler Nevin,Bailey Falter,0,9040e270-7780-41e9-8438-bb7ae94bae5c,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,88.0,95.0,94.0,0.511,0.161,0.174,1.03,-0.06,-0.34,91.7,85.6,77.0,0.229,0.36,0.167,0.245,0.286,0.32,99.0,102.0,98.0,37.0,97.0,75.0,0.144,0.01,-6.89,1.24,87.0,91.9,0.262,0.492,0.144,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,
8,2024-04-29,745672,Flyout,field_out,True,667670,663559,Brent Rooker,Bailey Falter,0,65d9ee89-ffec-4b55-baf5-5b6004c944a1,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,88.0,95.0,94.0,0.511,0.161,0.174,1.03,-0.06,-0.34,91.7,85.6,77.0,0.229,0.36,0.167,0.245,0.286,0.32,99.0,102.0,98.0,37.0,97.0,75.0,0.144,0.01,-6.89,1.24,87.0,91.9,0.262,0.492,0.144,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,
9,2024-04-29,745672,Strikeout,strikeout,True,647351,663559,Abraham Toro,Bailey Falter,0,c22431b9-2c85-4eb9-ada9-0df8103a1100,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,88.0,95.0,94.0,0.511,0.161,0.174,1.03,-0.06,-0.34,91.7,85.6,77.0,0.229,0.36,0.167,0.245,0.286,0.32,99.0,102.0,98.0,37.0,97.0,75.0,0.144,0.01,-6.89,1.24,87.0,91.9,0.262,0.492,0.144,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,
