,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,CU%,wFS/C,wSI/C,wCU/C,vFS,vSI,vCU,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
0,2024-05-25,745411,Single,single,False,683011,656302,Anthony Volpe,Dylan Cease,0,cae2223e-8a85-4865-824c-9cf1e342d6d6,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-25,745411,Flyout,field_out,True,665742,656302,Juan Soto,Dylan Cease,0,a701f865-7f7a-4e74-8604-060a709254fc,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-25,745411,Home Run,home_run,False,592450,656302,Aaron Judge,Dylan Cease,1,7f323c16-5862-414d-a3ae-477f31849152,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-25,745411,Groundout,field_out,True,657077,656302,Alex Verdugo,Dylan Cease,0,a64bc420-96f0-4784-b47f-d9eb6a5c58c2,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-25,745411,Strikeout,strikeout,True,519317,656302,Giancarlo Stanton,Dylan Cease,0,7df2cbd4-aa1b-4918-8e32-4f91e949d016,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-05-25,745411,Single,single,False,650333,573186,Luis Arraez,Marcus Stroman,0,31383e69-169a-4fea-8432-42438928060a,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,49.0,95.0,83.0,91.0,100.0,99.0,,,,107.0,98.0,97.0,0.034,0.192,0.177,,,-4.6,0.65,-0.84,,,89.9,88.0,,85.5,,0.204,0.296,0.292,0.5,0.7,0.333,0.0,0.0,0.429,0.222,0.472,0.192,,,,92.0,80.0,90.0,94.0,92.0,88.0,82.0,99.0,94.0,0.363,0.105,0.128,1.17,-0.02,-0.91,83.1,89.9,81.8,0.285,0.469,0.14,0.108,0.216,0.271,0.27,0.514,0.306
6,2024-05-25,745411,Strikeout,strikeout,True,665487,573186,Fernando Tatis Jr.,Marcus Stroman,0,2c42b504-ecc6-471d-a712-05ccb9ca77b4,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,49.0,95.0,83.0,91.0,100.0,99.0,,,,107.0,98.0,97.0,0.034,0.192,0.177,,,-4.6,0.65,-0.84,,,89.9,88.0,,85.5,,0.204,0.296,0.292,0.5,0.7,0.333,0.0,0.0,0.429,0.222,0.472,0.192,,,,92.0,80.0,90.0,94.0,92.0,88.0,82.0,99.0,94.0,0.363,0.105,0.128,1.17,-0.02,-0.91,83.1,89.9,81.8,0.285,0.469,0.14,0.108,0.216,0.271,0.27,0.514,0.306
7,2024-05-25,745411,Forceout,force_out,True,595777,573186,Jurickson Profar,Marcus Stroman,1,ec56e339-f3bd-4252-9729-0e32781c6af0,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,49.0,95.0,83.0,91.0,100.0,99.0,,,,107.0,98.0,97.0,0.034,0.192,0.177,,,-4.6,0.65,-0.84,,,89.9,88.0,,85.5,,0.204,0.296,0.292,0.5,0.7,0.333,0.0,0.0,0.429,0.222,0.472,0.192,,,,92.0,80.0,90.0,94.0,92.0,88.0,82.0,99.0,94.0,0.363,0.105,0.128,1.17,-0.02,-0.91,83.1,89.9,81.8,0.285,0.469,0.14,0.108,0.216,0.271,0.27,0.514,0.306
8,2024-05-25,745411,Pop Out,field_out,True,630105,573186,Jake Cronenworth,Marcus Stroman,0,a4ff03d5-b823-4c6a-9bf8-fe46ed7ebc5b,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.51,4.45,105.0,95.0,93.0,93.0,0.806,6.69,4.03,7.89,1.29,1.44,0.226,0.395,0.166,0.318,0.345,,,,49.0,95.0,83.0,91.0,100.0,99.0,,,,107.0,98.0,97.0,0.034,0.192,0.177,,,-4.6,0.65,-0.84,,,89.9,88.0,,85.5,,0.204,0.296,0.292,0.5,0.7,0.333,0.0,0.0,0.429,0.222,0.472,0.192,,,,92.0,80.0,90.0,94.0,92.0,88.0,82.0,99.0,94.0,0.363,0.105,0.128,1.17,-0.02,-0.91,83.1,89.9,81.8,0.285,0.469,0.14,0.108,0.216,0.271,0.27,0.514,0.306
9,2024-05-25,745411,Strikeout,strikeout,True,519203,656302,Anthony Rizzo,Dylan Cease,0,5fccb6c1-f492-4cf4-8751-fdd3812b2433,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
