,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff
0,2024-06-30,745555,Groundout,field_out,True,665862,624133,Jazz Chisholm Jr.,Ranger Suárez,0,31d141b8-d22a-49d2-82a6-012a61de5b4f,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,,,,
1,2024-06-30,745555,Groundout,field_out,True,672640,624133,Otto Lopez,Ranger Suárez,0,530319da-0e66-480e-89de-0fccdf7dfcf2,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,,,,
2,2024-06-30,745555,Single,single,False,650559,624133,Bryan De La Cruz,Ranger Suárez,0,58d77399-448a-4068-a180-c45ae32b4db2,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,,,,
3,2024-06-30,745555,Double,double,False,605137,624133,Josh Bell,Ranger Suárez,1,e886eab5-51f6-46d8-a49f-1949681bf6a6,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,,,,
4,2024-06-30,745555,Groundout,field_out,True,669394,624133,Jake Burger,Ranger Suárez,0,4956bb26-3ce3-458c-8709-16739cd538f7,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,,,,
5,2024-06-30,745555,Flyout,field_out,True,681082,630023,Bryson Stott,Yonny Chirinos,0,308cf113-5880-44bd-b5ee-09d893b223a3,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,,-4.05,,-6.55,1.09,,,93.0,,,92.8,85.1,,0.514,0.811,0.134,0.3,0.65,0.308,,,,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.2,0.3,0.238,0.158,0.316,0.194
6,2024-06-30,745555,Single,single,False,607208,630023,Trea Turner,Yonny Chirinos,0,b88666ef-5895-444a-beae-f3c8b7dac959,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,,-4.05,,-6.55,1.09,,,93.0,,,92.8,85.1,,0.514,0.811,0.134,0.3,0.65,0.308,,,,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.2,0.3,0.238,0.158,0.316,0.194
7,2024-06-30,745555,Home Run,home_run,False,664761,630023,Alec Bohm,Yonny Chirinos,1,08aad52a-e9af-4dd3-b127-cb5e5d16262b,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,,-4.05,,-6.55,1.09,,,93.0,,,92.8,85.1,,0.514,0.811,0.134,0.3,0.65,0.308,,,,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.2,0.3,0.238,0.158,0.316,0.194
8,2024-06-30,745555,Strikeout,strikeout,True,669016,630023,Brandon Marsh,Yonny Chirinos,0,2de280e6-184c-4363-9a22-1253456dc5a0,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,,-4.05,,-6.55,1.09,,,93.0,,,92.8,85.1,,0.514,0.811,0.134,0.3,0.65,0.308,,,,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.2,0.3,0.238,0.158,0.316,0.194
9,2024-06-30,745555,Single,single,False,592206,630023,Nick Castellanos,Yonny Chirinos,0,63fb5887-b230-4b5d-b86e-7f9a80ef2db6,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,,-4.05,,-6.55,1.09,,,93.0,,,92.8,85.1,,0.514,0.811,0.134,0.3,0.65,0.308,,,,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.2,0.3,0.238,0.158,0.316,0.194
10,2024-06-30,745555,Single,single,False,665019,630023,Kody Clemens,Yonny Chirinos,1,f639aa07-82c0-494d-9ab7-225f2238d1ba,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,,-4.05,,-6.55,1.09,,,93.0,,,92.8,85.1,,0.514,0.811,0.134,0.3,0.65,0.308,,,,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.2,0.3,0.238,0.158,0.316,0.194
11,2024-06-30,745555,Hit By Pitch,hit_by_pitch,False,593160,630023,Whit Merrifield,Yonny Chirinos,1,4f0788c6-f68c-436c-8490-e3956b2195b1,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,,-4.05,,-6.55,1.09,,,93.0,,,92.8,85.1,,0.514,0.811,0.134,0.3,0.65,0.308,,,,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.2,0.3,0.238,0.158,0.316,0.194
12,2024-06-30,745555,Groundout,field_out,True,621311,630023,David Dahl,Yonny Chirinos,0,689eb944-efe2-4f30-a6ad-9446118ce163,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,,-4.05,,-6.55,1.09,,,93.0,,,92.8,85.1,,0.514,0.811,0.134,0.3,0.65,0.308,,,,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.2,0.3,0.238,0.158,0.316,0.194
13,2024-06-30,745555,Groundout,field_out,True,667472,624133,Dane Myers,Ranger Suárez,0,649e4359-3138-4212-8477-434c7fb206e8,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,,,,
14,2024-06-30,745555,Flyout,field_out,True,641313,624133,Tim Anderson,Ranger Suárez,0,a4ddf17b-db2f-4f3f-928f-def0a38c710c,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,,,,
15,2024-06-30,745555,Walk,walk,False,656896,624133,Emmanuel Rivera,Ranger Suárez,0,730af51d-a7f0-462c-899a-2fc956a870cf,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,,,,
16,2024-06-30,745555,Groundout,field_out,True,645305,624133,Ali Sánchez,Ranger Suárez,0,fab8cb81-0c17-4c4f-bf21-598859323c59,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.208,0.299,0.184,0.171,0.289,0.335,0.181,0.25,0.393,0.308,0.615,0.125,,,,,,,,,,,,
17,2024-06-30,745555,Pop Out,field_out,True,665561,630023,Rafael Marchán,Yonny Chirinos,0,a3040e4a-2857-40fa-96b4-0b2fe3666360,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,,-4.05,,-6.55,1.09,,,93.0,,,92.8,85.1,,0.514,0.811,0.134,0.3,0.65,0.308,,,,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.2,0.3,0.238,0.158,0.316,0.194
18,2024-06-30,745555,Lineout,field_out,True,681082,630023,Bryson Stott,Yonny Chirinos,0,19848c46-6c48-49a2-9a78-67d53416d9f2,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,,-4.05,,-6.55,1.09,,,93.0,,,92.8,85.1,,0.514,0.811,0.134,0.3,0.65,0.308,,,,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.2,0.3,0.238,0.158,0.316,0.194
19,2024-06-30,745555,Single,single,False,607208,630023,Trea Turner,Yonny Chirinos,0,231fb522-06df-4a08-8502-e8af29e8b36b,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,,,,,,,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,,,,0.292,0.176,,0.373,,,-4.05,,-6.55,1.09,,,93.0,,,92.8,85.1,,0.514,0.811,0.134,0.3,0.65,0.308,,,,,,,,,,99.0,97.0,92.0,0.159,0.12,85.6,0.2,0.3,0.238,0.158,0.316,0.194
