,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-31,747158,Home Run,home_run,False,660271,518876,Shohei Ohtani,Merrill Kelly,0,7b3a73d5-c54a-4e9b-8222-c77900528ade,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.08,5.7,53.0,104.0,100.0,100.0,0.804,6.96,2.38,8.66,1.53,1.08,0.225,0.469,0.131,0.325,0.38,124.0,108.0,105.0,126.0,104.0,103.0,74.0,105.0,97.0,84.0,98.0,90.0,118.0,109.0,110.0,95.0,101.0,98.0,0.126,0.209,0.25,0.123,0.078,0.215,0.27,0.11,-6.75,-1.7,-2.24,4.46,91.8,90.2,88.4,92.0,85.5,82.1,0.118,0.118,0.315,0.3,0.5,0.083,0.184,0.421,0.203,0.483,0.897,0.098,0.333,0.556,0.396,0.2,0.6,0.2,,,,,,,,,,,,,,,,,,
1,2024-08-31,747158,Home Run,home_run,False,605141,518876,Mookie Betts,Merrill Kelly,0,04bedf89-9e21-4286-b773-5d3e9146ca08,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.08,5.7,53.0,104.0,100.0,100.0,0.804,6.96,2.38,8.66,1.53,1.08,0.225,0.469,0.131,0.325,0.38,124.0,108.0,105.0,126.0,104.0,103.0,74.0,105.0,97.0,84.0,98.0,90.0,118.0,109.0,110.0,95.0,101.0,98.0,0.126,0.209,0.25,0.123,0.078,0.215,0.27,0.11,-6.75,-1.7,-2.24,4.46,91.8,90.2,88.4,92.0,85.5,82.1,0.118,0.118,0.315,0.3,0.5,0.083,0.184,0.421,0.203,0.483,0.897,0.098,0.333,0.556,0.396,0.2,0.6,0.2,,,,,,,,,,,,,,,,,,
2,2024-08-31,747158,Home Run,home_run,False,518692,518876,Freddie Freeman,Merrill Kelly,0,89b3ef0d-4c1b-4195-91fa-37bea9079d4f,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.08,5.7,53.0,104.0,100.0,100.0,0.804,6.96,2.38,8.66,1.53,1.08,0.225,0.469,0.131,0.325,0.38,124.0,108.0,105.0,126.0,104.0,103.0,74.0,105.0,97.0,84.0,98.0,90.0,118.0,109.0,110.0,95.0,101.0,98.0,0.126,0.209,0.25,0.123,0.078,0.215,0.27,0.11,-6.75,-1.7,-2.24,4.46,91.8,90.2,88.4,92.0,85.5,82.1,0.118,0.118,0.315,0.3,0.5,0.083,0.184,0.421,0.203,0.483,0.897,0.098,0.333,0.556,0.396,0.2,0.6,0.2,,,,,,,,,,,,,,,,,,
3,2024-08-31,747158,Pop Out,field_out,True,606192,518876,Teoscar Hernández,Merrill Kelly,0,8133ca50-9552-486e-b3ab-4845d5c8d65a,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.08,5.7,53.0,104.0,100.0,100.0,0.804,6.96,2.38,8.66,1.53,1.08,0.225,0.469,0.131,0.325,0.38,124.0,108.0,105.0,126.0,104.0,103.0,74.0,105.0,97.0,84.0,98.0,90.0,118.0,109.0,110.0,95.0,101.0,98.0,0.126,0.209,0.25,0.123,0.078,0.215,0.27,0.11,-6.75,-1.7,-2.24,4.46,91.8,90.2,88.4,92.0,85.5,82.1,0.118,0.118,0.315,0.3,0.5,0.083,0.184,0.421,0.203,0.483,0.897,0.098,0.333,0.556,0.396,0.2,0.6,0.2,,,,,,,,,,,,,,,,,,
4,2024-08-31,747158,Single,single,False,669257,518876,Will Smith,Merrill Kelly,0,5c1ffa1a-6fb6-4680-8878-5f9a41efc749,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.08,5.7,53.0,104.0,100.0,100.0,0.804,6.96,2.38,8.66,1.53,1.08,0.225,0.469,0.131,0.325,0.38,124.0,108.0,105.0,126.0,104.0,103.0,74.0,105.0,97.0,84.0,98.0,90.0,118.0,109.0,110.0,95.0,101.0,98.0,0.126,0.209,0.25,0.123,0.078,0.215,0.27,0.11,-6.75,-1.7,-2.24,4.46,91.8,90.2,88.4,92.0,85.5,82.1,0.118,0.118,0.315,0.3,0.5,0.083,0.184,0.421,0.203,0.483,0.897,0.098,0.333,0.556,0.396,0.2,0.6,0.2,,,,,,,,,,,,,,,,,,
5,2024-08-31,747158,Double Play,double_play,True,666158,518876,Gavin Lux,Merrill Kelly,1,1139a5a6-fa3d-4b1a-8c80-b20c6a8ac549,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.08,5.7,53.0,104.0,100.0,100.0,0.804,6.96,2.38,8.66,1.53,1.08,0.225,0.469,0.131,0.325,0.38,124.0,108.0,105.0,126.0,104.0,103.0,74.0,105.0,97.0,84.0,98.0,90.0,118.0,109.0,110.0,95.0,101.0,98.0,0.126,0.209,0.25,0.123,0.078,0.215,0.27,0.11,-6.75,-1.7,-2.24,4.46,91.8,90.2,88.4,92.0,85.5,82.1,0.118,0.118,0.315,0.3,0.5,0.083,0.184,0.421,0.203,0.483,0.897,0.098,0.333,0.556,0.396,0.2,0.6,0.2,,,,,,,,,,,,,,,,,,
6,2024-08-31,747158,Home Run,home_run,False,682998,694813,Corbin Carroll,Gavin Stone,0,f1c65893-0d60-4504-b487-3d9e228c0122,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.97,140.1,103.0,100.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.299,0.409,82.0,102.0,98.0,93.0,102.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,136.0,111.0,117.0,81.0,101.0,94.0,0.226,0.247,0.053,0.165,0.042,0.266,0.11,0.5,-0.68,0.97,1.47,0.83,94.9,92.3,87.5,95.3,88.7,83.3,0.178,0.356,0.369,0.32,0.48,0.183,0.246,0.41,0.162,0.314,0.504,0.136,0.239,0.326,0.355,0.267,0.333,0.167,0.182,0.182,0.133,,,,,,,,,,,,,,,
7,2024-08-31,747158,Single,single,False,664983,694813,Jake McCarthy,Gavin Stone,0,d5543102-f8d7-490c-bbef-c448902d1e46,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.97,140.1,103.0,100.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.299,0.409,82.0,102.0,98.0,93.0,102.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,136.0,111.0,117.0,81.0,101.0,94.0,0.226,0.247,0.053,0.165,0.042,0.266,0.11,0.5,-0.68,0.97,1.47,0.83,94.9,92.3,87.5,95.3,88.7,83.3,0.178,0.356,0.369,0.32,0.48,0.183,0.246,0.41,0.162,0.314,0.504,0.136,0.239,0.326,0.355,0.267,0.333,0.167,0.182,0.182,0.133,,,,,,,,,,,,,,,
8,2024-08-31,747158,Single,single,False,592626,694813,Joc Pederson,Gavin Stone,1,9c55041b-ffa1-42fb-b5ae-5448a5c276c8,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.97,140.1,103.0,100.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.299,0.409,82.0,102.0,98.0,93.0,102.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,136.0,111.0,117.0,81.0,101.0,94.0,0.226,0.247,0.053,0.165,0.042,0.266,0.11,0.5,-0.68,0.97,1.47,0.83,94.9,92.3,87.5,95.3,88.7,83.3,0.178,0.356,0.369,0.32,0.48,0.183,0.246,0.41,0.162,0.314,0.504,0.136,0.239,0.326,0.355,0.267,0.333,0.167,0.182,0.182,0.133,,,,,,,,,,,,,,,
9,2024-08-31,747158,Double,double,False,666971,694813,Lourdes Gurriel Jr.,Gavin Stone,1,1060d91e-7729-44b0-87c7-4d7de720f9b2,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.97,140.1,103.0,100.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.299,0.409,82.0,102.0,98.0,93.0,102.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,136.0,111.0,117.0,81.0,101.0,94.0,0.226,0.247,0.053,0.165,0.042,0.266,0.11,0.5,-0.68,0.97,1.47,0.83,94.9,92.3,87.5,95.3,88.7,83.3,0.178,0.356,0.369,0.32,0.48,0.183,0.246,0.41,0.162,0.314,0.504,0.136,0.239,0.326,0.355,0.267,0.333,0.167,0.182,0.182,0.133,,,,,,,,,,,,,,,
