,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-06-21,746375,Single,single,False,683002,814005,Gunnar Henderson,Jake Bloss,0,0886c716-735c-4c8b-a439-1917e7925758,814005.0,jakebloss,Bloss,Right,Jake Bloss,0.357,0.429,0.175,0.25,0.625,0.15,0.167,0.167,0.412,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-21,746375,Single,single,False,668939,814005,Adley Rutschman,Jake Bloss,1,3c5cb620-f386-4ee1-b4ed-dd79294f56d2,814005.0,jakebloss,Bloss,Right,Jake Bloss,0.357,0.429,0.175,0.25,0.625,0.15,0.167,0.167,0.412,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-21,746375,Lineout,field_out,True,656811,814005,Ryan O'Hearn,Jake Bloss,0,5b78a68b-948d-4b03-b01e-12bf5a10ff5c,814005.0,jakebloss,Bloss,Right,Jake Bloss,0.357,0.429,0.175,0.25,0.625,0.15,0.167,0.167,0.412,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-21,746375,Forceout,force_out,True,663624,814005,Ryan Mountcastle,Jake Bloss,1,a2426e5b-b08b-4f13-80a9-8aadfb290dcd,814005.0,jakebloss,Bloss,Right,Jake Bloss,0.357,0.429,0.175,0.25,0.625,0.15,0.167,0.167,0.412,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-21,746375,Flyout,field_out,True,623993,814005,Anthony Santander,Jake Bloss,0,2970df81-c6ee-44ae-b4b2-20245831a1d8,814005.0,jakebloss,Bloss,Right,Jake Bloss,0.357,0.429,0.175,0.25,0.625,0.15,0.167,0.167,0.412,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-21,746375,Single,single,False,514888,680570,Jose Altuve,Grayson Rodriguez,0,18e21eff-31a9-49bf-9b00-4cfb8ffc686a,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,0.278,0.373,0.258,0.275,0.623,0.346,0.25,0.386,0.272,0.163,0.327,0.379,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,0.015,0.456,0.159,0.158,0.211,-0.19,3.9,-1.35,0.36,1.25,96.1,83.1,96.4,86.6,81.2,0.25,0.375,0.278,,,,,,,,,
6,2024-06-21,746375,Field Error,field_error,False,608324,680570,Alex Bregman,Grayson Rodriguez,1,61b0256d-ac45-447e-bd2e-6a5ca3790e76,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,0.278,0.373,0.258,0.275,0.623,0.346,0.25,0.386,0.272,0.163,0.327,0.379,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,0.015,0.456,0.159,0.158,0.211,-0.19,3.9,-1.35,0.36,1.25,96.1,83.1,96.4,86.6,81.2,0.25,0.375,0.278,,,,,,,,,
7,2024-06-21,746375,Grounded Into DP,grounded_into_double_play,True,670541,680570,Yordan Alvarez,Grayson Rodriguez,1,39c61014-0b6a-40f2-a04b-e19f7e42e021,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,0.278,0.373,0.258,0.275,0.623,0.346,0.25,0.386,0.272,0.163,0.327,0.379,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,0.015,0.456,0.159,0.158,0.211,-0.19,3.9,-1.35,0.36,1.25,96.1,83.1,96.4,86.6,81.2,0.25,0.375,0.278,,,,,,,,,
8,2024-06-21,746375,Walk,walk,False,673237,680570,Yainer Diaz,Grayson Rodriguez,0,214a6d1e-cdee-4379-9c29-75ca31a6d282,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,0.278,0.373,0.258,0.275,0.623,0.346,0.25,0.386,0.272,0.163,0.327,0.379,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,0.015,0.456,0.159,0.158,0.211,-0.19,3.9,-1.35,0.36,1.25,96.1,83.1,96.4,86.6,81.2,0.25,0.375,0.278,,,,,,,,,
9,2024-06-21,746375,Forceout,force_out,True,676694,680570,Jake Meyers,Grayson Rodriguez,1,d72351d2-d86f-4c7d-8957-794a0cf939a2,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,0.278,0.373,0.258,0.275,0.623,0.346,0.25,0.386,0.272,0.163,0.327,0.379,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,0.015,0.456,0.159,0.158,0.211,-0.19,3.9,-1.35,0.36,1.25,96.1,83.1,96.4,86.6,81.2,0.25,0.375,0.278,,,,,,,,,
