,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-07-11,746367,Lineout,field_out,True,665862,814005,Jazz Chisholm Jr.,Jake Bloss,0,8f29eab6-35f8-4853-a39e-84fc6334821b,814005.0,jakebloss,Bloss,Right,Jake Bloss,0.357,0.429,0.175,0.25,0.625,0.15,0.167,0.167,0.412,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-11,746367,Home Run,home_run,False,650559,814005,Bryan De La Cruz,Jake Bloss,0,58ff8f46-7669-41b8-8206-56b03bc90a42,814005.0,jakebloss,Bloss,Right,Jake Bloss,0.357,0.429,0.175,0.25,0.625,0.15,0.167,0.167,0.412,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-11,746367,Single,single,False,605137,814005,Josh Bell,Jake Bloss,0,070fc322-421a-426e-8eaa-f601d55b716a,814005.0,jakebloss,Bloss,Right,Jake Bloss,0.357,0.429,0.175,0.25,0.625,0.15,0.167,0.167,0.412,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-11,746367,Groundout,field_out,True,660821,814005,Jesús Sánchez,Jake Bloss,1,cfd7f48c-c756-4be1-9cba-e23862f4a6d8,814005.0,jakebloss,Bloss,Right,Jake Bloss,0.357,0.429,0.175,0.25,0.625,0.15,0.167,0.167,0.412,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-11,746367,Strikeout,strikeout,True,669394,814005,Jake Burger,Jake Bloss,0,6d2abca0-3aec-48f6-87af-223aeee85060,814005.0,jakebloss,Bloss,Right,Jake Bloss,0.357,0.429,0.175,0.25,0.625,0.15,0.167,0.167,0.412,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-11,746367,Pop Out,field_out,True,514888,682610,Jose Altuve,Roddery Muñoz,0,2b7385cc-317f-41ee-893b-3fb3f7587076,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,0.286,0.738,0.173,0.222,0.361,0.328,,,,0.318,0.727,0.356,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,91.0,96.0,90.0,0.229,0.257,0.247,0.173,0.094,-2.9,1.93,-1.48,-0.77,-4.22,95.7,89.8,89.5,95.1,85.8,0.14,0.28,0.262,0.273,0.614,0.141,,,,,,
6,2024-07-11,746367,Walk,walk,False,608324,682610,Alex Bregman,Roddery Muñoz,0,c511b0b7-8629-44a5-8e58-34e0f09c5870,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,0.286,0.738,0.173,0.222,0.361,0.328,,,,0.318,0.727,0.356,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,91.0,96.0,90.0,0.229,0.257,0.247,0.173,0.094,-2.9,1.93,-1.48,-0.77,-4.22,95.7,89.8,89.5,95.1,85.8,0.14,0.28,0.262,0.273,0.614,0.141,,,,,,
7,2024-07-11,746367,Double,double,False,673237,682610,Yainer Diaz,Roddery Muñoz,1,ca8813b0-eb22-464d-b8c5-bdf1a271cf6c,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,0.286,0.738,0.173,0.222,0.361,0.328,,,,0.318,0.727,0.356,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,91.0,96.0,90.0,0.229,0.257,0.247,0.173,0.094,-2.9,1.93,-1.48,-0.77,-4.22,95.7,89.8,89.5,95.1,85.8,0.14,0.28,0.262,0.273,0.614,0.141,,,,,,
8,2024-07-11,746367,Sac Fly,sac_fly,True,572138,682610,Jon Singleton,Roddery Muñoz,1,49855ce1-1329-4db7-8f20-a86a1e83f8a5,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,0.286,0.738,0.173,0.222,0.361,0.328,,,,0.318,0.727,0.356,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,91.0,96.0,90.0,0.229,0.257,0.247,0.173,0.094,-2.9,1.93,-1.48,-0.77,-4.22,95.7,89.8,89.5,95.1,85.8,0.14,0.28,0.262,0.273,0.614,0.141,,,,,,
9,2024-07-11,746367,Single,single,False,665161,682610,Jeremy Peña,Roddery Muñoz,1,27ac1850-561d-4e4d-b52b-9350474098e2,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,0.286,0.738,0.173,0.222,0.361,0.328,,,,0.318,0.727,0.356,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,91.0,96.0,90.0,0.229,0.257,0.247,0.173,0.094,-2.9,1.93,-1.48,-0.77,-4.22,95.7,89.8,89.5,95.1,85.8,0.14,0.28,0.262,0.273,0.614,0.141,,,,,,
