,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
10,2024-06-17,745567,Single,single,False,664761,681190,Alec Bohm,Randy Vásquez,0,a7f288f8-f0b2-47d3-b065-38825463bea8,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
11,2024-06-17,745567,Flyout,field_out,True,681082,681190,Bryson Stott,Randy Vásquez,0,71021ae6-13b1-465a-8b8e-c1b5f36dab82,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
12,2024-06-17,745567,Double,double,True,592206,681190,Nick Castellanos,Randy Vásquez,1,ab6e8202-cb80-4e4c-83c5-0d20c584b9f6,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
13,2024-06-17,745567,Single,single,False,669016,681190,Brandon Marsh,Randy Vásquez,1,8e05bbd5-e373-4707-a54c-8a2236638c47,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
14,2024-06-17,745567,Strikeout,strikeout,True,621311,681190,David Dahl,Randy Vásquez,0,67dbcca7-c3ed-4945-8800-a3441759cc28,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
15,2024-06-17,745567,Single,single,False,673490,650911,Ha-Seong Kim,Cristopher Sánchez,0,e0b3c1f8-95ac-4796-9cc9-abd2eb61e404,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-06-17,745567,Strikeout,strikeout,True,701538,650911,Jackson Merrill,Cristopher Sánchez,0,3d17cc0d-8f8f-4343-9fcf-70f705ebbbe0,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-06-17,745567,Strikeout Double Play,strikeout_double_play,True,543309,650911,Kyle Higashioka,Cristopher Sánchez,1,571ef0bd-0d75-4f2f-bde0-41295ea06084,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-06-17,745567,Single,single,False,665561,681190,Rafael Marchán,Randy Vásquez,0,a8d5542f-0c19-4e76-8701-f70932d045ae,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
19,2024-06-17,745567,Home Run,home_run,False,656941,681190,Kyle Schwarber,Randy Vásquez,1,4f81a4cb-1e37-4bfb-b736-7ed8fb3a0de3,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
20,2024-06-17,745567,Groundout,field_out,True,607208,681190,Trea Turner,Randy Vásquez,0,1841c9ae-0b15-48d1-9d95-18c8c1b6cdba,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
21,2024-06-17,745567,Single,single,False,547180,681190,Bryce Harper,Randy Vásquez,0,f6996e09-c7dc-41f5-b837-a659b7183ade,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
22,2024-06-17,745567,Strikeout,strikeout,True,664761,681190,Alec Bohm,Randy Vásquez,0,c68c96af-f43d-458a-bc00-6870ca43a92c,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
23,2024-06-17,745567,Single,single,False,681082,681190,Bryson Stott,Randy Vásquez,1,bf6a9bf8-220b-4a44-9dd3-a644db59fedd,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
24,2024-06-17,745567,Lineout,field_out,True,592206,681190,Nick Castellanos,Randy Vásquez,0,43a7900d-add8-4e4f-91d2-b93b95a46df9,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
25,2024-06-17,745567,Groundout,field_out,True,650333,650911,Luis Arraez,Cristopher Sánchez,0,3f45f2d9-5ddf-461b-86a0-874f5a9615e7,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-06-17,745567,Single,single,False,665487,650911,Fernando Tatis Jr.,Cristopher Sánchez,0,7563de49-6376-4be1-912f-fa902757c0db,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-06-17,745567,Grounded Into DP,grounded_into_double_play,True,595777,650911,Jurickson Profar,Cristopher Sánchez,1,3b453751-d07c-4ab0-b7cd-526153a7d47f,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-06-17,745567,Walk,walk,False,669016,681190,Brandon Marsh,Randy Vásquez,0,eaa8c626-8bcb-4a65-a4ca-93243b7527bb,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
29,2024-06-17,745567,Groundout,field_out,True,621311,681190,David Dahl,Randy Vásquez,1,84073a41-ee47-46a8-8b3a-d3b1b09a7cc3,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
30,2024-06-17,745567,Single,single,False,665561,681190,Rafael Marchán,Randy Vásquez,1,68b90276-487b-4a96-bb28-324c2b2620ad,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
31,2024-06-17,745567,Grounded Into DP,grounded_into_double_play,True,656941,681190,Kyle Schwarber,Randy Vásquez,1,7cd4a15b-0ff5-4cf0-90ab-7a797cfa1067,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.106,0.104,0.128,1.09,-2.74,-1.05,-4.57,90.2,88.5,94.2,82.5,0.423,0.615,0.115,0.405,0.73,0.118,0.276,0.483,0.25,127.0,103.0,106.0,92.0,103.0,99.0,0.319,0.196,-0.51,0.58,94.3,82.3,0.319,0.493,0.227,0.186,0.349,0.237,0.308,0.423,0.197,,,,,,,,,,,,,,,
