,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff
0,2024-07-22,745717,Strikeout,strikeout,True,642708,607074,Amed Rosario,Carlos Rodón,0,86caf026-afec-4638-a098-b6ad230510b3,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.42,4.26,114.0,97.0,122.0,103.0,0.725,9.63,2.76,8.37,1.66,0.67,0.27,0.409,0.148,0.305,0.395,127.0,90.0,101.0,102.0,81.0,89.0,116.0,99.0,102.0,144.0,104.0,113.0,100.0,84.0,83.0,0.498,0.053,0.262,0.074,0.113,0.19,-3.09,-1.24,-1.1,1.95,95.4,91.8,85.2,86.8,80.9,0.258,0.53,0.203,0.224,0.406,0.406,0.156,0.178,0.467,0.353,0.647,0.255,0.313,0.375,0.341,,,,,,,,,,,,,,,,,,
1,2024-07-22,745717,Flyout,field_out,True,670623,607074,Isaac Paredes,Carlos Rodón,0,4e0fcdd7-30bf-455b-b2a5-4c8fc0ff3467,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.42,4.26,114.0,97.0,122.0,103.0,0.725,9.63,2.76,8.37,1.66,0.67,0.27,0.409,0.148,0.305,0.395,127.0,90.0,101.0,102.0,81.0,89.0,116.0,99.0,102.0,144.0,104.0,113.0,100.0,84.0,83.0,0.498,0.053,0.262,0.074,0.113,0.19,-3.09,-1.24,-1.1,1.95,95.4,91.8,85.2,86.8,80.9,0.258,0.53,0.203,0.224,0.406,0.406,0.156,0.178,0.467,0.353,0.647,0.255,0.313,0.375,0.341,,,,,,,,,,,,,,,,,,
2,2024-07-22,745717,Groundout,field_out,True,678554,607074,Curtis Mead,Carlos Rodón,0,24be1101-59f4-4bbd-9541-893b23dc65bb,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.42,4.26,114.0,97.0,122.0,103.0,0.725,9.63,2.76,8.37,1.66,0.67,0.27,0.409,0.148,0.305,0.395,127.0,90.0,101.0,102.0,81.0,89.0,116.0,99.0,102.0,144.0,104.0,113.0,100.0,84.0,83.0,0.498,0.053,0.262,0.074,0.113,0.19,-3.09,-1.24,-1.1,1.95,95.4,91.8,85.2,86.8,80.9,0.258,0.53,0.203,0.224,0.406,0.406,0.156,0.178,0.467,0.353,0.647,0.255,0.313,0.375,0.341,,,,,,,,,,,,,,,,,,
3,2024-07-22,745717,Strikeout,strikeout,True,700250,641793,Ben Rice,Zack Littell,0,67cd85df-4108-4ae5-8577-c39b32c11909,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.46,4.35,107.0,104.0,82.0,99.0,0.793,8.41,1.77,10.85,1.43,0.82,0.233,0.392,0.147,0.298,0.466,,,,,,,54.0,110.0,91.0,101.0,104.0,102.0,,,,0.214,,0.407,,,-0.59,,0.6,,,92.6,,,85.7,,0.304,0.464,0.202,0.385,0.615,0.102,,,,,,,,,,72.0,104.0,90.0,101.0,106.0,113.0,0.152,0.227,-2.1,-1.57,83.1,91.9,0.296,0.491,0.336,0.31,0.493,0.154
4,2024-07-22,745717,Strikeout,strikeout,True,665742,641793,Juan Soto,Zack Littell,0,71bed8b6-b9c2-4170-a54a-76c7596aee14,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.46,4.35,107.0,104.0,82.0,99.0,0.793,8.41,1.77,10.85,1.43,0.82,0.233,0.392,0.147,0.298,0.466,,,,,,,54.0,110.0,91.0,101.0,104.0,102.0,,,,0.214,,0.407,,,-0.59,,0.6,,,92.6,,,85.7,,0.304,0.464,0.202,0.385,0.615,0.102,,,,,,,,,,72.0,104.0,90.0,101.0,106.0,113.0,0.152,0.227,-2.1,-1.57,83.1,91.9,0.296,0.491,0.336,0.31,0.493,0.154
5,2024-07-22,745717,Strikeout,strikeout,True,592450,641793,Aaron Judge,Zack Littell,0,b99c6715-9f7f-4935-9476-ce947139a7e2,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.46,4.35,107.0,104.0,82.0,99.0,0.793,8.41,1.77,10.85,1.43,0.82,0.233,0.392,0.147,0.298,0.466,,,,,,,54.0,110.0,91.0,101.0,104.0,102.0,,,,0.214,,0.407,,,-0.59,,0.6,,,92.6,,,85.7,,0.304,0.464,0.202,0.385,0.615,0.102,,,,,,,,,,72.0,104.0,90.0,101.0,106.0,113.0,0.152,0.227,-2.1,-1.57,83.1,91.9,0.296,0.491,0.336,0.31,0.493,0.154
6,2024-07-22,745717,Strikeout,strikeout,True,668227,607074,Randy Arozarena,Carlos Rodón,0,4206b49a-5aef-4a0d-aed0-9082a2f9bb0b,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.42,4.26,114.0,97.0,122.0,103.0,0.725,9.63,2.76,8.37,1.66,0.67,0.27,0.409,0.148,0.305,0.395,127.0,90.0,101.0,102.0,81.0,89.0,116.0,99.0,102.0,144.0,104.0,113.0,100.0,84.0,83.0,0.498,0.053,0.262,0.074,0.113,0.19,-3.09,-1.24,-1.1,1.95,95.4,91.8,85.2,86.8,80.9,0.258,0.53,0.203,0.224,0.406,0.406,0.156,0.178,0.467,0.353,0.647,0.255,0.313,0.375,0.341,,,,,,,,,,,,,,,,,,
7,2024-07-22,745717,Walk,walk,False,664040,607074,Brandon Lowe,Carlos Rodón,0,7320a89f-6dbc-4bcf-aff9-7b63393f1ede,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.42,4.26,114.0,97.0,122.0,103.0,0.725,9.63,2.76,8.37,1.66,0.67,0.27,0.409,0.148,0.305,0.395,127.0,90.0,101.0,102.0,81.0,89.0,116.0,99.0,102.0,144.0,104.0,113.0,100.0,84.0,83.0,0.498,0.053,0.262,0.074,0.113,0.19,-3.09,-1.24,-1.1,1.95,95.4,91.8,85.2,86.8,80.9,0.258,0.53,0.203,0.224,0.406,0.406,0.156,0.178,0.467,0.353,0.647,0.255,0.313,0.375,0.341,,,,,,,,,,,,,,,,,,
8,2024-07-22,745717,Strikeout,strikeout,True,642350,607074,Jose Siri,Carlos Rodón,0,4ba5792f-ca8d-4c08-bc53-091bb52703f9,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.42,4.26,114.0,97.0,122.0,103.0,0.725,9.63,2.76,8.37,1.66,0.67,0.27,0.409,0.148,0.305,0.395,127.0,90.0,101.0,102.0,81.0,89.0,116.0,99.0,102.0,144.0,104.0,113.0,100.0,84.0,83.0,0.498,0.053,0.262,0.074,0.113,0.19,-3.09,-1.24,-1.1,1.95,95.4,91.8,85.2,86.8,80.9,0.258,0.53,0.203,0.224,0.406,0.406,0.156,0.178,0.467,0.353,0.647,0.255,0.313,0.375,0.341,,,,,,,,,,,,,,,,,,
9,2024-07-22,745717,Forceout,force_out,True,676609,607074,José Caballero,Carlos Rodón,1,cab368e3-6a4b-4db5-b432-d8868dc718a5,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.42,4.26,114.0,97.0,122.0,103.0,0.725,9.63,2.76,8.37,1.66,0.67,0.27,0.409,0.148,0.305,0.395,127.0,90.0,101.0,102.0,81.0,89.0,116.0,99.0,102.0,144.0,104.0,113.0,100.0,84.0,83.0,0.498,0.053,0.262,0.074,0.113,0.19,-3.09,-1.24,-1.1,1.95,95.4,91.8,85.2,86.8,80.9,0.258,0.53,0.203,0.224,0.406,0.406,0.156,0.178,0.467,0.353,0.647,0.255,0.313,0.375,0.341,,,,,,,,,,,,,,,,,,
