,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCH,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff
0,2024-05-28,745091,Single,single,False,647351,641793,Abraham Toro,Zack Littell,0,ec19b02f-c37f-4939-b39b-9435a03db724,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-28,745091,Grounded Into DP,grounded_into_double_play,True,668709,641793,JJ Bleday,Zack Littell,1,02a2b879-e7cc-4729-b382-2007a316a450,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-28,745091,Flyout,field_out,True,667670,641793,Brent Rooker,Zack Littell,0,7c89c63d-a66e-4271-a547-34f8c18ee9f6,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-28,745091,Lineout,field_out,True,680700,687765,Richie Palacios,Mitch Spence,0,254525bb-a58e-4501-ac44-f69410435439,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,,,,39.0,98.0,87.0,123.0,105.0,109.0,,,,0.121,,,0.362,,,-0.1,0.7,,,92.2,84.2,0.248,0.442,0.277,,,,0.308,0.308,0.132,,,,75.0,88.0,85.0,102.0,115.0,114.0,96.0,97.0,94.0,0.39,0.107,0.019,-0.32,-2.9,-10.0,91.0,88.6,79.5,0.255,0.491,0.186,0.256,0.419,0.315,0.625,0.875,0.0
4,2024-05-28,745091,Lineout,field_out,True,650490,687765,Yandy Díaz,Mitch Spence,0,d0309283-6e73-4028-8828-6f3d5cf4671d,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,,,,39.0,98.0,87.0,123.0,105.0,109.0,,,,0.121,,,0.362,,,-0.1,0.7,,,92.2,84.2,0.248,0.442,0.277,,,,0.308,0.308,0.132,,,,75.0,88.0,85.0,102.0,115.0,114.0,96.0,97.0,94.0,0.39,0.107,0.019,-0.32,-2.9,-10.0,91.0,88.6,79.5,0.255,0.491,0.186,0.256,0.419,0.315,0.625,0.875,0.0
5,2024-05-28,745091,Pop Out,field_out,True,664040,687765,Brandon Lowe,Mitch Spence,0,13169800-0b83-43fd-b324-460747c0d128,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,,,,39.0,98.0,87.0,123.0,105.0,109.0,,,,0.121,,,0.362,,,-0.1,0.7,,,92.2,84.2,0.248,0.442,0.277,,,,0.308,0.308,0.132,,,,75.0,88.0,85.0,102.0,115.0,114.0,96.0,97.0,94.0,0.39,0.107,0.019,-0.32,-2.9,-10.0,91.0,88.6,79.5,0.255,0.491,0.186,0.256,0.419,0.315,0.625,0.875,0.0
6,2024-05-28,745091,Groundout,field_out,True,609280,641793,Miguel Andujar,Zack Littell,0,b0fad526-faf8-4a77-b7c2-f0c5de26bf4f,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-28,745091,Strikeout,strikeout,True,669127,641793,Shea Langeliers,Zack Littell,0,ef1a6ca2-1afd-402f-8c4c-722b05c337a7,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-28,745091,Strikeout,strikeout,True,664913,641793,Seth Brown,Zack Littell,0,51a1e5ea-f18c-4ce4-a151-a7f20d094514,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-28,745091,Walk,walk,False,670623,687765,Isaac Paredes,Mitch Spence,0,e739269e-3135-41fd-94be-7a402aa69045,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,,,,39.0,98.0,87.0,123.0,105.0,109.0,,,,0.121,,,0.362,,,-0.1,0.7,,,92.2,84.2,0.248,0.442,0.277,,,,0.308,0.308,0.132,,,,75.0,88.0,85.0,102.0,115.0,114.0,96.0,97.0,94.0,0.39,0.107,0.019,-0.32,-2.9,-10.0,91.0,88.6,79.5,0.255,0.491,0.186,0.256,0.419,0.315,0.625,0.875,0.0
