,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-25,744984,Strikeout,strikeout,True,673357,453286,Luis Robert Jr.,Max Scherzer,0,3539882c-de0b-40ca-b149-b6a0b2d56ae0,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.99,3.44,29.1,107.0,85.0,102.0,0.781,7.36,1.84,8.59,1.53,0.68,0.281,0.461,0.236,0.247,0.436,61.0,108.0,99.0,79.0,102.0,103.0,78.0,107.0,102.0,104.0,106.0,104.0,116.0,118.0,102.0,0.442,0.077,0.212,0.147,0.122,0.63,2.62,0.24,-3.08,-2.61,92.6,86.7,82.9,85.1,74.8,0.225,0.425,0.165,0.241,0.379,0.426,0.2,0.467,0.222,0.357,0.714,0.321,0.267,0.333,0.154,,,,,,,,,,,,,,,,,,
1,2024-07-25,744984,Groundout,field_out,True,502054,453286,Tommy Pham,Max Scherzer,0,f7cb7ded-1141-4b53-ac99-5f5fcf657a01,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.99,3.44,29.1,107.0,85.0,102.0,0.781,7.36,1.84,8.59,1.53,0.68,0.281,0.461,0.236,0.247,0.436,61.0,108.0,99.0,79.0,102.0,103.0,78.0,107.0,102.0,104.0,106.0,104.0,116.0,118.0,102.0,0.442,0.077,0.212,0.147,0.122,0.63,2.62,0.24,-3.08,-2.61,92.6,86.7,82.9,85.1,74.8,0.225,0.425,0.165,0.241,0.379,0.426,0.2,0.467,0.222,0.357,0.714,0.321,0.267,0.333,0.154,,,,,,,,,,,,,,,,,,
2,2024-07-25,744984,Strikeout,strikeout,True,683734,453286,Andrew Vaughn,Max Scherzer,0,94d018bc-ecb0-4588-844c-cf38a0b2a3ad,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.99,3.44,29.1,107.0,85.0,102.0,0.781,7.36,1.84,8.59,1.53,0.68,0.281,0.461,0.236,0.247,0.436,61.0,108.0,99.0,79.0,102.0,103.0,78.0,107.0,102.0,104.0,106.0,104.0,116.0,118.0,102.0,0.442,0.077,0.212,0.147,0.122,0.63,2.62,0.24,-3.08,-2.61,92.6,86.7,82.9,85.1,74.8,0.225,0.425,0.165,0.241,0.379,0.426,0.2,0.467,0.222,0.357,0.714,0.321,0.267,0.333,0.154,,,,,,,,,,,,,,,,,,
3,2024-07-25,744984,Single,single,False,543760,686563,Marcus Semien,Jonathan Cannon,0,3304e9cc-bb81-4d48-9273-5a3690f99456,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.58,3.91,57.0,103.0,95.0,100.0,0.803,6.79,2.05,9.79,1.11,1.19,0.222,0.411,0.135,0.303,0.389,97.0,114.0,115.0,,,,78.0,97.0,90.0,121.0,98.0,105.0,83.0,104.0,96.0,0.086,0.202,0.23,,0.151,-3.8,0.75,0.11,,-3.61,94.7,89.9,85.9,82.1,,0.455,0.818,0.25,,,,0.319,0.638,0.293,,,,0.213,0.404,0.218,86.0,103.0,96.0,0.33,0.53,93.2,0.273,0.429,0.135,0.244,0.289,0.283,,,,,,
4,2024-07-25,744984,Grounded Into DP,grounded_into_double_play,True,608369,686563,Corey Seager,Jonathan Cannon,1,5b5d1d23-e8c3-46d2-ad9f-df7a65415021,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.58,3.91,57.0,103.0,95.0,100.0,0.803,6.79,2.05,9.79,1.11,1.19,0.222,0.411,0.135,0.303,0.389,97.0,114.0,115.0,,,,78.0,97.0,90.0,121.0,98.0,105.0,83.0,104.0,96.0,0.086,0.202,0.23,,0.151,-3.8,0.75,0.11,,-3.61,94.7,89.9,85.9,82.1,,0.455,0.818,0.25,,,,0.319,0.638,0.293,,,,0.213,0.404,0.218,86.0,103.0,96.0,0.33,0.53,93.2,0.273,0.429,0.135,0.244,0.289,0.283,,,,,,
5,2024-07-25,744984,Walk,walk,False,669701,686563,Josh Smith,Jonathan Cannon,0,726e82bf-c995-4d33-bc19-030fc33b6a87,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.58,3.91,57.0,103.0,95.0,100.0,0.803,6.79,2.05,9.79,1.11,1.19,0.222,0.411,0.135,0.303,0.389,97.0,114.0,115.0,,,,78.0,97.0,90.0,121.0,98.0,105.0,83.0,104.0,96.0,0.086,0.202,0.23,,0.151,-3.8,0.75,0.11,,-3.61,94.7,89.9,85.9,82.1,,0.455,0.818,0.25,,,,0.319,0.638,0.293,,,,0.213,0.404,0.218,86.0,103.0,96.0,0.33,0.53,93.2,0.273,0.429,0.135,0.244,0.289,0.283,,,,,,
6,2024-07-25,744984,Flyout,field_out,True,694671,686563,Wyatt Langford,Jonathan Cannon,0,ca3497cc-7eff-4e7d-a014-551f6113c4c1,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.58,3.91,57.0,103.0,95.0,100.0,0.803,6.79,2.05,9.79,1.11,1.19,0.222,0.411,0.135,0.303,0.389,97.0,114.0,115.0,,,,78.0,97.0,90.0,121.0,98.0,105.0,83.0,104.0,96.0,0.086,0.202,0.23,,0.151,-3.8,0.75,0.11,,-3.61,94.7,89.9,85.9,82.1,,0.455,0.818,0.25,,,,0.319,0.638,0.293,,,,0.213,0.404,0.218,86.0,103.0,96.0,0.33,0.53,93.2,0.273,0.429,0.135,0.244,0.289,0.283,,,,,,
7,2024-07-25,744984,Single,single,False,657757,453286,Gavin Sheets,Max Scherzer,0,aee93a95-4400-4583-9d37-89e4ee6fa773,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.99,3.44,29.1,107.0,85.0,102.0,0.781,7.36,1.84,8.59,1.53,0.68,0.281,0.461,0.236,0.247,0.436,61.0,108.0,99.0,79.0,102.0,103.0,78.0,107.0,102.0,104.0,106.0,104.0,116.0,118.0,102.0,0.442,0.077,0.212,0.147,0.122,0.63,2.62,0.24,-3.08,-2.61,92.6,86.7,82.9,85.1,74.8,0.225,0.425,0.165,0.241,0.379,0.426,0.2,0.467,0.222,0.357,0.714,0.321,0.267,0.333,0.154,,,,,,,,,,,,,,,,,,
8,2024-07-25,744984,Strikeout,strikeout,True,650391,453286,Eloy Jiménez,Max Scherzer,0,fc70390f-de6c-493b-ba41-b0bab21f9fab,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.99,3.44,29.1,107.0,85.0,102.0,0.781,7.36,1.84,8.59,1.53,0.68,0.281,0.461,0.236,0.247,0.436,61.0,108.0,99.0,79.0,102.0,103.0,78.0,107.0,102.0,104.0,106.0,104.0,116.0,118.0,102.0,0.442,0.077,0.212,0.147,0.122,0.63,2.62,0.24,-3.08,-2.61,92.6,86.7,82.9,85.1,74.8,0.225,0.425,0.165,0.241,0.379,0.426,0.2,0.467,0.222,0.357,0.714,0.321,0.267,0.333,0.154,,,,,,,,,,,,,,,,,,
9,2024-07-25,744984,Flyout,field_out,True,670032,453286,Nicky Lopez,Max Scherzer,1,e543be4d-2717-49db-a89f-5057471b2361,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.99,3.44,29.1,107.0,85.0,102.0,0.781,7.36,1.84,8.59,1.53,0.68,0.281,0.461,0.236,0.247,0.436,61.0,108.0,99.0,79.0,102.0,103.0,78.0,107.0,102.0,104.0,106.0,104.0,116.0,118.0,102.0,0.442,0.077,0.212,0.147,0.122,0.63,2.62,0.24,-3.08,-2.61,92.6,86.7,82.9,85.1,74.8,0.225,0.425,0.165,0.241,0.379,0.426,0.2,0.467,0.222,0.357,0.714,0.321,0.267,0.333,0.154,,,,,,,,,,,,,,,,,,
10,2024-07-25,744984,Lineout,field_out,True,666969,686563,Adolis García,Jonathan Cannon,0,9ba1d71d-0ff6-47bb-8202-b43affd90a61,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.58,3.91,57.0,103.0,95.0,100.0,0.803,6.79,2.05,9.79,1.11,1.19,0.222,0.411,0.135,0.303,0.389,97.0,114.0,115.0,,,,78.0,97.0,90.0,121.0,98.0,105.0,83.0,104.0,96.0,0.086,0.202,0.23,,0.151,-3.8,0.75,0.11,,-3.61,94.7,89.9,85.9,82.1,,0.455,0.818,0.25,,,,0.319,0.638,0.293,,,,0.213,0.404,0.218,86.0,103.0,96.0,0.33,0.53,93.2,0.273,0.429,0.135,0.244,0.289,0.283,,,,,,
11,2024-07-25,744984,Single,single,False,663993,686563,Nathaniel Lowe,Jonathan Cannon,0,9ff2ab96-d47a-4746-8a69-537fb8e386d1,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.58,3.91,57.0,103.0,95.0,100.0,0.803,6.79,2.05,9.79,1.11,1.19,0.222,0.411,0.135,0.303,0.389,97.0,114.0,115.0,,,,78.0,97.0,90.0,121.0,98.0,105.0,83.0,104.0,96.0,0.086,0.202,0.23,,0.151,-3.8,0.75,0.11,,-3.61,94.7,89.9,85.9,82.1,,0.455,0.818,0.25,,,,0.319,0.638,0.293,,,,0.213,0.404,0.218,86.0,103.0,96.0,0.33,0.53,93.2,0.273,0.429,0.135,0.244,0.289,0.283,,,,,,
