,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff
0,2024-07-24,744989,Strikeout,strikeout,True,673357,543135,Luis Robert Jr.,Nathan Eovaldi,0,54547825-a616-4cb6-a8f4-2f580e40f46f,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.31,3.96,106.0,105.0,98.0,104.0,0.741,8.83,2.21,7.13,1.19,1.67,0.226,0.392,0.111,0.34,0.447,102.0,101.0,102.0,73.0,108.0,102.0,112.0,96.0,101.0,92.0,104.0,97.0,127.0,104.0,112.0,0.367,0.145,0.308,0.035,0.146,1.66,0.82,1.64,-4.54,-1.85,95.5,91.7,88.7,86.3,76.9,0.183,0.305,0.21,0.184,0.298,0.377,0.278,0.407,0.164,0.275,0.6,0.352,0.412,0.706,0.185,,,,,,,,,,,,,,,,,,
1,2024-07-24,744989,Strikeout,strikeout,True,643217,543135,Andrew Benintendi,Nathan Eovaldi,0,9a59dc91-c589-40f2-805e-b7799d39c55e,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.31,3.96,106.0,105.0,98.0,104.0,0.741,8.83,2.21,7.13,1.19,1.67,0.226,0.392,0.111,0.34,0.447,102.0,101.0,102.0,73.0,108.0,102.0,112.0,96.0,101.0,92.0,104.0,97.0,127.0,104.0,112.0,0.367,0.145,0.308,0.035,0.146,1.66,0.82,1.64,-4.54,-1.85,95.5,91.7,88.7,86.3,76.9,0.183,0.305,0.21,0.184,0.298,0.377,0.278,0.407,0.164,0.275,0.6,0.352,0.412,0.706,0.185,,,,,,,,,,,,,,,,,,
2,2024-07-24,744989,Groundout,field_out,True,502054,543135,Tommy Pham,Nathan Eovaldi,0,d5dc47a0-fddb-4aa1-8145-5e16f39479bd,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.31,3.96,106.0,105.0,98.0,104.0,0.741,8.83,2.21,7.13,1.19,1.67,0.226,0.392,0.111,0.34,0.447,102.0,101.0,102.0,73.0,108.0,102.0,112.0,96.0,101.0,92.0,104.0,97.0,127.0,104.0,112.0,0.367,0.145,0.308,0.035,0.146,1.66,0.82,1.64,-4.54,-1.85,95.5,91.7,88.7,86.3,76.9,0.183,0.305,0.21,0.184,0.298,0.377,0.278,0.407,0.164,0.275,0.6,0.352,0.412,0.706,0.185,,,,,,,,,,,,,,,,,,
3,2024-07-24,744989,Flyout,field_out,True,543760,623167,Marcus Semien,Chris Flexen,0,3b2184c3-75f4-4425-9dbf-881d61e50168,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.25,4.76,106.1,99.0,53.0,93.0,0.799,6.6,3.64,9.14,1.52,0.78,0.248,0.401,0.165,0.348,0.382,84.0,103.0,104.0,-1.0,93.0,82.0,147.0,100.0,103.0,47.0,103.0,93.0,,,,0.383,0.277,,0.072,0.119,-1.12,0.37,,-1.09,-0.06,91.3,87.3,,79.8,72.1,0.269,0.503,0.129,,,,0.255,0.455,0.232,0.282,0.462,0.282,0.258,0.387,0.281,127.0,99.0,106.0,87.0,119.0,94.0,0.003,0.146,2.95,-1.38,81.3,91.3,0.254,0.444,0.341,,,
4,2024-07-24,744989,Home Run,home_run,False,608369,623167,Corey Seager,Chris Flexen,0,6d83413c-41b5-4043-9f66-232ab8bacc4c,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.25,4.76,106.1,99.0,53.0,93.0,0.799,6.6,3.64,9.14,1.52,0.78,0.248,0.401,0.165,0.348,0.382,84.0,103.0,104.0,-1.0,93.0,82.0,147.0,100.0,103.0,47.0,103.0,93.0,,,,0.383,0.277,,0.072,0.119,-1.12,0.37,,-1.09,-0.06,91.3,87.3,,79.8,72.1,0.269,0.503,0.129,,,,0.255,0.455,0.232,0.282,0.462,0.282,0.258,0.387,0.281,127.0,99.0,106.0,87.0,119.0,94.0,0.003,0.146,2.95,-1.38,81.3,91.3,0.254,0.444,0.341,,,
5,2024-07-24,744989,Single,single,False,669701,623167,Josh Smith,Chris Flexen,0,5905dc91-ff07-47f8-ae68-b8eb342bf558,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.25,4.76,106.1,99.0,53.0,93.0,0.799,6.6,3.64,9.14,1.52,0.78,0.248,0.401,0.165,0.348,0.382,84.0,103.0,104.0,-1.0,93.0,82.0,147.0,100.0,103.0,47.0,103.0,93.0,,,,0.383,0.277,,0.072,0.119,-1.12,0.37,,-1.09,-0.06,91.3,87.3,,79.8,72.1,0.269,0.503,0.129,,,,0.255,0.455,0.232,0.282,0.462,0.282,0.258,0.387,0.281,127.0,99.0,106.0,87.0,119.0,94.0,0.003,0.146,2.95,-1.38,81.3,91.3,0.254,0.444,0.341,,,
6,2024-07-24,744989,Lineout,field_out,True,694671,623167,Wyatt Langford,Chris Flexen,0,e037bc68-4ccc-47c3-b8cc-883f631e149e,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.25,4.76,106.1,99.0,53.0,93.0,0.799,6.6,3.64,9.14,1.52,0.78,0.248,0.401,0.165,0.348,0.382,84.0,103.0,104.0,-1.0,93.0,82.0,147.0,100.0,103.0,47.0,103.0,93.0,,,,0.383,0.277,,0.072,0.119,-1.12,0.37,,-1.09,-0.06,91.3,87.3,,79.8,72.1,0.269,0.503,0.129,,,,0.255,0.455,0.232,0.282,0.462,0.282,0.258,0.387,0.281,127.0,99.0,106.0,87.0,119.0,94.0,0.003,0.146,2.95,-1.38,81.3,91.3,0.254,0.444,0.341,,,
7,2024-07-24,744989,Single,single,False,666969,623167,Adolis García,Chris Flexen,1,228dabb2-a3b3-4e7c-8323-7872541d5252,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.25,4.76,106.1,99.0,53.0,93.0,0.799,6.6,3.64,9.14,1.52,0.78,0.248,0.401,0.165,0.348,0.382,84.0,103.0,104.0,-1.0,93.0,82.0,147.0,100.0,103.0,47.0,103.0,93.0,,,,0.383,0.277,,0.072,0.119,-1.12,0.37,,-1.09,-0.06,91.3,87.3,,79.8,72.1,0.269,0.503,0.129,,,,0.255,0.455,0.232,0.282,0.462,0.282,0.258,0.387,0.281,127.0,99.0,106.0,87.0,119.0,94.0,0.003,0.146,2.95,-1.38,81.3,91.3,0.254,0.444,0.341,,,
8,2024-07-24,744989,Groundout,field_out,True,663993,623167,Nathaniel Lowe,Chris Flexen,0,74c8499a-182d-4e9d-9806-29012ab96347,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.25,4.76,106.1,99.0,53.0,93.0,0.799,6.6,3.64,9.14,1.52,0.78,0.248,0.401,0.165,0.348,0.382,84.0,103.0,104.0,-1.0,93.0,82.0,147.0,100.0,103.0,47.0,103.0,93.0,,,,0.383,0.277,,0.072,0.119,-1.12,0.37,,-1.09,-0.06,91.3,87.3,,79.8,72.1,0.269,0.503,0.129,,,,0.255,0.455,0.232,0.282,0.462,0.282,0.258,0.387,0.281,127.0,99.0,106.0,87.0,119.0,94.0,0.003,0.146,2.95,-1.38,81.3,91.3,0.254,0.444,0.341,,,
9,2024-07-24,744989,Single,single,False,683734,543135,Andrew Vaughn,Nathan Eovaldi,0,5298a4c3-e611-4ec9-8173-717cb4fafdc3,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.31,3.96,106.0,105.0,98.0,104.0,0.741,8.83,2.21,7.13,1.19,1.67,0.226,0.392,0.111,0.34,0.447,102.0,101.0,102.0,73.0,108.0,102.0,112.0,96.0,101.0,92.0,104.0,97.0,127.0,104.0,112.0,0.367,0.145,0.308,0.035,0.146,1.66,0.82,1.64,-4.54,-1.85,95.5,91.7,88.7,86.3,76.9,0.183,0.305,0.21,0.184,0.298,0.377,0.278,0.407,0.164,0.275,0.6,0.352,0.412,0.706,0.185,,,,,,,,,,,,,,,,,,
