,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff
0,2024-09-04,747075,Single,single,False,453568,450203,Charlie Blackmon,Charlie Morton,0,6cb96aea-577d-4e9e-bdfa-7356eacecdec,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.11,4.52,149.0,98.0,95.0,97.0,0.755,9.36,3.44,8.4,1.27,1.45,0.233,0.434,0.146,0.34,0.409,87.0,96.0,94.0,122.0,98.0,108.0,70.0,100.0,89.0,78.0,96.0,88.0,74.0,92.0,87.0,0.096,0.289,0.081,0.422,0.112,-1.3,-1.26,0.61,0.65,-1.03,94.1,88.5,84.9,93.5,81.5,0.203,0.319,0.344,0.28,0.51,0.183,0.279,0.541,0.324,0.321,0.434,0.076,0.313,0.625,0.148,,,,,,,,,,,,,,,,,,
1,2024-09-04,747075,Forceout,force_out,True,678662,450203,Ezequiel Tovar,Charlie Morton,1,ce31dd1b-6835-4af3-aa01-dd391b8913ee,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.11,4.52,149.0,98.0,95.0,97.0,0.755,9.36,3.44,8.4,1.27,1.45,0.233,0.434,0.146,0.34,0.409,87.0,96.0,94.0,122.0,98.0,108.0,70.0,100.0,89.0,78.0,96.0,88.0,74.0,92.0,87.0,0.096,0.289,0.081,0.422,0.112,-1.3,-1.26,0.61,0.65,-1.03,94.1,88.5,84.9,93.5,81.5,0.203,0.319,0.344,0.28,0.51,0.183,0.279,0.541,0.324,0.321,0.434,0.076,0.313,0.625,0.148,,,,,,,,,,,,,,,,,,
2,2024-09-04,747075,Strikeout,strikeout,True,686668,450203,Brenton Doyle,Charlie Morton,0,d8f20acf-bb01-4b36-8d33-0d4b9e7e7db8,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.11,4.52,149.0,98.0,95.0,97.0,0.755,9.36,3.44,8.4,1.27,1.45,0.233,0.434,0.146,0.34,0.409,87.0,96.0,94.0,122.0,98.0,108.0,70.0,100.0,89.0,78.0,96.0,88.0,74.0,92.0,87.0,0.096,0.289,0.081,0.422,0.112,-1.3,-1.26,0.61,0.65,-1.03,94.1,88.5,84.9,93.5,81.5,0.203,0.319,0.344,0.28,0.51,0.183,0.279,0.541,0.324,0.321,0.434,0.076,0.313,0.625,0.148,,,,,,,,,,,,,,,,,,
3,2024-09-04,747075,Single,single,False,641857,450203,Ryan McMahon,Charlie Morton,1,67ebbdef-3ba3-408f-a1d8-1556abb55a74,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.11,4.52,149.0,98.0,95.0,97.0,0.755,9.36,3.44,8.4,1.27,1.45,0.233,0.434,0.146,0.34,0.409,87.0,96.0,94.0,122.0,98.0,108.0,70.0,100.0,89.0,78.0,96.0,88.0,74.0,92.0,87.0,0.096,0.289,0.081,0.422,0.112,-1.3,-1.26,0.61,0.65,-1.03,94.1,88.5,84.9,93.5,81.5,0.203,0.319,0.344,0.28,0.51,0.183,0.279,0.541,0.324,0.321,0.434,0.076,0.313,0.625,0.148,,,,,,,,,,,,,,,,,,
4,2024-09-04,747075,Groundout,field_out,True,663898,450203,Brendan Rodgers,Charlie Morton,0,733b767e-65fc-4936-94fc-14c7712567cf,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.11,4.52,149.0,98.0,95.0,97.0,0.755,9.36,3.44,8.4,1.27,1.45,0.233,0.434,0.146,0.34,0.409,87.0,96.0,94.0,122.0,98.0,108.0,70.0,100.0,89.0,78.0,96.0,88.0,74.0,92.0,87.0,0.096,0.289,0.081,0.422,0.112,-1.3,-1.26,0.61,0.65,-1.03,94.1,88.5,84.9,93.5,81.5,0.203,0.319,0.344,0.28,0.51,0.183,0.279,0.541,0.324,0.321,0.434,0.076,0.313,0.625,0.148,,,,,,,,,,,,,,,,,,
5,2024-09-04,747075,Lineout,field_out,True,671739,687134,Michael Harris II,Bradley Blalock,0,0897cb53-59ae-46b8-a081-ef40cba27840,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,5.4,6.04,26.2,94.0,90.0,93.0,0.819,5.4,5.06,10.13,1.01,0.76,0.202,0.351,0.149,0.426,0.439,,,,103.0,110.0,109.0,78.0,91.0,86.0,,,,89.0,91.0,92.0,,0.477,0.036,0.115,,-1.65,0.17,,-0.98,,93.5,88.7,,,79.4,0.188,0.5,0.179,0.321,0.472,0.148,,,,,,,,,,121.0,100.0,102.0,75.0,84.0,87.0,0.168,0.204,-2.77,1.79,85.2,85.3,0.182,0.273,0.277,0.333,0.556,0.344
6,2024-09-04,747075,Flyout,field_out,True,624585,687134,Jorge Soler,Bradley Blalock,0,731ed9c7-9ac4-415f-a340-4ba1326ffe2f,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,5.4,6.04,26.2,94.0,90.0,93.0,0.819,5.4,5.06,10.13,1.01,0.76,0.202,0.351,0.149,0.426,0.439,,,,103.0,110.0,109.0,78.0,91.0,86.0,,,,89.0,91.0,92.0,,0.477,0.036,0.115,,-1.65,0.17,,-0.98,,93.5,88.7,,,79.4,0.188,0.5,0.179,0.321,0.472,0.148,,,,,,,,,,121.0,100.0,102.0,75.0,84.0,87.0,0.168,0.204,-2.77,1.79,85.2,85.3,0.182,0.273,0.277,0.333,0.556,0.344
7,2024-09-04,747075,Double,double,False,542303,687134,Marcell Ozuna,Bradley Blalock,0,a1d07e03-2046-448b-ac52-594d91a7d74b,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,5.4,6.04,26.2,94.0,90.0,93.0,0.819,5.4,5.06,10.13,1.01,0.76,0.202,0.351,0.149,0.426,0.439,,,,103.0,110.0,109.0,78.0,91.0,86.0,,,,89.0,91.0,92.0,,0.477,0.036,0.115,,-1.65,0.17,,-0.98,,93.5,88.7,,,79.4,0.188,0.5,0.179,0.321,0.472,0.148,,,,,,,,,,121.0,100.0,102.0,75.0,84.0,87.0,0.168,0.204,-2.77,1.79,85.2,85.3,0.182,0.273,0.277,0.333,0.556,0.344
8,2024-09-04,747075,Double,double,False,621566,687134,Matt Olson,Bradley Blalock,1,db63faad-6770-40f8-9182-d11e8a1b1fdf,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,5.4,6.04,26.2,94.0,90.0,93.0,0.819,5.4,5.06,10.13,1.01,0.76,0.202,0.351,0.149,0.426,0.439,,,,103.0,110.0,109.0,78.0,91.0,86.0,,,,89.0,91.0,92.0,,0.477,0.036,0.115,,-1.65,0.17,,-0.98,,93.5,88.7,,,79.4,0.188,0.5,0.179,0.321,0.472,0.148,,,,,,,,,,121.0,100.0,102.0,75.0,84.0,87.0,0.168,0.204,-2.77,1.79,85.2,85.3,0.182,0.273,0.277,0.333,0.556,0.344
9,2024-09-04,747075,Walk,walk,False,518595,687134,Travis d'Arnaud,Bradley Blalock,0,b930ea30-1539-4d37-98c6-d78c96926bcc,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,5.4,6.04,26.2,94.0,90.0,93.0,0.819,5.4,5.06,10.13,1.01,0.76,0.202,0.351,0.149,0.426,0.439,,,,103.0,110.0,109.0,78.0,91.0,86.0,,,,89.0,91.0,92.0,,0.477,0.036,0.115,,-1.65,0.17,,-0.98,,93.5,88.7,,,79.4,0.188,0.5,0.179,0.321,0.472,0.148,,,,,,,,,,121.0,100.0,102.0,75.0,84.0,87.0,0.168,0.204,-2.77,1.79,85.2,85.3,0.182,0.273,0.277,0.333,0.556,0.344
