,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,wFA/C,wSL/C,vFA,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,CU%,CH%,wFC/C,wFS/C,wSI/C,wCU/C,wCH/C,vFC,vFS,vCH,vSI,vCU,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-09,744888,Strikeout,strikeout,True,596019,621114,Francisco Lindor,Ryan Burr,0,524af4c3-7104-48fa-9aac-3893152baee6,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,4.1,4.14,26.1,100.0,97.0,102.0,0.711,11.96,3.76,7.18,1.03,0.63,0.262,0.462,0.154,0.415,0.381,78.0,95.0,92.0,109.0,104.0,108.0,0.388,0.612,-0.97,1.26,94.1,85.4,0.175,0.317,0.363,0.27,0.514,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-09,744888,Hit By Pitch,hit_by_pitch,False,668901,621114,Mark Vientos,Ryan Burr,0,c3e64892-cd13-45bb-8b01-9eb4f2bea854,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,4.1,4.14,26.1,100.0,97.0,102.0,0.711,11.96,3.76,7.18,1.03,0.63,0.262,0.462,0.154,0.415,0.381,78.0,95.0,92.0,109.0,104.0,108.0,0.388,0.612,-0.97,1.26,94.1,85.4,0.175,0.317,0.363,0.27,0.514,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-09,744888,Forceout,force_out,True,607043,621114,Brandon Nimmo,Ryan Burr,1,0c4fed39-6232-41cd-b71a-f4a222a330d1,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,4.1,4.14,26.1,100.0,97.0,102.0,0.711,11.96,3.76,7.18,1.03,0.63,0.262,0.462,0.154,0.415,0.381,78.0,95.0,92.0,109.0,104.0,108.0,0.388,0.612,-0.97,1.26,94.1,85.4,0.175,0.317,0.363,0.27,0.514,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-09,744888,Lineout,field_out,True,624413,621114,Pete Alonso,Ryan Burr,1,a914aa75-400b-4f73-8dae-daee2b2fdeb6,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,4.1,4.14,26.1,100.0,97.0,102.0,0.711,11.96,3.76,7.18,1.03,0.63,0.262,0.462,0.154,0.415,0.381,78.0,95.0,92.0,109.0,104.0,108.0,0.388,0.612,-0.97,1.26,94.1,85.4,0.175,0.317,0.363,0.27,0.514,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-09,744888,Groundout,field_out,True,543807,656731,George Springer,Tylor Megill,0,f98d3542-4eee-454b-897f-4ada615e13cc,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,111.0,98.0,99.0,102.0,103.0,107.0,0.478,0.128,-0.27,0.34,95.6,85.0,0.189,0.189,0.271,0.247,0.392,0.27,130.0,94.0,112.0,87.0,83.0,88.0,104.0,108.0,112.0,99.0,97.0,94.0,100.0,94.0,108.0,0.063,0.145,0.086,0.082,0.018,-1.11,-1.3,4.34,0.16,-4.36,90.2,84.7,87.2,94.2,77.6,0.359,0.564,0.235,0.148,0.407,0.447,0.154,0.308,0.371,0.125,0.125,0.237,0.5,0.5,0.111,0.25,1.0,0.2
5,2024-09-09,744888,Strikeout,strikeout,True,662139,656731,Daulton Varsho,Tylor Megill,0,4d454879-6e46-46dd-ad24-1c020cde9f0a,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,111.0,98.0,99.0,102.0,103.0,107.0,0.478,0.128,-0.27,0.34,95.6,85.0,0.189,0.189,0.271,0.247,0.392,0.27,130.0,94.0,112.0,87.0,83.0,88.0,104.0,108.0,112.0,99.0,97.0,94.0,100.0,94.0,108.0,0.063,0.145,0.086,0.082,0.018,-1.11,-1.3,4.34,0.16,-4.36,90.2,84.7,87.2,94.2,77.6,0.359,0.564,0.235,0.148,0.407,0.447,0.154,0.308,0.371,0.125,0.125,0.237,0.5,0.5,0.111,0.25,1.0,0.2
6,2024-09-09,744888,Walk,walk,False,665489,656731,Vladimir Guerrero Jr.,Tylor Megill,0,e7a4f65b-97f6-4912-9962-e1b47f73a29b,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,111.0,98.0,99.0,102.0,103.0,107.0,0.478,0.128,-0.27,0.34,95.6,85.0,0.189,0.189,0.271,0.247,0.392,0.27,130.0,94.0,112.0,87.0,83.0,88.0,104.0,108.0,112.0,99.0,97.0,94.0,100.0,94.0,108.0,0.063,0.145,0.086,0.082,0.018,-1.11,-1.3,4.34,0.16,-4.36,90.2,84.7,87.2,94.2,77.6,0.359,0.564,0.235,0.148,0.407,0.447,0.154,0.308,0.371,0.125,0.125,0.237,0.5,0.5,0.111,0.25,1.0,0.2
7,2024-09-09,744888,Double,double,False,687462,656731,Spencer Horwitz,Tylor Megill,1,2b0b9f29-0f9d-4143-b99b-47f9e3ffb3a7,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,111.0,98.0,99.0,102.0,103.0,107.0,0.478,0.128,-0.27,0.34,95.6,85.0,0.189,0.189,0.271,0.247,0.392,0.27,130.0,94.0,112.0,87.0,83.0,88.0,104.0,108.0,112.0,99.0,97.0,94.0,100.0,94.0,108.0,0.063,0.145,0.086,0.082,0.018,-1.11,-1.3,4.34,0.16,-4.36,90.2,84.7,87.2,94.2,77.6,0.359,0.564,0.235,0.148,0.407,0.447,0.154,0.308,0.371,0.125,0.125,0.237,0.5,0.5,0.111,0.25,1.0,0.2
8,2024-09-09,744888,Walk,walk,False,695238,656731,Will Wagner,Tylor Megill,0,d97fd777-2aa6-4521-a044-507f648dc9b5,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,111.0,98.0,99.0,102.0,103.0,107.0,0.478,0.128,-0.27,0.34,95.6,85.0,0.189,0.189,0.271,0.247,0.392,0.27,130.0,94.0,112.0,87.0,83.0,88.0,104.0,108.0,112.0,99.0,97.0,94.0,100.0,94.0,108.0,0.063,0.145,0.086,0.082,0.018,-1.11,-1.3,4.34,0.16,-4.36,90.2,84.7,87.2,94.2,77.6,0.359,0.564,0.235,0.148,0.407,0.447,0.154,0.308,0.371,0.125,0.125,0.237,0.5,0.5,0.111,0.25,1.0,0.2
9,2024-09-09,744888,Groundout,field_out,True,672386,656731,Alejandro Kirk,Tylor Megill,0,6593e36c-8a83-469a-b41c-b640449b46f4,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,111.0,98.0,99.0,102.0,103.0,107.0,0.478,0.128,-0.27,0.34,95.6,85.0,0.189,0.189,0.271,0.247,0.392,0.27,130.0,94.0,112.0,87.0,83.0,88.0,104.0,108.0,112.0,99.0,97.0,94.0,100.0,94.0,108.0,0.063,0.145,0.086,0.082,0.018,-1.11,-1.3,4.34,0.16,-4.36,90.2,84.7,87.2,94.2,77.6,0.359,0.564,0.235,0.148,0.407,0.447,0.154,0.308,0.371,0.125,0.125,0.237,0.5,0.5,0.111,0.25,1.0,0.2
10,2024-09-09,744888,Lineout,field_out,True,578428,621114,Jose Iglesias,Ryan Burr,0,9853ddab-fed9-4543-a2cc-715c5fde3ec5,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,4.1,4.14,26.1,100.0,97.0,102.0,0.711,11.96,3.76,7.18,1.03,0.63,0.262,0.462,0.154,0.415,0.381,78.0,95.0,92.0,109.0,104.0,108.0,0.388,0.612,-0.97,1.26,94.1,85.4,0.175,0.317,0.363,0.27,0.514,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
