,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FC%,wFC/C,vFC,Stf+ FC,Loc+ FC,Pit+ FC,FC_ba,FC_slg,FC_whiff
0,2024-06-15,745329,Lineout,field_out,True,694384,676775,Nolan Schanuel,Keaton Winn,0,585750ee-6005-4417-94c1-50d2cc00426c,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-15,745329,Double,double,False,650859,676775,Luis Rengifo,Keaton Winn,0,2d6816d7-fbbd-4978-b741-7b2c8a110822,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-15,745329,Groundout,field_out,True,621493,676775,Taylor Ward,Keaton Winn,1,40a34a8c-6db7-4482-83bc-1a8c6844e398,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-15,745329,Strikeout,strikeout,True,607680,676775,Kevin Pillar,Keaton Winn,0,c377a6df-ae4a-4d7f-acb8-789c4ab8dfed,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-15,745329,Single,single,False,596103,663776,Austin Slater,Patrick Sandoval,0,4ad4c3d7-adb5-49aa-9cb1-ec67786ed3ea,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,0.16,,0.293,-2.17,,-1.82,0.25,93.7,,93.7,86.8,,,,0.381,0.524,0.16,0.413,0.565,0.142,0.235,0.471,0.281,96.0,101.0,104.0,96.0,94.0,100.0,0.09,0.283,2.02,0.72,82.9,76.3,0.208,0.292,0.385,0.118,0.118,0.256,,,,,,,,,,,,,,,
5,2024-06-15,745329,Home Run,home_run,False,671218,663776,Heliot Ramos,Patrick Sandoval,1,32c738b3-826d-477c-b0f7-ec8ccda7b024,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,0.16,,0.293,-2.17,,-1.82,0.25,93.7,,93.7,86.8,,,,0.381,0.524,0.16,0.413,0.565,0.142,0.235,0.471,0.281,96.0,101.0,104.0,96.0,94.0,100.0,0.09,0.283,2.02,0.72,82.9,76.3,0.208,0.292,0.385,0.118,0.118,0.256,,,,,,,,,,,,,,,
6,2024-06-15,745329,Pop Out,field_out,True,527038,663776,Wilmer Flores,Patrick Sandoval,0,064add73-2f13-434b-8433-3e5c22adff6e,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,0.16,,0.293,-2.17,,-1.82,0.25,93.7,,93.7,86.8,,,,0.381,0.524,0.16,0.413,0.565,0.142,0.235,0.471,0.281,96.0,101.0,104.0,96.0,94.0,100.0,0.09,0.283,2.02,0.72,82.9,76.3,0.208,0.292,0.385,0.118,0.118,0.256,,,,,,,,,,,,,,,
7,2024-06-15,745329,Single,single,False,656305,663776,Matt Chapman,Patrick Sandoval,0,e6272e70-2a76-4e3f-85e8-481fe468a697,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,0.16,,0.293,-2.17,,-1.82,0.25,93.7,,93.7,86.8,,,,0.381,0.524,0.16,0.413,0.565,0.142,0.235,0.471,0.281,96.0,101.0,104.0,96.0,94.0,100.0,0.09,0.283,2.02,0.72,82.9,76.3,0.208,0.292,0.385,0.118,0.118,0.256,,,,,,,,,,,,,,,
8,2024-06-15,745329,Single,single,False,624585,663776,Jorge Soler,Patrick Sandoval,1,cb9f6153-2db7-4a2e-89f8-7d6b7b8d1f46,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,0.16,,0.293,-2.17,,-1.82,0.25,93.7,,93.7,86.8,,,,0.381,0.524,0.16,0.413,0.565,0.142,0.235,0.471,0.281,96.0,101.0,104.0,96.0,94.0,100.0,0.09,0.283,2.02,0.72,82.9,76.3,0.208,0.292,0.385,0.118,0.118,0.256,,,,,,,,,,,,,,,
9,2024-06-15,745329,Flyout,field_out,True,642731,663776,Thairo Estrada,Patrick Sandoval,0,ab091d35-d3f0-4e54-8515-c35b2e9decbd,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,0.16,,0.293,-2.17,,-1.82,0.25,93.7,,93.7,86.8,,,,0.381,0.524,0.16,0.413,0.565,0.142,0.235,0.471,0.281,96.0,101.0,104.0,96.0,94.0,100.0,0.09,0.283,2.02,0.72,82.9,76.3,0.208,0.292,0.385,0.118,0.118,0.256,,,,,,,,,,,,,,,
