,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,wFA/C,wSI/C,wSL/C,wKC/C,vFA,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCH,vCU,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff
0,2024-08-28,745134,Single,single,False,650333,669467,Luis Arraez,Andre Pallante,0,b43b6cae-a420-4431-b1f2-6ce8caa53ded,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-28,745134,Lineout,field_out,True,595777,669467,Jurickson Profar,Andre Pallante,0,38543d6f-cae8-4c6a-86b2-0811f3863d02,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-28,745134,Single,single,False,630105,669467,Jake Cronenworth,Andre Pallante,1,77ad95d0-58d4-4202-a57e-0a317dbc817a,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-28,745134,Single,single,False,592518,669467,Manny Machado,Andre Pallante,1,f86157df-5835-48c7-9505-07e644b4beb6,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-28,745134,Strikeout,strikeout,True,593428,669467,Xander Bogaerts,Andre Pallante,1,d7f08843-6e4a-424f-ac21-df4bb4bee759,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-28,745134,Lineout,field_out,True,701538,669467,Jackson Merrill,Andre Pallante,0,19490ab8-2483-4b90-9a7a-8695eff75cbb,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-28,745134,Single,single,False,691026,605397,Masyn Winn,Joe Musgrove,0,f9de9d8a-74ce-41a3-8445-4fa2d52e61e1,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.44,5.14,71.0,101.0,118.0,101.0,0.741,7.99,2.41,9.0,1.27,1.23,0.196,0.456,0.103,0.338,0.445,91.0,97.0,92.0,65.0,110.0,94.0,147.0,95.0,104.0,,,,0.051,0.249,0.208,,-1.12,0.22,0.76,,92.7,92.5,82.0,,0.254,0.492,0.243,0.4,0.467,0.121,,,,0.224,0.367,0.337,123.0,99.0,105.0,148.0,102.0,107.0,102.0,105.0,101.0,0.197,0.216,0.08,1.59,-0.52,-3.19,90.1,87.0,81.4,0.182,0.364,0.296,0.328,0.414,0.228,0.36,0.64,0.396
7,2024-08-28,745134,Lineout,field_out,True,676475,605397,Alec Burleson,Joe Musgrove,0,3a89752f-2776-4346-9f82-d64e10a41ef8,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.44,5.14,71.0,101.0,118.0,101.0,0.741,7.99,2.41,9.0,1.27,1.23,0.196,0.456,0.103,0.338,0.445,91.0,97.0,92.0,65.0,110.0,94.0,147.0,95.0,104.0,,,,0.051,0.249,0.208,,-1.12,0.22,0.76,,92.7,92.5,82.0,,0.254,0.492,0.243,0.4,0.467,0.121,,,,0.224,0.367,0.337,123.0,99.0,105.0,148.0,102.0,107.0,102.0,105.0,101.0,0.197,0.216,0.08,1.59,-0.52,-3.19,90.1,87.0,81.4,0.182,0.364,0.296,0.328,0.414,0.228,0.36,0.64,0.396
8,2024-08-28,745134,Grounded Into DP,grounded_into_double_play,True,571448,605397,Nolan Arenado,Joe Musgrove,1,7e241caf-d868-41ae-b4c0-0e9b3910791a,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.44,5.14,71.0,101.0,118.0,101.0,0.741,7.99,2.41,9.0,1.27,1.23,0.196,0.456,0.103,0.338,0.445,91.0,97.0,92.0,65.0,110.0,94.0,147.0,95.0,104.0,,,,0.051,0.249,0.208,,-1.12,0.22,0.76,,92.7,92.5,82.0,,0.254,0.492,0.243,0.4,0.467,0.121,,,,0.224,0.367,0.337,123.0,99.0,105.0,148.0,102.0,107.0,102.0,105.0,101.0,0.197,0.216,0.08,1.59,-0.52,-3.19,90.1,87.0,81.4,0.182,0.364,0.296,0.328,0.414,0.228,0.36,0.64,0.396
9,2024-08-28,745134,Single,single,False,444482,669467,David Peralta,Andre Pallante,0,b34406c6-6f27-4d82-a597-024d57e13651,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
