,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
0,2024-06-16,745807,Flyout,field_out,True,650333,656731,Luis Arraez,Tylor Megill,0,78ac11aa-35e6-4896-97fb-9b527785fef9,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.08,4.45,39.0,94.0,107.0,97.0,0.745,11.31,4.38,8.54,0.69,0.98,0.252,0.369,0.126,0.369,0.419,130.0,94.0,112.0,85.0,81.0,88.0,115.0,96.0,97.0,100.0,99.0,104.0,98.0,94.0,92.0,92.0,89.0,98.0,0.512,0.151,0.079,0.136,0.093,0.028,-1.06,1.03,2.75,-1.75,1.81,-4.37,95.6,90.4,84.3,87.2,85.1,77.0,0.262,0.446,0.226,0.3,0.433,0.238,0.25,1.0,0.143,0.059,0.059,0.5,0.091,0.182,0.414,0.5,0.5,0.111,,,,,,,,,,,,,,,
1,2024-06-16,745807,Strikeout,strikeout,True,665487,656731,Fernando Tatis Jr.,Tylor Megill,0,4f8e994d-e0e4-45e9-b054-a4f602504d58,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.08,4.45,39.0,94.0,107.0,97.0,0.745,11.31,4.38,8.54,0.69,0.98,0.252,0.369,0.126,0.369,0.419,130.0,94.0,112.0,85.0,81.0,88.0,115.0,96.0,97.0,100.0,99.0,104.0,98.0,94.0,92.0,92.0,89.0,98.0,0.512,0.151,0.079,0.136,0.093,0.028,-1.06,1.03,2.75,-1.75,1.81,-4.37,95.6,90.4,84.3,87.2,85.1,77.0,0.262,0.446,0.226,0.3,0.433,0.238,0.25,1.0,0.143,0.059,0.059,0.5,0.091,0.182,0.414,0.5,0.5,0.111,,,,,,,,,,,,,,,
2,2024-06-16,745807,Walk,walk,False,595777,656731,Jurickson Profar,Tylor Megill,0,0b3239a6-c35e-4ceb-9715-010a796caf58,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.08,4.45,39.0,94.0,107.0,97.0,0.745,11.31,4.38,8.54,0.69,0.98,0.252,0.369,0.126,0.369,0.419,130.0,94.0,112.0,85.0,81.0,88.0,115.0,96.0,97.0,100.0,99.0,104.0,98.0,94.0,92.0,92.0,89.0,98.0,0.512,0.151,0.079,0.136,0.093,0.028,-1.06,1.03,2.75,-1.75,1.81,-4.37,95.6,90.4,84.3,87.2,85.1,77.0,0.262,0.446,0.226,0.3,0.433,0.238,0.25,1.0,0.143,0.059,0.059,0.5,0.091,0.182,0.414,0.5,0.5,0.111,,,,,,,,,,,,,,,
3,2024-06-16,745807,Single,single,False,630105,656731,Jake Cronenworth,Tylor Megill,1,13c71b59-982d-4858-a410-082ff1ce0e9e,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.08,4.45,39.0,94.0,107.0,97.0,0.745,11.31,4.38,8.54,0.69,0.98,0.252,0.369,0.126,0.369,0.419,130.0,94.0,112.0,85.0,81.0,88.0,115.0,96.0,97.0,100.0,99.0,104.0,98.0,94.0,92.0,92.0,89.0,98.0,0.512,0.151,0.079,0.136,0.093,0.028,-1.06,1.03,2.75,-1.75,1.81,-4.37,95.6,90.4,84.3,87.2,85.1,77.0,0.262,0.446,0.226,0.3,0.433,0.238,0.25,1.0,0.143,0.059,0.059,0.5,0.091,0.182,0.414,0.5,0.5,0.111,,,,,,,,,,,,,,,
4,2024-06-16,745807,Single,single,False,592518,656731,Manny Machado,Tylor Megill,1,dde1d96d-94ce-44c2-8629-525c4287c447,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.08,4.45,39.0,94.0,107.0,97.0,0.745,11.31,4.38,8.54,0.69,0.98,0.252,0.369,0.126,0.369,0.419,130.0,94.0,112.0,85.0,81.0,88.0,115.0,96.0,97.0,100.0,99.0,104.0,98.0,94.0,92.0,92.0,89.0,98.0,0.512,0.151,0.079,0.136,0.093,0.028,-1.06,1.03,2.75,-1.75,1.81,-4.37,95.6,90.4,84.3,87.2,85.1,77.0,0.262,0.446,0.226,0.3,0.433,0.238,0.25,1.0,0.143,0.059,0.059,0.5,0.091,0.182,0.414,0.5,0.5,0.111,,,,,,,,,,,,,,,
5,2024-06-16,745807,Strikeout,strikeout,True,701538,656731,Jackson Merrill,Tylor Megill,0,dbca4b15-868b-4d35-920c-7b21230520a3,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.08,4.45,39.0,94.0,107.0,97.0,0.745,11.31,4.38,8.54,0.69,0.98,0.252,0.369,0.126,0.369,0.419,130.0,94.0,112.0,85.0,81.0,88.0,115.0,96.0,97.0,100.0,99.0,104.0,98.0,94.0,92.0,92.0,89.0,98.0,0.512,0.151,0.079,0.136,0.093,0.028,-1.06,1.03,2.75,-1.75,1.81,-4.37,95.6,90.4,84.3,87.2,85.1,77.0,0.262,0.446,0.226,0.3,0.433,0.238,0.25,1.0,0.143,0.059,0.059,0.5,0.091,0.182,0.414,0.5,0.5,0.111,,,,,,,,,,,,,,,
6,2024-06-16,745807,Home Run,home_run,False,596019,656302,Francisco Lindor,Dylan Cease,0,c20b2e62-c027-4823-844a-e747d7bfb420,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,,,,124.0,97.0,104.0,113.0,101.0,105.0,113.0,89.0,90.0,,,,0.435,0.01,,0.462,,0.013,-0.1,-5.15,,1.62,,-4.3,96.8,91.8,,69.5,87.1,,0.244,0.445,0.225,0.25,1.0,0.0,0.182,0.273,0.379,,,,0.242,0.455,0.333,0.25,1.0,0.2,108.0,99.0,104.0,0.081,-0.64,82.7,,,,,,,,,
7,2024-06-16,745807,Single,single,False,607043,656302,Brandon Nimmo,Dylan Cease,0,fb948922-4e2e-4a35-92cf-fa17909678b9,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,,,,124.0,97.0,104.0,113.0,101.0,105.0,113.0,89.0,90.0,,,,0.435,0.01,,0.462,,0.013,-0.1,-5.15,,1.62,,-4.3,96.8,91.8,,69.5,87.1,,0.244,0.445,0.225,0.25,1.0,0.0,0.182,0.273,0.379,,,,0.242,0.455,0.333,0.25,1.0,0.2,108.0,99.0,104.0,0.081,-0.64,82.7,,,,,,,,,
8,2024-06-16,745807,Walk,walk,False,502110,656302,J.D. Martinez,Dylan Cease,1,bbd3c806-e3ef-4dbf-80c3-5a20d98bf797,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,,,,124.0,97.0,104.0,113.0,101.0,105.0,113.0,89.0,90.0,,,,0.435,0.01,,0.462,,0.013,-0.1,-5.15,,1.62,,-4.3,96.8,91.8,,69.5,87.1,,0.244,0.445,0.225,0.25,1.0,0.0,0.182,0.273,0.379,,,,0.242,0.455,0.333,0.25,1.0,0.2,108.0,99.0,104.0,0.081,-0.64,82.7,,,,,,,,,
9,2024-06-16,745807,Home Run,home_run,False,624413,656302,Pete Alonso,Dylan Cease,1,39dd9a5a-6a17-40d1-854f-4b2156ff3aa2,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,,,,124.0,97.0,104.0,113.0,101.0,105.0,113.0,89.0,90.0,,,,0.435,0.01,,0.462,,0.013,-0.1,-5.15,,1.62,,-4.3,96.8,91.8,,69.5,87.1,,0.244,0.445,0.225,0.25,1.0,0.0,0.182,0.273,0.379,,,,0.242,0.455,0.333,0.25,1.0,0.2,108.0,99.0,104.0,0.081,-0.64,82.7,,,,,,,,,
