,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-28,746274,Lineout,field_out,True,663538,666142,Nico Hoerner,Cole Ragans,0,0552a9ef-26c8-4051-9c70-e02f29c364ec,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,111.0,99.0,103.0,107.0,101.0,107.0,132.0,104.0,113.0,101.0,94.0,99.0,89.0,95.0,91.0,0.414,0.119,0.125,0.097,0.245,0.74,0.4,-0.41,1.19,1.14,95.5,90.9,84.9,86.3,80.8,0.213,0.382,0.237,0.196,0.301,0.477,0.213,0.326,0.338,0.344,0.443,0.217,0.154,0.154,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-28,746274,Strikeout,strikeout,True,621550,666142,Patrick Wisdom,Cole Ragans,0,1cae1fae-5872-4380-83fb-ee299f89722f,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,111.0,99.0,103.0,107.0,101.0,107.0,132.0,104.0,113.0,101.0,94.0,99.0,89.0,95.0,91.0,0.414,0.119,0.125,0.097,0.245,0.74,0.4,-0.41,1.19,1.14,95.5,90.9,84.9,86.3,80.8,0.213,0.382,0.237,0.196,0.301,0.477,0.213,0.326,0.338,0.344,0.443,0.217,0.154,0.154,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-28,746274,Strikeout,strikeout,True,673548,666142,Seiya Suzuki,Cole Ragans,0,1756f535-5ed9-4599-a1fe-006e2100af89,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,111.0,99.0,103.0,107.0,101.0,107.0,132.0,104.0,113.0,101.0,94.0,99.0,89.0,95.0,91.0,0.414,0.119,0.125,0.097,0.245,0.74,0.4,-0.41,1.19,1.14,95.5,90.9,84.9,86.3,80.8,0.213,0.382,0.237,0.196,0.301,0.477,0.213,0.326,0.338,0.344,0.443,0.217,0.154,0.154,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-28,746274,Walk,walk,False,686681,665871,Michael Massey,Javier Assad,0,b3ce694a-8ada-41e6-b3af-8a1be8f07d78,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,70.0,102.0,93.0,114.0,95.0,102.0,,,,96.0,98.0,94.0,0.175,0.208,0.105,,0.042,-0.92,-1.14,-1.53,,-0.22,91.5,87.8,83.8,80.2,,0.317,0.5,0.206,0.227,0.227,0.122,0.4,0.8,0.222,0.329,0.624,0.152,0.161,0.274,0.305,99.0,103.0,99.0,77.0,101.0,93.0,0.361,0.11,1.07,0.2,91.5,76.8,0.22,0.328,0.1,0.152,0.364,0.359,,,,,,,,,
4,2024-07-28,746274,Single,single,False,677951,665871,Bobby Witt Jr.,Javier Assad,1,d343fabb-26a9-4e55-a828-8f2f3d841baa,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,70.0,102.0,93.0,114.0,95.0,102.0,,,,96.0,98.0,94.0,0.175,0.208,0.105,,0.042,-0.92,-1.14,-1.53,,-0.22,91.5,87.8,83.8,80.2,,0.317,0.5,0.206,0.227,0.227,0.122,0.4,0.8,0.222,0.329,0.624,0.152,0.161,0.274,0.305,99.0,103.0,99.0,77.0,101.0,93.0,0.361,0.11,1.07,0.2,91.5,76.8,0.22,0.328,0.1,0.152,0.364,0.359,,,,,,,,,
5,2024-07-28,746274,Sac Bunt,sac_bunt,True,686469,665871,Vinnie Pasquantino,Javier Assad,1,95bf3c10-9900-4e86-aa79-cc6174397f93,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,70.0,102.0,93.0,114.0,95.0,102.0,,,,96.0,98.0,94.0,0.175,0.208,0.105,,0.042,-0.92,-1.14,-1.53,,-0.22,91.5,87.8,83.8,80.2,,0.317,0.5,0.206,0.227,0.227,0.122,0.4,0.8,0.222,0.329,0.624,0.152,0.161,0.274,0.305,99.0,103.0,99.0,77.0,101.0,93.0,0.361,0.11,1.07,0.2,91.5,76.8,0.22,0.328,0.1,0.152,0.364,0.359,,,,,,,,,
6,2024-07-28,746274,Flyout,field_out,True,521692,665871,Salvador Perez,Javier Assad,0,a05deb43-a616-4175-92b2-ddefdd659710,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,70.0,102.0,93.0,114.0,95.0,102.0,,,,96.0,98.0,94.0,0.175,0.208,0.105,,0.042,-0.92,-1.14,-1.53,,-0.22,91.5,87.8,83.8,80.2,,0.317,0.5,0.206,0.227,0.227,0.122,0.4,0.8,0.222,0.329,0.624,0.152,0.161,0.274,0.305,99.0,103.0,99.0,77.0,101.0,93.0,0.361,0.11,1.07,0.2,91.5,76.8,0.22,0.328,0.1,0.152,0.364,0.359,,,,,,,,,
7,2024-07-28,746274,Single,single,False,592669,665871,Hunter Renfroe,Javier Assad,1,d709f56f-1c4e-4397-8835-a200c95f543a,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,70.0,102.0,93.0,114.0,95.0,102.0,,,,96.0,98.0,94.0,0.175,0.208,0.105,,0.042,-0.92,-1.14,-1.53,,-0.22,91.5,87.8,83.8,80.2,,0.317,0.5,0.206,0.227,0.227,0.122,0.4,0.8,0.222,0.329,0.624,0.152,0.161,0.274,0.305,99.0,103.0,99.0,77.0,101.0,93.0,0.361,0.11,1.07,0.2,91.5,76.8,0.22,0.328,0.1,0.152,0.364,0.359,,,,,,,,,
8,2024-07-28,746274,Groundout,field_out,True,669004,665871,MJ Melendez,Javier Assad,0,f17326d0-8672-4b42-b0ab-d5f206a87d5e,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,70.0,102.0,93.0,114.0,95.0,102.0,,,,96.0,98.0,94.0,0.175,0.208,0.105,,0.042,-0.92,-1.14,-1.53,,-0.22,91.5,87.8,83.8,80.2,,0.317,0.5,0.206,0.227,0.227,0.122,0.4,0.8,0.222,0.329,0.624,0.152,0.161,0.274,0.305,99.0,103.0,99.0,77.0,101.0,93.0,0.361,0.11,1.07,0.2,91.5,76.8,0.22,0.328,0.1,0.152,0.364,0.359,,,,,,,,,
9,2024-07-28,746274,Strikeout,strikeout,True,664023,666142,Ian Happ,Cole Ragans,0,31c561db-c839-4126-a863-11b5b602e57c,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,111.0,99.0,103.0,107.0,101.0,107.0,132.0,104.0,113.0,101.0,94.0,99.0,89.0,95.0,91.0,0.414,0.119,0.125,0.097,0.245,0.74,0.4,-0.41,1.19,1.14,95.5,90.9,84.9,86.3,80.8,0.213,0.382,0.237,0.196,0.301,0.477,0.213,0.326,0.338,0.344,0.443,0.217,0.154,0.154,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,
