,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vCH,vSI,vSL,vCU,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS
0,2024-07-27,747171,Strikeout,strikeout,True,457705,694297,Andrew McCutchen,Brandon Pfaadt,0,383842c3-b2f3-4c7c-8b0a-52d484901ec6,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,90.0,105.0,103.0,144.0,110.0,119.0,0.223,0.33,0.007,0.284,0.047,0.109,0.5,0.46,0.28,0.19,-2.03,1.96,93.7,89.6,87.4,93.5,84.7,80.5,0.208,0.443,0.355,0.269,0.45,0.195,0.269,0.35,0.117,0.213,0.23,0.328,0.5,0.625,0.262,0.2,0.8,0.0,,,,,,,,,,,,,,,
1,2024-07-27,747171,Home Run,home_run,False,665833,694297,Oneil Cruz,Brandon Pfaadt,0,9a0fee8e-68ff-40c9-a0ee-55895d78870e,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,90.0,105.0,103.0,144.0,110.0,119.0,0.223,0.33,0.007,0.284,0.047,0.109,0.5,0.46,0.28,0.19,-2.03,1.96,93.7,89.6,87.4,93.5,84.7,80.5,0.208,0.443,0.355,0.269,0.45,0.195,0.269,0.35,0.117,0.213,0.23,0.328,0.5,0.625,0.262,0.2,0.8,0.0,,,,,,,,,,,,,,,
2,2024-07-27,747171,Flyout,field_out,True,693304,694297,Nick Gonzales,Brandon Pfaadt,0,0fc4db91-a817-4798-add0-c23f636d1674,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,90.0,105.0,103.0,144.0,110.0,119.0,0.223,0.33,0.007,0.284,0.047,0.109,0.5,0.46,0.28,0.19,-2.03,1.96,93.7,89.6,87.4,93.5,84.7,80.5,0.208,0.443,0.355,0.269,0.45,0.195,0.269,0.35,0.117,0.213,0.23,0.328,0.5,0.625,0.262,0.2,0.8,0.0,,,,,,,,,,,,,,,
3,2024-07-27,747171,Strikeout,strikeout,True,656582,694297,Connor Joe,Brandon Pfaadt,0,1d04d2fd-d57a-4467-8ea0-af49cd9370f0,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,90.0,105.0,103.0,144.0,110.0,119.0,0.223,0.33,0.007,0.284,0.047,0.109,0.5,0.46,0.28,0.19,-2.03,1.96,93.7,89.6,87.4,93.5,84.7,80.5,0.208,0.443,0.355,0.269,0.45,0.195,0.269,0.35,0.117,0.213,0.23,0.328,0.5,0.625,0.262,0.2,0.8,0.0,,,,,,,,,,,,,,,
4,2024-07-27,747171,Walk,walk,False,606466,594835,Ketel Marte,Marco Gonzales,0,67724e75-a597-4e42-ab4d-ca159300f852,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.78,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,64.0,110.0,92.0,,,,0.092,0.315,,,0.101,0.255,-1.01,,-0.37,,-2.19,-1.29,89.7,,80.2,90.0,,79.0,,,,0.324,0.459,0.136,0.313,0.5,0.0,0.298,0.447,0.31,0.353,0.647,0.176,,,,80.0,99.0,93.0,0.238,0.93,85.7,0.286,0.429,0.123,,,,,,
5,2024-07-27,747171,Single,single,False,672515,594835,Gabriel Moreno,Marco Gonzales,1,0dd408f0-06d9-4af0-b5a7-3cc8e73097c4,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.78,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,64.0,110.0,92.0,,,,0.092,0.315,,,0.101,0.255,-1.01,,-0.37,,-2.19,-1.29,89.7,,80.2,90.0,,79.0,,,,0.324,0.459,0.136,0.313,0.5,0.0,0.298,0.447,0.31,0.353,0.647,0.176,,,,80.0,99.0,93.0,0.238,0.93,85.7,0.286,0.429,0.123,,,,,,
6,2024-07-27,747171,Strikeout,strikeout,True,666971,594835,Lourdes Gurriel Jr.,Marco Gonzales,0,32584d00-fc8b-4671-8786-b5e53d0bb53a,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.78,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,64.0,110.0,92.0,,,,0.092,0.315,,,0.101,0.255,-1.01,,-0.37,,-2.19,-1.29,89.7,,80.2,90.0,,79.0,,,,0.324,0.459,0.136,0.313,0.5,0.0,0.298,0.447,0.31,0.353,0.647,0.176,,,,80.0,99.0,93.0,0.238,0.93,85.7,0.286,0.429,0.123,,,,,,
7,2024-07-27,747171,Single,single,False,572233,594835,Christian Walker,Marco Gonzales,1,d51e188c-bfa1-4c73-9a86-cb3b8396c730,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.78,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,64.0,110.0,92.0,,,,0.092,0.315,,,0.101,0.255,-1.01,,-0.37,,-2.19,-1.29,89.7,,80.2,90.0,,79.0,,,,0.324,0.459,0.136,0.313,0.5,0.0,0.298,0.447,0.31,0.353,0.647,0.176,,,,80.0,99.0,93.0,0.238,0.93,85.7,0.286,0.429,0.123,,,,,,
8,2024-07-27,747171,Flyout,field_out,True,545341,594835,Randal Grichuk,Marco Gonzales,0,e65fbdea-882a-4d51-9103-f059eeda58cd,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.78,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,64.0,110.0,92.0,,,,0.092,0.315,,,0.101,0.255,-1.01,,-0.37,,-2.19,-1.29,89.7,,80.2,90.0,,79.0,,,,0.324,0.459,0.136,0.313,0.5,0.0,0.298,0.447,0.31,0.353,0.647,0.176,,,,80.0,99.0,93.0,0.238,0.93,85.7,0.286,0.429,0.123,,,,,,
9,2024-07-27,747171,Single,single,False,664983,594835,Jake McCarthy,Marco Gonzales,1,c6c7eb85-8baf-49c4-b6af-0e7bad8e1d6f,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.78,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,64.0,110.0,92.0,,,,0.092,0.315,,,0.101,0.255,-1.01,,-0.37,,-2.19,-1.29,89.7,,80.2,90.0,,79.0,,,,0.324,0.459,0.136,0.313,0.5,0.0,0.298,0.447,0.31,0.353,0.647,0.176,,,,80.0,99.0,93.0,0.238,0.93,85.7,0.286,0.429,0.123,,,,,,
