,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff
0,2024-04-20,747135,Lineout,field_out,True,543760,450203,Marcus Semien,Charlie Morton,0,ced3f04b-7427-40e2-ad04-dd853b9855b2,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.277,0.095,0.412,0.123,-2.02,-1.28,0.73,1.39,0.94,93.8,88.6,85.0,93.4,81.4,0.179,0.256,0.336,0.292,0.563,0.182,0.186,0.302,0.347,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,,,,,,,,,,
1,2024-04-20,747135,Groundout,field_out,True,608369,450203,Corey Seager,Charlie Morton,0,11ad2a61-5f79-4aeb-b64a-d59e36911d6c,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.277,0.095,0.412,0.123,-2.02,-1.28,0.73,1.39,0.94,93.8,88.6,85.0,93.4,81.4,0.179,0.256,0.336,0.292,0.563,0.182,0.186,0.302,0.347,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,,,,,,,,,,
2,2024-04-20,747135,Strikeout,strikeout,True,694497,450203,Evan Carter,Charlie Morton,0,9f2808bf-0af9-414a-9cad-097f6f7764be,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.277,0.095,0.412,0.123,-2.02,-1.28,0.73,1.39,0.94,93.8,88.6,85.0,93.4,81.4,0.179,0.256,0.336,0.292,0.563,0.182,0.186,0.302,0.347,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,,,,,,,,,,
3,2024-04-20,747135,Single,single,False,660670,543135,Ronald Acuña Jr.,Nathan Eovaldi,0,968e30d1-b106-49eb-9e37-b0afde114996,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,102.0,101.0,102.0,73.0,108.0,102.0,,,,92.0,104.0,97.0,,0.362,0.148,0.151,,1.48,0.94,,-1.43,,95.5,91.7,,,76.9,0.27,0.541,0.357,0.183,0.314,0.206,,,,,,,0.264,0.396,0.161,112.0,96.0,101.0,126.0,104.0,112.0,0.302,0.037,1.4,-4.54,88.7,86.3,0.202,0.327,0.361,0.412,0.706,0.185
4,2024-04-20,747135,Single,single,False,671739,543135,Michael Harris II,Nathan Eovaldi,1,503be459-f0ee-40b4-a551-54820b9d8268,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,102.0,101.0,102.0,73.0,108.0,102.0,,,,92.0,104.0,97.0,,0.362,0.148,0.151,,1.48,0.94,,-1.43,,95.5,91.7,,,76.9,0.27,0.541,0.357,0.183,0.314,0.206,,,,,,,0.264,0.396,0.161,112.0,96.0,101.0,126.0,104.0,112.0,0.302,0.037,1.4,-4.54,88.7,86.3,0.202,0.327,0.361,0.412,0.706,0.185
5,2024-04-20,747135,Strikeout,strikeout,True,663586,543135,Austin Riley,Nathan Eovaldi,1,22542319-b8ef-4306-90ad-79478561adc5,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,102.0,101.0,102.0,73.0,108.0,102.0,,,,92.0,104.0,97.0,,0.362,0.148,0.151,,1.48,0.94,,-1.43,,95.5,91.7,,,76.9,0.27,0.541,0.357,0.183,0.314,0.206,,,,,,,0.264,0.396,0.161,112.0,96.0,101.0,126.0,104.0,112.0,0.302,0.037,1.4,-4.54,88.7,86.3,0.202,0.327,0.361,0.412,0.706,0.185
6,2024-04-20,747135,Strikeout,strikeout,True,621566,543135,Matt Olson,Nathan Eovaldi,0,63a2632f-39cd-4fb2-9758-d775f31e8c96,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,102.0,101.0,102.0,73.0,108.0,102.0,,,,92.0,104.0,97.0,,0.362,0.148,0.151,,1.48,0.94,,-1.43,,95.5,91.7,,,76.9,0.27,0.541,0.357,0.183,0.314,0.206,,,,,,,0.264,0.396,0.161,112.0,96.0,101.0,126.0,104.0,112.0,0.302,0.037,1.4,-4.54,88.7,86.3,0.202,0.327,0.361,0.412,0.706,0.185
7,2024-04-20,747135,Walk,walk,False,542303,543135,Marcell Ozuna,Nathan Eovaldi,0,6f9eb249-1472-4dc5-b565-c9ec59806162,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,102.0,101.0,102.0,73.0,108.0,102.0,,,,92.0,104.0,97.0,,0.362,0.148,0.151,,1.48,0.94,,-1.43,,95.5,91.7,,,76.9,0.27,0.541,0.357,0.183,0.314,0.206,,,,,,,0.264,0.396,0.161,112.0,96.0,101.0,126.0,104.0,112.0,0.302,0.037,1.4,-4.54,88.7,86.3,0.202,0.327,0.361,0.412,0.706,0.185
8,2024-04-20,747135,Forceout,force_out,True,606115,543135,Orlando Arcia,Nathan Eovaldi,1,18016c1a-8c0e-40a4-9a29-4916b1e48a36,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,102.0,101.0,102.0,73.0,108.0,102.0,,,,92.0,104.0,97.0,,0.362,0.148,0.151,,1.48,0.94,,-1.43,,95.5,91.7,,,76.9,0.27,0.541,0.357,0.183,0.314,0.206,,,,,,,0.264,0.396,0.161,112.0,96.0,101.0,126.0,104.0,112.0,0.302,0.037,1.4,-4.54,88.7,86.3,0.202,0.327,0.361,0.412,0.706,0.185
9,2024-04-20,747135,Single,single,False,666969,450203,Adolis García,Charlie Morton,0,c842604d-1c52-4490-8983-250b0d700e3a,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.277,0.095,0.412,0.123,-2.02,-1.28,0.73,1.39,0.94,93.8,88.6,85.0,93.4,81.4,0.179,0.256,0.336,0.292,0.563,0.182,0.186,0.302,0.347,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,,,,,,,,,,
