,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,CH%,wFC/C,wKC/C,wCH/C,vFC,vCH,vKC,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff
10,2024-07-01,744914,Walk,walk,False,662139,686613,Daulton Varsho,Hunter Brown,1,ecb81bfd-1f05-4904-9e92-05f1105fc117,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,,,,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,,-0.55,,0.46,1.74,,95.7,,95.5,89.0,,0.192,0.192,0.25,0.272,0.483,0.287,0.268,0.304,0.172,,,,0.28,0.5,0.281,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327
11,2024-07-01,744914,Groundout,field_out,True,672386,686613,Alejandro Kirk,Hunter Brown,1,9a696928-6e75-4b22-9f5f-4f7cf682e784,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,,,,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,,-0.55,,0.46,1.74,,95.7,,95.5,89.0,,0.192,0.192,0.25,0.272,0.483,0.287,0.268,0.304,0.172,,,,0.28,0.5,0.281,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327
12,2024-07-01,744914,Walk,walk,False,676914,686613,Davis Schneider,Hunter Brown,0,9316dcb2-c0db-492c-8f74-98d6e40f6c38,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,,,,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,,-0.55,,0.46,1.74,,95.7,,95.5,89.0,,0.192,0.192,0.25,0.272,0.483,0.287,0.268,0.304,0.172,,,,0.28,0.5,0.281,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327
13,2024-07-01,744914,Pop Out,field_out,True,676391,686613,Ernie Clement,Hunter Brown,0,e48067b0-6775-40c1-b3be-b16addd33aca,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,,,,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,,-0.55,,0.46,1.74,,95.7,,95.5,89.0,,0.192,0.192,0.25,0.272,0.483,0.287,0.268,0.304,0.172,,,,0.28,0.5,0.281,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327
14,2024-07-01,744914,Strikeout,strikeout,True,595281,686613,Kevin Kiermaier,Hunter Brown,0,32652ba4-0939-4aff-a1db-e6ad60cb7dee,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,,,,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,,-0.55,,0.46,1.74,,95.7,,95.5,89.0,,0.192,0.192,0.25,0.272,0.483,0.287,0.268,0.304,0.172,,,,0.28,0.5,0.281,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327
15,2024-07-01,744914,Strikeout,strikeout,True,643289,684320,Mauricio Dubón,Yariel Rodríguez,0,8467013b-add9-4f05-99bd-55d5a020e32e,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-07-01,744914,Lineout,field_out,True,663550,684320,Trey Cabbage,Yariel Rodríguez,0,cb24580d-8680-4b1c-bb0d-4a446e675d1b,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-07-01,744914,Strikeout,strikeout,True,676801,684320,Chas McCormick,Yariel Rodríguez,0,38d7409c-52ec-4cf7-82a0-d381b79d6fa5,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-07-01,744914,Lineout,field_out,True,666182,686613,Bo Bichette,Hunter Brown,0,29ce4a7f-e20b-4e34-b09f-a05670e5f5be,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,,,,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,,-0.55,,0.46,1.74,,95.7,,95.5,89.0,,0.192,0.192,0.25,0.272,0.483,0.287,0.268,0.304,0.172,,,,0.28,0.5,0.281,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327
19,2024-07-01,744914,Pop Out,field_out,True,687462,686613,Spencer Horwitz,Hunter Brown,0,9c839d02-c539-4b29-ba34-b35d71399c4a,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,,,,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,,-0.55,,0.46,1.74,,95.7,,95.5,89.0,,0.192,0.192,0.25,0.272,0.483,0.287,0.268,0.304,0.172,,,,0.28,0.5,0.281,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327
20,2024-07-01,744914,Strikeout,strikeout,True,457759,686613,Justin Turner,Hunter Brown,0,6a22050a-aeae-4801-8054-a77f670dc6ff,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,,,,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,,-0.55,,0.46,1.74,,95.7,,95.5,89.0,,0.192,0.192,0.25,0.272,0.483,0.287,0.268,0.304,0.172,,,,0.28,0.5,0.281,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327
21,2024-07-01,744914,Groundout,field_out,True,608324,684320,Alex Bregman,Yariel Rodríguez,0,b2924aa3-019e-48d8-bfa2-756d7a328851,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-07-01,744914,Strikeout,strikeout,True,676694,684320,Jake Meyers,Yariel Rodríguez,0,599cb792-3bc3-4cc6-a196-db72a8da7021,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-07-01,744914,Groundout,field_out,True,670541,684320,Yordan Alvarez,Yariel Rodríguez,0,b1a88bdb-deb2-43c2-ad0b-8c96e244c1fb,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-07-01,744914,Flyout,field_out,True,543807,686613,George Springer,Hunter Brown,0,ad1965fc-43fd-43c8-895e-53006c216e95,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,,,,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,,-0.55,,0.46,1.74,,95.7,,95.5,89.0,,0.192,0.192,0.25,0.272,0.483,0.287,0.268,0.304,0.172,,,,0.28,0.5,0.281,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327
25,2024-07-01,744914,Pop Out,field_out,True,662139,686613,Daulton Varsho,Hunter Brown,0,db4970ed-b7e6-41b1-a5de-5517844493c4,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,,,,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,,-0.55,,0.46,1.74,,95.7,,95.5,89.0,,0.192,0.192,0.25,0.272,0.483,0.287,0.268,0.304,0.172,,,,0.28,0.5,0.281,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327
26,2024-07-01,744914,Pop Out,field_out,True,672386,686613,Alejandro Kirk,Hunter Brown,0,18c4b442-8811-43bf-94d3-448684e492a5,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,,,,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,,-0.55,,0.46,1.74,,95.7,,95.5,89.0,,0.192,0.192,0.25,0.272,0.483,0.287,0.268,0.304,0.172,,,,0.28,0.5,0.281,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327
27,2024-07-01,744914,Groundout,field_out,True,673237,684320,Yainer Diaz,Yariel Rodríguez,0,b46f7e90-153f-4fbd-a626-95a90786d143,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-07-01,744914,Strikeout,strikeout,True,572138,684320,Jon Singleton,Yariel Rodríguez,0,20bdc2f5-ee2e-4642-9a54-029de2646c36,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-07-01,744914,Home Run,home_run,False,665161,684320,Jeremy Peña,Yariel Rodríguez,0,8d9fb40f-1623-449c-bc5f-016dc6625e3c,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-07-01,744914,Pop Out,field_out,True,643289,684320,Mauricio Dubón,Yariel Rodríguez,0,462c9b5f-0089-46f8-bb78-061fc979d1a8,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
