,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-14,745326,Single,single,False,694384,675921,Nolan Schanuel,Spencer Howard,0,3b21e5e1-1bfc-48cb-b599-25a184fa1ff3,675921.0,spencerhoward,Howard,Right,Spencer Howard,- - -,6.33,4.96,27.0,103.0,87.0,95.0,0.781,8.33,4.67,13.33,1.0,0.85,0.34,0.351,0.149,0.383,0.466,103.0,86.0,83.0,76.0,106.0,97.0,75.0,106.0,96.0,102.0,105.0,101.0,0.513,0.263,0.063,0.161,-1.44,-2.33,-1.72,-1.96,93.9,80.2,85.4,75.7,0.349,0.508,0.201,0.394,0.606,0.338,0.222,0.389,0.323,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-14,745326,Flyout,field_out,True,650859,675921,Luis Rengifo,Spencer Howard,0,03f45708-c677-455f-ba4a-0a55daca4b1a,675921.0,spencerhoward,Howard,Right,Spencer Howard,- - -,6.33,4.96,27.0,103.0,87.0,95.0,0.781,8.33,4.67,13.33,1.0,0.85,0.34,0.351,0.149,0.383,0.466,103.0,86.0,83.0,76.0,106.0,97.0,75.0,106.0,96.0,102.0,105.0,101.0,0.513,0.263,0.063,0.161,-1.44,-2.33,-1.72,-1.96,93.9,80.2,85.4,75.7,0.349,0.508,0.201,0.394,0.606,0.338,0.222,0.389,0.323,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-14,745326,Strikeout,strikeout,True,621493,675921,Taylor Ward,Spencer Howard,0,fd47bf0f-be18-4bcf-b791-977dd5b36a68,675921.0,spencerhoward,Howard,Right,Spencer Howard,- - -,6.33,4.96,27.0,103.0,87.0,95.0,0.781,8.33,4.67,13.33,1.0,0.85,0.34,0.351,0.149,0.383,0.466,103.0,86.0,83.0,76.0,106.0,97.0,75.0,106.0,96.0,102.0,105.0,101.0,0.513,0.263,0.063,0.161,-1.44,-2.33,-1.72,-1.96,93.9,80.2,85.4,75.7,0.349,0.508,0.201,0.394,0.606,0.338,0.222,0.389,0.323,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-14,745326,Flyout,field_out,True,607680,675921,Kevin Pillar,Spencer Howard,0,fd742af8-95ff-401e-add4-448665dd5fb6,675921.0,spencerhoward,Howard,Right,Spencer Howard,- - -,6.33,4.96,27.0,103.0,87.0,95.0,0.781,8.33,4.67,13.33,1.0,0.85,0.34,0.351,0.149,0.383,0.466,103.0,86.0,83.0,76.0,106.0,97.0,75.0,106.0,96.0,102.0,105.0,101.0,0.513,0.263,0.063,0.161,-1.44,-2.33,-1.72,-1.96,93.9,80.2,85.4,75.7,0.349,0.508,0.201,0.394,0.606,0.338,0.222,0.389,0.323,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-14,745326,Strikeout,strikeout,True,596103,542881,Austin Slater,Tyler Anderson,0,7a41a174-8dc7-48c7-ab7a-d9f277065653,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,,,,88.0,99.0,96.0,65.0,57.0,84.0,0.403,0.003,,0.366,-0.19,-4.61,,1.6,89.2,78.7,77.9,,0.239,0.472,0.163,,,,0.18,0.238,0.374,,,,65.0,93.0,79.0,100.0,102.0,98.0,0.038,0.19,-0.14,-2.78,83.8,88.1,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,
5,2024-06-14,745326,Walk,walk,False,671218,542881,Heliot Ramos,Tyler Anderson,0,a8096461-c5f3-4ba7-b095-932a5ccf85c5,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,,,,88.0,99.0,96.0,65.0,57.0,84.0,0.403,0.003,,0.366,-0.19,-4.61,,1.6,89.2,78.7,77.9,,0.239,0.472,0.163,,,,0.18,0.238,0.374,,,,65.0,93.0,79.0,100.0,102.0,98.0,0.038,0.19,-0.14,-2.78,83.8,88.1,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,
6,2024-06-14,745326,Walk,walk,False,672275,542881,Patrick Bailey,Tyler Anderson,1,ecc18afe-c7e3-45ae-89b1-55847be600d5,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,,,,88.0,99.0,96.0,65.0,57.0,84.0,0.403,0.003,,0.366,-0.19,-4.61,,1.6,89.2,78.7,77.9,,0.239,0.472,0.163,,,,0.18,0.238,0.374,,,,65.0,93.0,79.0,100.0,102.0,98.0,0.038,0.19,-0.14,-2.78,83.8,88.1,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,
7,2024-06-14,745326,Pop Out,field_out,True,656305,542881,Matt Chapman,Tyler Anderson,0,47547705-dce0-4dc1-b842-d3e193560dce,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,,,,88.0,99.0,96.0,65.0,57.0,84.0,0.403,0.003,,0.366,-0.19,-4.61,,1.6,89.2,78.7,77.9,,0.239,0.472,0.163,,,,0.18,0.238,0.374,,,,65.0,93.0,79.0,100.0,102.0,98.0,0.038,0.19,-0.14,-2.78,83.8,88.1,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,
8,2024-06-14,745326,Groundout,field_out,True,527038,542881,Wilmer Flores,Tyler Anderson,0,3beeba27-e154-48b1-aef3-f453213acdd7,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,,,,88.0,99.0,96.0,65.0,57.0,84.0,0.403,0.003,,0.366,-0.19,-4.61,,1.6,89.2,78.7,77.9,,0.239,0.472,0.163,,,,0.18,0.238,0.374,,,,65.0,93.0,79.0,100.0,102.0,98.0,0.038,0.19,-0.14,-2.78,83.8,88.1,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,
9,2024-06-14,745326,Single,single,False,681351,675921,Logan O'Hoppe,Spencer Howard,0,08b99e11-8036-41d1-8fb3-a219ac79a08c,675921.0,spencerhoward,Howard,Right,Spencer Howard,- - -,6.33,4.96,27.0,103.0,87.0,95.0,0.781,8.33,4.67,13.33,1.0,0.85,0.34,0.351,0.149,0.383,0.466,103.0,86.0,83.0,76.0,106.0,97.0,75.0,106.0,96.0,102.0,105.0,101.0,0.513,0.263,0.063,0.161,-1.44,-2.33,-1.72,-1.96,93.9,80.2,85.4,75.7,0.349,0.508,0.201,0.394,0.606,0.338,0.222,0.389,0.323,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
