,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-23,746614,Pop Out,field_out,True,663837,675540,Matt Vierling,Xzavion Curry,0,3c46a7e1-3f3c-49ca-b7c4-20f6824b0352,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,CLE,4.98,6.26,21.2,105.0,89.0,105.0,0.844,5.4,1.66,9.55,2.08,0.41,0.2,0.32,0.067,0.427,0.483,77.0,100.0,103.0,80.0,109.0,113.0,80.0,103.0,101.0,103.0,105.0,108.0,0.503,0.408,0.072,0.017,-0.33,0.01,-7.05,9.11,92.4,88.1,85.1,75.6,0.273,0.455,0.226,0.273,0.515,0.189,0.222,0.889,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-23,746614,Single,single,False,690993,675540,Colt Keith,Xzavion Curry,0,559af634-d670-44fe-a47e-bf9f8f87e1c5,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,CLE,4.98,6.26,21.2,105.0,89.0,105.0,0.844,5.4,1.66,9.55,2.08,0.41,0.2,0.32,0.067,0.427,0.483,77.0,100.0,103.0,80.0,109.0,113.0,80.0,103.0,101.0,103.0,105.0,108.0,0.503,0.408,0.072,0.017,-0.33,0.01,-7.05,9.11,92.4,88.1,85.1,75.6,0.273,0.455,0.226,0.273,0.515,0.189,0.222,0.889,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-23,746614,Pop Out,field_out,True,669234,675540,Justyn-Henry Malloy,Xzavion Curry,0,42da009b-06fe-43ad-b20f-1130e855e476,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,CLE,4.98,6.26,21.2,105.0,89.0,105.0,0.844,5.4,1.66,9.55,2.08,0.41,0.2,0.32,0.067,0.427,0.483,77.0,100.0,103.0,80.0,109.0,113.0,80.0,103.0,101.0,103.0,105.0,108.0,0.503,0.408,0.072,0.017,-0.33,0.01,-7.05,9.11,92.4,88.1,85.1,75.6,0.273,0.455,0.226,0.273,0.515,0.189,0.222,0.889,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-23,746614,Flyout,field_out,True,592192,675540,Mark Canha,Xzavion Curry,0,969dc84a-9612-46ea-866b-4232ccb0dec1,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,CLE,4.98,6.26,21.2,105.0,89.0,105.0,0.844,5.4,1.66,9.55,2.08,0.41,0.2,0.32,0.067,0.427,0.483,77.0,100.0,103.0,80.0,109.0,113.0,80.0,103.0,101.0,103.0,105.0,108.0,0.503,0.408,0.072,0.017,-0.33,0.01,-7.05,9.11,92.4,88.1,85.1,75.6,0.273,0.455,0.226,0.273,0.515,0.189,0.222,0.889,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-23,746614,Walk,walk,False,680757,663947,Steven Kwan,Tyler Holton,0,f701181c-c0ad-470e-ad72-88d8d0583c46,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.07,3.44,55.2,102.0,83.0,98.0,0.768,7.11,1.94,5.98,0.81,1.15,0.204,0.376,0.159,0.274,0.419,63.0,101.0,99.0,104.0,90.0,96.0,80.0,98.0,88.0,114.0,95.0,104.0,0.139,0.168,0.014,0.208,4.11,2.42,2.42,-1.02,92.1,83.4,81.2,79.1,0.103,0.103,0.407,0.074,0.074,0.261,,,,75.0,103.0,94.0,85.0,106.0,101.0,0.214,0.257,2.84,1.03,88.1,91.7,0.196,0.412,0.105,0.302,0.472,0.278,0.158,0.184,0.2,,,,,,,,,
5,2024-07-23,746614,Pop Out,field_out,True,682657,663947,Angel Martínez,Tyler Holton,0,13533c7a-b5cf-4c40-8a04-b70daf7c60c6,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.07,3.44,55.2,102.0,83.0,98.0,0.768,7.11,1.94,5.98,0.81,1.15,0.204,0.376,0.159,0.274,0.419,63.0,101.0,99.0,104.0,90.0,96.0,80.0,98.0,88.0,114.0,95.0,104.0,0.139,0.168,0.014,0.208,4.11,2.42,2.42,-1.02,92.1,83.4,81.2,79.1,0.103,0.103,0.407,0.074,0.074,0.261,,,,75.0,103.0,94.0,85.0,106.0,101.0,0.214,0.257,2.84,1.03,88.1,91.7,0.196,0.412,0.105,0.302,0.472,0.278,0.158,0.184,0.2,,,,,,,,,
6,2024-07-23,746614,Strikeout,strikeout,True,608070,663947,José Ramírez,Tyler Holton,0,65e48bfd-c4aa-4f61-bc7f-881c7c760063,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.07,3.44,55.2,102.0,83.0,98.0,0.768,7.11,1.94,5.98,0.81,1.15,0.204,0.376,0.159,0.274,0.419,63.0,101.0,99.0,104.0,90.0,96.0,80.0,98.0,88.0,114.0,95.0,104.0,0.139,0.168,0.014,0.208,4.11,2.42,2.42,-1.02,92.1,83.4,81.2,79.1,0.103,0.103,0.407,0.074,0.074,0.261,,,,75.0,103.0,94.0,85.0,106.0,101.0,0.214,0.257,2.84,1.03,88.1,91.7,0.196,0.412,0.105,0.302,0.472,0.278,0.158,0.184,0.2,,,,,,,,,
7,2024-07-23,746614,Flyout,field_out,True,681807,663947,David Fry,Tyler Holton,0,5481d2f5-63f8-4a91-b0ba-bd69770b37fc,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.07,3.44,55.2,102.0,83.0,98.0,0.768,7.11,1.94,5.98,0.81,1.15,0.204,0.376,0.159,0.274,0.419,63.0,101.0,99.0,104.0,90.0,96.0,80.0,98.0,88.0,114.0,95.0,104.0,0.139,0.168,0.014,0.208,4.11,2.42,2.42,-1.02,92.1,83.4,81.2,79.1,0.103,0.103,0.407,0.074,0.074,0.261,,,,75.0,103.0,94.0,85.0,106.0,101.0,0.214,0.257,2.84,1.03,88.1,91.7,0.196,0.412,0.105,0.302,0.472,0.278,0.158,0.184,0.2,,,,,,,,,
8,2024-07-23,746614,Flyout,field_out,True,672761,675540,Wenceel Pérez,Xzavion Curry,0,f847d4fd-3756-4dcd-a210-915498ec0adc,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,CLE,4.98,6.26,21.2,105.0,89.0,105.0,0.844,5.4,1.66,9.55,2.08,0.41,0.2,0.32,0.067,0.427,0.483,77.0,100.0,103.0,80.0,109.0,113.0,80.0,103.0,101.0,103.0,105.0,108.0,0.503,0.408,0.072,0.017,-0.33,0.01,-7.05,9.11,92.4,88.1,85.1,75.6,0.273,0.455,0.226,0.273,0.515,0.189,0.222,0.889,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-23,746614,Strikeout,strikeout,True,628451,675540,Andy Ibáñez,Xzavion Curry,0,f12573c1-43b4-438e-aa31-aad10db987e2,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,CLE,4.98,6.26,21.2,105.0,89.0,105.0,0.844,5.4,1.66,9.55,2.08,0.41,0.2,0.32,0.067,0.427,0.483,77.0,100.0,103.0,80.0,109.0,113.0,80.0,103.0,101.0,103.0,105.0,108.0,0.503,0.408,0.072,0.017,-0.33,0.01,-7.05,9.11,92.4,88.1,85.1,75.6,0.273,0.455,0.226,0.273,0.515,0.189,0.222,0.889,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
