,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vCH,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-13,746811,Strikeout,strikeout,True,663697,676979,Jonathan India,Garrett Crochet,0,078cf12a-8bd2-4255-ad03-37f722cec3bf,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-13,746811,Strikeout,strikeout,True,668715,676979,Spencer Steer,Garrett Crochet,0,26cf8eba-e867-48e6-8cdc-e8d62c9fc78e,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-13,746811,Strikeout,strikeout,True,687952,676979,Christian Encarnacion-Strand,Garrett Crochet,0,a8e548cd-0579-4627-a202-6d497a171e0a,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-13,746811,Strikeout,strikeout,True,543257,666157,Robbie Grossman,Nick Lodolo,0,25fe18ac-6cb5-4f63-bf17-f3390e77beba,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,,,,,,,0.45,,,0.165,0.57,,,0.65,94.1,,87.9,,0.221,0.372,0.22,,,,,,,0.2,0.333,0.288,88.0,93.0,101.0,108.0,95.0,92.0,0.107,0.278,-1.02,0.16,94.1,81.5,0.198,0.25,0.455,0.289,0.632,0.182,,,,,,,,,
4,2024-04-13,746811,Groundout,field_out,True,683734,666157,Andrew Vaughn,Nick Lodolo,0,923f51b6-40bf-40b2-b044-ed3a6dac10ea,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,,,,,,,0.45,,,0.165,0.57,,,0.65,94.1,,87.9,,0.221,0.372,0.22,,,,,,,0.2,0.333,0.288,88.0,93.0,101.0,108.0,95.0,92.0,0.107,0.278,-1.02,0.16,94.1,81.5,0.198,0.25,0.455,0.289,0.632,0.182,,,,,,,,,
5,2024-04-13,746811,Strikeout,strikeout,True,657757,666157,Gavin Sheets,Nick Lodolo,0,de7fb6f8-3bd0-4bd4-8255-98f075021511,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,,,,,,,0.45,,,0.165,0.57,,,0.65,94.1,,87.9,,0.221,0.372,0.22,,,,,,,0.2,0.333,0.288,88.0,93.0,101.0,108.0,95.0,92.0,0.107,0.278,-1.02,0.16,94.1,81.5,0.198,0.25,0.455,0.289,0.632,0.182,,,,,,,,,
6,2024-04-13,746811,Double,double,False,600869,676979,Jeimer Candelario,Garrett Crochet,0,27a5f9da-c4c0-4b9d-99ed-f9f8f5fee11a,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-13,746811,Single,single,False,656413,676979,Stuart Fairchild,Garrett Crochet,1,da5d0456-18f4-4ec2-bec1-47314b31aa15,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-13,746811,Strikeout,strikeout,True,682829,676979,Elly De La Cruz,Garrett Crochet,0,e1318513-9435-4b38-a02e-4f724bb8a4bb,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-13,746811,Walk,walk,False,669289,676979,Santiago Espinal,Garrett Crochet,1,0649517f-8efe-43c7-914e-1717d4619fc0,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,
