,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SI_ba,SI_slg,SI_whiff
0,2024-06-29,747186,Strikeout,strikeout,True,668709,668678,JJ Bleday,Zac Gallen,0,07dc0b8b-a138-4078-b81a-08c60d72b0e1,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,101.0,95.0,97.0,132.0,80.0,80.0,102.0,101.0,100.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.494,0.031,0.092,0.273,0.108,-0.54,-1.0,-0.99,-0.07,2.38,-0.12,93.4,90.4,86.7,94.7,86.4,80.6,0.287,0.463,0.141,0.163,0.239,0.382,0.282,0.462,0.23,0.286,0.476,0.304,0.25,1.0,0.4,,,,,,,,,
1,2024-06-29,747186,Groundout,field_out,True,609280,668678,Miguel Andujar,Zac Gallen,0,89ca372b-6bc2-4917-878c-57469e4fd977,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,101.0,95.0,97.0,132.0,80.0,80.0,102.0,101.0,100.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.494,0.031,0.092,0.273,0.108,-0.54,-1.0,-0.99,-0.07,2.38,-0.12,93.4,90.4,86.7,94.7,86.4,80.6,0.287,0.463,0.141,0.163,0.239,0.382,0.282,0.462,0.23,0.286,0.476,0.304,0.25,1.0,0.4,,,,,,,,,
2,2024-06-29,747186,Single,single,False,667670,668678,Brent Rooker,Zac Gallen,0,43f45ca6-18bc-44b8-89d9-f4c33c0d59dc,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,101.0,95.0,97.0,132.0,80.0,80.0,102.0,101.0,100.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.494,0.031,0.092,0.273,0.108,-0.54,-1.0,-0.99,-0.07,2.38,-0.12,93.4,90.4,86.7,94.7,86.4,80.6,0.287,0.463,0.141,0.163,0.239,0.382,0.282,0.462,0.23,0.286,0.476,0.304,0.25,1.0,0.4,,,,,,,,,
3,2024-06-29,747186,Forceout,force_out,True,669127,668678,Shea Langeliers,Zac Gallen,1,72806e1e-fb33-4155-a3ab-504fa948f5a2,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,101.0,95.0,97.0,132.0,80.0,80.0,102.0,101.0,100.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.494,0.031,0.092,0.273,0.108,-0.54,-1.0,-0.99,-0.07,2.38,-0.12,93.4,90.4,86.7,94.7,86.4,80.6,0.287,0.463,0.141,0.163,0.239,0.382,0.282,0.462,0.23,0.286,0.476,0.304,0.25,1.0,0.4,,,,,,,,,
4,2024-06-29,747186,Groundout,field_out,True,606466,663687,Ketel Marte,Hogan Harris,0,f0e29e99-e911-4926-a96a-8176ec3e8725,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,118.0,93.0,99.0,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,,,,0.583,,0.116,,0.156,-0.49,,,-2.85,,0.81,93.2,,81.0,,79.3,,0.283,0.485,0.173,0.259,0.296,0.304,0.154,0.192,0.273,0.25,0.536,0.222,,,,57.0,98.0,101.0,0.146,-0.4,72.7,,,
5,2024-06-29,747186,Lineout,field_out,True,677942,663687,Blaze Alexander,Hogan Harris,0,74cda0d8-2ccb-4a93-900e-b327f58dd9e0,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,118.0,93.0,99.0,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,,,,0.583,,0.116,,0.156,-0.49,,,-2.85,,0.81,93.2,,81.0,,79.3,,0.283,0.485,0.173,0.259,0.296,0.304,0.154,0.192,0.273,0.25,0.536,0.222,,,,57.0,98.0,101.0,0.146,-0.4,72.7,,,
6,2024-06-29,747186,Single,single,False,666971,663687,Lourdes Gurriel Jr.,Hogan Harris,0,314379eb-d112-4535-bfeb-4ef5396029cf,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,118.0,93.0,99.0,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,,,,0.583,,0.116,,0.156,-0.49,,,-2.85,,0.81,93.2,,81.0,,79.3,,0.283,0.485,0.173,0.259,0.296,0.304,0.154,0.192,0.273,0.25,0.536,0.222,,,,57.0,98.0,101.0,0.146,-0.4,72.7,,,
7,2024-06-29,747186,Double,double,False,572233,663687,Christian Walker,Hogan Harris,1,4b17d6b5-8f65-4498-8811-f53f7ac24005,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,118.0,93.0,99.0,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,,,,0.583,,0.116,,0.156,-0.49,,,-2.85,,0.81,93.2,,81.0,,79.3,,0.283,0.485,0.173,0.259,0.296,0.304,0.154,0.192,0.273,0.25,0.536,0.222,,,,57.0,98.0,101.0,0.146,-0.4,72.7,,,
8,2024-06-29,747186,Pop Out,field_out,True,545341,663687,Randal Grichuk,Hogan Harris,0,d51245dc-04d5-450c-b95b-3ea03c2fec6d,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,118.0,93.0,99.0,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,,,,0.583,,0.116,,0.156,-0.49,,,-2.85,,0.81,93.2,,81.0,,79.3,,0.283,0.485,0.173,0.259,0.296,0.304,0.154,0.192,0.273,0.25,0.536,0.222,,,,57.0,98.0,101.0,0.146,-0.4,72.7,,,
9,2024-06-29,747186,Walk,walk,False,691016,668678,Tyler Soderstrom,Zac Gallen,0,869857ef-e208-4de6-ab76-53d46f26a921,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,101.0,95.0,97.0,132.0,80.0,80.0,102.0,101.0,100.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.494,0.031,0.092,0.273,0.108,-0.54,-1.0,-0.99,-0.07,2.38,-0.12,93.4,90.4,86.7,94.7,86.4,80.6,0.287,0.463,0.141,0.163,0.239,0.382,0.282,0.462,0.23,0.286,0.476,0.304,0.25,1.0,0.4,,,,,,,,,
