,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
11,2024-09-13,746744,Flyout,field_out,True,805779,676979,Jacob Wilson,Garrett Crochet,0,36dc8e26-0367-4bab-900f-8b7fe154d0a7,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.78,2.95,138.0,103.0,102.0,103.0,0.697,12.72,2.09,7.7,1.17,1.24,0.26,0.395,0.174,0.341,0.459,66.0,101.0,101.0,104.0,104.0,103.0,126.0,82.0,84.0,138.0,101.0,106.0,94.0,104.0,103.0,0.009,0.545,0.289,0.099,0.059,1.67,-0.26,0.76,-2.58,-0.09,97.1,91.5,90.9,97.0,84.2,0.198,0.298,0.316,0.273,0.465,0.32,0.226,0.585,0.42,0.171,0.286,0.321,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,
12,2024-09-13,746744,Flyout,field_out,True,686676,669620,Korey Lee,Brady Basso,0,0e908a72-4bd4-4679-82e7-c6c087c2af4f,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.23,3.07,14.2,108.0,87.0,102.0,0.742,6.75,1.23,6.75,0.61,1.27,0.262,0.429,0.143,0.31,0.468,83.0,99.0,86.0,83.0,108.0,104.0,52.0,88.0,85.0,,,,103.0,115.0,109.0,0.03,0.443,0.172,,0.103,2.84,0.62,-0.9,,5.53,92.4,88.2,86.6,92.3,,0.208,0.375,0.184,0.2,0.2,0.308,,,,0.143,0.143,0.167,,,,82.0,113.0,107.0,0.251,0.58,76.4,0.235,0.235,0.429,,,,,,,,,
13,2024-09-13,746744,Strikeout,strikeout,True,666150,669620,Dominic Fletcher,Brady Basso,0,a777f36f-09dc-4213-9a3a-fe0815315907,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.23,3.07,14.2,108.0,87.0,102.0,0.742,6.75,1.23,6.75,0.61,1.27,0.262,0.429,0.143,0.31,0.468,83.0,99.0,86.0,83.0,108.0,104.0,52.0,88.0,85.0,,,,103.0,115.0,109.0,0.03,0.443,0.172,,0.103,2.84,0.62,-0.9,,5.53,92.4,88.2,86.6,92.3,,0.208,0.375,0.184,0.2,0.2,0.308,,,,0.143,0.143,0.167,,,,82.0,113.0,107.0,0.251,0.58,76.4,0.235,0.235,0.429,,,,,,,,,
14,2024-09-13,746744,Flyout,field_out,True,678246,669620,Miguel Vargas,Brady Basso,0,18c53660-375e-432b-bf65-7b25a8a67dd3,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.23,3.07,14.2,108.0,87.0,102.0,0.742,6.75,1.23,6.75,0.61,1.27,0.262,0.429,0.143,0.31,0.468,83.0,99.0,86.0,83.0,108.0,104.0,52.0,88.0,85.0,,,,103.0,115.0,109.0,0.03,0.443,0.172,,0.103,2.84,0.62,-0.9,,5.53,92.4,88.2,86.6,92.3,,0.208,0.375,0.184,0.2,0.2,0.308,,,,0.143,0.143,0.167,,,,82.0,113.0,107.0,0.251,0.58,76.4,0.235,0.235,0.429,,,,,,,,,
15,2024-09-13,746744,Lineout,field_out,True,663527,676979,Tyler Nevin,Garrett Crochet,0,061042d4-059c-469c-be1a-4b1369446c05,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.78,2.95,138.0,103.0,102.0,103.0,0.697,12.72,2.09,7.7,1.17,1.24,0.26,0.395,0.174,0.341,0.459,66.0,101.0,101.0,104.0,104.0,103.0,126.0,82.0,84.0,138.0,101.0,106.0,94.0,104.0,103.0,0.009,0.545,0.289,0.099,0.059,1.67,-0.26,0.76,-2.58,-0.09,97.1,91.5,90.9,97.0,84.2,0.198,0.298,0.316,0.273,0.465,0.32,0.226,0.585,0.42,0.171,0.286,0.321,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,
16,2024-09-13,746744,Flyout,field_out,True,680474,676979,Max Schuemann,Garrett Crochet,0,c03212d0-d7ef-4204-b6dc-58cf36c3b884,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.78,2.95,138.0,103.0,102.0,103.0,0.697,12.72,2.09,7.7,1.17,1.24,0.26,0.395,0.174,0.341,0.459,66.0,101.0,101.0,104.0,104.0,103.0,126.0,82.0,84.0,138.0,101.0,106.0,94.0,104.0,103.0,0.009,0.545,0.289,0.099,0.059,1.67,-0.26,0.76,-2.58,-0.09,97.1,91.5,90.9,97.0,84.2,0.198,0.298,0.316,0.273,0.465,0.32,0.226,0.585,0.42,0.171,0.286,0.321,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,
17,2024-09-13,746744,Strikeout,strikeout,True,671732,676979,Lawrence Butler,Garrett Crochet,0,d5013d37-b08e-4ec0-b9e8-217336b8cad2,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.78,2.95,138.0,103.0,102.0,103.0,0.697,12.72,2.09,7.7,1.17,1.24,0.26,0.395,0.174,0.341,0.459,66.0,101.0,101.0,104.0,104.0,103.0,126.0,82.0,84.0,138.0,101.0,106.0,94.0,104.0,103.0,0.009,0.545,0.289,0.099,0.059,1.67,-0.26,0.76,-2.58,-0.09,97.1,91.5,90.9,97.0,84.2,0.198,0.298,0.316,0.273,0.465,0.32,0.226,0.585,0.42,0.171,0.286,0.321,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,
18,2024-09-13,746744,Single,single,False,676070,669620,Jacob Amaya,Brady Basso,0,01a2a375-0c78-4b2c-b447-231f32f17f86,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.23,3.07,14.2,108.0,87.0,102.0,0.742,6.75,1.23,6.75,0.61,1.27,0.262,0.429,0.143,0.31,0.468,83.0,99.0,86.0,83.0,108.0,104.0,52.0,88.0,85.0,,,,103.0,115.0,109.0,0.03,0.443,0.172,,0.103,2.84,0.62,-0.9,,5.53,92.4,88.2,86.6,92.3,,0.208,0.375,0.184,0.2,0.2,0.308,,,,0.143,0.143,0.167,,,,82.0,113.0,107.0,0.251,0.58,76.4,0.235,0.235,0.429,,,,,,,,,
19,2024-09-13,746744,Flyout,field_out,True,682868,669620,Bryan Ramos,Brady Basso,0,98be6640-873d-4d20-8cde-07dca21196ce,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.23,3.07,14.2,108.0,87.0,102.0,0.742,6.75,1.23,6.75,0.61,1.27,0.262,0.429,0.143,0.31,0.468,83.0,99.0,86.0,83.0,108.0,104.0,52.0,88.0,85.0,,,,103.0,115.0,109.0,0.03,0.443,0.172,,0.103,2.84,0.62,-0.9,,5.53,92.4,88.2,86.6,92.3,,0.208,0.375,0.184,0.2,0.2,0.308,,,,0.143,0.143,0.167,,,,82.0,113.0,107.0,0.251,0.58,76.4,0.235,0.235,0.429,,,,,,,,,
20,2024-09-13,746744,Flyout,field_out,True,673357,669620,Luis Robert Jr.,Brady Basso,0,781ef03b-a711-4733-8df9-c59d94505b8b,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.23,3.07,14.2,108.0,87.0,102.0,0.742,6.75,1.23,6.75,0.61,1.27,0.262,0.429,0.143,0.31,0.468,83.0,99.0,86.0,83.0,108.0,104.0,52.0,88.0,85.0,,,,103.0,115.0,109.0,0.03,0.443,0.172,,0.103,2.84,0.62,-0.9,,5.53,92.4,88.2,86.6,92.3,,0.208,0.375,0.184,0.2,0.2,0.308,,,,0.143,0.143,0.167,,,,82.0,113.0,107.0,0.251,0.58,76.4,0.235,0.235,0.429,,,,,,,,,
21,2024-09-13,746744,Groundout,field_out,True,643217,669620,Andrew Benintendi,Brady Basso,0,d8603427-bcd7-4178-91d4-6e4f029d2c3f,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.23,3.07,14.2,108.0,87.0,102.0,0.742,6.75,1.23,6.75,0.61,1.27,0.262,0.429,0.143,0.31,0.468,83.0,99.0,86.0,83.0,108.0,104.0,52.0,88.0,85.0,,,,103.0,115.0,109.0,0.03,0.443,0.172,,0.103,2.84,0.62,-0.9,,5.53,92.4,88.2,86.6,92.3,,0.208,0.375,0.184,0.2,0.2,0.308,,,,0.143,0.143,0.167,,,,82.0,113.0,107.0,0.251,0.58,76.4,0.235,0.235,0.429,,,,,,,,,
22,2024-09-13,746744,Flyout,field_out,True,667670,676979,Brent Rooker,Garrett Crochet,0,f1dce344-e534-4ec7-a027-a7663c080b3d,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.78,2.95,138.0,103.0,102.0,103.0,0.697,12.72,2.09,7.7,1.17,1.24,0.26,0.395,0.174,0.341,0.459,66.0,101.0,101.0,104.0,104.0,103.0,126.0,82.0,84.0,138.0,101.0,106.0,94.0,104.0,103.0,0.009,0.545,0.289,0.099,0.059,1.67,-0.26,0.76,-2.58,-0.09,97.1,91.5,90.9,97.0,84.2,0.198,0.298,0.316,0.273,0.465,0.32,0.226,0.585,0.42,0.171,0.286,0.321,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,
23,2024-09-13,746744,Flyout,field_out,True,669127,676979,Shea Langeliers,Garrett Crochet,0,960ec782-4df6-4f74-95d6-b1fd1d57c8ad,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.78,2.95,138.0,103.0,102.0,103.0,0.697,12.72,2.09,7.7,1.17,1.24,0.26,0.395,0.174,0.341,0.459,66.0,101.0,101.0,104.0,104.0,103.0,126.0,82.0,84.0,138.0,101.0,106.0,94.0,104.0,103.0,0.009,0.545,0.289,0.099,0.059,1.67,-0.26,0.76,-2.58,-0.09,97.1,91.5,90.9,97.0,84.2,0.198,0.298,0.316,0.273,0.465,0.32,0.226,0.585,0.42,0.171,0.286,0.321,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,
24,2024-09-13,746744,Single,single,False,663662,676979,Daz Cameron,Garrett Crochet,0,e1ec6bc4-87c0-44e6-ac17-27c6a2d1b050,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.78,2.95,138.0,103.0,102.0,103.0,0.697,12.72,2.09,7.7,1.17,1.24,0.26,0.395,0.174,0.341,0.459,66.0,101.0,101.0,104.0,104.0,103.0,126.0,82.0,84.0,138.0,101.0,106.0,94.0,104.0,103.0,0.009,0.545,0.289,0.099,0.059,1.67,-0.26,0.76,-2.58,-0.09,97.1,91.5,90.9,97.0,84.2,0.198,0.298,0.316,0.273,0.465,0.32,0.226,0.585,0.42,0.171,0.286,0.321,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,
25,2024-09-13,746744,Double,double,False,680869,676979,Zack Gelof,Garrett Crochet,1,00c63596-e2da-419d-bffd-675193be9d10,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.78,2.95,138.0,103.0,102.0,103.0,0.697,12.72,2.09,7.7,1.17,1.24,0.26,0.395,0.174,0.341,0.459,66.0,101.0,101.0,104.0,104.0,103.0,126.0,82.0,84.0,138.0,101.0,106.0,94.0,104.0,103.0,0.009,0.545,0.289,0.099,0.059,1.67,-0.26,0.76,-2.58,-0.09,97.1,91.5,90.9,97.0,84.2,0.198,0.298,0.316,0.273,0.465,0.32,0.226,0.585,0.42,0.171,0.286,0.321,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,
26,2024-09-13,746744,Strikeout,strikeout,True,668709,676979,JJ Bleday,Garrett Crochet,0,9de9123c-98bb-49b5-9284-2790a6b253f2,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.78,2.95,138.0,103.0,102.0,103.0,0.697,12.72,2.09,7.7,1.17,1.24,0.26,0.395,0.174,0.341,0.459,66.0,101.0,101.0,104.0,104.0,103.0,126.0,82.0,84.0,138.0,101.0,106.0,94.0,104.0,103.0,0.009,0.545,0.289,0.099,0.059,1.67,-0.26,0.76,-2.58,-0.09,97.1,91.5,90.9,97.0,84.2,0.198,0.298,0.316,0.273,0.465,0.32,0.226,0.585,0.42,0.171,0.286,0.321,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,
27,2024-09-13,746744,Groundout,field_out,True,683734,669620,Andrew Vaughn,Brady Basso,0,ed881100-66eb-46d8-9b1e-81e56e36f0ca,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.23,3.07,14.2,108.0,87.0,102.0,0.742,6.75,1.23,6.75,0.61,1.27,0.262,0.429,0.143,0.31,0.468,83.0,99.0,86.0,83.0,108.0,104.0,52.0,88.0,85.0,,,,103.0,115.0,109.0,0.03,0.443,0.172,,0.103,2.84,0.62,-0.9,,5.53,92.4,88.2,86.6,92.3,,0.208,0.375,0.184,0.2,0.2,0.308,,,,0.143,0.143,0.167,,,,82.0,113.0,107.0,0.251,0.58,76.4,0.235,0.235,0.429,,,,,,,,,
28,2024-09-13,746744,Groundout,field_out,True,672820,669620,Lenyn Sosa,Brady Basso,0,87a23bb1-9d57-4468-b6e1-8d37cbb3be57,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.23,3.07,14.2,108.0,87.0,102.0,0.742,6.75,1.23,6.75,0.61,1.27,0.262,0.429,0.143,0.31,0.468,83.0,99.0,86.0,83.0,108.0,104.0,52.0,88.0,85.0,,,,103.0,115.0,109.0,0.03,0.443,0.172,,0.103,2.84,0.62,-0.9,,5.53,92.4,88.2,86.6,92.3,,0.208,0.375,0.184,0.2,0.2,0.308,,,,0.143,0.143,0.167,,,,82.0,113.0,107.0,0.251,0.58,76.4,0.235,0.235,0.429,,,,,,,,,
29,2024-09-13,746744,Groundout,field_out,True,686676,669620,Korey Lee,Brady Basso,0,20cd5b70-8c97-484e-9cd7-796d86c15843,669620.0,bradybasso,Basso,Left,Brady Basso,OAK,1.23,3.07,14.2,108.0,87.0,102.0,0.742,6.75,1.23,6.75,0.61,1.27,0.262,0.429,0.143,0.31,0.468,83.0,99.0,86.0,83.0,108.0,104.0,52.0,88.0,85.0,,,,103.0,115.0,109.0,0.03,0.443,0.172,,0.103,2.84,0.62,-0.9,,5.53,92.4,88.2,86.6,92.3,,0.208,0.375,0.184,0.2,0.2,0.308,,,,0.143,0.143,0.167,,,,82.0,113.0,107.0,0.251,0.58,76.4,0.235,0.235,0.429,,,,,,,,,
30,2024-09-13,746744,Flyout,field_out,True,805779,681402,Jacob Wilson,Gus Varland,0,ffebe3f4-6b32-4fc7-a728-288ac1b3d461,681402.0,gusvarland,Varland,Right,Gus Varland,- - -,3.26,4.45,19.1,105.0,115.0,113.0,0.756,9.31,2.79,11.17,0.93,1.05,0.271,0.424,0.102,0.254,0.468,74.0,83.0,80.0,121.0,106.0,113.0,120.0,133.0,139.0,110.0,106.0,116.0,,,,0.029,0.535,,0.394,0.041,1.3,,6.32,-3.26,-2.08,95.1,,89.2,94.9,88.6,0.278,0.333,0.244,,,,,,,0.25,0.25,0.2,,,,,,,,,,,,,0.351,0.541,0.268,,,,,,
31,2024-09-13,746744,Single,single,False,663527,681402,Tyler Nevin,Gus Varland,0,095f1cab-a60e-4ba3-b255-dc660f45e293,681402.0,gusvarland,Varland,Right,Gus Varland,- - -,3.26,4.45,19.1,105.0,115.0,113.0,0.756,9.31,2.79,11.17,0.93,1.05,0.271,0.424,0.102,0.254,0.468,74.0,83.0,80.0,121.0,106.0,113.0,120.0,133.0,139.0,110.0,106.0,116.0,,,,0.029,0.535,,0.394,0.041,1.3,,6.32,-3.26,-2.08,95.1,,89.2,94.9,88.6,0.278,0.333,0.244,,,,,,,0.25,0.25,0.2,,,,,,,,,,,,,0.351,0.541,0.268,,,,,,
32,2024-09-13,746744,Lineout,field_out,True,680474,681402,Max Schuemann,Gus Varland,0,0c8f2395-cbca-462e-96c7-8c7983292e0e,681402.0,gusvarland,Varland,Right,Gus Varland,- - -,3.26,4.45,19.1,105.0,115.0,113.0,0.756,9.31,2.79,11.17,0.93,1.05,0.271,0.424,0.102,0.254,0.468,74.0,83.0,80.0,121.0,106.0,113.0,120.0,133.0,139.0,110.0,106.0,116.0,,,,0.029,0.535,,0.394,0.041,1.3,,6.32,-3.26,-2.08,95.1,,89.2,94.9,88.6,0.278,0.333,0.244,,,,,,,0.25,0.25,0.2,,,,,,,,,,,,,0.351,0.541,0.268,,,,,,
33,2024-09-13,746744,Single,single,False,671732,681402,Lawrence Butler,Gus Varland,1,3d241205-1fe1-4fe5-ae14-f780c2fc917d,681402.0,gusvarland,Varland,Right,Gus Varland,- - -,3.26,4.45,19.1,105.0,115.0,113.0,0.756,9.31,2.79,11.17,0.93,1.05,0.271,0.424,0.102,0.254,0.468,74.0,83.0,80.0,121.0,106.0,113.0,120.0,133.0,139.0,110.0,106.0,116.0,,,,0.029,0.535,,0.394,0.041,1.3,,6.32,-3.26,-2.08,95.1,,89.2,94.9,88.6,0.278,0.333,0.244,,,,,,,0.25,0.25,0.2,,,,,,,,,,,,,0.351,0.541,0.268,,,,,,
34,2024-09-13,746744,Single,single,False,667670,681402,Brent Rooker,Gus Varland,1,811dd7eb-7ded-459a-9dde-812fb2f5b809,681402.0,gusvarland,Varland,Right,Gus Varland,- - -,3.26,4.45,19.1,105.0,115.0,113.0,0.756,9.31,2.79,11.17,0.93,1.05,0.271,0.424,0.102,0.254,0.468,74.0,83.0,80.0,121.0,106.0,113.0,120.0,133.0,139.0,110.0,106.0,116.0,,,,0.029,0.535,,0.394,0.041,1.3,,6.32,-3.26,-2.08,95.1,,89.2,94.9,88.6,0.278,0.333,0.244,,,,,,,0.25,0.25,0.2,,,,,,,,,,,,,0.351,0.541,0.268,,,,,,
