,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-12,747012,Strikeout,strikeout,True,518934,700249,DJ LeMahieu,Cade Povich,0,b79ca7d5-2ad6-4d0e-abc6-740c09945b52,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,
1,2024-07-12,747012,Single,single,False,665742,700249,Juan Soto,Cade Povich,0,e7777175-203a-4a78-84c1-2532e30c8c5c,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,
2,2024-07-12,747012,Walk,walk,False,592450,700249,Aaron Judge,Cade Povich,1,ed225253-274f-4bbc-8fd3-4b88dc515f3c,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,
3,2024-07-12,747012,Flyout,field_out,True,700250,700249,Ben Rice,Cade Povich,0,c220df1b-676f-4de4-b984-1bd5a6253564,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,
4,2024-07-12,747012,Walk,walk,False,650402,700249,Gleyber Torres,Cade Povich,1,2f8e0081-2510-475d-8b65-cf2830905e0d,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,
5,2024-07-12,747012,Groundout,field_out,True,657077,700249,Alex Verdugo,Cade Povich,0,64b6dd56-fcef-4594-b3f9-9b50ae0d840c,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,
6,2024-07-12,747012,Single,single,False,683002,543037,Gunnar Henderson,Gerrit Cole,0,5529fd2d-c813-4a01-ad17-74ce36857a01,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,4.6,4.07,29.1,99.0,112.0,104.0,0.763,10.43,3.07,9.51,1.84,0.66,0.305,0.378,0.171,0.268,0.417,75.0,89.0,90.0,,,,115.0,94.0,100.0,,,,129.0,105.0,109.0,103.0,107.0,107.0,,0.465,0.235,0.099,,0.044,-1.96,0.19,,0.46,,-10.98,95.9,91.2,88.0,,88.2,,0.268,0.536,0.22,0.105,0.158,0.294,0.25,0.333,0.357,0.308,0.462,0.25,1.0,2.333,0.3,,,,109.0,100.0,110.0,0.157,4.0,83.4
7,2024-07-12,747012,Walk,walk,False,668939,543037,Adley Rutschman,Gerrit Cole,1,7a021a0f-c661-4c19-b25e-afbca084a360,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,4.6,4.07,29.1,99.0,112.0,104.0,0.763,10.43,3.07,9.51,1.84,0.66,0.305,0.378,0.171,0.268,0.417,75.0,89.0,90.0,,,,115.0,94.0,100.0,,,,129.0,105.0,109.0,103.0,107.0,107.0,,0.465,0.235,0.099,,0.044,-1.96,0.19,,0.46,,-10.98,95.9,91.2,88.0,,88.2,,0.268,0.536,0.22,0.105,0.158,0.294,0.25,0.333,0.357,0.308,0.462,0.25,1.0,2.333,0.3,,,,109.0,100.0,110.0,0.157,4.0,83.4
8,2024-07-12,747012,Pop Out,field_out,True,623993,543037,Anthony Santander,Gerrit Cole,0,6f7d2a88-dd78-44ed-82c4-2bcb08bbb10e,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,4.6,4.07,29.1,99.0,112.0,104.0,0.763,10.43,3.07,9.51,1.84,0.66,0.305,0.378,0.171,0.268,0.417,75.0,89.0,90.0,,,,115.0,94.0,100.0,,,,129.0,105.0,109.0,103.0,107.0,107.0,,0.465,0.235,0.099,,0.044,-1.96,0.19,,0.46,,-10.98,95.9,91.2,88.0,,88.2,,0.268,0.536,0.22,0.105,0.158,0.294,0.25,0.333,0.357,0.308,0.462,0.25,1.0,2.333,0.3,,,,109.0,100.0,110.0,0.157,4.0,83.4
9,2024-07-12,747012,Flyout,field_out,True,656811,543037,Ryan O'Hearn,Gerrit Cole,0,d1da63e7-7de6-4516-9760-ac656e6d30d9,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,4.6,4.07,29.1,99.0,112.0,104.0,0.763,10.43,3.07,9.51,1.84,0.66,0.305,0.378,0.171,0.268,0.417,75.0,89.0,90.0,,,,115.0,94.0,100.0,,,,129.0,105.0,109.0,103.0,107.0,107.0,,0.465,0.235,0.099,,0.044,-1.96,0.19,,0.46,,-10.98,95.9,91.2,88.0,,88.2,,0.268,0.536,0.22,0.105,0.158,0.294,0.25,0.333,0.357,0.308,0.462,0.25,1.0,2.333,0.3,,,,109.0,100.0,110.0,0.157,4.0,83.4
