,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,vKC,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff
0,2024-08-06,745141,Walk,walk,False,650490,543243,Yandy Díaz,Sonny Gray,0,1b680cf3-02fd-41bf-bec2-22cea41f4d6f,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,
1,2024-08-06,745141,Home Run,home_run,False,664040,543243,Brandon Lowe,Sonny Gray,1,adb46f3d-55d9-4855-8195-b84508f26537,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,
2,2024-08-06,745141,Field Error,field_error,False,666624,543243,Christopher Morel,Sonny Gray,0,ce2afbee-398b-4ee4-b45f-0ddc0f8cc798,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,
3,2024-08-06,745141,Flyout,field_out,True,666139,543243,Josh Lowe,Sonny Gray,0,a7ea957d-2030-4aa0-a81f-62aa666d0615,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,
4,2024-08-06,745141,Forceout,force_out,True,642350,543243,Jose Siri,Sonny Gray,1,ca6ac47f-ed23-4fb9-978b-527342c4c6b3,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,
5,2024-08-06,745141,Groundout,field_out,True,676609,543243,José Caballero,Sonny Gray,1,23ac5304-cfea-4a9e-9906-66c8019046c9,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,
6,2024-08-06,745141,Double,double,False,691026,605488,Masyn Winn,Jeffrey Springs,0,19540adf-d987-4904-aed5-7a75b6cc3333,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,,,,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,,,,0.002,0.42,0.019,0.24,,,0.319,-1.0,-2.47,-3.49,3.59,,,-2.5,89.8,85.1,79.5,89.8,82.3,,,0.0,0.0,0.571,,,,0.244,0.512,0.18,,,,,,,0.375,0.5,0.466,0.133,0.133,0.255
7,2024-08-06,745141,Groundout,field_out,True,502054,605488,Tommy Pham,Jeffrey Springs,1,f66c2a5d-2b55-4dcc-af09-22c745c2f931,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,,,,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,,,,0.002,0.42,0.019,0.24,,,0.319,-1.0,-2.47,-3.49,3.59,,,-2.5,89.8,85.1,79.5,89.8,82.3,,,0.0,0.0,0.571,,,,0.244,0.512,0.18,,,,,,,0.375,0.5,0.466,0.133,0.133,0.255
8,2024-08-06,745141,Walk,walk,False,575929,605488,Willson Contreras,Jeffrey Springs,0,ca6a0545-b2b7-458b-a8d0-e85622c89695,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,,,,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,,,,0.002,0.42,0.019,0.24,,,0.319,-1.0,-2.47,-3.49,3.59,,,-2.5,89.8,85.1,79.5,89.8,82.3,,,0.0,0.0,0.571,,,,0.244,0.512,0.18,,,,,,,0.375,0.5,0.466,0.133,0.133,0.255
9,2024-08-06,745141,Walk,walk,False,502671,605488,Paul Goldschmidt,Jeffrey Springs,1,cab1a560-6f80-4c59-a3b3-c4202431fa12,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,,,,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,,,,0.002,0.42,0.019,0.24,,,0.319,-1.0,-2.47,-3.49,3.59,,,-2.5,89.8,85.1,79.5,89.8,82.3,,,0.0,0.0,0.571,,,,0.244,0.512,0.18,,,,,,,0.375,0.5,0.466,0.133,0.133,0.255
