,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-08-29,747159,Groundout,field_out,True,578428,669194,Jose Iglesias,Ryne Nelson,0,0111bfca-d022-43eb-8fcb-5cc8949ed339,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,111.0,112.0,110.0,77.0,105.0,95.0,0.553,0.184,0.101,0.063,0.1,0.65,-0.58,-0.98,1.49,-2.62,95.1,91.3,83.0,84.3,78.0,0.254,0.42,0.195,0.307,0.491,0.143,0.322,0.627,0.195,0.245,0.367,0.153,0.161,0.226,0.14,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,
11,2024-08-29,747159,Single,single,False,605137,656849,Josh Bell,David Peterson,0,12c77ebb-4443-45a6-99ac-6a43e27b572c,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,,,,0.252,,0.186,0.073,0.169,-0.31,,-1.49,0.21,0.25,93.1,,84.7,85.2,79.0,0.254,0.31,0.236,,,,0.16,0.26,0.294,0.27,0.432,0.326,0.174,0.348,0.25,,,,103.0,96.0,94.0,0.32,1.7,92.0,0.264,0.376,0.139,,,,,,,,,
12,2024-08-29,747159,Grounded Into DP,grounded_into_double_play,True,664983,656849,Jake McCarthy,David Peterson,1,91e4bf4c-011c-4f60-a014-01effca493ba,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,,,,0.252,,0.186,0.073,0.169,-0.31,,-1.49,0.21,0.25,93.1,,84.7,85.2,79.0,0.254,0.31,0.236,,,,0.16,0.26,0.294,0.27,0.432,0.326,0.174,0.348,0.25,,,,103.0,96.0,94.0,0.32,1.7,92.0,0.264,0.376,0.139,,,,,,,,,
13,2024-08-29,747159,Walk,walk,False,553993,656849,Eugenio Suárez,David Peterson,0,09bd558e-3716-4bee-a158-1305f9d244f9,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,,,,0.252,,0.186,0.073,0.169,-0.31,,-1.49,0.21,0.25,93.1,,84.7,85.2,79.0,0.254,0.31,0.236,,,,0.16,0.26,0.294,0.27,0.432,0.326,0.174,0.348,0.25,,,,103.0,96.0,94.0,0.32,1.7,92.0,0.264,0.376,0.139,,,,,,,,,
14,2024-08-29,747159,Strikeout,strikeout,True,682998,656849,Corbin Carroll,David Peterson,0,b24bbeae-9cf2-4b46-87a7-82d2c484065c,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,,,,0.252,,0.186,0.073,0.169,-0.31,,-1.49,0.21,0.25,93.1,,84.7,85.2,79.0,0.254,0.31,0.236,,,,0.16,0.26,0.294,0.27,0.432,0.326,0.174,0.348,0.25,,,,103.0,96.0,94.0,0.32,1.7,92.0,0.264,0.376,0.139,,,,,,,,,
15,2024-08-29,747159,Single,single,False,643446,669194,Jeff McNeil,Ryne Nelson,0,f54080a1-bc01-415d-ae39-77b097332755,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,111.0,112.0,110.0,77.0,105.0,95.0,0.553,0.184,0.101,0.063,0.1,0.65,-0.58,-0.98,1.49,-2.62,95.1,91.3,83.0,84.3,78.0,0.254,0.42,0.195,0.307,0.491,0.143,0.322,0.627,0.195,0.245,0.367,0.153,0.161,0.226,0.14,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,
16,2024-08-29,747159,Grounded Into DP,grounded_into_double_play,True,620443,669194,Luis Torrens,Ryne Nelson,1,22017eb7-b78e-4095-8a15-0b3ffb887529,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,111.0,112.0,110.0,77.0,105.0,95.0,0.553,0.184,0.101,0.063,0.1,0.65,-0.58,-0.98,1.49,-2.62,95.1,91.3,83.0,84.3,78.0,0.254,0.42,0.195,0.307,0.491,0.143,0.322,0.627,0.195,0.245,0.367,0.153,0.161,0.226,0.14,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,
17,2024-08-29,747159,Strikeout,strikeout,True,596019,669194,Francisco Lindor,Ryne Nelson,0,769bc7f4-f929-47bc-b71b-232be38763cf,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,111.0,112.0,110.0,77.0,105.0,95.0,0.553,0.184,0.101,0.063,0.1,0.65,-0.58,-0.98,1.49,-2.62,95.1,91.3,83.0,84.3,78.0,0.254,0.42,0.195,0.307,0.491,0.143,0.322,0.627,0.195,0.245,0.367,0.153,0.161,0.226,0.14,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,
18,2024-08-29,747159,Groundout,field_out,True,621028,656849,Kevin Newman,David Peterson,0,ab391cff-41b3-4140-8f9e-f66526e02826,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,,,,0.252,,0.186,0.073,0.169,-0.31,,-1.49,0.21,0.25,93.1,,84.7,85.2,79.0,0.254,0.31,0.236,,,,0.16,0.26,0.294,0.27,0.432,0.326,0.174,0.348,0.25,,,,103.0,96.0,94.0,0.32,1.7,92.0,0.264,0.376,0.139,,,,,,,,,
19,2024-08-29,747159,Groundout,field_out,True,645444,656849,Jose Herrera,David Peterson,0,71fed980-3beb-46df-8ce7-33ac33fbd7e5,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,,,,0.252,,0.186,0.073,0.169,-0.31,,-1.49,0.21,0.25,93.1,,84.7,85.2,79.0,0.254,0.31,0.236,,,,0.16,0.26,0.294,0.27,0.432,0.326,0.174,0.348,0.25,,,,103.0,96.0,94.0,0.32,1.7,92.0,0.264,0.376,0.139,,,,,,,,,
20,2024-08-29,747159,Walk,walk,False,672695,656849,Geraldo Perdomo,David Peterson,0,71c3f0af-b269-4276-8ae5-9f05ed38ae0c,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,,,,0.252,,0.186,0.073,0.169,-0.31,,-1.49,0.21,0.25,93.1,,84.7,85.2,79.0,0.254,0.31,0.236,,,,0.16,0.26,0.294,0.27,0.432,0.326,0.174,0.348,0.25,,,,103.0,96.0,94.0,0.32,1.7,92.0,0.264,0.376,0.139,,,,,,,,,
21,2024-08-29,747159,Home Run,home_run,False,545341,656849,Randal Grichuk,David Peterson,1,be06553e-896f-4905-bbb2-dadcb4cc950e,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,,,,0.252,,0.186,0.073,0.169,-0.31,,-1.49,0.21,0.25,93.1,,84.7,85.2,79.0,0.254,0.31,0.236,,,,0.16,0.26,0.294,0.27,0.432,0.326,0.174,0.348,0.25,,,,103.0,96.0,94.0,0.32,1.7,92.0,0.264,0.376,0.139,,,,,,,,,
22,2024-08-29,747159,Single,single,False,666971,656849,Lourdes Gurriel Jr.,David Peterson,0,e13b74b7-602f-4ed2-ace5-dd3a67db56b6,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,,,,0.252,,0.186,0.073,0.169,-0.31,,-1.49,0.21,0.25,93.1,,84.7,85.2,79.0,0.254,0.31,0.236,,,,0.16,0.26,0.294,0.27,0.432,0.326,0.174,0.348,0.25,,,,103.0,96.0,94.0,0.32,1.7,92.0,0.264,0.376,0.139,,,,,,,,,
23,2024-08-29,747159,Forceout,force_out,True,605137,656849,Josh Bell,David Peterson,1,58bae027-4212-4fc9-8aa6-fb297efd8dae,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,,,,0.252,,0.186,0.073,0.169,-0.31,,-1.49,0.21,0.25,93.1,,84.7,85.2,79.0,0.254,0.31,0.236,,,,0.16,0.26,0.294,0.27,0.432,0.326,0.174,0.348,0.25,,,,103.0,96.0,94.0,0.32,1.7,92.0,0.264,0.376,0.139,,,,,,,,,
24,2024-08-29,747159,Groundout,field_out,True,516782,669194,Starling Marte,Ryne Nelson,0,024ea532-59a3-4627-9edf-229277fb2288,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,111.0,112.0,110.0,77.0,105.0,95.0,0.553,0.184,0.101,0.063,0.1,0.65,-0.58,-0.98,1.49,-2.62,95.1,91.3,83.0,84.3,78.0,0.254,0.42,0.195,0.307,0.491,0.143,0.322,0.627,0.195,0.245,0.367,0.153,0.161,0.226,0.14,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,
25,2024-08-29,747159,Single,single,False,607043,669194,Brandon Nimmo,Ryne Nelson,0,da60e8f1-7a2c-4c68-923b-232f3fce786a,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,111.0,112.0,110.0,77.0,105.0,95.0,0.553,0.184,0.101,0.063,0.1,0.65,-0.58,-0.98,1.49,-2.62,95.1,91.3,83.0,84.3,78.0,0.254,0.42,0.195,0.307,0.491,0.143,0.322,0.627,0.195,0.245,0.367,0.153,0.161,0.226,0.14,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,
26,2024-08-29,747159,Strikeout,strikeout,True,624413,669194,Pete Alonso,Ryne Nelson,1,d9251a59-8a9b-4be9-a6df-3312c2f56286,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,111.0,112.0,110.0,77.0,105.0,95.0,0.553,0.184,0.101,0.063,0.1,0.65,-0.58,-0.98,1.49,-2.62,95.1,91.3,83.0,84.3,78.0,0.254,0.42,0.195,0.307,0.491,0.143,0.322,0.627,0.195,0.245,0.367,0.153,0.161,0.226,0.14,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,
27,2024-08-29,747159,Strikeout,strikeout,True,608385,669194,Jesse Winker,Ryne Nelson,0,97ab31f8-e314-4ea7-a9bb-346efe3bcb85,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,111.0,112.0,110.0,77.0,105.0,95.0,0.553,0.184,0.101,0.063,0.1,0.65,-0.58,-0.98,1.49,-2.62,95.1,91.3,83.0,84.3,78.0,0.254,0.42,0.195,0.307,0.491,0.143,0.322,0.627,0.195,0.245,0.367,0.153,0.161,0.226,0.14,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,
28,2024-08-29,747159,Single,single,False,664983,656849,Jake McCarthy,David Peterson,0,912b4fe1-8f59-4099-a99a-4a65eda70dfb,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,,,,0.252,,0.186,0.073,0.169,-0.31,,-1.49,0.21,0.25,93.1,,84.7,85.2,79.0,0.254,0.31,0.236,,,,0.16,0.26,0.294,0.27,0.432,0.326,0.174,0.348,0.25,,,,103.0,96.0,94.0,0.32,1.7,92.0,0.264,0.376,0.139,,,,,,,,,
29,2024-08-29,747159,Flyout,field_out,True,553993,656849,Eugenio Suárez,David Peterson,0,fa71c840-8314-4880-98d0-f71fd4ff6d46,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,,,,0.252,,0.186,0.073,0.169,-0.31,,-1.49,0.21,0.25,93.1,,84.7,85.2,79.0,0.254,0.31,0.236,,,,0.16,0.26,0.294,0.27,0.432,0.326,0.174,0.348,0.25,,,,103.0,96.0,94.0,0.32,1.7,92.0,0.264,0.376,0.139,,,,,,,,,
30,2024-08-29,747159,Strikeout,strikeout,True,682998,656849,Corbin Carroll,David Peterson,0,03a6e508-c5ab-4d52-9c8d-ec5a5e56d625,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,,,,0.252,,0.186,0.073,0.169,-0.31,,-1.49,0.21,0.25,93.1,,84.7,85.2,79.0,0.254,0.31,0.236,,,,0.16,0.26,0.294,0.27,0.432,0.326,0.174,0.348,0.25,,,,103.0,96.0,94.0,0.32,1.7,92.0,0.264,0.376,0.139,,,,,,,,,
31,2024-08-29,747159,Pickoff 1B,pickoff_1b,True,621028,656849,Kevin Newman,David Peterson,0,9a3748ab-d984-427d-9e4e-31534c83e0cc,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,,,,0.252,,0.186,0.073,0.169,-0.31,,-1.49,0.21,0.25,93.1,,84.7,85.2,79.0,0.254,0.31,0.236,,,,0.16,0.26,0.294,0.27,0.432,0.326,0.174,0.348,0.25,,,,103.0,96.0,94.0,0.32,1.7,92.0,0.264,0.376,0.139,,,,,,,,,
32,2024-08-29,747159,Lineout,field_out,True,502110,669194,J.D. Martinez,Ryne Nelson,0,ca694452-4405-4ba9-b420-1cc5c3948e98,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,111.0,112.0,110.0,77.0,105.0,95.0,0.553,0.184,0.101,0.063,0.1,0.65,-0.58,-0.98,1.49,-2.62,95.1,91.3,83.0,84.3,78.0,0.254,0.42,0.195,0.307,0.491,0.143,0.322,0.627,0.195,0.245,0.367,0.153,0.161,0.226,0.14,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,
