,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-07-24,746611,Flyout,field_out,True,672761,676440,Wenceel Pérez,Tanner Bibee,0,6154cdcd-2dc4-4ecd-8885-ce0182917d43,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.5,3.49,115.2,104.0,102.0,106.0,0.762,10.12,2.41,7.39,1.09,0.83,0.285,0.38,0.134,0.285,0.448,85.0,102.0,111.0,119.0,111.0,113.0,94.0,102.0,99.0,116.0,104.0,112.0,0.001,0.443,0.266,0.118,0.173,-1.25,-3.39,1.87,-0.53,1.24,94.6,82.4,92.5,86.2,81.5,0.297,0.523,0.208,0.122,0.214,0.352,0.213,0.348,0.293,0.186,0.4,0.239,,,,,,,,,,,,,,,,,,,,,
1,2024-07-24,746611,Groundout,field_out,True,690993,676440,Colt Keith,Tanner Bibee,0,2d31b17b-c516-4d15-99f3-95cd6108eb1e,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.5,3.49,115.2,104.0,102.0,106.0,0.762,10.12,2.41,7.39,1.09,0.83,0.285,0.38,0.134,0.285,0.448,85.0,102.0,111.0,119.0,111.0,113.0,94.0,102.0,99.0,116.0,104.0,112.0,0.001,0.443,0.266,0.118,0.173,-1.25,-3.39,1.87,-0.53,1.24,94.6,82.4,92.5,86.2,81.5,0.297,0.523,0.208,0.122,0.214,0.352,0.213,0.348,0.293,0.186,0.4,0.239,,,,,,,,,,,,,,,,,,,,,
2,2024-07-24,746611,Home Run,home_run,False,663837,676440,Matt Vierling,Tanner Bibee,0,566910f6-a957-4674-bcfd-ed2e9b2bbe7b,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.5,3.49,115.2,104.0,102.0,106.0,0.762,10.12,2.41,7.39,1.09,0.83,0.285,0.38,0.134,0.285,0.448,85.0,102.0,111.0,119.0,111.0,113.0,94.0,102.0,99.0,116.0,104.0,112.0,0.001,0.443,0.266,0.118,0.173,-1.25,-3.39,1.87,-0.53,1.24,94.6,82.4,92.5,86.2,81.5,0.297,0.523,0.208,0.122,0.214,0.352,0.213,0.348,0.293,0.186,0.4,0.239,,,,,,,,,,,,,,,,,,,,,
3,2024-07-24,746611,Strikeout,strikeout,True,682985,676440,Riley Greene,Tanner Bibee,0,2b30bab2-f508-4a00-b570-5f715cee90be,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.5,3.49,115.2,104.0,102.0,106.0,0.762,10.12,2.41,7.39,1.09,0.83,0.285,0.38,0.134,0.285,0.448,85.0,102.0,111.0,119.0,111.0,113.0,94.0,102.0,99.0,116.0,104.0,112.0,0.001,0.443,0.266,0.118,0.173,-1.25,-3.39,1.87,-0.53,1.24,94.6,82.4,92.5,86.2,81.5,0.297,0.523,0.208,0.122,0.214,0.352,0.213,0.348,0.293,0.186,0.4,0.239,,,,,,,,,,,,,,,,,,,,,
4,2024-07-24,746611,Groundout,field_out,True,680757,656427,Steven Kwan,Jack Flaherty,0,2e2b73b9-db6d-455a-b31a-2e34d4b95407,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,2.95,2.95,106.2,104.0,96.0,104.0,0.7,11.22,1.6,7.0,1.27,1.21,0.219,0.458,0.162,0.312,0.381,94.0,82.0,78.0,,,,96.0,106.0,104.0,95.0,105.0,107.0,0.024,0.441,0.314,,0.032,0.96,-6.68,1.07,,-0.52,93.5,85.9,90.6,84.8,,0.22,0.358,0.251,0.195,0.406,0.389,0.143,0.429,0.133,0.175,0.206,0.44,70.0,86.0,72.0,103.0,104.0,108.0,0.189,1.94,77.5,0.75,1.5,0.3,,,,,,,,,
5,2024-07-24,746611,Lineout,field_out,True,682657,656427,Angel Martínez,Jack Flaherty,0,13224622-4e9a-4e2f-8f19-9c6d239f3493,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,2.95,2.95,106.2,104.0,96.0,104.0,0.7,11.22,1.6,7.0,1.27,1.21,0.219,0.458,0.162,0.312,0.381,94.0,82.0,78.0,,,,96.0,106.0,104.0,95.0,105.0,107.0,0.024,0.441,0.314,,0.032,0.96,-6.68,1.07,,-0.52,93.5,85.9,90.6,84.8,,0.22,0.358,0.251,0.195,0.406,0.389,0.143,0.429,0.133,0.175,0.206,0.44,70.0,86.0,72.0,103.0,104.0,108.0,0.189,1.94,77.5,0.75,1.5,0.3,,,,,,,,,
6,2024-07-24,746611,Pop Out,field_out,True,608070,656427,José Ramírez,Jack Flaherty,0,90985839-6b37-4024-a14e-d29b750bca88,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,2.95,2.95,106.2,104.0,96.0,104.0,0.7,11.22,1.6,7.0,1.27,1.21,0.219,0.458,0.162,0.312,0.381,94.0,82.0,78.0,,,,96.0,106.0,104.0,95.0,105.0,107.0,0.024,0.441,0.314,,0.032,0.96,-6.68,1.07,,-0.52,93.5,85.9,90.6,84.8,,0.22,0.358,0.251,0.195,0.406,0.389,0.143,0.429,0.133,0.175,0.206,0.44,70.0,86.0,72.0,103.0,104.0,108.0,0.189,1.94,77.5,0.75,1.5,0.3,,,,,,,,,
7,2024-07-24,746611,Strikeout,strikeout,True,592192,676440,Mark Canha,Tanner Bibee,0,9c89955b-e3fc-495b-848e-6d9022373f3a,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.5,3.49,115.2,104.0,102.0,106.0,0.762,10.12,2.41,7.39,1.09,0.83,0.285,0.38,0.134,0.285,0.448,85.0,102.0,111.0,119.0,111.0,113.0,94.0,102.0,99.0,116.0,104.0,112.0,0.001,0.443,0.266,0.118,0.173,-1.25,-3.39,1.87,-0.53,1.24,94.6,82.4,92.5,86.2,81.5,0.297,0.523,0.208,0.122,0.214,0.352,0.213,0.348,0.293,0.186,0.4,0.239,,,,,,,,,,,,,,,,,,,,,
8,2024-07-24,746611,Flyout,field_out,True,608348,676440,Carson Kelly,Tanner Bibee,0,7602762c-6fda-447b-ac88-e933e61c1532,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.5,3.49,115.2,104.0,102.0,106.0,0.762,10.12,2.41,7.39,1.09,0.83,0.285,0.38,0.134,0.285,0.448,85.0,102.0,111.0,119.0,111.0,113.0,94.0,102.0,99.0,116.0,104.0,112.0,0.001,0.443,0.266,0.118,0.173,-1.25,-3.39,1.87,-0.53,1.24,94.6,82.4,92.5,86.2,81.5,0.297,0.523,0.208,0.122,0.214,0.352,0.213,0.348,0.293,0.186,0.4,0.239,,,,,,,,,,,,,,,,,,,,,
9,2024-07-24,746611,Flyout,field_out,True,656716,676440,Zach McKinstry,Tanner Bibee,0,126ceb0e-23c9-42fc-8d16-a8b129881888,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.5,3.49,115.2,104.0,102.0,106.0,0.762,10.12,2.41,7.39,1.09,0.83,0.285,0.38,0.134,0.285,0.448,85.0,102.0,111.0,119.0,111.0,113.0,94.0,102.0,99.0,116.0,104.0,112.0,0.001,0.443,0.266,0.118,0.173,-1.25,-3.39,1.87,-0.53,1.24,94.6,82.4,92.5,86.2,81.5,0.297,0.523,0.208,0.122,0.214,0.352,0.213,0.348,0.293,0.186,0.4,0.239,,,,,,,,,,,,,,,,,,,,,
