,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-05,747195,Groundout,field_out,True,596103,656756,Austin Slater,Jordan Montgomery,0,b5d5eab3-acbe-47da-94fd-0edb36586d56,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-05,747195,Walk,walk,False,671218,656756,Heliot Ramos,Jordan Montgomery,0,0e8f5e71-15d0-4f3e-a7cc-480fd22838c4,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-05,747195,Single,single,False,642731,656756,Thairo Estrada,Jordan Montgomery,1,6d359de1-4a2d-4c17-81d8-6172d37bdfe6,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-05,747195,Groundout,field_out,True,656305,656756,Matt Chapman,Jordan Montgomery,1,0a8d2e37-2ce9-48d7-9837-d8d62cdf0b47,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-05,747195,Strikeout,strikeout,True,624585,656756,Jorge Soler,Jordan Montgomery,0,1a54b276-fbe5-4fce-b8b8-a1856a93195e,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-05,747195,Single,single,False,682998,663855,Corbin Carroll,Jordan Hicks,0,264554fc-ee78-48e7-9a0c-3f057df90cdc,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,,,,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,0.507,0.052,0.23,,,-3.81,0.19,0.18,,,95.5,,94.4,81.0,,0.337,0.484,0.122,,,,0.263,0.421,0.194,,,,0.145,0.319,0.377,121.0,92.0,106.0,0.21,-0.21,84.2,0.165,0.271,0.399,,,,,,,,,,,,,,,
6,2024-06-05,747195,Strikeout,strikeout,True,677942,663855,Blaze Alexander,Jordan Hicks,1,8e590f7d-af36-442e-a00c-739e8bab4afa,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,,,,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,0.507,0.052,0.23,,,-3.81,0.19,0.18,,,95.5,,94.4,81.0,,0.337,0.484,0.122,,,,0.263,0.421,0.194,,,,0.145,0.319,0.377,121.0,92.0,106.0,0.21,-0.21,84.2,0.165,0.271,0.399,,,,,,,,,,,,,,,
7,2024-06-05,747195,Strikeout,strikeout,True,592626,663855,Joc Pederson,Jordan Hicks,0,62a7b242-1993-41ef-bb17-bd185dc69bb0,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,,,,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,0.507,0.052,0.23,,,-3.81,0.19,0.18,,,95.5,,94.4,81.0,,0.337,0.484,0.122,,,,0.263,0.421,0.194,,,,0.145,0.319,0.377,121.0,92.0,106.0,0.21,-0.21,84.2,0.165,0.271,0.399,,,,,,,,,,,,,,,
8,2024-06-05,747195,Single,single,False,666971,663855,Lourdes Gurriel Jr.,Jordan Hicks,1,53823ba0-61e2-4cc2-925a-0e7a20f570b4,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,,,,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,0.507,0.052,0.23,,,-3.81,0.19,0.18,,,95.5,,94.4,81.0,,0.337,0.484,0.122,,,,0.263,0.421,0.194,,,,0.145,0.319,0.377,121.0,92.0,106.0,0.21,-0.21,84.2,0.165,0.271,0.399,,,,,,,,,,,,,,,
9,2024-06-05,747195,Single,single,False,656976,663855,Pavin Smith,Jordan Hicks,1,b691b89f-9425-42a0-93e5-d66881a4b225,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,,,,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,0.507,0.052,0.23,,,-3.81,0.19,0.18,,,95.5,,94.4,81.0,,0.337,0.484,0.122,,,,0.263,0.421,0.194,,,,0.145,0.319,0.377,121.0,92.0,106.0,0.21,-0.21,84.2,0.165,0.271,0.399,,,,,,,,,,,,,,,
