,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-04,745739,Flyout,field_out,True,663616,661563,Trevor Larnach,Luis Gil,0,be7dac09-ed2e-47dc-b11d-5a68a7e40b3b,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-04,745739,Strikeout,strikeout,True,621043,661563,Carlos Correa,Luis Gil,0,8bf11dd7-fdf5-4c75-85d1-f9bdd2cf5469,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-04,745739,Groundout,field_out,True,669304,661563,Jose Miranda,Luis Gil,0,8a535dcc-b2da-48ad-a197-9de2a528f27e,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-04,745739,Flyout,field_out,True,683011,641927,Anthony Volpe,Bailey Ober,0,a67a31ce-33cb-45af-8446-548c46235ddd,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,82.0,105.0,97.0,74.0,103.0,101.0,0.389,0.128,0.251,-1.08,1.95,1.52,91.9,83.4,80.5,0.307,0.606,0.247,0.173,0.337,0.37,0.098,0.196,0.319,102.0,97.0,101.0,85.0,107.0,103.0,0.22,0.012,0.2,4.25,86.5,76.0,0.256,0.43,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-04,745739,Walk,walk,False,665742,641927,Juan Soto,Bailey Ober,0,5e5d262d-01b8-4bfb-8a61-1455004ba52f,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,82.0,105.0,97.0,74.0,103.0,101.0,0.389,0.128,0.251,-1.08,1.95,1.52,91.9,83.4,80.5,0.307,0.606,0.247,0.173,0.337,0.37,0.098,0.196,0.319,102.0,97.0,101.0,85.0,107.0,103.0,0.22,0.012,0.2,4.25,86.5,76.0,0.256,0.43,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-04,745739,Pop Out,field_out,True,592450,641927,Aaron Judge,Bailey Ober,0,33adfba3-7b31-4f2e-9f35-c43a766f5e81,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,82.0,105.0,97.0,74.0,103.0,101.0,0.389,0.128,0.251,-1.08,1.95,1.52,91.9,83.4,80.5,0.307,0.606,0.247,0.173,0.337,0.37,0.098,0.196,0.319,102.0,97.0,101.0,85.0,107.0,103.0,0.22,0.012,0.2,4.25,86.5,76.0,0.256,0.43,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-04,745739,Pop Out,field_out,True,657077,641927,Alex Verdugo,Bailey Ober,0,555316e3-7420-43b6-9426-985800bff9d6,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,82.0,105.0,97.0,74.0,103.0,101.0,0.389,0.128,0.251,-1.08,1.95,1.52,91.9,83.4,80.5,0.307,0.606,0.247,0.173,0.337,0.37,0.098,0.196,0.319,102.0,97.0,101.0,85.0,107.0,103.0,0.22,0.012,0.2,4.25,86.5,76.0,0.256,0.43,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-04,745739,Flyout,field_out,True,596146,661563,Max Kepler,Luis Gil,0,429ecd5a-c251-4ac7-88d8-3990b4c88f57,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-04,745739,Walk,walk,False,668904,661563,Royce Lewis,Luis Gil,0,24e8211f-6b2c-4386-9304-77b3a92cf106,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-04,745739,Pop Out,field_out,True,666135,661563,Alex Kirilloff,Luis Gil,0,266736e1-88ea-44b2-9422-14b5f332a686,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-06-04,745739,Strikeout,strikeout,True,621439,661563,Byron Buxton,Luis Gil,0,d24fd060-6f17-4293-b321-0108f79f0dad,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-06-04,745739,Flyout,field_out,True,519317,641927,Giancarlo Stanton,Bailey Ober,0,5083c25c-6de3-46f6-90d9-ab45d613bac3,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,82.0,105.0,97.0,74.0,103.0,101.0,0.389,0.128,0.251,-1.08,1.95,1.52,91.9,83.4,80.5,0.307,0.606,0.247,0.173,0.337,0.37,0.098,0.196,0.319,102.0,97.0,101.0,85.0,107.0,103.0,0.22,0.012,0.2,4.25,86.5,76.0,0.256,0.43,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-06-04,745739,Groundout,field_out,True,519203,641927,Anthony Rizzo,Bailey Ober,0,9cf79463-daac-4245-8117-8609787fee69,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,82.0,105.0,97.0,74.0,103.0,101.0,0.389,0.128,0.251,-1.08,1.95,1.52,91.9,83.4,80.5,0.307,0.606,0.247,0.173,0.337,0.37,0.098,0.196,0.319,102.0,97.0,101.0,85.0,107.0,103.0,0.22,0.012,0.2,4.25,86.5,76.0,0.256,0.43,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,
