,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSL/C,wCU/C,vFA,vFC,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-09-11,746908,Groundout,field_out,True,683002,601713,Gunnar Henderson,Nick Pivetta,0,c815f98a-8485-42be-bccb-d099e2ab8680,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.24,3.61,129.1,105.0,133.0,108.0,0.778,10.86,2.23,8.0,1.74,0.67,0.224,0.403,0.132,0.365,0.449,118.0,105.0,104.0,123.0,105.0,109.0,154.0,103.0,111.0,105.0,97.0,82.0,0.483,0.064,0.292,0.161,0.95,-4.87,-0.13,0.26,93.9,88.3,82.7,80.0,0.239,0.393,0.217,0.224,0.434,0.354,0.176,0.431,0.201,0.387,0.903,0.224,0.167,0.458,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-11,746908,Strikeout,strikeout,True,656775,601713,Cedric Mullins,Nick Pivetta,0,97470566-f15b-4a38-a450-c7c128fbe6d7,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.24,3.61,129.1,105.0,133.0,108.0,0.778,10.86,2.23,8.0,1.74,0.67,0.224,0.403,0.132,0.365,0.449,118.0,105.0,104.0,123.0,105.0,109.0,154.0,103.0,111.0,105.0,97.0,82.0,0.483,0.064,0.292,0.161,0.95,-4.87,-0.13,0.26,93.9,88.3,82.7,80.0,0.239,0.393,0.217,0.224,0.434,0.354,0.176,0.431,0.201,0.387,0.903,0.224,0.167,0.458,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-11,746908,Walk,walk,False,623993,601713,Anthony Santander,Nick Pivetta,0,ec122dda-98a2-4eb0-916d-899fe75c6465,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.24,3.61,129.1,105.0,133.0,108.0,0.778,10.86,2.23,8.0,1.74,0.67,0.224,0.403,0.132,0.365,0.449,118.0,105.0,104.0,123.0,105.0,109.0,154.0,103.0,111.0,105.0,97.0,82.0,0.483,0.064,0.292,0.161,0.95,-4.87,-0.13,0.26,93.9,88.3,82.7,80.0,0.239,0.393,0.217,0.224,0.434,0.354,0.176,0.431,0.201,0.387,0.903,0.224,0.167,0.458,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-11,746908,Strikeout,strikeout,True,656811,601713,Ryan O'Hearn,Nick Pivetta,0,5fe79429-8d0a-4291-9463-50a07b5655ba,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.24,3.61,129.1,105.0,133.0,108.0,0.778,10.86,2.23,8.0,1.74,0.67,0.224,0.403,0.132,0.365,0.449,118.0,105.0,104.0,123.0,105.0,109.0,154.0,103.0,111.0,105.0,97.0,82.0,0.483,0.064,0.292,0.161,0.95,-4.87,-0.13,0.26,93.9,88.3,82.7,80.0,0.239,0.393,0.217,0.224,0.434,0.354,0.176,0.431,0.201,0.387,0.903,0.224,0.167,0.458,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-11,746908,Flyout,field_out,True,680776,665152,Jarren Duran,Dean Kremer,0,03cb47dd-0363-4040-b09d-040ae7973af7,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.48,118.2,100.0,87.0,98.0,0.804,8.57,3.72,7.58,1.14,0.98,0.256,0.375,0.235,0.285,0.421,91.0,99.0,97.0,90.0,99.0,98.0,,,,99.0,102.0,98.0,0.324,0.237,,0.114,-0.15,0.71,,0.16,93.3,86.9,,77.0,0.241,0.496,0.231,,,,0.237,0.316,0.165,0.239,0.325,0.233,,,,79.0,105.0,97.0,71.0,99.0,98.0,0.147,0.177,0.24,0.61,84.0,92.3,0.237,0.35,0.071,0.145,0.241,0.353,,,,,,,,,
5,2024-09-11,746908,Groundout,field_out,True,646240,665152,Rafael Devers,Dean Kremer,0,069bb06c-e2f3-4de7-afed-d4294a99c81f,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.48,118.2,100.0,87.0,98.0,0.804,8.57,3.72,7.58,1.14,0.98,0.256,0.375,0.235,0.285,0.421,91.0,99.0,97.0,90.0,99.0,98.0,,,,99.0,102.0,98.0,0.324,0.237,,0.114,-0.15,0.71,,0.16,93.3,86.9,,77.0,0.241,0.496,0.231,,,,0.237,0.316,0.165,0.239,0.325,0.233,,,,79.0,105.0,97.0,71.0,99.0,98.0,0.147,0.177,0.24,0.61,84.0,92.3,0.237,0.35,0.071,0.145,0.241,0.353,,,,,,,,,
6,2024-09-11,746908,Strikeout,strikeout,True,677800,665152,Wilyer Abreu,Dean Kremer,0,26070b55-ec98-430b-9c08-3bea3efe0e4d,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.48,118.2,100.0,87.0,98.0,0.804,8.57,3.72,7.58,1.14,0.98,0.256,0.375,0.235,0.285,0.421,91.0,99.0,97.0,90.0,99.0,98.0,,,,99.0,102.0,98.0,0.324,0.237,,0.114,-0.15,0.71,,0.16,93.3,86.9,,77.0,0.241,0.496,0.231,,,,0.237,0.316,0.165,0.239,0.325,0.233,,,,79.0,105.0,97.0,71.0,99.0,98.0,0.147,0.177,0.24,0.61,84.0,92.3,0.237,0.35,0.071,0.145,0.241,0.353,,,,,,,,,
7,2024-09-11,746908,Groundout,field_out,True,668939,601713,Adley Rutschman,Nick Pivetta,0,b6fedb2c-feac-47d5-92d5-d43edbc6447d,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.24,3.61,129.1,105.0,133.0,108.0,0.778,10.86,2.23,8.0,1.74,0.67,0.224,0.403,0.132,0.365,0.449,118.0,105.0,104.0,123.0,105.0,109.0,154.0,103.0,111.0,105.0,97.0,82.0,0.483,0.064,0.292,0.161,0.95,-4.87,-0.13,0.26,93.9,88.3,82.7,80.0,0.239,0.393,0.217,0.224,0.434,0.354,0.176,0.431,0.201,0.387,0.903,0.224,0.167,0.458,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-11,746908,Triple,triple,False,681297,601713,Colton Cowser,Nick Pivetta,0,ee303c0a-fdd9-4c72-a5e1-a76eb8894598,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.24,3.61,129.1,105.0,133.0,108.0,0.778,10.86,2.23,8.0,1.74,0.67,0.224,0.403,0.132,0.365,0.449,118.0,105.0,104.0,123.0,105.0,109.0,154.0,103.0,111.0,105.0,97.0,82.0,0.483,0.064,0.292,0.161,0.95,-4.87,-0.13,0.26,93.9,88.3,82.7,80.0,0.239,0.393,0.217,0.224,0.434,0.354,0.176,0.431,0.201,0.387,0.903,0.224,0.167,0.458,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-11,746908,Strikeout,strikeout,True,596103,601713,Austin Slater,Nick Pivetta,0,bc48fff1-997b-46bd-aa33-4895c207dcc6,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.24,3.61,129.1,105.0,133.0,108.0,0.778,10.86,2.23,8.0,1.74,0.67,0.224,0.403,0.132,0.365,0.449,118.0,105.0,104.0,123.0,105.0,109.0,154.0,103.0,111.0,105.0,97.0,82.0,0.483,0.064,0.292,0.161,0.95,-4.87,-0.13,0.26,93.9,88.3,82.7,80.0,0.239,0.393,0.217,0.224,0.434,0.354,0.176,0.431,0.201,0.387,0.903,0.224,0.167,0.458,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,
