,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,CH%,wFC/C,wSI/C,wKC/C,wCH/C,vFC,vCH,vSI,vKC,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SI_ba,SI_slg,SI_whiff
10,2024-05-30,745819,Strikeout Double Play,strikeout_double_play,True,656976,681035,Pavin Smith,Christian Scott,1,dda3c59d-8718-4931-8d8e-e3f2a5142e53,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-05-30,745819,Flyout,field_out,True,553993,681035,Eugenio Suárez,Christian Scott,0,f76e3107-506c-4af0-8845-2ab863a4e7d1,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-05-30,745819,Groundout,field_out,True,643446,676714,Jeff McNeil,Brandon Hughes,0,087f6b29-b620-408a-ab12-9a516743d00b,676714.0,brandonhughes,Hughes,Left,Brandon Hughes,ARI,10.29,11.35,14.0,98.0,89.0,96.0,0.748,11.57,4.5,14.79,5.14,0.48,0.255,0.383,0.191,0.362,0.394,75.0,96.0,88.0,104.0,103.0,106.0,,,,0.342,,0.397,-5.23,,-2.75,92.4,,81.2,0.389,1.111,0.182,0.25,0.571,0.46,,,,,,,85.0,93.0,90.0,,,,,,,0.26,,,,,-4.72,,,,,92.4,,,,,,,,,,,,,,,,,0.5,0.833,0.118
13,2024-05-30,745819,Groundout,field_out,True,668901,676714,Mark Vientos,Brandon Hughes,0,f3d3e36d-75ee-4890-a088-2e51dd041710,676714.0,brandonhughes,Hughes,Left,Brandon Hughes,ARI,10.29,11.35,14.0,98.0,89.0,96.0,0.748,11.57,4.5,14.79,5.14,0.48,0.255,0.383,0.191,0.362,0.394,75.0,96.0,88.0,104.0,103.0,106.0,,,,0.342,,0.397,-5.23,,-2.75,92.4,,81.2,0.389,1.111,0.182,0.25,0.571,0.46,,,,,,,85.0,93.0,90.0,,,,,,,0.26,,,,,-4.72,,,,,92.4,,,,,,,,,,,,,,,,,0.5,0.833,0.118
14,2024-05-30,745819,Walk,walk,False,683146,676714,Brett Baty,Brandon Hughes,0,8c477b15-a055-421a-89e1-309c8d56688b,676714.0,brandonhughes,Hughes,Left,Brandon Hughes,ARI,10.29,11.35,14.0,98.0,89.0,96.0,0.748,11.57,4.5,14.79,5.14,0.48,0.255,0.383,0.191,0.362,0.394,75.0,96.0,88.0,104.0,103.0,106.0,,,,0.342,,0.397,-5.23,,-2.75,92.4,,81.2,0.389,1.111,0.182,0.25,0.571,0.46,,,,,,,85.0,93.0,90.0,,,,,,,0.26,,,,,-4.72,,,,,92.4,,,,,,,,,,,,,,,,,0.5,0.833,0.118
15,2024-05-30,745819,Pop Out,field_out,True,553882,676714,Omar Narváez,Brandon Hughes,0,ef9698e4-30d1-49fe-9b35-5d757eda9c20,676714.0,brandonhughes,Hughes,Left,Brandon Hughes,ARI,10.29,11.35,14.0,98.0,89.0,96.0,0.748,11.57,4.5,14.79,5.14,0.48,0.255,0.383,0.191,0.362,0.394,75.0,96.0,88.0,104.0,103.0,106.0,,,,0.342,,0.397,-5.23,,-2.75,92.4,,81.2,0.389,1.111,0.182,0.25,0.571,0.46,,,,,,,85.0,93.0,90.0,,,,,,,0.26,,,,,-4.72,,,,,92.4,,,,,,,,,,,,,,,,,0.5,0.833,0.118
16,2024-05-30,745819,Single,single,False,672515,681035,Gabriel Moreno,Christian Scott,0,f9b2bfe5-bf04-4baf-98b2-3dc29cf55f60,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-05-30,745819,Flyout,field_out,True,621028,681035,Kevin Newman,Christian Scott,0,c3bd32c7-9529-4f75-a794-da1cb11f1553,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-05-30,745819,Walk,walk,False,682998,681035,Corbin Carroll,Christian Scott,1,e12e8d14-ba04-4acb-97b4-db86ac2299d5,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-05-30,745819,Double,double,False,606466,681035,Ketel Marte,Christian Scott,1,056096e5-4fd2-4a42-b2ce-cd6d080b6ba2,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-05-30,745819,Pop Out,field_out,True,592626,681035,Joc Pederson,Christian Scott,0,6af09f49-76ad-4664-ab41-dd2c8d40c99c,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-05-30,745819,Pop Out,field_out,True,572233,681035,Christian Walker,Christian Scott,0,6eea61ad-2ceb-42e1-a6cd-26d449686eeb,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-05-30,745819,Home Run,home_run,False,596019,676714,Francisco Lindor,Brandon Hughes,0,30b6bd09-e615-4645-b0b0-312c20e5e378,676714.0,brandonhughes,Hughes,Left,Brandon Hughes,ARI,10.29,11.35,14.0,98.0,89.0,96.0,0.748,11.57,4.5,14.79,5.14,0.48,0.255,0.383,0.191,0.362,0.394,75.0,96.0,88.0,104.0,103.0,106.0,,,,0.342,,0.397,-5.23,,-2.75,92.4,,81.2,0.389,1.111,0.182,0.25,0.571,0.46,,,,,,,85.0,93.0,90.0,,,,,,,0.26,,,,,-4.72,,,,,92.4,,,,,,,,,,,,,,,,,0.5,0.833,0.118
23,2024-05-30,745819,Strikeout,strikeout,True,621466,676714,DJ Stewart,Brandon Hughes,0,45d65b54-53f9-46fa-a7f9-7b26c5bc8a58,676714.0,brandonhughes,Hughes,Left,Brandon Hughes,ARI,10.29,11.35,14.0,98.0,89.0,96.0,0.748,11.57,4.5,14.79,5.14,0.48,0.255,0.383,0.191,0.362,0.394,75.0,96.0,88.0,104.0,103.0,106.0,,,,0.342,,0.397,-5.23,,-2.75,92.4,,81.2,0.389,1.111,0.182,0.25,0.571,0.46,,,,,,,85.0,93.0,90.0,,,,,,,0.26,,,,,-4.72,,,,,92.4,,,,,,,,,,,,,,,,,0.5,0.833,0.118
24,2024-05-30,745819,Strikeout,strikeout,True,607043,676714,Brandon Nimmo,Brandon Hughes,0,203a3f93-fec2-48c4-a625-17e02458d332,676714.0,brandonhughes,Hughes,Left,Brandon Hughes,ARI,10.29,11.35,14.0,98.0,89.0,96.0,0.748,11.57,4.5,14.79,5.14,0.48,0.255,0.383,0.191,0.362,0.394,75.0,96.0,88.0,104.0,103.0,106.0,,,,0.342,,0.397,-5.23,,-2.75,92.4,,81.2,0.389,1.111,0.182,0.25,0.571,0.46,,,,,,,85.0,93.0,90.0,,,,,,,0.26,,,,,-4.72,,,,,92.4,,,,,,,,,,,,,,,,,0.5,0.833,0.118
25,2024-05-30,745819,Walk,walk,False,502110,679885,J.D. Martinez,Justin Martinez,0,ed4fe1b6-552b-42ef-8ad0-b8da0499db5e,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,1.54,3.27,41.0,101.0,110.0,104.0,0.71,9.88,4.17,6.59,0.22,3.94,0.275,0.402,0.225,0.275,0.428,78.0,94.0,95.0,118.0,100.0,108.0,103.0,108.0,108.0,0.094,0.226,0.218,0.24,1.83,2.47,100.0,89.8,89.5,0.231,0.231,0.306,0.091,0.227,0.492,0.091,0.114,0.486,,,,115.0,101.0,103.0,,,,,,,0.462,,,,,1.03,,,,,100.1,,,,,,,,,,,,,,,,,0.318,0.333,0.203
26,2024-05-30,745819,Single,single,False,516782,679885,Starling Marte,Justin Martinez,1,06376628-d736-4bc5-878a-0542245d575a,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,1.54,3.27,41.0,101.0,110.0,104.0,0.71,9.88,4.17,6.59,0.22,3.94,0.275,0.402,0.225,0.275,0.428,78.0,94.0,95.0,118.0,100.0,108.0,103.0,108.0,108.0,0.094,0.226,0.218,0.24,1.83,2.47,100.0,89.8,89.5,0.231,0.231,0.306,0.091,0.227,0.492,0.091,0.114,0.486,,,,115.0,101.0,103.0,,,,,,,0.462,,,,,1.03,,,,,100.1,,,,,,,,,,,,,,,,,0.318,0.333,0.203
27,2024-05-30,745819,Forceout,force_out,True,643446,679885,Jeff McNeil,Justin Martinez,1,96ca239a-ef0f-4d62-a444-076099830bc5,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,1.54,3.27,41.0,101.0,110.0,104.0,0.71,9.88,4.17,6.59,0.22,3.94,0.275,0.402,0.225,0.275,0.428,78.0,94.0,95.0,118.0,100.0,108.0,103.0,108.0,108.0,0.094,0.226,0.218,0.24,1.83,2.47,100.0,89.8,89.5,0.231,0.231,0.306,0.091,0.227,0.492,0.091,0.114,0.486,,,,115.0,101.0,103.0,,,,,,,0.462,,,,,1.03,,,,,100.1,,,,,,,,,,,,,,,,,0.318,0.333,0.203
28,2024-05-30,745819,Flyout,field_out,True,666971,681035,Lourdes Gurriel Jr.,Christian Scott,0,2aff76d3-297b-4637-afbc-2da4e1b12033,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-05-30,745819,Double,double,False,656976,681035,Pavin Smith,Christian Scott,0,425dfaa0-53ac-4a64-a25f-89915ab69a0c,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-05-30,745819,Strikeout,strikeout,True,553993,681035,Eugenio Suárez,Christian Scott,0,5f5cd42c-74a7-4031-9a45-1e3ad87453ce,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-05-30,745819,Strikeout,strikeout,True,672515,681035,Gabriel Moreno,Christian Scott,0,1db16b3b-34f4-41ea-8756-dc8bbd75fe81,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-05-30,745819,Single,single,False,668901,679885,Mark Vientos,Justin Martinez,0,140f55a2-831a-43f2-8186-6e7a0f9aacd8,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,1.54,3.27,41.0,101.0,110.0,104.0,0.71,9.88,4.17,6.59,0.22,3.94,0.275,0.402,0.225,0.275,0.428,78.0,94.0,95.0,118.0,100.0,108.0,103.0,108.0,108.0,0.094,0.226,0.218,0.24,1.83,2.47,100.0,89.8,89.5,0.231,0.231,0.306,0.091,0.227,0.492,0.091,0.114,0.486,,,,115.0,101.0,103.0,,,,,,,0.462,,,,,1.03,,,,,100.1,,,,,,,,,,,,,,,,,0.318,0.333,0.203
33,2024-05-30,745819,Grounded Into DP,grounded_into_double_play,True,683146,679885,Brett Baty,Justin Martinez,1,4adec00a-4700-4ccd-9fa6-550578fee495,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,1.54,3.27,41.0,101.0,110.0,104.0,0.71,9.88,4.17,6.59,0.22,3.94,0.275,0.402,0.225,0.275,0.428,78.0,94.0,95.0,118.0,100.0,108.0,103.0,108.0,108.0,0.094,0.226,0.218,0.24,1.83,2.47,100.0,89.8,89.5,0.231,0.231,0.306,0.091,0.227,0.492,0.091,0.114,0.486,,,,115.0,101.0,103.0,,,,,,,0.462,,,,,1.03,,,,,100.1,,,,,,,,,,,,,,,,,0.318,0.333,0.203
34,2024-05-30,745819,Groundout,field_out,True,553882,679885,Omar Narváez,Justin Martinez,0,4b6039e2-dc49-475c-9de5-d6dc59c99af5,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,1.54,3.27,41.0,101.0,110.0,104.0,0.71,9.88,4.17,6.59,0.22,3.94,0.275,0.402,0.225,0.275,0.428,78.0,94.0,95.0,118.0,100.0,108.0,103.0,108.0,108.0,0.094,0.226,0.218,0.24,1.83,2.47,100.0,89.8,89.5,0.231,0.231,0.306,0.091,0.227,0.492,0.091,0.114,0.486,,,,115.0,101.0,103.0,,,,,,,0.462,,,,,1.03,,,,,100.1,,,,,,,,,,,,,,,,,0.318,0.333,0.203
35,2024-05-30,745819,Pop Out,field_out,True,621028,681035,Kevin Newman,Christian Scott,0,c4e14a3b-af16-45da-9cbd-54300af2fad8,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2024-05-30,745819,Flyout,field_out,True,682998,681035,Corbin Carroll,Christian Scott,0,2a6a2062-ec06-4a0a-960e-1bc778f26657,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
