,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-09-28,746819,Groundout,field_out,True,663697,543294,Jonathan India,Kyle Hendricks,0,19aec17b-7820-4c4a-9a83-1b830213a867,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.8,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.196,0.288,0.402,108.0,106.0,106.0,87.0,109.0,108.0,59.0,94.0,86.0,97.0,106.0,96.0,0.355,0.127,0.131,0.387,-1.51,-0.77,0.52,-0.72,87.7,80.9,87.6,74.3,0.267,0.409,0.239,0.333,0.493,0.103,0.22,0.3,0.233,0.237,0.553,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-28,746819,Strikeout,strikeout,True,682829,543294,Elly De La Cruz,Kyle Hendricks,0,70c5f09f-c9aa-4a6f-98e1-5d67adc5ecb5,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.8,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.196,0.288,0.402,108.0,106.0,106.0,87.0,109.0,108.0,59.0,94.0,86.0,97.0,106.0,96.0,0.355,0.127,0.131,0.387,-1.51,-0.77,0.52,-0.72,87.7,80.9,87.6,74.3,0.267,0.409,0.239,0.333,0.493,0.103,0.22,0.3,0.233,0.237,0.553,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-28,746819,Single,single,False,663886,543294,Tyler Stephenson,Kyle Hendricks,0,f5584e6a-fdd7-4f95-8ac5-726246174ffd,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.8,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.196,0.288,0.402,108.0,106.0,106.0,87.0,109.0,108.0,59.0,94.0,86.0,97.0,106.0,96.0,0.355,0.127,0.131,0.387,-1.51,-0.77,0.52,-0.72,87.7,80.9,87.6,74.3,0.267,0.409,0.239,0.333,0.493,0.103,0.22,0.3,0.233,0.237,0.553,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-28,746819,Groundout,field_out,True,668715,543294,Spencer Steer,Kyle Hendricks,0,86ea729c-5b44-4071-91af-5e1ec2edcac1,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.8,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.196,0.288,0.402,108.0,106.0,106.0,87.0,109.0,108.0,59.0,94.0,86.0,97.0,106.0,96.0,0.355,0.127,0.131,0.387,-1.51,-0.77,0.52,-0.72,87.7,80.9,87.6,74.3,0.267,0.409,0.239,0.333,0.493,0.103,0.22,0.3,0.233,0.237,0.553,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-28,746819,Groundout,field_out,True,664023,695076,Ian Happ,Rhett Lowder,0,94cec62e-d741-4a94-988b-445b96150b08,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,1.17,4.25,30.2,101.0,92.0,99.0,0.815,6.46,4.11,7.34,0.0,1.06,0.228,0.446,0.141,0.315,0.43,108.0,112.0,111.0,,,,80.0,90.0,84.0,80.0,105.0,100.0,0.259,0.273,,0.195,-0.25,3.18,,1.33,93.5,86.2,92.3,,0.095,0.095,0.19,0.263,0.263,0.063,,,,0.222,0.222,0.278,104.0,100.0,104.0,0.273,0.48,85.0,0.243,0.297,0.267,,,,,,,,,,,,,,,,,,
5,2024-09-28,746819,Walk,walk,False,621020,695076,Dansby Swanson,Rhett Lowder,0,83b5ad70-55e9-40a5-9dfe-695346e51640,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,1.17,4.25,30.2,101.0,92.0,99.0,0.815,6.46,4.11,7.34,0.0,1.06,0.228,0.446,0.141,0.315,0.43,108.0,112.0,111.0,,,,80.0,90.0,84.0,80.0,105.0,100.0,0.259,0.273,,0.195,-0.25,3.18,,1.33,93.5,86.2,92.3,,0.095,0.095,0.19,0.263,0.263,0.063,,,,0.222,0.222,0.278,104.0,100.0,104.0,0.273,0.48,85.0,0.243,0.297,0.267,,,,,,,,,,,,,,,,,,
6,2024-09-28,746819,Flyout,field_out,True,641355,695076,Cody Bellinger,Rhett Lowder,0,e8b9b1b6-808e-4614-b343-bc266a6292b3,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,1.17,4.25,30.2,101.0,92.0,99.0,0.815,6.46,4.11,7.34,0.0,1.06,0.228,0.446,0.141,0.315,0.43,108.0,112.0,111.0,,,,80.0,90.0,84.0,80.0,105.0,100.0,0.259,0.273,,0.195,-0.25,3.18,,1.33,93.5,86.2,92.3,,0.095,0.095,0.19,0.263,0.263,0.063,,,,0.222,0.222,0.278,104.0,100.0,104.0,0.273,0.48,85.0,0.243,0.297,0.267,,,,,,,,,,,,,,,,,,
7,2024-09-28,746819,Single,single,False,673548,695076,Seiya Suzuki,Rhett Lowder,1,fbf7a6a0-607e-414a-a11f-7290dea046d0,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,1.17,4.25,30.2,101.0,92.0,99.0,0.815,6.46,4.11,7.34,0.0,1.06,0.228,0.446,0.141,0.315,0.43,108.0,112.0,111.0,,,,80.0,90.0,84.0,80.0,105.0,100.0,0.259,0.273,,0.195,-0.25,3.18,,1.33,93.5,86.2,92.3,,0.095,0.095,0.19,0.263,0.263,0.063,,,,0.222,0.222,0.278,104.0,100.0,104.0,0.273,0.48,85.0,0.243,0.297,0.267,,,,,,,,,,,,,,,,,,
8,2024-09-28,746819,Strikeout,strikeout,True,683737,695076,Michael Busch,Rhett Lowder,0,4ba134a5-838e-4cbf-9401-ab454d3eada6,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,1.17,4.25,30.2,101.0,92.0,99.0,0.815,6.46,4.11,7.34,0.0,1.06,0.228,0.446,0.141,0.315,0.43,108.0,112.0,111.0,,,,80.0,90.0,84.0,80.0,105.0,100.0,0.259,0.273,,0.195,-0.25,3.18,,1.33,93.5,86.2,92.3,,0.095,0.095,0.19,0.263,0.263,0.063,,,,0.222,0.222,0.278,104.0,100.0,104.0,0.273,0.48,85.0,0.243,0.297,0.267,,,,,,,,,,,,,,,,,,
9,2024-09-28,746819,Groundout,field_out,True,670770,543294,TJ Friedl,Kyle Hendricks,0,376ed2fd-cda9-4ff9-9044-d569b4ff4b40,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.8,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.196,0.288,0.402,108.0,106.0,106.0,87.0,109.0,108.0,59.0,94.0,86.0,97.0,106.0,96.0,0.355,0.127,0.131,0.387,-1.51,-0.77,0.52,-0.72,87.7,80.9,87.6,74.3,0.267,0.409,0.239,0.333,0.493,0.103,0.22,0.3,0.233,0.237,0.553,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
