,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vCH,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-06-07,746785,Flyout,field_out,True,680776,676979,Jarren Duran,Garrett Crochet,0,e053a97b-033d-4452-b45a-6900f5a7d5d5,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
1,2024-06-07,746785,Lineout,field_out,True,608701,676979,Rob Refsnyder,Garrett Crochet,0,d0b1f29a-8a8e-4f3f-9bb2-ac975e3d4344,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
2,2024-06-07,746785,Single,single,False,657136,676979,Connor Wong,Garrett Crochet,0,1e36ff57-7123-4527-945f-075c8f0b50f3,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
3,2024-06-07,746785,Strikeout,strikeout,True,646240,676979,Rafael Devers,Garrett Crochet,0,d4c90d46-5faa-4484-a594-0d7a07c01fe0,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
4,2024-06-07,746785,Groundout,field_out,True,667452,681867,Corey Julks,Cooper Criswell,0,677bdcb8-5fe4-4d4c-a6bc-8edf61658dfd,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,108.0,101.0,99.0,,,,114.0,97.0,99.0,81.0,104.0,92.0,,0.146,0.3,0.287,,0.21,-2.03,0.42,,86.1,84.6,76.9,,,,0.148,0.37,0.379,0.305,0.508,0.195,0.263,0.368,0.189,110.0,113.0,104.0,0.266,1.17,89.3,0.286,0.452,0.059,,,,,,,,,
5,2024-06-07,746785,Lineout,field_out,True,670032,681867,Nicky Lopez,Cooper Criswell,0,9065124d-dfde-4775-b3d9-a14a5e54761e,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,108.0,101.0,99.0,,,,114.0,97.0,99.0,81.0,104.0,92.0,,0.146,0.3,0.287,,0.21,-2.03,0.42,,86.1,84.6,76.9,,,,0.148,0.37,0.379,0.305,0.508,0.195,0.263,0.368,0.189,110.0,113.0,104.0,0.266,1.17,89.3,0.286,0.452,0.059,,,,,,,,,
6,2024-06-07,746785,Home Run,home_run,False,673357,681867,Luis Robert Jr.,Cooper Criswell,0,e37c5b21-4475-4b7b-be61-5b5e94dbe848,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,108.0,101.0,99.0,,,,114.0,97.0,99.0,81.0,104.0,92.0,,0.146,0.3,0.287,,0.21,-2.03,0.42,,86.1,84.6,76.9,,,,0.148,0.37,0.379,0.305,0.508,0.195,0.263,0.368,0.189,110.0,113.0,104.0,0.266,1.17,89.3,0.286,0.452,0.059,,,,,,,,,
7,2024-06-07,746785,Strikeout,strikeout,True,657757,681867,Gavin Sheets,Cooper Criswell,0,c2ed2ec7-88e1-424a-9337-d0e6cc7d0bd4,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,108.0,101.0,99.0,,,,114.0,97.0,99.0,81.0,104.0,92.0,,0.146,0.3,0.287,,0.21,-2.03,0.42,,86.1,84.6,76.9,,,,0.148,0.37,0.379,0.305,0.508,0.195,0.263,0.368,0.189,110.0,113.0,104.0,0.266,1.17,89.3,0.286,0.452,0.059,,,,,,,,,
8,2024-06-07,746785,Flyout,field_out,True,641933,676979,Tyler O'Neill,Garrett Crochet,0,bf200f03-cd31-4b08-8a3f-5a8354194d2c,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
9,2024-06-07,746785,Strikeout,strikeout,True,642197,676979,Jamie Westbrook,Garrett Crochet,0,e0fd816d-463e-480f-885a-b63aca5f5fca,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,
