,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff
0,2024-04-01,746085,Groundout,field_out,True,543685,676974,Anthony Rendon,Max Meyer,0,54c3a7de-9172-4426-9a8c-aaeaa860db10,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,2.12,3.96,17.0,101.0,104.0,104.0,0.676,7.41,1.59,5.82,1.06,1.44,0.191,0.468,0.213,0.319,0.415,90.0,83.0,83.0,84.0,102.0,101.0,82.0,118.0,113.0,122.0,107.0,115.0,0.02,0.34,0.49,0.15,2.38,3.02,1.07,-2.43,94.4,87.1,93.6,88.8,0.182,0.424,0.456,0.182,0.227,0.25,0.167,0.667,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-01,746085,Strikeout,strikeout,True,694384,676974,Nolan Schanuel,Max Meyer,0,fad3ec84-a6a7-4fe5-9c36-4334cc13da2f,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,2.12,3.96,17.0,101.0,104.0,104.0,0.676,7.41,1.59,5.82,1.06,1.44,0.191,0.468,0.213,0.319,0.415,90.0,83.0,83.0,84.0,102.0,101.0,82.0,118.0,113.0,122.0,107.0,115.0,0.02,0.34,0.49,0.15,2.38,3.02,1.07,-2.43,94.4,87.1,93.6,88.8,0.182,0.424,0.456,0.182,0.227,0.25,0.167,0.667,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-01,746085,Strikeout,strikeout,True,545361,676974,Mike Trout,Max Meyer,0,0ba0fd3b-a40b-49fd-9577-23a961c27cd8,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,2.12,3.96,17.0,101.0,104.0,104.0,0.676,7.41,1.59,5.82,1.06,1.44,0.191,0.468,0.213,0.319,0.415,90.0,83.0,83.0,84.0,102.0,101.0,82.0,118.0,113.0,122.0,107.0,115.0,0.02,0.34,0.49,0.15,2.38,3.02,1.07,-2.43,94.4,87.1,93.6,88.8,0.182,0.424,0.456,0.182,0.227,0.25,0.167,0.667,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-01,746085,Walk,walk,False,650333,681217,Luis Arraez,Chase Silseth,0,b1d2f90e-60b6-40fb-a44b-aa9ea8a694a1,681217.0,chasesilseth,Silseth,Right,Chase Silseth,LAA,6.75,6.1,8.0,96.0,103.0,98.0,0.676,13.5,4.5,9.0,3.38,0.5,0.143,0.429,0.143,0.429,0.407,,,,92.0,94.0,91.0,102.0,102.0,92.0,110.0,80.0,90.0,0.09,0.425,0.263,,1.14,-16.85,0.86,,93.7,,93.7,80.0,0.0,0.0,0.444,0.167,0.417,0.313,,,,68.0,92.0,86.0,122.0,123.0,131.0,0.192,0.03,-2.15,0.51,85.7,78.4,0.2,0.467,0.3,1.0,2.0,0.25,,,,,,,,,,,,,,,,,,
4,2024-04-01,746085,Catcher Interference,catcher_interf,False,605137,681217,Josh Bell,Chase Silseth,1,991a41c6-3157-4372-b998-ac588a2cf0ea,681217.0,chasesilseth,Silseth,Right,Chase Silseth,LAA,6.75,6.1,8.0,96.0,103.0,98.0,0.676,13.5,4.5,9.0,3.38,0.5,0.143,0.429,0.143,0.429,0.407,,,,92.0,94.0,91.0,102.0,102.0,92.0,110.0,80.0,90.0,0.09,0.425,0.263,,1.14,-16.85,0.86,,93.7,,93.7,80.0,0.0,0.0,0.444,0.167,0.417,0.313,,,,68.0,92.0,86.0,122.0,123.0,131.0,0.192,0.03,-2.15,0.51,85.7,78.4,0.2,0.467,0.3,1.0,2.0,0.25,,,,,,,,,,,,,,,,,,
5,2024-04-01,746085,Single,single,False,669394,681217,Jake Burger,Chase Silseth,1,70f8d90f-7294-4b4e-b20d-7acdd801f314,681217.0,chasesilseth,Silseth,Right,Chase Silseth,LAA,6.75,6.1,8.0,96.0,103.0,98.0,0.676,13.5,4.5,9.0,3.38,0.5,0.143,0.429,0.143,0.429,0.407,,,,92.0,94.0,91.0,102.0,102.0,92.0,110.0,80.0,90.0,0.09,0.425,0.263,,1.14,-16.85,0.86,,93.7,,93.7,80.0,0.0,0.0,0.444,0.167,0.417,0.313,,,,68.0,92.0,86.0,122.0,123.0,131.0,0.192,0.03,-2.15,0.51,85.7,78.4,0.2,0.467,0.3,1.0,2.0,0.25,,,,,,,,,,,,,,,,,,
6,2024-04-01,746085,Single,single,False,665862,681217,Jazz Chisholm Jr.,Chase Silseth,1,d99e0325-8505-4130-953e-54504ae9b04f,681217.0,chasesilseth,Silseth,Right,Chase Silseth,LAA,6.75,6.1,8.0,96.0,103.0,98.0,0.676,13.5,4.5,9.0,3.38,0.5,0.143,0.429,0.143,0.429,0.407,,,,92.0,94.0,91.0,102.0,102.0,92.0,110.0,80.0,90.0,0.09,0.425,0.263,,1.14,-16.85,0.86,,93.7,,93.7,80.0,0.0,0.0,0.444,0.167,0.417,0.313,,,,68.0,92.0,86.0,122.0,123.0,131.0,0.192,0.03,-2.15,0.51,85.7,78.4,0.2,0.467,0.3,1.0,2.0,0.25,,,,,,,,,,,,,,,,,,
7,2024-04-01,746085,Strikeout,strikeout,True,650559,681217,Bryan De La Cruz,Chase Silseth,0,d246e773-52ce-478e-ac69-f76e826042db,681217.0,chasesilseth,Silseth,Right,Chase Silseth,LAA,6.75,6.1,8.0,96.0,103.0,98.0,0.676,13.5,4.5,9.0,3.38,0.5,0.143,0.429,0.143,0.429,0.407,,,,92.0,94.0,91.0,102.0,102.0,92.0,110.0,80.0,90.0,0.09,0.425,0.263,,1.14,-16.85,0.86,,93.7,,93.7,80.0,0.0,0.0,0.444,0.167,0.417,0.313,,,,68.0,92.0,86.0,122.0,123.0,131.0,0.192,0.03,-2.15,0.51,85.7,78.4,0.2,0.467,0.3,1.0,2.0,0.25,,,,,,,,,,,,,,,,,,
8,2024-04-01,746085,Fielders Choice,fielders_choice,False,660821,681217,Jesús Sánchez,Chase Silseth,1,05801db0-717c-46a3-8aea-6bbde08d5d84,681217.0,chasesilseth,Silseth,Right,Chase Silseth,LAA,6.75,6.1,8.0,96.0,103.0,98.0,0.676,13.5,4.5,9.0,3.38,0.5,0.143,0.429,0.143,0.429,0.407,,,,92.0,94.0,91.0,102.0,102.0,92.0,110.0,80.0,90.0,0.09,0.425,0.263,,1.14,-16.85,0.86,,93.7,,93.7,80.0,0.0,0.0,0.444,0.167,0.417,0.313,,,,68.0,92.0,86.0,122.0,123.0,131.0,0.192,0.03,-2.15,0.51,85.7,78.4,0.2,0.467,0.3,1.0,2.0,0.25,,,,,,,,,,,,,,,,,,
9,2024-04-01,746085,Strikeout,strikeout,True,641313,681217,Tim Anderson,Chase Silseth,0,fd4cd4ed-35f6-4175-9b2c-1d31f109ff86,681217.0,chasesilseth,Silseth,Right,Chase Silseth,LAA,6.75,6.1,8.0,96.0,103.0,98.0,0.676,13.5,4.5,9.0,3.38,0.5,0.143,0.429,0.143,0.429,0.407,,,,92.0,94.0,91.0,102.0,102.0,92.0,110.0,80.0,90.0,0.09,0.425,0.263,,1.14,-16.85,0.86,,93.7,,93.7,80.0,0.0,0.0,0.444,0.167,0.417,0.313,,,,68.0,92.0,86.0,122.0,123.0,131.0,0.192,0.03,-2.15,0.51,85.7,78.4,0.2,0.467,0.3,1.0,2.0,0.25,,,,,,,,,,,,,,,,,,
