,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,vSC (sc),Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SC%,wFC/C,wSC/C,vFC,FC_ba,FC_slg,FC_whiff,SC_ba,SC_slg,SC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-28,745305,Flyout,field_out,True,678662,669062,Ezequiel Tovar,Erik Miller,0,c4283a96-a8b2-4bf3-857d-57a12a90e39a,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.86,3.15,56.0,96.0,110.0,99.0,0.716,11.09,5.3,6.27,1.13,1.38,0.168,0.481,0.183,0.344,0.377,118.0,97.0,105.0,95.0,94.0,90.0,137.0,100.0,109.0,0.487,0.175,0.001,0.337,0.77,-1.21,3.94,0.64,96.9,85.2,83.1,81.1,0.176,0.318,0.295,0.19,0.329,0.283,0.257,0.457,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-28,745305,Strikeout,strikeout,True,453568,669062,Charlie Blackmon,Erik Miller,0,e3885637-8528-46ad-bf50-e2f4353bf163,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.86,3.15,56.0,96.0,110.0,99.0,0.716,11.09,5.3,6.27,1.13,1.38,0.168,0.481,0.183,0.344,0.377,118.0,97.0,105.0,95.0,94.0,90.0,137.0,100.0,109.0,0.487,0.175,0.001,0.337,0.77,-1.21,3.94,0.64,96.9,85.2,83.1,81.1,0.176,0.318,0.295,0.19,0.329,0.283,0.257,0.457,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-28,745305,Strikeout,strikeout,True,686668,669062,Brenton Doyle,Erik Miller,0,a34ebeda-743d-4623-8219-7b1e9cf32afc,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.86,3.15,56.0,96.0,110.0,99.0,0.716,11.09,5.3,6.27,1.13,1.38,0.168,0.481,0.183,0.344,0.377,118.0,97.0,105.0,95.0,94.0,90.0,137.0,100.0,109.0,0.487,0.175,0.001,0.337,0.77,-1.21,3.94,0.64,96.9,85.2,83.1,81.1,0.176,0.318,0.295,0.19,0.329,0.283,0.257,0.457,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-28,745305,Strikeout,strikeout,True,624585,596295,Jorge Soler,Austin Gomber,0,ef08b285-160d-4027-920f-a89885810888,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,84.0,104.0,100.0,73.0,98.0,90.0,87.0,102.0,101.0,0.412,0.155,,0.209,-1.03,0.05,,-0.1,90.5,81.1,83.9,,0.298,0.574,0.096,0.261,0.414,0.285,0.266,0.489,0.18,51.0,110.0,96.0,90.0,110.0,107.0,0.001,0.223,-42.81,-0.11,90.1,77.6,0.211,0.381,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-28,745305,Home Run,home_run,False,669477,596295,Casey Schmitt,Austin Gomber,0,7b1080ce-fc14-4bf8-8800-fa0824486e95,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,84.0,104.0,100.0,73.0,98.0,90.0,87.0,102.0,101.0,0.412,0.155,,0.209,-1.03,0.05,,-0.1,90.5,81.1,83.9,,0.298,0.574,0.096,0.261,0.414,0.285,0.266,0.489,0.18,51.0,110.0,96.0,90.0,110.0,107.0,0.001,0.223,-42.81,-0.11,90.1,77.6,0.211,0.381,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-28,745305,Flyout,field_out,True,666149,596295,Tyler Fitzgerald,Austin Gomber,0,d380c33a-6f7a-48e5-90b3-4b0a46ec9e58,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,84.0,104.0,100.0,73.0,98.0,90.0,87.0,102.0,101.0,0.412,0.155,,0.209,-1.03,0.05,,-0.1,90.5,81.1,83.9,,0.298,0.574,0.096,0.261,0.414,0.285,0.266,0.489,0.18,51.0,110.0,96.0,90.0,110.0,107.0,0.001,0.223,-42.81,-0.11,90.1,77.6,0.211,0.381,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-28,745305,Walk,walk,False,656305,596295,Matt Chapman,Austin Gomber,0,257216b2-3b7e-4654-b883-81ff578648a0,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,84.0,104.0,100.0,73.0,98.0,90.0,87.0,102.0,101.0,0.412,0.155,,0.209,-1.03,0.05,,-0.1,90.5,81.1,83.9,,0.298,0.574,0.096,0.261,0.414,0.285,0.266,0.489,0.18,51.0,110.0,96.0,90.0,110.0,107.0,0.001,0.223,-42.81,-0.11,90.1,77.6,0.211,0.381,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-28,745305,Groundout,field_out,True,672275,596295,Patrick Bailey,Austin Gomber,0,97a6b7bb-3d5d-49b8-8a92-f86195c9ab66,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,84.0,104.0,100.0,73.0,98.0,90.0,87.0,102.0,101.0,0.412,0.155,,0.209,-1.03,0.05,,-0.1,90.5,81.1,83.9,,0.298,0.574,0.096,0.261,0.414,0.285,0.266,0.489,0.18,51.0,110.0,96.0,90.0,110.0,107.0,0.001,0.223,-42.81,-0.11,90.1,77.6,0.211,0.381,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-28,745305,Flyout,field_out,True,641857,678495,Ryan McMahon,Randy Rodríguez,0,330cdc84-1db7-4c6b-bcd8-4384540538c6,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,3.93,3.13,50.1,97.0,117.0,101.0,0.717,9.3,2.86,7.87,0.72,0.97,0.245,0.36,0.201,0.237,0.418,73.0,86.0,89.0,129.0,98.0,103.0,113.0,98.0,104.0,0.47,0.403,,0.059,-0.25,1.64,,-0.38,97.7,89.7,84.7,,0.238,0.44,0.246,0.333,0.333,0.333,0.188,0.3,0.376,97.0,88.0,85.0,,,,0.069,,-1.44,,96.5,,,,,0.417,0.417,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-28,745305,Strikeout,strikeout,True,663898,678495,Brendan Rodgers,Randy Rodríguez,0,409e69d7-31bd-45b5-96de-f971a2c8b31f,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,3.93,3.13,50.1,97.0,117.0,101.0,0.717,9.3,2.86,7.87,0.72,0.97,0.245,0.36,0.201,0.237,0.418,73.0,86.0,89.0,129.0,98.0,103.0,113.0,98.0,104.0,0.47,0.403,,0.059,-0.25,1.64,,-0.38,97.7,89.7,84.7,,0.238,0.44,0.246,0.333,0.333,0.333,0.188,0.3,0.376,97.0,88.0,85.0,,,,0.069,,-1.44,,96.5,,,,,0.417,0.417,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
