,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-30,745546,Double,double,False,657077,605400,Alex Verdugo,Aaron Nola,0,70452603-5f5a-4fe2-bf23-66db41ce7544,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,134.0,107.0,114.0,69.0,99.0,92.0,0.208,0.267,0.094,0.328,0.103,0.99,-2.84,-0.37,1.49,-1.74,92.4,87.4,85.6,91.5,79.1,0.204,0.333,0.338,0.155,0.303,0.212,0.312,0.482,0.136,0.293,0.448,0.143,0.404,0.83,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-30,745546,Walk,walk,False,665742,605400,Juan Soto,Aaron Nola,0,efa5994a-e291-4ad1-8d42-b0e0d9ffc7f8,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,134.0,107.0,114.0,69.0,99.0,92.0,0.208,0.267,0.094,0.328,0.103,0.99,-2.84,-0.37,1.49,-1.74,92.4,87.4,85.6,91.5,79.1,0.204,0.333,0.338,0.155,0.303,0.212,0.312,0.482,0.136,0.293,0.448,0.143,0.404,0.83,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-30,745546,Single,single,False,592450,605400,Aaron Judge,Aaron Nola,1,b4cfbace-6827-4c74-afd1-2d345fa4208d,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,134.0,107.0,114.0,69.0,99.0,92.0,0.208,0.267,0.094,0.328,0.103,0.99,-2.84,-0.37,1.49,-1.74,92.4,87.4,85.6,91.5,79.1,0.204,0.333,0.338,0.155,0.303,0.212,0.312,0.482,0.136,0.293,0.448,0.143,0.404,0.83,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-30,745546,Strikeout,strikeout,True,669224,605400,Austin Wells,Aaron Nola,0,8565f7ca-a351-42e3-b063-cae4195e4e33,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,134.0,107.0,114.0,69.0,99.0,92.0,0.208,0.267,0.094,0.328,0.103,0.99,-2.84,-0.37,1.49,-1.74,92.4,87.4,85.6,91.5,79.1,0.204,0.333,0.338,0.155,0.303,0.212,0.312,0.482,0.136,0.293,0.448,0.143,0.404,0.83,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-30,745546,Forceout,force_out,True,665862,605400,Jazz Chisholm Jr.,Aaron Nola,1,e86c8760-70b7-4dc9-ac18-5eb9e844c341,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,134.0,107.0,114.0,69.0,99.0,92.0,0.208,0.267,0.094,0.328,0.103,0.99,-2.84,-0.37,1.49,-1.74,92.4,87.4,85.6,91.5,79.1,0.204,0.333,0.338,0.155,0.303,0.212,0.312,0.482,0.136,0.293,0.448,0.143,0.404,0.83,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-30,745546,Strikeout,strikeout,True,650402,605400,Gleyber Torres,Aaron Nola,0,e61740c3-0bea-4123-9cf5-7b03fd3295a2,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,134.0,107.0,114.0,69.0,99.0,92.0,0.208,0.267,0.094,0.328,0.103,0.99,-2.84,-0.37,1.49,-1.74,92.4,87.4,85.6,91.5,79.1,0.204,0.333,0.338,0.155,0.303,0.212,0.312,0.482,0.136,0.293,0.448,0.143,0.404,0.83,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-30,745546,Walk,walk,False,656941,701542,Kyle Schwarber,Will Warren,0,c2f8d35a-53c2-40e3-86a1-774895869aba,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.68,4.32,17.2,100.0,102.0,104.0,0.75,11.72,3.06,13.25,1.53,0.65,0.204,0.352,0.148,0.37,0.389,91.0,102.0,106.0,91.0,103.0,102.0,95.0,105.0,109.0,,,,110.0,115.0,125.0,0.228,0.325,0.053,,0.139,1.79,-6.37,-5.09,,-3.74,93.8,86.6,86.3,93.1,,,,,0.091,0.273,0.222,0.522,0.87,0.227,0.444,0.667,0.364,0.6,0.6,0.273,128.0,86.0,96.0,0.256,-2.77,83.1,0.294,0.588,0.333,,,,,,,,,,,,,,,,,,
7,2024-07-30,745546,Groundout,field_out,True,607208,701542,Trea Turner,Will Warren,1,3fc61a64-f154-4fbf-891b-c1473906e65f,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.68,4.32,17.2,100.0,102.0,104.0,0.75,11.72,3.06,13.25,1.53,0.65,0.204,0.352,0.148,0.37,0.389,91.0,102.0,106.0,91.0,103.0,102.0,95.0,105.0,109.0,,,,110.0,115.0,125.0,0.228,0.325,0.053,,0.139,1.79,-6.37,-5.09,,-3.74,93.8,86.6,86.3,93.1,,,,,0.091,0.273,0.222,0.522,0.87,0.227,0.444,0.667,0.364,0.6,0.6,0.273,128.0,86.0,96.0,0.256,-2.77,83.1,0.294,0.588,0.333,,,,,,,,,,,,,,,,,,
8,2024-07-30,745546,Strikeout,strikeout,True,547180,701542,Bryce Harper,Will Warren,0,78bb99d8-0d23-430e-bb79-2cbd5b6ecd4f,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.68,4.32,17.2,100.0,102.0,104.0,0.75,11.72,3.06,13.25,1.53,0.65,0.204,0.352,0.148,0.37,0.389,91.0,102.0,106.0,91.0,103.0,102.0,95.0,105.0,109.0,,,,110.0,115.0,125.0,0.228,0.325,0.053,,0.139,1.79,-6.37,-5.09,,-3.74,93.8,86.6,86.3,93.1,,,,,0.091,0.273,0.222,0.522,0.87,0.227,0.444,0.667,0.364,0.6,0.6,0.273,128.0,86.0,96.0,0.256,-2.77,83.1,0.294,0.588,0.333,,,,,,,,,,,,,,,,,,
9,2024-07-30,745546,Double,double,False,664761,701542,Alec Bohm,Will Warren,1,5cb4bf96-33cc-4c7b-bfc1-e0e038e465b1,701542.0,willwarren,"Warren, W",Right,Will Warren,NYY,9.68,4.32,17.2,100.0,102.0,104.0,0.75,11.72,3.06,13.25,1.53,0.65,0.204,0.352,0.148,0.37,0.389,91.0,102.0,106.0,91.0,103.0,102.0,95.0,105.0,109.0,,,,110.0,115.0,125.0,0.228,0.325,0.053,,0.139,1.79,-6.37,-5.09,,-3.74,93.8,86.6,86.3,93.1,,,,,0.091,0.273,0.222,0.522,0.87,0.227,0.444,0.667,0.364,0.6,0.6,0.273,128.0,86.0,96.0,0.256,-2.77,83.1,0.294,0.588,0.333,,,,,,,,,,,,,,,,,,
