,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-23,746995,Hit By Pitch,hit_by_pitch,False,514888,700249,Jose Altuve,Cade Povich,0,408707a2-614f-4c8f-a501-257b2a8d3d98,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.58,4.44,52.0,96.0,86.0,95.0,0.807,6.4,4.5,11.08,1.56,0.79,0.229,0.453,0.201,0.268,0.446,63.0,99.0,93.0,92.0,99.0,103.0,79.0,94.0,90.0,78.0,92.0,86.0,112.0,101.0,104.0,97.0,94.0,94.0,0.078,0.395,0.109,0.113,0.203,0.103,0.64,-3.1,-0.88,-3.0,-3.94,-1.67,92.2,88.3,86.1,91.2,82.7,76.0,0.214,0.314,0.138,0.432,0.682,0.3,0.306,0.556,0.207,0.259,0.519,0.204,0.333,0.81,0.288,0.313,0.375,0.107,,,,,,,,,,,,,,,,,,
1,2024-08-23,746995,Pop Out,field_out,True,608324,700249,Alex Bregman,Cade Povich,0,a5172bcc-0a1d-4c40-ba8c-c44c8d31b230,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.58,4.44,52.0,96.0,86.0,95.0,0.807,6.4,4.5,11.08,1.56,0.79,0.229,0.453,0.201,0.268,0.446,63.0,99.0,93.0,92.0,99.0,103.0,79.0,94.0,90.0,78.0,92.0,86.0,112.0,101.0,104.0,97.0,94.0,94.0,0.078,0.395,0.109,0.113,0.203,0.103,0.64,-3.1,-0.88,-3.0,-3.94,-1.67,92.2,88.3,86.1,91.2,82.7,76.0,0.214,0.314,0.138,0.432,0.682,0.3,0.306,0.556,0.207,0.259,0.519,0.204,0.333,0.81,0.288,0.313,0.375,0.107,,,,,,,,,,,,,,,,,,
2,2024-08-23,746995,Grounded Into DP,grounded_into_double_play,True,673237,700249,Yainer Diaz,Cade Povich,1,248701e6-c4df-4718-ae67-f2b96cf5542a,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.58,4.44,52.0,96.0,86.0,95.0,0.807,6.4,4.5,11.08,1.56,0.79,0.229,0.453,0.201,0.268,0.446,63.0,99.0,93.0,92.0,99.0,103.0,79.0,94.0,90.0,78.0,92.0,86.0,112.0,101.0,104.0,97.0,94.0,94.0,0.078,0.395,0.109,0.113,0.203,0.103,0.64,-3.1,-0.88,-3.0,-3.94,-1.67,92.2,88.3,86.1,91.2,82.7,76.0,0.214,0.314,0.138,0.432,0.682,0.3,0.306,0.556,0.207,0.259,0.519,0.204,0.333,0.81,0.288,0.313,0.375,0.107,,,,,,,,,,,,,,,,,,
3,2024-08-23,746995,Groundout,field_out,True,681297,686613,Colton Cowser,Hunter Brown,0,696cd0bb-1d31-4a62-a679-52f5425f6f09,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.55,3.32,147.0,101.0,103.0,101.0,0.782,9.49,3.31,8.27,0.98,1.54,0.286,0.343,0.201,0.229,0.425,85.0,101.0,102.0,,,,109.0,100.0,100.0,93.0,103.0,100.0,114.0,104.0,107.0,92.0,102.0,100.0,0.161,0.356,0.17,0.056,,0.13,0.07,-0.04,0.71,1.52,,1.37,95.9,92.4,88.4,95.6,89.1,,0.247,0.425,0.288,0.254,0.418,0.282,,,,0.2,0.243,0.297,0.23,0.37,0.2,0.28,0.34,0.164,129.0,99.0,106.0,0.127,-0.95,82.8,0.219,0.219,0.227,,,,,,,,,
4,2024-08-23,746995,Pop Out,field_out,True,668939,686613,Adley Rutschman,Hunter Brown,0,567eb470-ec0e-4ebd-a3f9-46755da3b592,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.55,3.32,147.0,101.0,103.0,101.0,0.782,9.49,3.31,8.27,0.98,1.54,0.286,0.343,0.201,0.229,0.425,85.0,101.0,102.0,,,,109.0,100.0,100.0,93.0,103.0,100.0,114.0,104.0,107.0,92.0,102.0,100.0,0.161,0.356,0.17,0.056,,0.13,0.07,-0.04,0.71,1.52,,1.37,95.9,92.4,88.4,95.6,89.1,,0.247,0.425,0.288,0.254,0.418,0.282,,,,0.2,0.243,0.297,0.23,0.37,0.2,0.28,0.34,0.164,129.0,99.0,106.0,0.127,-0.95,82.8,0.219,0.219,0.227,,,,,,,,,
5,2024-08-23,746995,Flyout,field_out,True,683002,686613,Gunnar Henderson,Hunter Brown,0,2944d45a-5aae-4abf-9167-4fceef1ca523,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.55,3.32,147.0,101.0,103.0,101.0,0.782,9.49,3.31,8.27,0.98,1.54,0.286,0.343,0.201,0.229,0.425,85.0,101.0,102.0,,,,109.0,100.0,100.0,93.0,103.0,100.0,114.0,104.0,107.0,92.0,102.0,100.0,0.161,0.356,0.17,0.056,,0.13,0.07,-0.04,0.71,1.52,,1.37,95.9,92.4,88.4,95.6,89.1,,0.247,0.425,0.288,0.254,0.418,0.282,,,,0.2,0.243,0.297,0.23,0.37,0.2,0.28,0.34,0.164,129.0,99.0,106.0,0.127,-0.95,82.8,0.219,0.219,0.227,,,,,,,,,
6,2024-08-23,746995,Strikeout,strikeout,True,665161,700249,Jeremy Peña,Cade Povich,0,f902c222-1723-4ca8-81e0-ea96abbcd7ab,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.58,4.44,52.0,96.0,86.0,95.0,0.807,6.4,4.5,11.08,1.56,0.79,0.229,0.453,0.201,0.268,0.446,63.0,99.0,93.0,92.0,99.0,103.0,79.0,94.0,90.0,78.0,92.0,86.0,112.0,101.0,104.0,97.0,94.0,94.0,0.078,0.395,0.109,0.113,0.203,0.103,0.64,-3.1,-0.88,-3.0,-3.94,-1.67,92.2,88.3,86.1,91.2,82.7,76.0,0.214,0.314,0.138,0.432,0.682,0.3,0.306,0.556,0.207,0.259,0.519,0.204,0.333,0.81,0.288,0.313,0.375,0.107,,,,,,,,,,,,,,,,,,
7,2024-08-23,746995,Strikeout,strikeout,True,676694,700249,Jake Meyers,Cade Povich,0,e20363f3-905f-47ff-bee8-86f1e285def7,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.58,4.44,52.0,96.0,86.0,95.0,0.807,6.4,4.5,11.08,1.56,0.79,0.229,0.453,0.201,0.268,0.446,63.0,99.0,93.0,92.0,99.0,103.0,79.0,94.0,90.0,78.0,92.0,86.0,112.0,101.0,104.0,97.0,94.0,94.0,0.078,0.395,0.109,0.113,0.203,0.103,0.64,-3.1,-0.88,-3.0,-3.94,-1.67,92.2,88.3,86.1,91.2,82.7,76.0,0.214,0.314,0.138,0.432,0.682,0.3,0.306,0.556,0.207,0.259,0.519,0.204,0.333,0.81,0.288,0.313,0.375,0.107,,,,,,,,,,,,,,,,,,
8,2024-08-23,746995,Walk,walk,False,694376,700249,Shay Whitcomb,Cade Povich,0,2bd85aa0-80e0-445e-9f88-c86ae7211ddb,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.58,4.44,52.0,96.0,86.0,95.0,0.807,6.4,4.5,11.08,1.56,0.79,0.229,0.453,0.201,0.268,0.446,63.0,99.0,93.0,92.0,99.0,103.0,79.0,94.0,90.0,78.0,92.0,86.0,112.0,101.0,104.0,97.0,94.0,94.0,0.078,0.395,0.109,0.113,0.203,0.103,0.64,-3.1,-0.88,-3.0,-3.94,-1.67,92.2,88.3,86.1,91.2,82.7,76.0,0.214,0.314,0.138,0.432,0.682,0.3,0.306,0.556,0.207,0.259,0.519,0.204,0.333,0.81,0.288,0.313,0.375,0.107,,,,,,,,,,,,,,,,,,
9,2024-08-23,746995,Lineout,field_out,True,643289,700249,Mauricio Dubón,Cade Povich,0,7da8ee68-26d5-4f8a-a5ac-b5aab7455234,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.58,4.44,52.0,96.0,86.0,95.0,0.807,6.4,4.5,11.08,1.56,0.79,0.229,0.453,0.201,0.268,0.446,63.0,99.0,93.0,92.0,99.0,103.0,79.0,94.0,90.0,78.0,92.0,86.0,112.0,101.0,104.0,97.0,94.0,94.0,0.078,0.395,0.109,0.113,0.203,0.103,0.64,-3.1,-0.88,-3.0,-3.94,-1.67,92.2,88.3,86.1,91.2,82.7,76.0,0.214,0.314,0.138,0.432,0.682,0.3,0.306,0.556,0.207,0.259,0.519,0.204,0.333,0.81,0.288,0.313,0.375,0.107,,,,,,,,,,,,,,,,,,
