,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-16,746189,Strikeout,strikeout,True,671739,667755,Michael Harris II,José Soriano,0,53468a48-deb7-48af-b63b-564f0ad6d8d4,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-16,746189,Strikeout,strikeout,True,663586,667755,Austin Riley,José Soriano,0,5ffa99ef-d437-4381-ab07-739921bb02c5,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-16,746189,Groundout,field_out,True,542303,667755,Marcell Ozuna,José Soriano,0,da914a7a-a5e0-48f8-b278-5e5a7f658633,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-16,746189,Groundout,field_out,True,621493,680885,Taylor Ward,Spencer Schwellenbach,0,0a957815-f6d1-455f-8522-067dde73adf6,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.72,3.04,87.0,106.0,101.0,107.0,0.719,10.55,1.86,7.76,1.03,1.15,0.23,0.439,0.196,0.3,0.452,109.0,108.0,108.0,93.0,106.0,106.0,112.0,112.0,118.0,,,,83.0,103.0,104.0,0.075,0.267,0.139,0.201,,0.12,1.84,0.46,0.83,,96.0,84.3,95.1,87.0,,0.25,0.35,0.103,0.227,0.432,0.444,0.25,0.45,0.247,0.145,0.255,0.466,0.198,0.296,0.299,99.0,101.0,105.0,95.0,100.0,98.0,0.166,0.151,-0.21,0.48,92.7,80.3,0.32,0.58,0.211,,,,,,,,,,,,
4,2024-08-16,746189,Strikeout,strikeout,True,687263,680885,Zach Neto,Spencer Schwellenbach,0,15f1c0c4-19c7-49ca-82d0-47a9a41be314,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.72,3.04,87.0,106.0,101.0,107.0,0.719,10.55,1.86,7.76,1.03,1.15,0.23,0.439,0.196,0.3,0.452,109.0,108.0,108.0,93.0,106.0,106.0,112.0,112.0,118.0,,,,83.0,103.0,104.0,0.075,0.267,0.139,0.201,,0.12,1.84,0.46,0.83,,96.0,84.3,95.1,87.0,,0.25,0.35,0.103,0.227,0.432,0.444,0.25,0.45,0.247,0.145,0.255,0.466,0.198,0.296,0.299,99.0,101.0,105.0,95.0,100.0,98.0,0.166,0.151,-0.21,0.48,92.7,80.3,0.32,0.58,0.211,,,,,,,,,,,,
5,2024-08-16,746189,Groundout,field_out,True,694384,680885,Nolan Schanuel,Spencer Schwellenbach,0,49fcfa6a-9a44-4368-9d54-b3b2bc4b474b,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.72,3.04,87.0,106.0,101.0,107.0,0.719,10.55,1.86,7.76,1.03,1.15,0.23,0.439,0.196,0.3,0.452,109.0,108.0,108.0,93.0,106.0,106.0,112.0,112.0,118.0,,,,83.0,103.0,104.0,0.075,0.267,0.139,0.201,,0.12,1.84,0.46,0.83,,96.0,84.3,95.1,87.0,,0.25,0.35,0.103,0.227,0.432,0.444,0.25,0.45,0.247,0.145,0.255,0.466,0.198,0.296,0.299,99.0,101.0,105.0,95.0,100.0,98.0,0.166,0.151,-0.21,0.48,92.7,80.3,0.32,0.58,0.211,,,,,,,,,,,,
6,2024-08-16,746189,Hit By Pitch,hit_by_pitch,False,621566,667755,Matt Olson,José Soriano,0,5e2b8ad3-8b3f-4d9c-8ffc-73c408f9e6d7,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-16,746189,Walk,walk,False,669221,667755,Sean Murphy,José Soriano,1,bab15622-9092-4c26-8f55-d6002827f7e9,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-16,746189,Forceout,force_out,True,606115,667755,Orlando Arcia,José Soriano,1,277e5e3c-4b2b-49ec-b98f-10415cac6117,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-16,746189,Strikeout,strikeout,True,672284,667755,Jarred Kelenic,José Soriano,1,1f6f33cb-43c2-4a8d-aa09-04846bb1000b,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-16,746189,Groundout,field_out,True,657656,667755,Ramón Laureano,José Soriano,0,b79ed1b3-efab-41e4-a226-a72405fd312b,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-16,746189,Flyout,field_out,True,694359,680885,Niko Kavadas,Spencer Schwellenbach,0,479d6a2e-b4ef-4d56-8bc9-c76baa79fc47,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.72,3.04,87.0,106.0,101.0,107.0,0.719,10.55,1.86,7.76,1.03,1.15,0.23,0.439,0.196,0.3,0.452,109.0,108.0,108.0,93.0,106.0,106.0,112.0,112.0,118.0,,,,83.0,103.0,104.0,0.075,0.267,0.139,0.201,,0.12,1.84,0.46,0.83,,96.0,84.3,95.1,87.0,,0.25,0.35,0.103,0.227,0.432,0.444,0.25,0.45,0.247,0.145,0.255,0.466,0.198,0.296,0.299,99.0,101.0,105.0,95.0,100.0,98.0,0.166,0.151,-0.21,0.48,92.7,80.3,0.32,0.58,0.211,,,,,,,,,,,,
12,2024-08-16,746189,Strikeout,strikeout,True,681351,680885,Logan O'Hoppe,Spencer Schwellenbach,0,29c5786b-e49a-478c-9bf4-eae529b8d647,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.72,3.04,87.0,106.0,101.0,107.0,0.719,10.55,1.86,7.76,1.03,1.15,0.23,0.439,0.196,0.3,0.452,109.0,108.0,108.0,93.0,106.0,106.0,112.0,112.0,118.0,,,,83.0,103.0,104.0,0.075,0.267,0.139,0.201,,0.12,1.84,0.46,0.83,,96.0,84.3,95.1,87.0,,0.25,0.35,0.103,0.227,0.432,0.444,0.25,0.45,0.247,0.145,0.255,0.466,0.198,0.296,0.299,99.0,101.0,105.0,95.0,100.0,98.0,0.166,0.151,-0.21,0.48,92.7,80.3,0.32,0.58,0.211,,,,,,,,,,,,
13,2024-08-16,746189,Hit By Pitch,hit_by_pitch,False,543685,680885,Anthony Rendon,Spencer Schwellenbach,0,4ecca139-394d-4761-a27c-65ea2ec15fce,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.72,3.04,87.0,106.0,101.0,107.0,0.719,10.55,1.86,7.76,1.03,1.15,0.23,0.439,0.196,0.3,0.452,109.0,108.0,108.0,93.0,106.0,106.0,112.0,112.0,118.0,,,,83.0,103.0,104.0,0.075,0.267,0.139,0.201,,0.12,1.84,0.46,0.83,,96.0,84.3,95.1,87.0,,0.25,0.35,0.103,0.227,0.432,0.444,0.25,0.45,0.247,0.145,0.255,0.466,0.198,0.296,0.299,99.0,101.0,105.0,95.0,100.0,98.0,0.166,0.151,-0.21,0.48,92.7,80.3,0.32,0.58,0.211,,,,,,,,,,,,
14,2024-08-16,746189,Lineout,field_out,True,666160,680885,Mickey Moniak,Spencer Schwellenbach,0,672a067f-442a-47b3-9c16-d6f0b111314c,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.72,3.04,87.0,106.0,101.0,107.0,0.719,10.55,1.86,7.76,1.03,1.15,0.23,0.439,0.196,0.3,0.452,109.0,108.0,108.0,93.0,106.0,106.0,112.0,112.0,118.0,,,,83.0,103.0,104.0,0.075,0.267,0.139,0.201,,0.12,1.84,0.46,0.83,,96.0,84.3,95.1,87.0,,0.25,0.35,0.103,0.227,0.432,0.444,0.25,0.45,0.247,0.145,0.255,0.466,0.198,0.296,0.299,99.0,101.0,105.0,95.0,100.0,98.0,0.166,0.151,-0.21,0.48,92.7,80.3,0.32,0.58,0.211,,,,,,,,,,,,
15,2024-08-16,746189,Walk,walk,False,593160,667755,Whit Merrifield,José Soriano,0,d6231cec-fe5c-483a-b80f-3f00c396f6c2,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-08-16,746189,Grounded Into DP,grounded_into_double_play,True,671739,667755,Michael Harris II,José Soriano,1,08f1082a-5bc6-4348-bdf9-e3b06837bef0,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-08-16,746189,Strikeout,strikeout,True,663586,667755,Austin Riley,José Soriano,0,b18890be-2fae-4cfb-b60d-8a8b62acaf0b,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-08-16,746189,Strikeout,strikeout,True,666176,680885,Jo Adell,Spencer Schwellenbach,0,a3ea568e-cf4e-482c-ac45-980ff5a5679a,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.72,3.04,87.0,106.0,101.0,107.0,0.719,10.55,1.86,7.76,1.03,1.15,0.23,0.439,0.196,0.3,0.452,109.0,108.0,108.0,93.0,106.0,106.0,112.0,112.0,118.0,,,,83.0,103.0,104.0,0.075,0.267,0.139,0.201,,0.12,1.84,0.46,0.83,,96.0,84.3,95.1,87.0,,0.25,0.35,0.103,0.227,0.432,0.444,0.25,0.45,0.247,0.145,0.255,0.466,0.198,0.296,0.299,99.0,101.0,105.0,95.0,100.0,98.0,0.166,0.151,-0.21,0.48,92.7,80.3,0.32,0.58,0.211,,,,,,,,,,,,
19,2024-08-16,746189,Strikeout,strikeout,True,683021,680885,Michael Stefanic,Spencer Schwellenbach,0,bd58b7a2-82c7-4a1a-a92c-6005a9725543,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.72,3.04,87.0,106.0,101.0,107.0,0.719,10.55,1.86,7.76,1.03,1.15,0.23,0.439,0.196,0.3,0.452,109.0,108.0,108.0,93.0,106.0,106.0,112.0,112.0,118.0,,,,83.0,103.0,104.0,0.075,0.267,0.139,0.201,,0.12,1.84,0.46,0.83,,96.0,84.3,95.1,87.0,,0.25,0.35,0.103,0.227,0.432,0.444,0.25,0.45,0.247,0.145,0.255,0.466,0.198,0.296,0.299,99.0,101.0,105.0,95.0,100.0,98.0,0.166,0.151,-0.21,0.48,92.7,80.3,0.32,0.58,0.211,,,,,,,,,,,,
20,2024-08-16,746189,Single,single,False,621493,680885,Taylor Ward,Spencer Schwellenbach,0,02baa92a-6a1c-4483-9f31-07697e288500,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.72,3.04,87.0,106.0,101.0,107.0,0.719,10.55,1.86,7.76,1.03,1.15,0.23,0.439,0.196,0.3,0.452,109.0,108.0,108.0,93.0,106.0,106.0,112.0,112.0,118.0,,,,83.0,103.0,104.0,0.075,0.267,0.139,0.201,,0.12,1.84,0.46,0.83,,96.0,84.3,95.1,87.0,,0.25,0.35,0.103,0.227,0.432,0.444,0.25,0.45,0.247,0.145,0.255,0.466,0.198,0.296,0.299,99.0,101.0,105.0,95.0,100.0,98.0,0.166,0.151,-0.21,0.48,92.7,80.3,0.32,0.58,0.211,,,,,,,,,,,,
21,2024-08-16,746189,Groundout,field_out,True,687263,680885,Zach Neto,Spencer Schwellenbach,0,7ba85842-d475-42ed-832c-b5dab8d08026,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.72,3.04,87.0,106.0,101.0,107.0,0.719,10.55,1.86,7.76,1.03,1.15,0.23,0.439,0.196,0.3,0.452,109.0,108.0,108.0,93.0,106.0,106.0,112.0,112.0,118.0,,,,83.0,103.0,104.0,0.075,0.267,0.139,0.201,,0.12,1.84,0.46,0.83,,96.0,84.3,95.1,87.0,,0.25,0.35,0.103,0.227,0.432,0.444,0.25,0.45,0.247,0.145,0.255,0.466,0.198,0.296,0.299,99.0,101.0,105.0,95.0,100.0,98.0,0.166,0.151,-0.21,0.48,92.7,80.3,0.32,0.58,0.211,,,,,,,,,,,,
22,2024-08-16,746189,Single,single,False,542303,667755,Marcell Ozuna,José Soriano,0,247d3584-5c3e-42b5-a29f-87d298a91222,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-08-16,746189,Walk,walk,False,621566,667755,Matt Olson,José Soriano,1,2aac852c-6bdf-42dd-ac90-5d6a039b33bb,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-08-16,746189,Single,single,False,669221,667755,Sean Murphy,José Soriano,1,103558c1-5be8-418b-bfbc-26fcc2ac3fa8,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-08-16,746189,Strikeout,strikeout,True,606115,667755,Orlando Arcia,José Soriano,0,2e98604b-e18b-49ab-8454-920891e680fb,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-08-16,746189,Single,single,False,672284,667755,Jarred Kelenic,José Soriano,1,af7ef4ac-1bf8-4145-b8dd-fe9903493fa8,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
