,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-25,745521,Groundout,field_out,True,664023,650911,Ian Happ,Cristopher Sánchez,0,098a3204-d648-4b8f-b52c-fc5c0f6b6958,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.51,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.13,0.177,0.22,0.346,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-25,745521,Strikeout,strikeout,True,621020,650911,Dansby Swanson,Cristopher Sánchez,0,11e3df94-6415-478d-bdcf-9e6b6143d9db,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.51,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.13,0.177,0.22,0.346,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-25,745521,Single,single,False,670623,650911,Isaac Paredes,Cristopher Sánchez,0,74d6242f-2546-4e7c-abca-de5c415a5d7e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.51,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.13,0.177,0.22,0.346,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-25,745521,Flyout,field_out,True,641355,650911,Cody Bellinger,Cristopher Sánchez,1,fd5c1efd-17a4-49de-8caa-00579845689a,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.51,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.13,0.177,0.22,0.346,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-25,745521,Groundout,field_out,True,656941,665871,Kyle Schwarber,Javier Assad,0,60057961-3f97-44c7-bd8f-d7d04b2d3ba7,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,75.0,101.0,92.0,114.0,94.0,100.0,96.0,97.0,92.0,0.357,0.216,0.107,0.046,-0.73,0.51,-1.54,-1.65,87.9,83.7,91.4,80.1,0.236,0.373,0.111,0.296,0.296,0.125,0.364,0.636,0.368,98.0,101.0,97.0,68.0,102.0,92.0,0.158,0.116,-0.91,-0.4,91.5,76.8,0.315,0.583,0.142,0.319,0.472,0.201,0.178,0.329,0.3,0.174,0.37,0.341,,,,,,,,,
5,2024-09-25,745521,Home Run,home_run,False,607208,665871,Trea Turner,Javier Assad,0,c112a1e0-965d-4f55-827a-7f2760810f4d,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,75.0,101.0,92.0,114.0,94.0,100.0,96.0,97.0,92.0,0.357,0.216,0.107,0.046,-0.73,0.51,-1.54,-1.65,87.9,83.7,91.4,80.1,0.236,0.373,0.111,0.296,0.296,0.125,0.364,0.636,0.368,98.0,101.0,97.0,68.0,102.0,92.0,0.158,0.116,-0.91,-0.4,91.5,76.8,0.315,0.583,0.142,0.319,0.472,0.201,0.178,0.329,0.3,0.174,0.37,0.341,,,,,,,,,
6,2024-09-25,745521,Walk,walk,False,547180,665871,Bryce Harper,Javier Assad,0,06aa52fb-17a9-4fa9-8d9e-114ecda13981,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,75.0,101.0,92.0,114.0,94.0,100.0,96.0,97.0,92.0,0.357,0.216,0.107,0.046,-0.73,0.51,-1.54,-1.65,87.9,83.7,91.4,80.1,0.236,0.373,0.111,0.296,0.296,0.125,0.364,0.636,0.368,98.0,101.0,97.0,68.0,102.0,92.0,0.158,0.116,-0.91,-0.4,91.5,76.8,0.315,0.583,0.142,0.319,0.472,0.201,0.178,0.329,0.3,0.174,0.37,0.341,,,,,,,,,
7,2024-09-25,745521,Double,double,False,592206,665871,Nick Castellanos,Javier Assad,1,a83beb49-0bd6-4391-a51e-6635334c91bc,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,75.0,101.0,92.0,114.0,94.0,100.0,96.0,97.0,92.0,0.357,0.216,0.107,0.046,-0.73,0.51,-1.54,-1.65,87.9,83.7,91.4,80.1,0.236,0.373,0.111,0.296,0.296,0.125,0.364,0.636,0.368,98.0,101.0,97.0,68.0,102.0,92.0,0.158,0.116,-0.91,-0.4,91.5,76.8,0.315,0.583,0.142,0.319,0.472,0.201,0.178,0.329,0.3,0.174,0.37,0.341,,,,,,,,,
8,2024-09-25,745521,Double,double,False,681082,665871,Bryson Stott,Javier Assad,1,4204cd07-46c7-4154-853d-81b33706f5e6,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,75.0,101.0,92.0,114.0,94.0,100.0,96.0,97.0,92.0,0.357,0.216,0.107,0.046,-0.73,0.51,-1.54,-1.65,87.9,83.7,91.4,80.1,0.236,0.373,0.111,0.296,0.296,0.125,0.364,0.636,0.368,98.0,101.0,97.0,68.0,102.0,92.0,0.158,0.116,-0.91,-0.4,91.5,76.8,0.315,0.583,0.142,0.319,0.472,0.201,0.178,0.329,0.3,0.174,0.37,0.341,,,,,,,,,
9,2024-09-25,745521,Strikeout,strikeout,True,592663,665871,J.T. Realmuto,Javier Assad,0,81ddb452-4242-41f2-a879-3dec5acad658,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,75.0,101.0,92.0,114.0,94.0,100.0,96.0,97.0,92.0,0.357,0.216,0.107,0.046,-0.73,0.51,-1.54,-1.65,87.9,83.7,91.4,80.1,0.236,0.373,0.111,0.296,0.296,0.125,0.364,0.636,0.368,98.0,101.0,97.0,68.0,102.0,92.0,0.158,0.116,-0.91,-0.4,91.5,76.8,0.315,0.583,0.142,0.319,0.472,0.201,0.178,0.329,0.3,0.174,0.37,0.341,,,,,,,,,
10,2024-09-25,745521,Strikeout,strikeout,True,669016,665871,Brandon Marsh,Javier Assad,0,44a64fbb-568f-40bb-abc3-a5228f22b2e3,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,75.0,101.0,92.0,114.0,94.0,100.0,96.0,97.0,92.0,0.357,0.216,0.107,0.046,-0.73,0.51,-1.54,-1.65,87.9,83.7,91.4,80.1,0.236,0.373,0.111,0.296,0.296,0.125,0.364,0.636,0.368,98.0,101.0,97.0,68.0,102.0,92.0,0.158,0.116,-0.91,-0.4,91.5,76.8,0.315,0.583,0.142,0.319,0.472,0.201,0.178,0.329,0.3,0.174,0.37,0.341,,,,,,,,,
11,2024-09-25,745521,Strikeout,strikeout,True,621550,650911,Patrick Wisdom,Cristopher Sánchez,0,51f08c21-ed30-42c3-ac75-a97f61afc826,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.51,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.13,0.177,0.22,0.346,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-25,745521,Field Error,field_error,False,663538,650911,Nico Hoerner,Cristopher Sánchez,0,e4a1fc8c-a9f8-4b8e-8f55-97c3b5cc122a,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.51,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.13,0.177,0.22,0.346,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-09-25,745521,Groundout,field_out,True,691718,650911,Pete Crow-Armstrong,Cristopher Sánchez,1,c28c0efa-0db9-4b4f-ad0e-650bf4cb8475,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.51,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.13,0.177,0.22,0.346,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-09-25,745521,Lineout,field_out,True,665804,650911,Miguel Amaya,Cristopher Sánchez,0,4e26327a-a3f6-4f68-871e-7f25874d2377,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.51,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.13,0.177,0.22,0.346,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-09-25,745521,Groundout,field_out,True,665019,665871,Kody Clemens,Javier Assad,0,a1dc0580-e7e8-4285-a8e2-750c089e5cd4,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,75.0,101.0,92.0,114.0,94.0,100.0,96.0,97.0,92.0,0.357,0.216,0.107,0.046,-0.73,0.51,-1.54,-1.65,87.9,83.7,91.4,80.1,0.236,0.373,0.111,0.296,0.296,0.125,0.364,0.636,0.368,98.0,101.0,97.0,68.0,102.0,92.0,0.158,0.116,-0.91,-0.4,91.5,76.8,0.315,0.583,0.142,0.319,0.472,0.201,0.178,0.329,0.3,0.174,0.37,0.341,,,,,,,,,
