,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-09-02,745046,Groundout,field_out,True,650489,641793,Willi Castro,Zack Littell,0,8284c0af-9d1b-41a4-a958-ebe55256a597,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,55.0,110.0,91.0,68.0,103.0,91.0,102.0,99.0,99.0,104.0,105.0,112.0,0.152,0.221,0.229,0.398,0.28,-1.51,-0.75,0.36,92.5,83.1,91.7,85.6,0.265,0.429,0.209,0.277,0.461,0.333,0.272,0.446,0.151,0.255,0.383,0.19,0.419,0.613,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-02,745046,Walk,walk,False,663616,641793,Trevor Larnach,Zack Littell,0,fe5d73f2-bd07-46e5-8692-0d8d2e0cc998,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,55.0,110.0,91.0,68.0,103.0,91.0,102.0,99.0,99.0,104.0,105.0,112.0,0.152,0.221,0.229,0.398,0.28,-1.51,-0.75,0.36,92.5,83.1,91.7,85.6,0.265,0.429,0.209,0.277,0.461,0.333,0.272,0.446,0.151,0.255,0.383,0.19,0.419,0.613,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-02,745046,Single,single,False,669304,641793,Jose Miranda,Zack Littell,1,43d684eb-3d42-4211-9e9e-b5657dd77b5e,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,55.0,110.0,91.0,68.0,103.0,91.0,102.0,99.0,99.0,104.0,105.0,112.0,0.152,0.221,0.229,0.398,0.28,-1.51,-0.75,0.36,92.5,83.1,91.7,85.6,0.265,0.429,0.209,0.277,0.461,0.333,0.272,0.446,0.151,0.255,0.383,0.19,0.419,0.613,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-02,745046,Strikeout,strikeout,True,670242,641793,Matt Wallner,Zack Littell,0,7c286ec8-c298-4612-9129-c8e1e8ebed82,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,55.0,110.0,91.0,68.0,103.0,91.0,102.0,99.0,99.0,104.0,105.0,112.0,0.152,0.221,0.229,0.398,0.28,-1.51,-0.75,0.36,92.5,83.1,91.7,85.6,0.265,0.429,0.209,0.277,0.461,0.333,0.272,0.446,0.151,0.255,0.383,0.19,0.419,0.613,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-02,745046,Double,double,False,668904,641793,Royce Lewis,Zack Littell,1,80e1e201-0925-4bd5-931f-45f518ba06ab,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,55.0,110.0,91.0,68.0,103.0,91.0,102.0,99.0,99.0,104.0,105.0,112.0,0.152,0.221,0.229,0.398,0.28,-1.51,-0.75,0.36,92.5,83.1,91.7,85.6,0.265,0.429,0.209,0.277,0.461,0.333,0.272,0.446,0.151,0.255,0.383,0.19,0.419,0.613,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-02,745046,Flyout,field_out,True,467793,641793,Carlos Santana,Zack Littell,0,31090966-22f3-47bb-a87c-ba76396ce41b,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,55.0,110.0,91.0,68.0,103.0,91.0,102.0,99.0,99.0,104.0,105.0,112.0,0.152,0.221,0.229,0.398,0.28,-1.51,-0.75,0.36,92.5,83.1,91.7,85.6,0.265,0.429,0.209,0.277,0.461,0.333,0.272,0.446,0.151,0.255,0.383,0.19,0.419,0.613,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-02,745046,Pop Out,field_out,True,650490,680573,Yandy Díaz,Simeon Woods Richardson,0,57465aea-0018-4c10-86f8-280d8f87c96a,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.96,4.05,125.0,104.0,87.0,100.0,0.808,7.63,3.1,7.85,1.01,0.78,0.295,0.416,0.153,0.279,0.436,72.0,100.0,88.0,,,,94.0,107.0,106.0,,,,,0.406,,0.316,0.86,,,0.85,93.2,,,86.4,0.206,0.312,0.244,,,,,,,0.249,0.348,0.217,,,,102.0,106.0,113.0,104.0,104.0,104.0,0.083,0.196,2.05,-2.46,82.9,75.9,0.274,0.536,0.192,0.171,0.314,0.216,,,,,,,,,
7,2024-09-02,745046,Flyout,field_out,True,664040,680573,Brandon Lowe,Simeon Woods Richardson,0,a5a0fff5-d2ce-42e2-8f8c-ec17bc101164,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.96,4.05,125.0,104.0,87.0,100.0,0.808,7.63,3.1,7.85,1.01,0.78,0.295,0.416,0.153,0.279,0.436,72.0,100.0,88.0,,,,94.0,107.0,106.0,,,,,0.406,,0.316,0.86,,,0.85,93.2,,,86.4,0.206,0.312,0.244,,,,,,,0.249,0.348,0.217,,,,102.0,106.0,113.0,104.0,104.0,104.0,0.083,0.196,2.05,-2.46,82.9,75.9,0.274,0.536,0.192,0.171,0.314,0.216,,,,,,,,,
8,2024-09-02,745046,Walk,walk,False,691406,680573,Junior Caminero,Simeon Woods Richardson,0,abd6cfb4-5c90-4ded-92f6-3cf317ccfb1a,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.96,4.05,125.0,104.0,87.0,100.0,0.808,7.63,3.1,7.85,1.01,0.78,0.295,0.416,0.153,0.279,0.436,72.0,100.0,88.0,,,,94.0,107.0,106.0,,,,,0.406,,0.316,0.86,,,0.85,93.2,,,86.4,0.206,0.312,0.244,,,,,,,0.249,0.348,0.217,,,,102.0,106.0,113.0,104.0,104.0,104.0,0.083,0.196,2.05,-2.46,82.9,75.9,0.274,0.536,0.192,0.171,0.314,0.216,,,,,,,,,
9,2024-09-02,745046,Single,single,False,666139,680573,Josh Lowe,Simeon Woods Richardson,1,7170131c-a876-4823-bb79-aa5a3814d66f,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.96,4.05,125.0,104.0,87.0,100.0,0.808,7.63,3.1,7.85,1.01,0.78,0.295,0.416,0.153,0.279,0.436,72.0,100.0,88.0,,,,94.0,107.0,106.0,,,,,0.406,,0.316,0.86,,,0.85,93.2,,,86.4,0.206,0.312,0.244,,,,,,,0.249,0.348,0.217,,,,102.0,106.0,113.0,104.0,104.0,104.0,0.083,0.196,2.05,-2.46,82.9,75.9,0.274,0.536,0.192,0.171,0.314,0.216,,,,,,,,,
10,2024-09-02,745046,Single,single,False,666185,680573,Dylan Carlson,Simeon Woods Richardson,1,3d3ef51d-8b6a-4aba-a8b4-177df581572c,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.96,4.05,125.0,104.0,87.0,100.0,0.808,7.63,3.1,7.85,1.01,0.78,0.295,0.416,0.153,0.279,0.436,72.0,100.0,88.0,,,,94.0,107.0,106.0,,,,,0.406,,0.316,0.86,,,0.85,93.2,,,86.4,0.206,0.312,0.244,,,,,,,0.249,0.348,0.217,,,,102.0,106.0,113.0,104.0,104.0,104.0,0.083,0.196,2.05,-2.46,82.9,75.9,0.274,0.536,0.192,0.171,0.314,0.216,,,,,,,,,
11,2024-09-02,745046,Strikeout,strikeout,True,666624,680573,Christopher Morel,Simeon Woods Richardson,0,80c7b519-6c34-4c72-90cd-a15c7d191377,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.96,4.05,125.0,104.0,87.0,100.0,0.808,7.63,3.1,7.85,1.01,0.78,0.295,0.416,0.153,0.279,0.436,72.0,100.0,88.0,,,,94.0,107.0,106.0,,,,,0.406,,0.316,0.86,,,0.85,93.2,,,86.4,0.206,0.312,0.244,,,,,,,0.249,0.348,0.217,,,,102.0,106.0,113.0,104.0,104.0,104.0,0.083,0.196,2.05,-2.46,82.9,75.9,0.274,0.536,0.192,0.171,0.314,0.216,,,,,,,,,
12,2024-09-02,745046,Groundout,field_out,True,686797,641793,Brooks Lee,Zack Littell,0,47951f8e-de94-4503-883f-428040bfdbee,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,55.0,110.0,91.0,68.0,103.0,91.0,102.0,99.0,99.0,104.0,105.0,112.0,0.152,0.221,0.229,0.398,0.28,-1.51,-0.75,0.36,92.5,83.1,91.7,85.6,0.265,0.429,0.209,0.277,0.461,0.333,0.272,0.446,0.151,0.255,0.383,0.19,0.419,0.613,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-09-02,745046,Single,single,False,666397,641793,Edouard Julien,Zack Littell,0,62b4092b-c05f-4ec1-af43-63d07200b0fe,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,55.0,110.0,91.0,68.0,103.0,91.0,102.0,99.0,99.0,104.0,105.0,112.0,0.152,0.221,0.229,0.398,0.28,-1.51,-0.75,0.36,92.5,83.1,91.7,85.6,0.265,0.429,0.209,0.277,0.461,0.333,0.272,0.446,0.151,0.255,0.383,0.19,0.419,0.613,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-09-02,745046,Walk,walk,False,543877,641793,Christian Vázquez,Zack Littell,1,64f55348-276c-4bb9-b1bc-f1f07d1802dd,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,55.0,110.0,91.0,68.0,103.0,91.0,102.0,99.0,99.0,104.0,105.0,112.0,0.152,0.221,0.229,0.398,0.28,-1.51,-0.75,0.36,92.5,83.1,91.7,85.6,0.265,0.429,0.209,0.277,0.461,0.333,0.272,0.446,0.151,0.255,0.383,0.19,0.419,0.613,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-09-02,745046,Strikeout,strikeout,True,650489,641793,Willi Castro,Zack Littell,0,0d1759cc-d156-48be-b1f9-5a2d00ec7223,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,55.0,110.0,91.0,68.0,103.0,91.0,102.0,99.0,99.0,104.0,105.0,112.0,0.152,0.221,0.229,0.398,0.28,-1.51,-0.75,0.36,92.5,83.1,91.7,85.6,0.265,0.429,0.209,0.277,0.461,0.333,0.272,0.446,0.151,0.255,0.383,0.19,0.419,0.613,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-09-02,745046,Home Run,home_run,False,663616,641793,Trevor Larnach,Zack Littell,1,ff78e128-e790-490e-88b5-905967a10fcb,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,55.0,110.0,91.0,68.0,103.0,91.0,102.0,99.0,99.0,104.0,105.0,112.0,0.152,0.221,0.229,0.398,0.28,-1.51,-0.75,0.36,92.5,83.1,91.7,85.6,0.265,0.429,0.209,0.277,0.461,0.333,0.272,0.446,0.151,0.255,0.383,0.19,0.419,0.613,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
