,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FS%,wFS/C,vFS
0,2024-08-19,745380,Strikeout,strikeout,True,650489,650633,Willi Castro,Michael King,0,4c0685be-7b41-4bcd-99fd-8f24a65eb19b,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,,,,
1,2024-08-19,745380,Walk,walk,False,663616,650633,Trevor Larnach,Michael King,0,fabc2770-16e7-43bf-8c97-996ae84731b1,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,,,,
2,2024-08-19,745380,Strikeout,strikeout,True,668904,650633,Royce Lewis,Michael King,0,5f185003-d50e-4867-afd8-ba08ca2bbbe1,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,,,,
3,2024-08-19,745380,Double,double,False,670242,650633,Matt Wallner,Michael King,1,9dd0abf6-4311-4c63-b72b-5cdd24c1b6f5,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,,,,
4,2024-08-19,745380,Groundout,field_out,True,467793,650633,Carlos Santana,Michael King,0,33ea6368-1376-4112-93b1-572ba32368f3,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.27,0.247,0.233,0.25,-0.65,0.88,-0.03,1.72,93.6,86.7,92.9,82.8,0.202,0.275,0.358,0.203,0.391,0.201,0.261,0.403,0.253,0.213,0.326,0.346,0.286,0.536,0.255,,,,,,,,,,,,,,,,,,,,,
5,2024-08-19,745380,Hit By Pitch,hit_by_pitch,False,650333,805673,Luis Arraez,Zebby Matthews,0,a8284755-69fb-444d-8471-5789e29454a3,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,3.0,3.52,15.0,103.0,98.0,102.0,0.805,7.8,1.2,7.8,1.2,0.86,0.239,0.457,0.152,0.413,0.404,84.0,88.0,99.0,93.0,102.0,101.0,,,,113.0,112.0,111.0,,0.463,0.227,0.047,3.59,,-2.86,-13.0,94.8,85.5,,86.1,0.333,0.667,0.0,,,,0.1,0.15,0.08,,,,0.316,0.526,0.394,103.0,106.0,110.0,96.0,98.0,94.0,0.224,0.039,-1.25,6.92,90.5,79.9,0.308,0.538,0.231,0.0,0.0,0.167,,,
6,2024-08-19,745380,Single,single,False,595777,805673,Jurickson Profar,Zebby Matthews,1,2d118724-153c-4c00-bf97-1d860a1cc253,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,3.0,3.52,15.0,103.0,98.0,102.0,0.805,7.8,1.2,7.8,1.2,0.86,0.239,0.457,0.152,0.413,0.404,84.0,88.0,99.0,93.0,102.0,101.0,,,,113.0,112.0,111.0,,0.463,0.227,0.047,3.59,,-2.86,-13.0,94.8,85.5,,86.1,0.333,0.667,0.0,,,,0.1,0.15,0.08,,,,0.316,0.526,0.394,103.0,106.0,110.0,96.0,98.0,94.0,0.224,0.039,-1.25,6.92,90.5,79.9,0.308,0.538,0.231,0.0,0.0,0.167,,,
7,2024-08-19,745380,Groundout,field_out,True,630105,805673,Jake Cronenworth,Zebby Matthews,1,b5ed1eac-b893-457e-9c63-071570268f5e,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,3.0,3.52,15.0,103.0,98.0,102.0,0.805,7.8,1.2,7.8,1.2,0.86,0.239,0.457,0.152,0.413,0.404,84.0,88.0,99.0,93.0,102.0,101.0,,,,113.0,112.0,111.0,,0.463,0.227,0.047,3.59,,-2.86,-13.0,94.8,85.5,,86.1,0.333,0.667,0.0,,,,0.1,0.15,0.08,,,,0.316,0.526,0.394,103.0,106.0,110.0,96.0,98.0,94.0,0.224,0.039,-1.25,6.92,90.5,79.9,0.308,0.538,0.231,0.0,0.0,0.167,,,
8,2024-08-19,745380,Groundout,field_out,True,592518,805673,Manny Machado,Zebby Matthews,1,a8323b54-2731-47be-b445-7aa790c98e9b,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,3.0,3.52,15.0,103.0,98.0,102.0,0.805,7.8,1.2,7.8,1.2,0.86,0.239,0.457,0.152,0.413,0.404,84.0,88.0,99.0,93.0,102.0,101.0,,,,113.0,112.0,111.0,,0.463,0.227,0.047,3.59,,-2.86,-13.0,94.8,85.5,,86.1,0.333,0.667,0.0,,,,0.1,0.15,0.08,,,,0.316,0.526,0.394,103.0,106.0,110.0,96.0,98.0,94.0,0.224,0.039,-1.25,6.92,90.5,79.9,0.308,0.538,0.231,0.0,0.0,0.167,,,
9,2024-08-19,745380,Single,single,False,593428,805673,Xander Bogaerts,Zebby Matthews,1,14fe1019-5dc3-4791-8cbf-ba9e89e9049a,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,3.0,3.52,15.0,103.0,98.0,102.0,0.805,7.8,1.2,7.8,1.2,0.86,0.239,0.457,0.152,0.413,0.404,84.0,88.0,99.0,93.0,102.0,101.0,,,,113.0,112.0,111.0,,0.463,0.227,0.047,3.59,,-2.86,-13.0,94.8,85.5,,86.1,0.333,0.667,0.0,,,,0.1,0.15,0.08,,,,0.316,0.526,0.394,103.0,106.0,110.0,96.0,98.0,94.0,0.224,0.039,-1.25,6.92,90.5,79.9,0.308,0.538,0.231,0.0,0.0,0.167,,,
10,2024-08-19,745380,Flyout,field_out,True,701538,805673,Jackson Merrill,Zebby Matthews,0,dd53eae2-a875-4e5a-ad5c-7bd3e6d367c2,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,3.0,3.52,15.0,103.0,98.0,102.0,0.805,7.8,1.2,7.8,1.2,0.86,0.239,0.457,0.152,0.413,0.404,84.0,88.0,99.0,93.0,102.0,101.0,,,,113.0,112.0,111.0,,0.463,0.227,0.047,3.59,,-2.86,-13.0,94.8,85.5,,86.1,0.333,0.667,0.0,,,,0.1,0.15,0.08,,,,0.316,0.526,0.394,103.0,106.0,110.0,96.0,98.0,94.0,0.224,0.039,-1.25,6.92,90.5,79.9,0.308,0.538,0.231,0.0,0.0,0.167,,,
