,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-30,746511,Flyout,field_out,True,596103,596295,Austin Slater,Austin Gomber,0,77056ecf-1a41-439f-abd4-2bd642cf193b,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.5,5.03,152.0,102.0,81.0,98.0,0.824,6.39,2.13,9.24,1.6,0.92,0.221,0.416,0.127,0.373,0.444,83.0,104.0,100.0,72.0,98.0,90.0,51.0,110.0,96.0,90.0,102.0,101.0,92.0,109.0,107.0,0.001,0.412,0.158,0.221,0.207,-0.95,-42.94,0.23,-0.21,0.2,90.5,81.1,90.1,83.9,77.6,0.299,0.569,0.098,0.22,0.378,0.264,0.252,0.395,0.278,0.257,0.486,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-30,746511,Double,double,False,623993,596295,Anthony Santander,Austin Gomber,0,f7b77a7d-2b7a-4055-9bce-25a53d674e50,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.5,5.03,152.0,102.0,81.0,98.0,0.824,6.39,2.13,9.24,1.6,0.92,0.221,0.416,0.127,0.373,0.444,83.0,104.0,100.0,72.0,98.0,90.0,51.0,110.0,96.0,90.0,102.0,101.0,92.0,109.0,107.0,0.001,0.412,0.158,0.221,0.207,-0.95,-42.94,0.23,-0.21,0.2,90.5,81.1,90.1,83.9,77.6,0.299,0.569,0.098,0.22,0.378,0.264,0.252,0.395,0.278,0.257,0.486,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-30,746511,Flyout,field_out,True,683002,596295,Gunnar Henderson,Austin Gomber,0,a885a1c5-70be-4b21-81a9-674425b80268,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.5,5.03,152.0,102.0,81.0,98.0,0.824,6.39,2.13,9.24,1.6,0.92,0.221,0.416,0.127,0.373,0.444,83.0,104.0,100.0,72.0,98.0,90.0,51.0,110.0,96.0,90.0,102.0,101.0,92.0,109.0,107.0,0.001,0.412,0.158,0.221,0.207,-0.95,-42.94,0.23,-0.21,0.2,90.5,81.1,90.1,83.9,77.6,0.299,0.569,0.098,0.22,0.378,0.264,0.252,0.395,0.278,0.257,0.486,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-30,746511,Flyout,field_out,True,650391,596295,Eloy Jiménez,Austin Gomber,0,546b9d00-0ba8-45f0-992e-191a6e2c6241,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.5,5.03,152.0,102.0,81.0,98.0,0.824,6.39,2.13,9.24,1.6,0.92,0.221,0.416,0.127,0.373,0.444,83.0,104.0,100.0,72.0,98.0,90.0,51.0,110.0,96.0,90.0,102.0,101.0,92.0,109.0,107.0,0.001,0.412,0.158,0.221,0.207,-0.95,-42.94,0.23,-0.21,0.2,90.5,81.1,90.1,83.9,77.6,0.299,0.569,0.098,0.22,0.378,0.264,0.252,0.395,0.278,0.257,0.486,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-30,746511,Single,single,False,453568,544150,Charlie Blackmon,Albert Suárez,0,7812f48e-dc7f-444a-ab7e-31f3c1f41293,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.49,4.19,113.1,99.0,89.0,96.0,0.801,6.91,2.94,8.81,0.87,0.87,0.249,0.416,0.142,0.3,0.389,98.0,98.0,104.0,90.0,100.0,95.0,,,,,,,,,,,0.506,,,0.167,-0.24,,,,-0.07,94.9,86.0,,,,0.278,0.443,0.218,0.2,0.36,0.222,0.247,0.388,0.208,,,,95.0,97.0,96.0,74.0,100.0,92.0,0.202,0.125,1.03,0.26,86.3,78.8,0.247,0.341,0.298,,,,,,,,,,,,
5,2024-08-30,746511,Forceout,force_out,True,678662,544150,Ezequiel Tovar,Albert Suárez,1,fa52eb6f-c610-4743-90f1-907768cc3962,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.49,4.19,113.1,99.0,89.0,96.0,0.801,6.91,2.94,8.81,0.87,0.87,0.249,0.416,0.142,0.3,0.389,98.0,98.0,104.0,90.0,100.0,95.0,,,,,,,,,,,0.506,,,0.167,-0.24,,,,-0.07,94.9,86.0,,,,0.278,0.443,0.218,0.2,0.36,0.222,0.247,0.388,0.208,,,,95.0,97.0,96.0,74.0,100.0,92.0,0.202,0.125,1.03,0.26,86.3,78.8,0.247,0.341,0.298,,,,,,,,,,,,
6,2024-08-30,746511,Strikeout Double Play,strikeout_double_play,True,641857,544150,Ryan McMahon,Albert Suárez,1,b452a377-a715-4e21-a942-eb0fbec324ff,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.49,4.19,113.1,99.0,89.0,96.0,0.801,6.91,2.94,8.81,0.87,0.87,0.249,0.416,0.142,0.3,0.389,98.0,98.0,104.0,90.0,100.0,95.0,,,,,,,,,,,0.506,,,0.167,-0.24,,,,-0.07,94.9,86.0,,,,0.278,0.443,0.218,0.2,0.36,0.222,0.247,0.388,0.208,,,,95.0,97.0,96.0,74.0,100.0,92.0,0.202,0.125,1.03,0.26,86.3,78.8,0.247,0.341,0.298,,,,,,,,,,,,
7,2024-08-30,746511,Lineout,field_out,True,602104,596295,Ramón Urías,Austin Gomber,0,a2d805a8-f61f-4873-92ab-2459325dd9a3,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.5,5.03,152.0,102.0,81.0,98.0,0.824,6.39,2.13,9.24,1.6,0.92,0.221,0.416,0.127,0.373,0.444,83.0,104.0,100.0,72.0,98.0,90.0,51.0,110.0,96.0,90.0,102.0,101.0,92.0,109.0,107.0,0.001,0.412,0.158,0.221,0.207,-0.95,-42.94,0.23,-0.21,0.2,90.5,81.1,90.1,83.9,77.6,0.299,0.569,0.098,0.22,0.378,0.264,0.252,0.395,0.278,0.257,0.486,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-30,746511,Double,double,False,681297,596295,Colton Cowser,Austin Gomber,0,4e33c791-2859-44ee-9e97-353ad7bab260,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.5,5.03,152.0,102.0,81.0,98.0,0.824,6.39,2.13,9.24,1.6,0.92,0.221,0.416,0.127,0.373,0.444,83.0,104.0,100.0,72.0,98.0,90.0,51.0,110.0,96.0,90.0,102.0,101.0,92.0,109.0,107.0,0.001,0.412,0.158,0.221,0.207,-0.95,-42.94,0.23,-0.21,0.2,90.5,81.1,90.1,83.9,77.6,0.299,0.569,0.098,0.22,0.378,0.264,0.252,0.395,0.278,0.257,0.486,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-30,746511,Single,single,False,656896,596295,Emmanuel Rivera,Austin Gomber,1,eaaa993b-a485-45ae-a4a6-0e79827dbd2c,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.5,5.03,152.0,102.0,81.0,98.0,0.824,6.39,2.13,9.24,1.6,0.92,0.221,0.416,0.127,0.373,0.444,83.0,104.0,100.0,72.0,98.0,90.0,51.0,110.0,96.0,90.0,102.0,101.0,92.0,109.0,107.0,0.001,0.412,0.158,0.221,0.207,-0.95,-42.94,0.23,-0.21,0.2,90.5,81.1,90.1,83.9,77.6,0.299,0.569,0.098,0.22,0.378,0.264,0.252,0.395,0.278,0.257,0.486,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,
