,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-07-09,746451,Flyout,field_out,True,680757,628317,Steven Kwan,Kenta Maeda,0,d16eefe7-e354-454d-8a1e-8fa73ed58d38,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
1,2024-07-09,746451,Home Run,home_run,False,682657,628317,Angel Martínez,Kenta Maeda,0,608b3508-be3c-4db2-aece-6d4bff12dfd2,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
2,2024-07-09,746451,Single,single,False,608070,628317,José Ramírez,Kenta Maeda,0,1d6e2ec7-e7bb-4c67-8054-548fbdd46d44,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
3,2024-07-09,746451,Home Run,home_run,False,647304,628317,Josh Naylor,Kenta Maeda,1,7d99556c-fcd2-4d71-9486-bf5f6b41af0b,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
4,2024-07-09,746451,Single,single,False,678877,628317,Jhonkensy Noel,Kenta Maeda,0,92b2e253-9a2a-4045-b3ef-6de33be49682,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
5,2024-07-09,746451,Grounded Into DP,grounded_into_double_play,True,665926,628317,Andrés Giménez,Kenta Maeda,1,a19e73f7-ab00-40f5-a856-c6f6e1763e3f,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,109.0,104.0,107.0,0.069,0.251,0.301,0.355,0.023,-2.92,0.11,-0.54,-0.92,-5.16,90.5,83.7,90.4,81.6,76.5,0.24,0.32,0.267,0.2,0.388,0.273,0.362,0.707,0.125,0.3,0.35,0.143,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,
6,2024-07-09,746451,Strikeout,strikeout,True,663837,594902,Matt Vierling,Ben Lively,0,e458a950-5080-42ad-a4a2-b925051a449b,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,,,,0.305,0.302,,0.245,0.072,-0.32,,0.18,0.57,-0.49,89.9,,90.4,79.2,76.6,0.167,0.5,0.371,,,,0.268,0.507,0.175,0.25,0.45,0.152,0.222,0.37,0.188,88.0,108.0,101.0,0.075,0.48,83.5,0.207,0.345,0.196,,,,,,,,,
7,2024-07-09,746451,Strikeout,strikeout,True,690993,594902,Colt Keith,Ben Lively,0,33764465-e6a1-443e-86bd-8f18781fd3bc,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,,,,0.305,0.302,,0.245,0.072,-0.32,,0.18,0.57,-0.49,89.9,,90.4,79.2,76.6,0.167,0.5,0.371,,,,0.268,0.507,0.175,0.25,0.45,0.152,0.222,0.37,0.188,88.0,108.0,101.0,0.075,0.48,83.5,0.207,0.345,0.196,,,,,,,,,
8,2024-07-09,746451,Walk,walk,False,682985,594902,Riley Greene,Ben Lively,0,2ac6616b-08aa-48be-885e-27c33bb82b63,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,,,,0.305,0.302,,0.245,0.072,-0.32,,0.18,0.57,-0.49,89.9,,90.4,79.2,76.6,0.167,0.5,0.371,,,,0.268,0.507,0.175,0.25,0.45,0.152,0.222,0.37,0.188,88.0,108.0,101.0,0.075,0.48,83.5,0.207,0.345,0.196,,,,,,,,,
9,2024-07-09,746451,Groundout,field_out,True,608348,594902,Carson Kelly,Ben Lively,0,ce6d44f9-95e7-440f-a3b1-7f32d5566b5b,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,,,,0.305,0.302,,0.245,0.072,-0.32,,0.18,0.57,-0.49,89.9,,90.4,79.2,76.6,0.167,0.5,0.371,,,,0.268,0.507,0.175,0.25,0.45,0.152,0.222,0.37,0.188,88.0,108.0,101.0,0.075,0.48,83.5,0.207,0.345,0.196,,,,,,,,,
