,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
18,2024-08-28,747161,Groundout,field_out,True,682998,622663,Corbin Carroll,Luis Severino,0,af44286f-9a6d-4396-862e-ee4a709c835c,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
19,2024-08-28,747161,Single,single,False,664983,622663,Jake McCarthy,Luis Severino,0,37e970d4-4b81-41fd-bc85-6c5f3ca4aa26,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
20,2024-08-28,747161,Home Run,home_run,False,592626,622663,Joc Pederson,Luis Severino,1,5fa23cb4-730a-4392-81bd-e08d9a158e8a,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
21,2024-08-28,747161,Single,single,False,605137,622663,Josh Bell,Luis Severino,0,7117917d-3375-4caf-b2d8-47f0c7350a5d,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
22,2024-08-28,747161,Strikeout,strikeout,True,666971,622663,Lourdes Gurriel Jr.,Luis Severino,0,8731fee2-c1ac-4b4e-a97a-040f8339ef6c,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
23,2024-08-28,747161,Single,single,False,680728,622663,Adrian Del Castillo,Luis Severino,1,a8751b72-1d3c-4d92-9d79-f98a6cd8ae32,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
24,2024-08-28,747161,Strikeout,strikeout,True,553993,622663,Eugenio Suárez,Luis Severino,0,72381f12-5b1a-4b42-b21d-97989e353dd6,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
25,2024-08-28,747161,Pop Out,field_out,True,596019,593958,Francisco Lindor,Eduardo Rodriguez,0,d3ecee30-6c2f-4e08-b5d4-178ef092a9ba,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.06,4.97,21.1,108.0,74.0,97.0,0.803,6.75,2.11,8.86,1.27,1.13,0.203,0.522,0.145,0.29,0.427,98.0,108.0,105.0,58.0,107.0,94.0,77.0,121.0,103.0,94.0,102.0,92.0,75.0,107.0,89.0,0.083,0.442,0.163,0.065,0.246,0.09,-4.21,-1.41,2.62,1.42,91.7,88.5,86.8,91.3,83.7,0.214,0.321,0.234,0.28,0.56,0.246,0.333,0.722,0.148,0.2,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
26,2024-08-28,747161,Groundout,field_out,True,668901,593958,Mark Vientos,Eduardo Rodriguez,0,1e747ea9-31a8-4d94-a212-71fa11140014,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.06,4.97,21.1,108.0,74.0,97.0,0.803,6.75,2.11,8.86,1.27,1.13,0.203,0.522,0.145,0.29,0.427,98.0,108.0,105.0,58.0,107.0,94.0,77.0,121.0,103.0,94.0,102.0,92.0,75.0,107.0,89.0,0.083,0.442,0.163,0.065,0.246,0.09,-4.21,-1.41,2.62,1.42,91.7,88.5,86.8,91.3,83.7,0.214,0.321,0.234,0.28,0.56,0.246,0.333,0.722,0.148,0.2,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
27,2024-08-28,747161,Strikeout,strikeout,True,516782,593958,Starling Marte,Eduardo Rodriguez,0,0b514a90-d451-48f8-abc8-44d40237cf24,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.06,4.97,21.1,108.0,74.0,97.0,0.803,6.75,2.11,8.86,1.27,1.13,0.203,0.522,0.145,0.29,0.427,98.0,108.0,105.0,58.0,107.0,94.0,77.0,121.0,103.0,94.0,102.0,92.0,75.0,107.0,89.0,0.083,0.442,0.163,0.065,0.246,0.09,-4.21,-1.41,2.62,1.42,91.7,88.5,86.8,91.3,83.7,0.214,0.321,0.234,0.28,0.56,0.246,0.333,0.722,0.148,0.2,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
28,2024-08-28,747161,Strikeout,strikeout,True,641645,622663,Luis Guillorme,Luis Severino,0,31695ecd-167b-4d53-a3a9-5348a44568c2,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
29,2024-08-28,747161,Flyout,field_out,True,672695,622663,Geraldo Perdomo,Luis Severino,0,efc8db79-8a19-4e3a-842b-a3fbdbbbd1c9,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
30,2024-08-28,747161,Home Run,home_run,False,682998,622663,Corbin Carroll,Luis Severino,0,341fa252-f469-4c3b-b309-b1d1df25355e,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
31,2024-08-28,747161,Groundout,field_out,True,664983,622663,Jake McCarthy,Luis Severino,0,d2e44374-d2b5-4a2a-b1dc-0053ec0de84d,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
