,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-08-28,747161,Groundout,field_out,True,596019,593958,Francisco Lindor,Eduardo Rodriguez,0,c6ab01fb-24c1-4616-bc1c-67d6ddc1c1fc,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.06,4.97,21.1,108.0,74.0,97.0,0.803,6.75,2.11,8.86,1.27,1.13,0.203,0.522,0.145,0.29,0.427,98.0,108.0,105.0,58.0,107.0,94.0,77.0,121.0,103.0,94.0,102.0,92.0,75.0,107.0,89.0,0.083,0.442,0.163,0.065,0.246,0.09,-4.21,-1.41,2.62,1.42,91.7,88.5,86.8,91.3,83.7,0.214,0.321,0.234,0.28,0.56,0.246,0.333,0.722,0.148,0.2,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1,2024-08-28,747161,Flyout,field_out,True,668901,593958,Mark Vientos,Eduardo Rodriguez,0,86ebc69b-4634-483b-96d8-46e704326301,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.06,4.97,21.1,108.0,74.0,97.0,0.803,6.75,2.11,8.86,1.27,1.13,0.203,0.522,0.145,0.29,0.427,98.0,108.0,105.0,58.0,107.0,94.0,77.0,121.0,103.0,94.0,102.0,92.0,75.0,107.0,89.0,0.083,0.442,0.163,0.065,0.246,0.09,-4.21,-1.41,2.62,1.42,91.7,88.5,86.8,91.3,83.7,0.214,0.321,0.234,0.28,0.56,0.246,0.333,0.722,0.148,0.2,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2,2024-08-28,747161,Strikeout,strikeout,True,516782,593958,Starling Marte,Eduardo Rodriguez,0,74c2cf54-52a3-4d0b-b311-99ed84e90f63,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.06,4.97,21.1,108.0,74.0,97.0,0.803,6.75,2.11,8.86,1.27,1.13,0.203,0.522,0.145,0.29,0.427,98.0,108.0,105.0,58.0,107.0,94.0,77.0,121.0,103.0,94.0,102.0,92.0,75.0,107.0,89.0,0.083,0.442,0.163,0.065,0.246,0.09,-4.21,-1.41,2.62,1.42,91.7,88.5,86.8,91.3,83.7,0.214,0.321,0.234,0.28,0.56,0.246,0.333,0.722,0.148,0.2,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
3,2024-08-28,747161,Lineout,field_out,True,682998,622663,Corbin Carroll,Luis Severino,0,2b114c7b-8ed4-4190-bd85-d49ed545cd7b,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
4,2024-08-28,747161,Strikeout,strikeout,True,664983,622663,Jake McCarthy,Luis Severino,0,c197addb-1dfd-4f93-ae7f-7f756b19782b,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
5,2024-08-28,747161,Strikeout,strikeout,True,592626,622663,Joc Pederson,Luis Severino,0,6aeaee63-a022-46c6-8d09-ea018f86cfa3,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
6,2024-08-28,747161,Groundout,field_out,True,607043,593958,Brandon Nimmo,Eduardo Rodriguez,0,82e99ede-ac67-4ab4-b431-724860307390,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.06,4.97,21.1,108.0,74.0,97.0,0.803,6.75,2.11,8.86,1.27,1.13,0.203,0.522,0.145,0.29,0.427,98.0,108.0,105.0,58.0,107.0,94.0,77.0,121.0,103.0,94.0,102.0,92.0,75.0,107.0,89.0,0.083,0.442,0.163,0.065,0.246,0.09,-4.21,-1.41,2.62,1.42,91.7,88.5,86.8,91.3,83.7,0.214,0.321,0.234,0.28,0.56,0.246,0.333,0.722,0.148,0.2,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
7,2024-08-28,747161,Lineout,field_out,True,624413,593958,Pete Alonso,Eduardo Rodriguez,0,ea76698b-56f6-43db-9f7c-7dd1ce4616a9,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.06,4.97,21.1,108.0,74.0,97.0,0.803,6.75,2.11,8.86,1.27,1.13,0.203,0.522,0.145,0.29,0.427,98.0,108.0,105.0,58.0,107.0,94.0,77.0,121.0,103.0,94.0,102.0,92.0,75.0,107.0,89.0,0.083,0.442,0.163,0.065,0.246,0.09,-4.21,-1.41,2.62,1.42,91.7,88.5,86.8,91.3,83.7,0.214,0.321,0.234,0.28,0.56,0.246,0.333,0.722,0.148,0.2,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
8,2024-08-28,747161,Strikeout,strikeout,True,502110,593958,J.D. Martinez,Eduardo Rodriguez,0,8ce3766c-0cb0-4f6f-859b-a75b98f24335,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.06,4.97,21.1,108.0,74.0,97.0,0.803,6.75,2.11,8.86,1.27,1.13,0.203,0.522,0.145,0.29,0.427,98.0,108.0,105.0,58.0,107.0,94.0,77.0,121.0,103.0,94.0,102.0,92.0,75.0,107.0,89.0,0.083,0.442,0.163,0.065,0.246,0.09,-4.21,-1.41,2.62,1.42,91.7,88.5,86.8,91.3,83.7,0.214,0.321,0.234,0.28,0.56,0.246,0.333,0.722,0.148,0.2,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
9,2024-08-28,747161,Strikeout,strikeout,True,605137,622663,Josh Bell,Luis Severino,0,c62b0041-7a9d-43ee-8072-9b4b7ff093ed,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
10,2024-08-28,747161,Walk,walk,False,666971,622663,Lourdes Gurriel Jr.,Luis Severino,0,23ebc9cd-92aa-43e8-854b-2a697758d41c,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
11,2024-08-28,747161,Single,single,False,680728,622663,Adrian Del Castillo,Luis Severino,1,9bdb047f-0878-4e7d-919b-c4390041c757,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
12,2024-08-28,747161,Strikeout,strikeout,True,553993,622663,Eugenio Suárez,Luis Severino,0,1ed23989-7e1c-411e-aea6-3a77593c11db,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
13,2024-08-28,747161,Single,single,False,641645,622663,Luis Guillorme,Luis Severino,1,b227bbf9-0c0b-4985-8308-910b83d343b8,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
14,2024-08-28,747161,Strikeout,strikeout,True,672695,622663,Geraldo Perdomo,Luis Severino,0,3734e7c9-fd6c-40ce-ab90-b1bb98ed2ae9,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,92.0,93.0,90.0,0.253,0.351,0.084,0.229,0.082,0.31,0.95,0.88,0.04,-2.98,96.1,92.7,86.1,95.6,85.7,0.333,0.622,0.182,0.231,0.382,0.222,0.186,0.279,0.239,0.289,0.434,0.123,0.263,0.342,0.282,0.156,0.24,0.357,,,,,,,,,,,,,,,,,,
15,2024-08-28,747161,Flyout,field_out,True,578428,593958,Jose Iglesias,Eduardo Rodriguez,0,da0d4baa-c3c2-4514-a42e-eb934bb19ae9,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.06,4.97,21.1,108.0,74.0,97.0,0.803,6.75,2.11,8.86,1.27,1.13,0.203,0.522,0.145,0.29,0.427,98.0,108.0,105.0,58.0,107.0,94.0,77.0,121.0,103.0,94.0,102.0,92.0,75.0,107.0,89.0,0.083,0.442,0.163,0.065,0.246,0.09,-4.21,-1.41,2.62,1.42,91.7,88.5,86.8,91.3,83.7,0.214,0.321,0.234,0.28,0.56,0.246,0.333,0.722,0.148,0.2,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
16,2024-08-28,747161,Strikeout,strikeout,True,682626,593958,Francisco Alvarez,Eduardo Rodriguez,0,3d393a2b-700c-4f30-9ec4-4fca53bfde29,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.06,4.97,21.1,108.0,74.0,97.0,0.803,6.75,2.11,8.86,1.27,1.13,0.203,0.522,0.145,0.29,0.427,98.0,108.0,105.0,58.0,107.0,94.0,77.0,121.0,103.0,94.0,102.0,92.0,75.0,107.0,89.0,0.083,0.442,0.163,0.065,0.246,0.09,-4.21,-1.41,2.62,1.42,91.7,88.5,86.8,91.3,83.7,0.214,0.321,0.234,0.28,0.56,0.246,0.333,0.722,0.148,0.2,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
17,2024-08-28,747161,Groundout,field_out,True,664056,593958,Harrison Bader,Eduardo Rodriguez,0,53b9bc46-e818-4be7-be24-133db3139ca9,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.06,4.97,21.1,108.0,74.0,97.0,0.803,6.75,2.11,8.86,1.27,1.13,0.203,0.522,0.145,0.29,0.427,98.0,108.0,105.0,58.0,107.0,94.0,77.0,121.0,103.0,94.0,102.0,92.0,75.0,107.0,89.0,0.083,0.442,0.163,0.065,0.246,0.09,-4.21,-1.41,2.62,1.42,91.7,88.5,86.8,91.3,83.7,0.214,0.321,0.234,0.28,0.56,0.246,0.333,0.722,0.148,0.2,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
